,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,wFA/C,wFC/C,wFS/C,wSL/C,vFA,vFC,vFS,vSL,FF_ba,SL_ba,FS_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,CH%,wSI/C,wCU/C,wCH/C,vSI,vCU,CH_ba,SI_ba,CU_ba,ST_ba,FC_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-04-21,718482,Pop Out,field_out,True,657041,641816,Lane Thomas,Tyler Mahle,1,0,0,f0e28bde-51bf-4850-a02e-ac80229b2de2,641816.0,tylermahle,Mahle,Right,Tyler Mahle,3.16,3.23,25.2,106.0,111.0,105.0,0.774,9.82,1.75,7.71,1.75,0.84,0.23199999999999998,0.348,0.203,0.24600000000000002,0.359,122.0,104.0,105.0,104.0,101.0,102.0,44.0,122.0,104.0,100.0,116.0,112.0,0.518,0.021,0.19699999999999998,0.264,1.08,12.66,-1.89,-0.02,92.6,84.7,84.9,83.8,0.25,0.219,0.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-21,718482,Lineout,field_out,True,660688,641816,Keibert Ruiz,Tyler Mahle,0,0,0,786c708b-a2b3-48ac-b436-8e2383fc5918,641816.0,tylermahle,Mahle,Right,Tyler Mahle,3.16,3.23,25.2,106.0,111.0,105.0,0.774,9.82,1.75,7.71,1.75,0.84,0.23199999999999998,0.348,0.203,0.24600000000000002,0.359,122.0,104.0,105.0,104.0,101.0,102.0,44.0,122.0,104.0,100.0,116.0,112.0,0.518,0.021,0.19699999999999998,0.264,1.08,12.66,-1.89,-0.02,92.6,84.7,84.9,83.8,0.25,0.219,0.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-21,718482,Flyout,field_out,True,600869,641816,Jeimer Candelario,Tyler Mahle,1,1,0,b971f684-8b7d-42ef-a17c-e89f9d0a5711,641816.0,tylermahle,Mahle,Right,Tyler Mahle,3.16,3.23,25.2,106.0,111.0,105.0,0.774,9.82,1.75,7.71,1.75,0.84,0.23199999999999998,0.348,0.203,0.24600000000000002,0.359,122.0,104.0,105.0,104.0,101.0,102.0,44.0,122.0,104.0,100.0,116.0,112.0,0.518,0.021,0.19699999999999998,0.264,1.08,12.66,-1.89,-0.02,92.6,84.7,84.9,83.8,0.25,0.219,0.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-21,718482,Flyout,field_out,True,596146,592866,Max Kepler,Trevor Williams,1,0,0,28284319-89aa-417b-8a49-3171e80ef431,592866.0,trevorwilliams,Williams,Right,Trevor Williams,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.32899999999999996,0.387,80.0,107.0,96.0,94.0,114.0,103.0,,,,,,,0.433,,,0.182,-0.77,,,-1.7,89.7,,,80.9,0.283,0.314,,83.3,68.0,105.0,96.0,97.0,95.0,95.0,91.0,100.0,95.0,0.146,0.069,0.171,-0.45,-1.93,-2.25,88.2,76.7,0.315,0.325,0.314,0.313,,,,,,,
4,2023-04-21,718482,Groundout,field_out,True,621043,592866,Carlos Correa,Trevor Williams,0,0,0,29f95ece-3006-4275-9b46-a5b1bf63c866,592866.0,trevorwilliams,Williams,Right,Trevor Williams,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.32899999999999996,0.387,80.0,107.0,96.0,94.0,114.0,103.0,,,,,,,0.433,,,0.182,-0.77,,,-1.7,89.7,,,80.9,0.283,0.314,,83.3,68.0,105.0,96.0,97.0,95.0,95.0,91.0,100.0,95.0,0.146,0.069,0.171,-0.45,-1.93,-2.25,88.2,76.7,0.315,0.325,0.314,0.313,,,,,,,
5,2023-04-21,718482,Flyout,field_out,True,621439,592866,Byron Buxton,Trevor Williams,0,0,0,9d256bb1-826b-43f7-8d16-c27856d1d0d5,592866.0,trevorwilliams,Williams,Right,Trevor Williams,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.32899999999999996,0.387,80.0,107.0,96.0,94.0,114.0,103.0,,,,,,,0.433,,,0.182,-0.77,,,-1.7,89.7,,,80.9,0.283,0.314,,83.3,68.0,105.0,96.0,97.0,95.0,95.0,91.0,100.0,95.0,0.146,0.069,0.171,-0.45,-1.93,-2.25,88.2,76.7,0.315,0.325,0.314,0.313,,,,,,,
6,2023-04-21,718482,Lineout,field_out,True,608841,641816,Joey Meneses,Tyler Mahle,0,0,0,2b27b843-8088-4126-a690-d9be5db49380,641816.0,tylermahle,Mahle,Right,Tyler Mahle,3.16,3.23,25.2,106.0,111.0,105.0,0.774,9.82,1.75,7.71,1.75,0.84,0.23199999999999998,0.348,0.203,0.24600000000000002,0.359,122.0,104.0,105.0,104.0,101.0,102.0,44.0,122.0,104.0,100.0,116.0,112.0,0.518,0.021,0.19699999999999998,0.264,1.08,12.66,-1.89,-0.02,92.6,84.7,84.9,83.8,0.25,0.219,0.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023-04-21,718482,Groundout,field_out,True,671277,641816,Luis García Jr.,Tyler Mahle,0,0,0,8f10d956-627f-4ebd-8dc8-02bb7a81304c,641816.0,tylermahle,Mahle,Right,Tyler Mahle,3.16,3.23,25.2,106.0,111.0,105.0,0.774,9.82,1.75,7.71,1.75,0.84,0.23199999999999998,0.348,0.203,0.24600000000000002,0.359,122.0,104.0,105.0,104.0,101.0,102.0,44.0,122.0,104.0,100.0,116.0,112.0,0.518,0.021,0.19699999999999998,0.264,1.08,12.66,-1.89,-0.02,92.6,84.7,84.9,83.8,0.25,0.219,0.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-04-21,718482,Strikeout,strikeout,True,642086,641816,Dominic Smith,Tyler Mahle,0,0,0,d81de8fa-0f88-4e91-923c-1b82444074e0,641816.0,tylermahle,Mahle,Right,Tyler Mahle,3.16,3.23,25.2,106.0,111.0,105.0,0.774,9.82,1.75,7.71,1.75,0.84,0.23199999999999998,0.348,0.203,0.24600000000000002,0.359,122.0,104.0,105.0,104.0,101.0,102.0,44.0,122.0,104.0,100.0,116.0,112.0,0.518,0.021,0.19699999999999998,0.264,1.08,12.66,-1.89,-0.02,92.6,84.7,84.9,83.8,0.25,0.219,0.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-04-21,718482,Strikeout,strikeout,True,663616,592866,Trevor Larnach,Trevor Williams,0,0,0,9f93c86a-c0d1-42ea-acd9-cfc62b4a29c0,592866.0,trevorwilliams,Williams,Right,Trevor Williams,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.32899999999999996,0.387,80.0,107.0,96.0,94.0,114.0,103.0,,,,,,,0.433,,,0.182,-0.77,,,-1.7,89.7,,,80.9,0.283,0.314,,83.3,68.0,105.0,96.0,97.0,95.0,95.0,91.0,100.0,95.0,0.146,0.069,0.171,-0.45,-1.93,-2.25,88.2,76.7,0.315,0.325,0.314,0.313,,,,,,,
