,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CU_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,KC%,wFC/C,wSI/C,wKC/C,vFC,vSI,vKC,FC_ba,SI_ba,ST_ba,FS%,wFS/C,vFS,FS_ba
0,2023-07-06,717473,Strikeout,strikeout,True,680977,691587,Brendan Donovan,Eury Pérez,0,0,0,41666f0b-4141-4787-8c92-8d506b80286f,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,91.0,95.0,99.0,128.0,100.0,109.0,101.0,102.0,107.0,0.45399999999999996,0.308,0.14,0.098,-0.47,0.99,1.89,0.99,97.5,86.4,81.2,0.289,0.183,0.098,0.045,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-06,717473,Strikeout,strikeout,True,663457,691587,Lars Nootbaar,Eury Pérez,0,0,0,61894b1a-af7a-4719-a6f9-2338b1579027,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,91.0,95.0,99.0,128.0,100.0,109.0,101.0,102.0,107.0,0.45399999999999996,0.308,0.14,0.098,-0.47,0.99,1.89,0.99,97.5,86.4,81.2,0.289,0.183,0.098,0.045,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-06,717473,Groundout,field_out,True,571448,691587,Nolan Arenado,Eury Pérez,1,0,0,d5461d8b-50a6-4ee0-9fe3-c93ee0e77602,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,91.0,95.0,99.0,128.0,100.0,109.0,101.0,102.0,107.0,0.45399999999999996,0.308,0.14,0.098,-0.47,0.99,1.89,0.99,97.5,86.4,81.2,0.289,0.183,0.098,0.045,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-06,717473,Single,single,False,650333,656427,Luis Arraez,Jack Flaherty,0,0,0,002f7add-6d94-4034-a22f-fbad477ecb3f,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,,,,98.0,99.0,98.0,98.0,101.0,102.0,0.41700000000000004,0.24600000000000002,,0.033,-0.44,-1.15,,0.86,93.1,84.2,,0.29,0.339,0.204,0.154,75.0,82.0,71.0,93.0,102.0,108.0,92.0,98.0,101.0,0.02,0.091,0.19399999999999998,-1.05,-2.28,0.23,88.7,90.1,76.2,0.318,0.333,,,,,
4,2023-07-06,717473,Strikeout,strikeout,True,624585,656427,Jorge Soler,Jack Flaherty,0,0,0,6952731a-b3b7-4102-8465-80042b176e52,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,,,,98.0,99.0,98.0,98.0,101.0,102.0,0.41700000000000004,0.24600000000000002,,0.033,-0.44,-1.15,,0.86,93.1,84.2,,0.29,0.339,0.204,0.154,75.0,82.0,71.0,93.0,102.0,108.0,92.0,98.0,101.0,0.02,0.091,0.19399999999999998,-1.05,-2.28,0.23,88.7,90.1,76.2,0.318,0.333,,,,,
5,2023-07-06,717473,Pop Out,field_out,True,650559,656427,Bryan De La Cruz,Jack Flaherty,1,0,0,476b505f-83e5-4d0a-b642-48bb65138f2c,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,,,,98.0,99.0,98.0,98.0,101.0,102.0,0.41700000000000004,0.24600000000000002,,0.033,-0.44,-1.15,,0.86,93.1,84.2,,0.29,0.339,0.204,0.154,75.0,82.0,71.0,93.0,102.0,108.0,92.0,98.0,101.0,0.02,0.091,0.19399999999999998,-1.05,-2.28,0.23,88.7,90.1,76.2,0.318,0.333,,,,,
6,2023-07-06,717473,Single,single,False,660821,656427,Jesús Sánchez,Jack Flaherty,1,0,1,3f863dcc-5c68-41b3-a832-000c6b83fbfd,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,,,,98.0,99.0,98.0,98.0,101.0,102.0,0.41700000000000004,0.24600000000000002,,0.033,-0.44,-1.15,,0.86,93.1,84.2,,0.29,0.339,0.204,0.154,75.0,82.0,71.0,93.0,102.0,108.0,92.0,98.0,101.0,0.02,0.091,0.19399999999999998,-1.05,-2.28,0.23,88.7,90.1,76.2,0.318,0.333,,,,,
7,2023-07-06,717473,Lineout,field_out,True,643265,656427,Garrett Cooper,Jack Flaherty,0,0,0,885c0394-b591-47bc-9ecb-5d7f64875c19,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,,,,98.0,99.0,98.0,98.0,101.0,102.0,0.41700000000000004,0.24600000000000002,,0.033,-0.44,-1.15,,0.86,93.1,84.2,,0.29,0.339,0.204,0.154,75.0,82.0,71.0,93.0,102.0,108.0,92.0,98.0,101.0,0.02,0.091,0.19399999999999998,-1.05,-2.28,0.23,88.7,90.1,76.2,0.318,0.333,,,,,
8,2023-07-06,717473,Hit By Pitch,hit_by_pitch,False,575929,691587,Willson Contreras,Eury Pérez,0,0,0,3b474957-1405-42da-939e-110e4eebda31,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,91.0,95.0,99.0,128.0,100.0,109.0,101.0,102.0,107.0,0.45399999999999996,0.308,0.14,0.098,-0.47,0.99,1.89,0.99,97.5,86.4,81.2,0.289,0.183,0.098,0.045,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-07-06,717473,Walk,walk,False,669357,691587,Nolan Gorman,Eury Pérez,0,0,1,036efb7d-988e-4182-bf8a-7ec6ed781458,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,91.0,95.0,99.0,128.0,100.0,109.0,101.0,102.0,107.0,0.45399999999999996,0.308,0.14,0.098,-0.47,0.99,1.89,0.99,97.5,86.4,81.2,0.289,0.183,0.098,0.045,,,,,,,,,,,,,,,,,,,,,,,,,
