,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSL/C,wCH/C,vFA,vFC,vSL,FF_ba,SL_ba,CH_ba,FC_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,CU_ba,SI_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-09-09,716651,Groundout,field_out,True,663647,689266,Ke'Bryan Hayes,Dylan Dodd,1,0,0,10953c04-852e-4307-b896-2e01436c1188,689266.0,dylandodd,Dodd,Left,Dylan Dodd,7.6,8.37,34.1,106.0,82.0,98.0,0.8420000000000001,3.93,3.15,13.89,2.36,0.77,0.235,0.419,0.081,0.419,0.518,82.9,74.0,96.0,93.0,80.0,111.0,99.0,87.0,101.0,98.0,92.0,112.0,94.0,0.489,0.048,0.285,0.17800000000000002,-1.53,-3.19,-4.07,-3.11,92.1,85.3,81.8,0.342,0.375,0.355,0.333,,,,,,,,,,,,,,,,,,,,,,
1,2023-09-09,716651,Flyout,field_out,True,668804,689266,Bryan Reynolds,Dylan Dodd,0,0,0,e66f3840-2b0e-45c8-b9e0-093d8a082c12,689266.0,dylandodd,Dodd,Left,Dylan Dodd,7.6,8.37,34.1,106.0,82.0,98.0,0.8420000000000001,3.93,3.15,13.89,2.36,0.77,0.235,0.419,0.081,0.419,0.518,82.9,74.0,96.0,93.0,80.0,111.0,99.0,87.0,101.0,98.0,92.0,112.0,94.0,0.489,0.048,0.285,0.17800000000000002,-1.53,-3.19,-4.07,-3.11,92.1,85.3,81.8,0.342,0.375,0.355,0.333,,,,,,,,,,,,,,,,,,,,,,
2,2023-09-09,716651,Strikeout,strikeout,True,656582,689266,Connor Joe,Dylan Dodd,0,0,0,50d8a56c-940f-4861-ab90-2b47c1c8af9e,689266.0,dylandodd,Dodd,Left,Dylan Dodd,7.6,8.37,34.1,106.0,82.0,98.0,0.8420000000000001,3.93,3.15,13.89,2.36,0.77,0.235,0.419,0.081,0.419,0.518,82.9,74.0,96.0,93.0,80.0,111.0,99.0,87.0,101.0,98.0,92.0,112.0,94.0,0.489,0.048,0.285,0.17800000000000002,-1.53,-3.19,-4.07,-3.11,92.1,85.3,81.8,0.342,0.375,0.355,0.333,,,,,,,,,,,,,,,,,,,,,,
3,2023-09-09,716651,Walk,walk,False,660670,670912,Ronald Acuña Jr.,Johan Oviedo,0,0,0,4101f090-2ad6-4719-b6fc-46703f568324,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,83.0,93.0,87.0,103.0,98.0,104.0,,,,0.392,,0.36700000000000005,0.040999999999999995,-1.25,,0.8,-0.07,95.8,,88.2,0.277,0.21,0.25,,87.0,97.0,101.0,100.0,93.0,92.0,0.05,0.149,0.93,0.82,95.7,80.9,0.193,0.276,,,,,,,,
4,2023-09-09,716651,Groundout,field_out,True,645277,670912,Ozzie Albies,Johan Oviedo,0,0,1,bbc47edb-e857-4b68-8798-25b274c843dc,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,83.0,93.0,87.0,103.0,98.0,104.0,,,,0.392,,0.36700000000000005,0.040999999999999995,-1.25,,0.8,-0.07,95.8,,88.2,0.277,0.21,0.25,,87.0,97.0,101.0,100.0,93.0,92.0,0.05,0.149,0.93,0.82,95.7,80.9,0.193,0.276,,,,,,,,
5,2023-09-09,716651,Single,single,False,663586,670912,Austin Riley,Johan Oviedo,0,0,0,36eaf6ef-3d84-4ba8-8059-f949c92ab152,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,83.0,93.0,87.0,103.0,98.0,104.0,,,,0.392,,0.36700000000000005,0.040999999999999995,-1.25,,0.8,-0.07,95.8,,88.2,0.277,0.21,0.25,,87.0,97.0,101.0,100.0,93.0,92.0,0.05,0.149,0.93,0.82,95.7,80.9,0.193,0.276,,,,,,,,
6,2023-09-09,716651,Flyout,field_out,True,621566,670912,Matt Olson,Johan Oviedo,0,0,0,32e16916-cc4b-4bff-be30-7e1e8a666f9a,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,83.0,93.0,87.0,103.0,98.0,104.0,,,,0.392,,0.36700000000000005,0.040999999999999995,-1.25,,0.8,-0.07,95.8,,88.2,0.277,0.21,0.25,,87.0,97.0,101.0,100.0,93.0,92.0,0.05,0.149,0.93,0.82,95.7,80.9,0.193,0.276,,,,,,,,
7,2023-09-09,716651,Single,single,False,609280,689266,Miguel Andujar,Dylan Dodd,1,0,0,42a2984f-2dd0-41d3-8b05-e8725b96a8d8,689266.0,dylandodd,Dodd,Left,Dylan Dodd,7.6,8.37,34.1,106.0,82.0,98.0,0.8420000000000001,3.93,3.15,13.89,2.36,0.77,0.235,0.419,0.081,0.419,0.518,82.9,74.0,96.0,93.0,80.0,111.0,99.0,87.0,101.0,98.0,92.0,112.0,94.0,0.489,0.048,0.285,0.17800000000000002,-1.53,-3.19,-4.07,-3.11,92.1,85.3,81.8,0.342,0.375,0.355,0.333,,,,,,,,,,,,,,,,,,,,,,
8,2023-09-09,716651,Lineout,field_out,True,682848,689266,Endy Rodríguez,Dylan Dodd,1,0,0,23f32895-03bb-4b9d-b678-0efe3d9a3787,689266.0,dylandodd,Dodd,Left,Dylan Dodd,7.6,8.37,34.1,106.0,82.0,98.0,0.8420000000000001,3.93,3.15,13.89,2.36,0.77,0.235,0.419,0.081,0.419,0.518,82.9,74.0,96.0,93.0,80.0,111.0,99.0,87.0,101.0,98.0,92.0,112.0,94.0,0.489,0.048,0.285,0.17800000000000002,-1.53,-3.19,-4.07,-3.11,92.1,85.3,81.8,0.342,0.375,0.355,0.333,,,,,,,,,,,,,,,,,,,,,,
9,2023-09-09,716651,Strikeout,strikeout,True,678894,689266,Liover Peguero,Dylan Dodd,0,0,0,b6d7f84a-d9f3-4bf2-b4a2-3b5d00353638,689266.0,dylandodd,Dodd,Left,Dylan Dodd,7.6,8.37,34.1,106.0,82.0,98.0,0.8420000000000001,3.93,3.15,13.89,2.36,0.77,0.235,0.419,0.081,0.419,0.518,82.9,74.0,96.0,93.0,80.0,111.0,99.0,87.0,101.0,98.0,92.0,112.0,94.0,0.489,0.048,0.285,0.17800000000000002,-1.53,-3.19,-4.07,-3.11,92.1,85.3,81.8,0.342,0.375,0.355,0.333,,,,,,,,,,,,,,,,,,,,,,
