,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,SL_ba,FF_ba,CH_ba,SI_ba,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FC_ba,FS_ba,CU_ba,ST_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-09-07,716684,Single,single,False,680757,646242,Steven Kwan,Jhonathan Diaz,0,0,0,5cc672bc-3d37-41c0-83c4-77fd4d19220b,646242.0,jhonathandiaz,"Diaz, J",Left,Jhonathan Diaz,10.29,7.08,7.0,93.0,84.0,88.0,0.833,5.14,9.0,16.71,0.0,1.18,0.172,0.586,0.276,0.345,0.375,81.9,66.0,92.0,90.0,90.0,117.0,110.0,74.0,86.0,76.0,68.0,92.0,68.0,110.0,96.0,102.0,0.113,0.331,0.325,0.05,0.18100000000000002,-3.27,-5.7,-2.53,2.57,-9.67,90.8,88.1,80.6,76.7,0.4,0.25,0.625,0.5,,,,,,,,,,,,,,,,,,,,,,
1,2023-09-07,716684,Flyout,field_out,True,608070,646242,José Ramírez,Jhonathan Diaz,0,0,0,818fd53a-78d3-4e19-b843-b0363eef1505,646242.0,jhonathandiaz,"Diaz, J",Left,Jhonathan Diaz,10.29,7.08,7.0,93.0,84.0,88.0,0.833,5.14,9.0,16.71,0.0,1.18,0.172,0.586,0.276,0.345,0.375,81.9,66.0,92.0,90.0,90.0,117.0,110.0,74.0,86.0,76.0,68.0,92.0,68.0,110.0,96.0,102.0,0.113,0.331,0.325,0.05,0.18100000000000002,-3.27,-5.7,-2.53,2.57,-9.67,90.8,88.1,80.6,76.7,0.4,0.25,0.625,0.5,,,,,,,,,,,,,,,,,,,,,,
2,2023-09-07,716684,Walk,walk,False,647304,646242,Josh Naylor,Jhonathan Diaz,1,0,1,a9168ef2-e9dc-414d-b056-7c16ae81211b,646242.0,jhonathandiaz,"Diaz, J",Left,Jhonathan Diaz,10.29,7.08,7.0,93.0,84.0,88.0,0.833,5.14,9.0,16.71,0.0,1.18,0.172,0.586,0.276,0.345,0.375,81.9,66.0,92.0,90.0,90.0,117.0,110.0,74.0,86.0,76.0,68.0,92.0,68.0,110.0,96.0,102.0,0.113,0.331,0.325,0.05,0.18100000000000002,-3.27,-5.7,-2.53,2.57,-9.67,90.8,88.1,80.6,76.7,0.4,0.25,0.625,0.5,,,,,,,,,,,,,,,,,,,,,,
3,2023-09-07,716684,Groundout,field_out,True,657656,646242,Ramón Laureano,Jhonathan Diaz,1,1,1,fdb0c0e8-b2de-4280-814b-cf18aaf74bdf,646242.0,jhonathandiaz,"Diaz, J",Left,Jhonathan Diaz,10.29,7.08,7.0,93.0,84.0,88.0,0.833,5.14,9.0,16.71,0.0,1.18,0.172,0.586,0.276,0.345,0.375,81.9,66.0,92.0,90.0,90.0,117.0,110.0,74.0,86.0,76.0,68.0,92.0,68.0,110.0,96.0,102.0,0.113,0.331,0.325,0.05,0.18100000000000002,-3.27,-5.7,-2.53,2.57,-9.67,90.8,88.1,80.6,76.7,0.4,0.25,0.625,0.5,,,,,,,,,,,,,,,,,,,,,,
4,2023-09-07,716684,Flyout,field_out,True,694384,615698,Nolan Schanuel,Cal Quantrill,0,0,0,060d2063-175b-4ec1-a496-cfb71cd7a516,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,86.0,96.0,90.0,,,,0.41600000000000004,0.01,,0.109,0.10099999999999999,-2.44,0.18,,1.28,-2.42,93.8,93.7,,82.0,,0.333,0.344,0.277,103.0,94.0,93.0,113.0,104.0,104.0,0.24100000000000002,0.12300000000000001,-0.89,-1.13,88.1,86.8,0.33,0.241,0.188,,,,,,,
5,2023-09-07,716684,Groundout,field_out,True,592273,615698,Brandon Drury,Cal Quantrill,1,0,0,54bc0bee-8081-428f-af54-b19b580a0ec6,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,86.0,96.0,90.0,,,,0.41600000000000004,0.01,,0.109,0.10099999999999999,-2.44,0.18,,1.28,-2.42,93.8,93.7,,82.0,,0.333,0.344,0.277,103.0,94.0,93.0,113.0,104.0,104.0,0.24100000000000002,0.12300000000000001,-0.89,-1.13,88.1,86.8,0.33,0.241,0.188,,,,,,,
6,2023-09-07,716684,Single,single,False,545341,615698,Randal Grichuk,Cal Quantrill,1,0,0,1cb26e37-b34a-4119-a67a-89ab672723a4,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,86.0,96.0,90.0,,,,0.41600000000000004,0.01,,0.109,0.10099999999999999,-2.44,0.18,,1.28,-2.42,93.8,93.7,,82.0,,0.333,0.344,0.277,103.0,94.0,93.0,113.0,104.0,104.0,0.24100000000000002,0.12300000000000001,-0.89,-1.13,88.1,86.8,0.33,0.241,0.188,,,,,,,
7,2023-09-07,716684,Strikeout,strikeout,True,519058,615698,Mike Moustakas,Cal Quantrill,0,0,0,a46d694b-242a-40b5-b74b-35645db230b2,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,86.0,96.0,90.0,,,,0.41600000000000004,0.01,,0.109,0.10099999999999999,-2.44,0.18,,1.28,-2.42,93.8,93.7,,82.0,,0.333,0.344,0.277,103.0,94.0,93.0,113.0,104.0,104.0,0.24100000000000002,0.12300000000000001,-0.89,-1.13,88.1,86.8,0.33,0.241,0.188,,,,,,,
8,2023-09-07,716684,Groundout,field_out,True,594777,646242,Kole Calhoun,Jhonathan Diaz,1,0,0,d08c70d6-9833-49bc-a70c-895cd0d408aa,646242.0,jhonathandiaz,"Diaz, J",Left,Jhonathan Diaz,10.29,7.08,7.0,93.0,84.0,88.0,0.833,5.14,9.0,16.71,0.0,1.18,0.172,0.586,0.276,0.345,0.375,81.9,66.0,92.0,90.0,90.0,117.0,110.0,74.0,86.0,76.0,68.0,92.0,68.0,110.0,96.0,102.0,0.113,0.331,0.325,0.05,0.18100000000000002,-3.27,-5.7,-2.53,2.57,-9.67,90.8,88.1,80.6,76.7,0.4,0.25,0.625,0.5,,,,,,,,,,,,,,,,,,,,,,
9,2023-09-07,716684,Hit By Pitch,hit_by_pitch,False,681807,646242,David Fry,Jhonathan Diaz,1,0,0,2c183a8b-fcb8-4552-b61f-9841eb9a78bc,646242.0,jhonathandiaz,"Diaz, J",Left,Jhonathan Diaz,10.29,7.08,7.0,93.0,84.0,88.0,0.833,5.14,9.0,16.71,0.0,1.18,0.172,0.586,0.276,0.345,0.375,81.9,66.0,92.0,90.0,90.0,117.0,110.0,74.0,86.0,76.0,68.0,92.0,68.0,110.0,96.0,102.0,0.113,0.331,0.325,0.05,0.18100000000000002,-3.27,-5.7,-2.53,2.57,-9.67,90.8,88.1,80.6,76.7,0.4,0.25,0.625,0.5,,,,,,,,,,,,,,,,,,,,,,
