,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,CH_ba,FF_ba,SI_ba,FC_ba,SL_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CU_ba,ST_ba
0,2023-05-03,718327,Lineout,field_out,True,656941,694813,Kyle Schwarber,Gavin Stone,0,0,0,b364e14e-613c-48d7-a9e8-04cc548f9f7a,694813.0,gavinstone,Stone,Right,Gavin Stone,9.0,6.4,31.0,98.0,88.0,95.0,0.716,6.39,3.77,13.35,2.32,1.46,0.252,0.48700000000000004,0.139,0.365,0.375,85.8,73.0,98.0,94.0,88.0,110.0,115.0,93.0,94.0,89.0,90.0,97.0,90.0,105.0,106.0,98.0,99.0,100.0,102.0,0.14300000000000002,0.28,0.168,0.064,0.004,0.342,-5.4,-4.42,1.55,-2.44,0.26,-0.55,94.0,90.5,94.6,85.8,79.5,0.24,0.552,0.182,0.409,0.385,,,,,,,,
1,2023-05-03,718327,Double,double,False,607208,694813,Trea Turner,Gavin Stone,0,0,0,f7dba765-27f2-4271-b6ad-c3d733bbb417,694813.0,gavinstone,Stone,Right,Gavin Stone,9.0,6.4,31.0,98.0,88.0,95.0,0.716,6.39,3.77,13.35,2.32,1.46,0.252,0.48700000000000004,0.139,0.365,0.375,85.8,73.0,98.0,94.0,88.0,110.0,115.0,93.0,94.0,89.0,90.0,97.0,90.0,105.0,106.0,98.0,99.0,100.0,102.0,0.14300000000000002,0.28,0.168,0.064,0.004,0.342,-5.4,-4.42,1.55,-2.44,0.26,-0.55,94.0,90.5,94.6,85.8,79.5,0.24,0.552,0.182,0.409,0.385,,,,,,,,
2,2023-05-03,718327,Walk,walk,False,547180,694813,Bryce Harper,Gavin Stone,0,0,0,b4adf531-bddd-41cd-97e7-21c4611c5e52,694813.0,gavinstone,Stone,Right,Gavin Stone,9.0,6.4,31.0,98.0,88.0,95.0,0.716,6.39,3.77,13.35,2.32,1.46,0.252,0.48700000000000004,0.139,0.365,0.375,85.8,73.0,98.0,94.0,88.0,110.0,115.0,93.0,94.0,89.0,90.0,97.0,90.0,105.0,106.0,98.0,99.0,100.0,102.0,0.14300000000000002,0.28,0.168,0.064,0.004,0.342,-5.4,-4.42,1.55,-2.44,0.26,-0.55,94.0,90.5,94.6,85.8,79.5,0.24,0.552,0.182,0.409,0.385,,,,,,,,
3,2023-05-03,718327,Fielders Choice,fielders_choice,False,592206,694813,Nick Castellanos,Gavin Stone,0,0,1,4322d8d3-5d9d-47bb-bc31-6d813cda1be3,694813.0,gavinstone,Stone,Right,Gavin Stone,9.0,6.4,31.0,98.0,88.0,95.0,0.716,6.39,3.77,13.35,2.32,1.46,0.252,0.48700000000000004,0.139,0.365,0.375,85.8,73.0,98.0,94.0,88.0,110.0,115.0,93.0,94.0,89.0,90.0,97.0,90.0,105.0,106.0,98.0,99.0,100.0,102.0,0.14300000000000002,0.28,0.168,0.064,0.004,0.342,-5.4,-4.42,1.55,-2.44,0.26,-0.55,94.0,90.5,94.6,85.8,79.5,0.24,0.552,0.182,0.409,0.385,,,,,,,,
4,2023-05-03,718327,Sac Fly,sac_fly,True,681082,694813,Bryson Stott,Gavin Stone,1,0,1,d1345cc1-9c6a-4df9-9b16-f00adbc46397,694813.0,gavinstone,Stone,Right,Gavin Stone,9.0,6.4,31.0,98.0,88.0,95.0,0.716,6.39,3.77,13.35,2.32,1.46,0.252,0.48700000000000004,0.139,0.365,0.375,85.8,73.0,98.0,94.0,88.0,110.0,115.0,93.0,94.0,89.0,90.0,97.0,90.0,105.0,106.0,98.0,99.0,100.0,102.0,0.14300000000000002,0.28,0.168,0.064,0.004,0.342,-5.4,-4.42,1.55,-2.44,0.26,-0.55,94.0,90.5,94.6,85.8,79.5,0.24,0.552,0.182,0.409,0.385,,,,,,,,
5,2023-05-03,718327,Walk,walk,False,664761,694813,Alec Bohm,Gavin Stone,1,0,1,75444fd2-c4c5-46a1-b9a9-16b68775efcf,694813.0,gavinstone,Stone,Right,Gavin Stone,9.0,6.4,31.0,98.0,88.0,95.0,0.716,6.39,3.77,13.35,2.32,1.46,0.252,0.48700000000000004,0.139,0.365,0.375,85.8,73.0,98.0,94.0,88.0,110.0,115.0,93.0,94.0,89.0,90.0,97.0,90.0,105.0,106.0,98.0,99.0,100.0,102.0,0.14300000000000002,0.28,0.168,0.064,0.004,0.342,-5.4,-4.42,1.55,-2.44,0.26,-0.55,94.0,90.5,94.6,85.8,79.5,0.24,0.552,0.182,0.409,0.385,,,,,,,,
6,2023-05-03,718327,Groundout,field_out,True,669016,694813,Brandon Marsh,Gavin Stone,0,0,0,64fe14bf-6a2c-49ce-8370-ffa3a573dddb,694813.0,gavinstone,Stone,Right,Gavin Stone,9.0,6.4,31.0,98.0,88.0,95.0,0.716,6.39,3.77,13.35,2.32,1.46,0.252,0.48700000000000004,0.139,0.365,0.375,85.8,73.0,98.0,94.0,88.0,110.0,115.0,93.0,94.0,89.0,90.0,97.0,90.0,105.0,106.0,98.0,99.0,100.0,102.0,0.14300000000000002,0.28,0.168,0.064,0.004,0.342,-5.4,-4.42,1.55,-2.44,0.26,-0.55,94.0,90.5,94.6,85.8,79.5,0.24,0.552,0.182,0.409,0.385,,,,,,,,
7,2023-05-03,718327,Groundout,field_out,True,605141,605400,Mookie Betts,Aaron Nola,0,0,0,67814b64-0038-489c-95b7-a7a2208018aa,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,,,,95.0,107.0,103.0,100.0,107.0,101.0,,,,111.0,110.0,105.0,0.188,0.295,0.075,,,0.126,-0.03,0.4,0.46,,,0.14,92.7,86.3,91.8,,,0.22,0.246,0.279,0.246,,118.0,105.0,113.0,0.316,0.47,79.4,0.221,
8,2023-05-03,718327,Double,double,False,518692,605400,Freddie Freeman,Aaron Nola,0,0,0,74c25ff2-b93c-41fb-b2f2-06ec8399913b,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,,,,95.0,107.0,103.0,100.0,107.0,101.0,,,,111.0,110.0,105.0,0.188,0.295,0.075,,,0.126,-0.03,0.4,0.46,,,0.14,92.7,86.3,91.8,,,0.22,0.246,0.279,0.246,,118.0,105.0,113.0,0.316,0.47,79.4,0.221,
9,2023-05-03,718327,Lineout,field_out,True,669257,605400,Will Smith,Aaron Nola,1,1,0,df01c404-dddc-4fa8-bf01-9bca999a50c9,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,,,,95.0,107.0,103.0,100.0,107.0,101.0,,,,111.0,110.0,105.0,0.188,0.295,0.075,,,0.126,-0.03,0.4,0.46,,,0.14,92.7,86.3,91.8,,,0.22,0.246,0.279,0.246,,118.0,105.0,113.0,0.316,0.47,79.4,0.221,
10,2023-05-03,718327,Strikeout,strikeout,True,571970,605400,Max Muncy,Aaron Nola,0,0,0,7c93c513-e14a-47e0-a883-064bf3cf0b78,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,,,,95.0,107.0,103.0,100.0,107.0,101.0,,,,111.0,110.0,105.0,0.188,0.295,0.075,,,0.126,-0.03,0.4,0.46,,,0.14,92.7,86.3,91.8,,,0.22,0.246,0.279,0.246,,118.0,105.0,113.0,0.316,0.47,79.4,0.221,
11,2023-05-03,718327,Groundout,field_out,True,624641,694813,Edmundo Sosa,Gavin Stone,0,0,0,e8151f48-1574-4361-99c6-1ef478ae185a,694813.0,gavinstone,Stone,Right,Gavin Stone,9.0,6.4,31.0,98.0,88.0,95.0,0.716,6.39,3.77,13.35,2.32,1.46,0.252,0.48700000000000004,0.139,0.365,0.375,85.8,73.0,98.0,94.0,88.0,110.0,115.0,93.0,94.0,89.0,90.0,97.0,90.0,105.0,106.0,98.0,99.0,100.0,102.0,0.14300000000000002,0.28,0.168,0.064,0.004,0.342,-5.4,-4.42,1.55,-2.44,0.26,-0.55,94.0,90.5,94.6,85.8,79.5,0.24,0.552,0.182,0.409,0.385,,,,,,,,
