,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vSL,SL_ba,FF_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,FC_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,KC%,wCU/C,wKC/C,vCU,vKC,ST_ba,CU_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-05-10,718220,Groundout,field_out,True,608701,669276,Rob Refsnyder,Dylan Lee,0,0,0,3227a1f7-6e65-4553-97e3-c8d5fcc34fad,669276.0,dylanlee,"Lee, D",Left,Dylan Lee,4.18,5.66,23.2,107.0,90.0,103.0,0.727,9.13,3.04,9.13,1.52,1.0,0.24600000000000002,0.435,0.174,0.435,0.43,85.6,71.0,102.0,94.0,98.0,106.0,105.0,89.0,109.0,105.0,0.402,0.47600000000000003,0.12300000000000001,-2.54,1.25,2.19,91.8,83.3,0.222,0.382,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-10,718220,Flyout,field_out,True,657077,669276,Alex Verdugo,Dylan Lee,0,0,0,22d23198-b44e-41f3-9c56-4b084a2227a1,669276.0,dylanlee,"Lee, D",Left,Dylan Lee,4.18,5.66,23.2,107.0,90.0,103.0,0.727,9.13,3.04,9.13,1.52,1.0,0.24600000000000002,0.435,0.174,0.435,0.43,85.6,71.0,102.0,94.0,98.0,106.0,105.0,89.0,109.0,105.0,0.402,0.47600000000000003,0.12300000000000001,-2.54,1.25,2.19,91.8,83.3,0.222,0.382,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-10,718220,Walk,walk,False,457759,669276,Justin Turner,Dylan Lee,1,0,0,87a7587f-bf80-4261-97de-21458279a913,669276.0,dylanlee,"Lee, D",Left,Dylan Lee,4.18,5.66,23.2,107.0,90.0,103.0,0.727,9.13,3.04,9.13,1.52,1.0,0.24600000000000002,0.435,0.174,0.435,0.43,85.6,71.0,102.0,94.0,98.0,106.0,105.0,89.0,109.0,105.0,0.402,0.47600000000000003,0.12300000000000001,-2.54,1.25,2.19,91.8,83.3,0.222,0.382,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-10,718220,Groundout,field_out,True,807799,669276,Masataka Yoshida,Dylan Lee,0,0,0,7c4d9364-0bf5-47d0-bfc3-fcb94cffef81,669276.0,dylanlee,"Lee, D",Left,Dylan Lee,4.18,5.66,23.2,107.0,90.0,103.0,0.727,9.13,3.04,9.13,1.52,1.0,0.24600000000000002,0.435,0.174,0.435,0.43,85.6,71.0,102.0,94.0,98.0,106.0,105.0,89.0,109.0,105.0,0.402,0.47600000000000003,0.12300000000000001,-2.54,1.25,2.19,91.8,83.3,0.222,0.382,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-05-10,718220,Groundout,field_out,True,660670,678394,Ronald Acuña Jr.,Brayan Bello,1,1,0,578331a2-412b-47c4-8ac0-4943c7d777d3,678394.0,brayanbello,Bello,Right,Brayan Bello,4.24,4.16,157.0,100.0,90.0,98.0,0.778,7.57,2.58,9.46,1.38,1.94,0.19399999999999998,0.48,0.14400000000000002,0.35100000000000003,0.408,86.2,80.0,103.0,99.0,83.0,102.0,93.0,103.0,94.0,103.0,0.207,0.175,0.239,-1.91,-1.86,1.38,95.5,85.3,0.3,0.31,0.196,93.0,101.0,98.0,88.0,100.0,88.0,0.364,0.015,-6.73,0.52,89.1,95.0,0.278,0.462,,,,,,,,,,,,,,,,,,
5,2023-05-10,718220,Groundout,field_out,True,621566,678394,Matt Olson,Brayan Bello,1,1,0,4bd93f5d-21ce-4f42-9f1d-392f5bcf0369,678394.0,brayanbello,Bello,Right,Brayan Bello,4.24,4.16,157.0,100.0,90.0,98.0,0.778,7.57,2.58,9.46,1.38,1.94,0.19399999999999998,0.48,0.14400000000000002,0.35100000000000003,0.408,86.2,80.0,103.0,99.0,83.0,102.0,93.0,103.0,94.0,103.0,0.207,0.175,0.239,-1.91,-1.86,1.38,95.5,85.3,0.3,0.31,0.196,93.0,101.0,98.0,88.0,100.0,88.0,0.364,0.015,-6.73,0.52,89.1,95.0,0.278,0.462,,,,,,,,,,,,,,,,,,
6,2023-05-10,718220,Groundout,field_out,True,663586,678394,Austin Riley,Brayan Bello,0,0,0,ac3ce2a7-3f63-40c5-a93c-013adbd38e77,678394.0,brayanbello,Bello,Right,Brayan Bello,4.24,4.16,157.0,100.0,90.0,98.0,0.778,7.57,2.58,9.46,1.38,1.94,0.19399999999999998,0.48,0.14400000000000002,0.35100000000000003,0.408,86.2,80.0,103.0,99.0,83.0,102.0,93.0,103.0,94.0,103.0,0.207,0.175,0.239,-1.91,-1.86,1.38,95.5,85.3,0.3,0.31,0.196,93.0,101.0,98.0,88.0,100.0,88.0,0.364,0.015,-6.73,0.52,89.1,95.0,0.278,0.462,,,,,,,,,,,,,,,,,,
7,2023-05-10,718220,Groundout,field_out,True,571771,669276,Enrique Hernández,Dylan Lee,0,0,0,33f54318-86e6-4104-bc84-2778d21e8525,669276.0,dylanlee,"Lee, D",Left,Dylan Lee,4.18,5.66,23.2,107.0,90.0,103.0,0.727,9.13,3.04,9.13,1.52,1.0,0.24600000000000002,0.435,0.174,0.435,0.43,85.6,71.0,102.0,94.0,98.0,106.0,105.0,89.0,109.0,105.0,0.402,0.47600000000000003,0.12300000000000001,-2.54,1.25,2.19,91.8,83.3,0.222,0.382,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-05-10,718220,Strikeout,strikeout,True,680776,669276,Jarren Duran,Dylan Lee,0,0,0,46ef4c6a-ff16-4f06-864f-8e3b4484a2c0,669276.0,dylanlee,"Lee, D",Left,Dylan Lee,4.18,5.66,23.2,107.0,90.0,103.0,0.727,9.13,3.04,9.13,1.52,1.0,0.24600000000000002,0.435,0.174,0.435,0.43,85.6,71.0,102.0,94.0,98.0,106.0,105.0,89.0,109.0,105.0,0.402,0.47600000000000003,0.12300000000000001,-2.54,1.25,2.19,91.8,83.3,0.222,0.382,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-05-10,718220,Strikeout,strikeout,True,671213,669276,Triston Casas,Dylan Lee,0,0,0,7ade5228-d9e5-4a31-b84b-8470a6679380,669276.0,dylanlee,"Lee, D",Left,Dylan Lee,4.18,5.66,23.2,107.0,90.0,103.0,0.727,9.13,3.04,9.13,1.52,1.0,0.24600000000000002,0.435,0.174,0.435,0.43,85.6,71.0,102.0,94.0,98.0,106.0,105.0,89.0,109.0,105.0,0.402,0.47600000000000003,0.12300000000000001,-2.54,1.25,2.19,91.8,83.3,0.222,0.382,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
