,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,SI_ba,SL_ba,CH_ba,ST_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FF_ba,CU_ba
0,2023-08-03,717148,Lineout,field_out,True,643446,663903,Jeff McNeil,Brady Singer,1,0,0,d40032eb-a447-4ba7-9c34-4b901808fe3a,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,
1,2023-08-03,717148,Lineout,field_out,True,621466,663903,DJ Stewart,Brady Singer,0,0,0,c204b625-ccac-45a5-8137-fbef79a0a874,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,
2,2023-08-03,717148,Strikeout,strikeout,True,596019,663903,Francisco Lindor,Brady Singer,0,0,0,ee94693b-7a11-408a-b089-68da5ed4d741,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,
3,2023-08-03,717148,Groundout,field_out,True,672580,471911,Maikel Garcia,Carlos Carrasco,1,0,0,ef901d44-9e01-4604-9dc5-96c0e1084b27,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,6.8,6.77,90.0,98.0,93.0,96.0,0.765,6.6,3.8,11.5,1.8,1.52,0.195,0.45899999999999996,0.13,0.35200000000000004,0.382,87.2,108.0,103.0,104.0,75.0,95.0,85.0,91.0,90.0,87.0,104.0,98.0,108.0,0.1,0.32299999999999995,0.184,0.299,-2.35,-3.88,-1.99,0.12,92.7,91.5,84.1,0.45,0.329,0.22,,88.0,103.0,104.0,86.0,88.0,95.0,0.004,0.091,-9.5,-1.25,89.5,80.1,0.358,0.25
4,2023-08-03,717148,Single,single,False,677951,471911,Bobby Witt Jr.,Carlos Carrasco,0,0,0,db2f5788-4545-4969-8bee-a5b1543793db,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,6.8,6.77,90.0,98.0,93.0,96.0,0.765,6.6,3.8,11.5,1.8,1.52,0.195,0.45899999999999996,0.13,0.35200000000000004,0.382,87.2,108.0,103.0,104.0,75.0,95.0,85.0,91.0,90.0,87.0,104.0,98.0,108.0,0.1,0.32299999999999995,0.184,0.299,-2.35,-3.88,-1.99,0.12,92.7,91.5,84.1,0.45,0.329,0.22,,88.0,103.0,104.0,86.0,88.0,95.0,0.004,0.091,-9.5,-1.25,89.5,80.1,0.358,0.25
5,2023-08-03,717148,Groundout,field_out,True,669004,471911,MJ Melendez,Carlos Carrasco,1,0,1,179e0b60-f1ac-4507-9776-5fccf89bc41d,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,6.8,6.77,90.0,98.0,93.0,96.0,0.765,6.6,3.8,11.5,1.8,1.52,0.195,0.45899999999999996,0.13,0.35200000000000004,0.382,87.2,108.0,103.0,104.0,75.0,95.0,85.0,91.0,90.0,87.0,104.0,98.0,108.0,0.1,0.32299999999999995,0.184,0.299,-2.35,-3.88,-1.99,0.12,92.7,91.5,84.1,0.45,0.329,0.22,,88.0,103.0,104.0,86.0,88.0,95.0,0.004,0.091,-9.5,-1.25,89.5,80.1,0.358,0.25
6,2023-08-03,717148,Double,double,False,521692,471911,Salvador Perez,Carlos Carrasco,1,0,1,a340ff97-16e0-4a73-ab93-f21ee74a0160,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,6.8,6.77,90.0,98.0,93.0,96.0,0.765,6.6,3.8,11.5,1.8,1.52,0.195,0.45899999999999996,0.13,0.35200000000000004,0.382,87.2,108.0,103.0,104.0,75.0,95.0,85.0,91.0,90.0,87.0,104.0,98.0,108.0,0.1,0.32299999999999995,0.184,0.299,-2.35,-3.88,-1.99,0.12,92.7,91.5,84.1,0.45,0.329,0.22,,88.0,103.0,104.0,86.0,88.0,95.0,0.004,0.091,-9.5,-1.25,89.5,80.1,0.358,0.25
7,2023-08-03,717148,Flyout,field_out,True,686681,471911,Michael Massey,Carlos Carrasco,0,0,0,b338ea35-0a58-4d88-a090-f2758e55ddb6,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,6.8,6.77,90.0,98.0,93.0,96.0,0.765,6.6,3.8,11.5,1.8,1.52,0.195,0.45899999999999996,0.13,0.35200000000000004,0.382,87.2,108.0,103.0,104.0,75.0,95.0,85.0,91.0,90.0,87.0,104.0,98.0,108.0,0.1,0.32299999999999995,0.184,0.299,-2.35,-3.88,-1.99,0.12,92.7,91.5,84.1,0.45,0.329,0.22,,88.0,103.0,104.0,86.0,88.0,95.0,0.004,0.091,-9.5,-1.25,89.5,80.1,0.358,0.25
8,2023-08-03,717148,Single,single,False,624413,663903,Pete Alonso,Brady Singer,0,0,0,280ae0a9-e8b1-4a18-afba-da466762d1aa,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,
9,2023-08-03,717148,Strikeout,strikeout,True,683146,663903,Brett Baty,Brady Singer,0,0,0,ea44b139-2a2d-4b3f-b7a5-1ab7ec018414,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,
