,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vSI,vCU,CU_ba,FF_ba,CH_ba,SI_ba,FC_ba,SV_ba,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-08-23,716876,Strikeout,strikeout,True,607043,450203,Brandon Nimmo,Charlie Morton,0,0,0,4113592f-0562-48ff-96ee-36e074a0b82f,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.317,0.08,0.43200000000000005,0.10300000000000001,-1.26,0.25,-4.03,1.79,0.86,94.9,89.1,94.2,82.3,0.177,0.292,0.25,0.474,0.296,,,,,,,,,,,,,,,,
1,2023-08-23,716876,Hit By Pitch,hit_by_pitch,False,596019,450203,Francisco Lindor,Charlie Morton,0,0,0,364281a0-d227-4ee6-8ad7-273093bf5e61,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.317,0.08,0.43200000000000005,0.10300000000000001,-1.26,0.25,-4.03,1.79,0.86,94.9,89.1,94.2,82.3,0.177,0.292,0.25,0.474,0.296,,,,,,,,,,,,,,,,
2,2023-08-23,716876,Groundout,field_out,True,643446,450203,Jeff McNeil,Charlie Morton,1,1,1,70fd6952-a799-4c7b-9122-9a3f0993811c,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.317,0.08,0.43200000000000005,0.10300000000000001,-1.26,0.25,-4.03,1.79,0.86,94.9,89.1,94.2,82.3,0.177,0.292,0.25,0.474,0.296,,,,,,,,,,,,,,,,
3,2023-08-23,716876,Strikeout,strikeout,True,624413,450203,Pete Alonso,Charlie Morton,0,0,0,b91bb026-8741-4c4b-b9f8-aa4719cce991,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.317,0.08,0.43200000000000005,0.10300000000000001,-1.26,0.25,-4.03,1.79,0.86,94.9,89.1,94.2,82.3,0.177,0.292,0.25,0.474,0.296,,,,,,,,,,,,,,,,
4,2023-08-23,716876,Lineout,field_out,True,660670,500779,Ronald Acuña Jr.,Jose Quintana,1,1,0,d94decbf-96d6-4793-a7ae-c623ba74af59,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,,,,0.32299999999999995,0.242,,0.253,0.18100000000000002,-2.28,,3.29,1.45,-1.18,90.2,,90.4,77.2,0.214,0.391,0.276,0.196,,0.211,,,,,,,,,,,,,,,
5,2023-08-23,716876,Flyout,field_out,True,607680,500779,Kevin Pillar,Jose Quintana,0,0,0,88293be9-ad91-4cac-9fa1-356c4696cf78,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,,,,0.32299999999999995,0.242,,0.253,0.18100000000000002,-2.28,,3.29,1.45,-1.18,90.2,,90.4,77.2,0.214,0.391,0.276,0.196,,0.211,,,,,,,,,,,,,,,
6,2023-08-23,716876,Single,single,False,663586,500779,Austin Riley,Jose Quintana,0,0,0,921445ff-7ebb-4703-9af8-ab9effff0f4a,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,,,,0.32299999999999995,0.242,,0.253,0.18100000000000002,-2.28,,3.29,1.45,-1.18,90.2,,90.4,77.2,0.214,0.391,0.276,0.196,,0.211,,,,,,,,,,,,,,,
7,2023-08-23,716876,Single,single,False,621566,500779,Matt Olson,Jose Quintana,0,0,1,655fbebc-6ff0-4bd4-8693-717c0cbdc46a,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,,,,0.32299999999999995,0.242,,0.253,0.18100000000000002,-2.28,,3.29,1.45,-1.18,90.2,,90.4,77.2,0.214,0.391,0.276,0.196,,0.211,,,,,,,,,,,,,,,
8,2023-08-23,716876,Single,single,False,542303,500779,Marcell Ozuna,Jose Quintana,1,0,1,6aba3bcf-19f9-4a01-975d-3cbf1ae3cda9,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,,,,0.32299999999999995,0.242,,0.253,0.18100000000000002,-2.28,,3.29,1.45,-1.18,90.2,,90.4,77.2,0.214,0.391,0.276,0.196,,0.211,,,,,,,,,,,,,,,
9,2023-08-23,716876,Walk,walk,False,669221,500779,Sean Murphy,Jose Quintana,0,0,0,cd7599bf-96c1-4e8f-b937-929e598f0f5d,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,,,,0.32299999999999995,0.242,,0.253,0.18100000000000002,-2.28,,3.29,1.45,-1.18,90.2,,90.4,77.2,0.214,0.391,0.276,0.196,,0.211,,,,,,,,,,,,,,,
