,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CU_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,SI_ba,FS_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,ST_ba,FC_ba
0,2023-07-19,717341,Lineout,field_out,True,643217,434378,Andrew Benintendi,Justin Verlander,1,0,0,a647ef92-7200-45bc-81b1-10d42d52a249,434378.0,justinverlander,Verlander,Right,Justin Verlander,3.22,3.63,162.1,104.0,106.0,105.0,0.8,7.98,2.49,7.71,1.0,0.79,0.23199999999999998,0.43799999999999994,0.168,0.307,0.433,85.2,102.0,107.0,113.0,105.0,103.0,106.0,97.0,100.0,100.0,127.0,112.0,111.0,0.5,0.253,0.2,0.047,0.89,0.97,0.43,-0.23,94.3,86.9,78.2,0.235,0.201,0.241,0.214,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-19,717341,Strikeout,strikeout,True,641313,434378,Tim Anderson,Justin Verlander,0,0,0,af55312a-5d4a-4174-bda3-190018c0ef0c,434378.0,justinverlander,Verlander,Right,Justin Verlander,3.22,3.63,162.1,104.0,106.0,105.0,0.8,7.98,2.49,7.71,1.0,0.79,0.23199999999999998,0.43799999999999994,0.168,0.307,0.433,85.2,102.0,107.0,113.0,105.0,103.0,106.0,97.0,100.0,100.0,127.0,112.0,111.0,0.5,0.253,0.2,0.047,0.89,0.97,0.43,-0.23,94.3,86.9,78.2,0.235,0.201,0.241,0.214,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-19,717341,Strikeout,strikeout,True,673357,434378,Luis Robert Jr.,Justin Verlander,0,0,0,2e821aa7-572c-4b6a-add5-14d69fa45e78,434378.0,justinverlander,Verlander,Right,Justin Verlander,3.22,3.63,162.1,104.0,106.0,105.0,0.8,7.98,2.49,7.71,1.0,0.79,0.23199999999999998,0.43799999999999994,0.168,0.307,0.433,85.2,102.0,107.0,113.0,105.0,103.0,106.0,97.0,100.0,100.0,127.0,112.0,111.0,0.5,0.253,0.2,0.047,0.89,0.97,0.43,-0.23,94.3,86.9,78.2,0.235,0.201,0.241,0.214,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-19,717341,Flyout,field_out,True,607043,657053,Brandon Nimmo,Touki Toussaint,1,1,0,b33a4dc2-a667-42ed-bfae-872d52fffb85,657053.0,toukitoussaint,Toussaint,Right,Touki Toussaint,4.97,5.37,87.0,94.0,95.0,93.0,0.769,8.79,5.9,7.14,1.03,1.6,0.179,0.47700000000000004,0.106,0.315,0.366,,,,,108.0,99.0,104.0,79.0,87.0,79.0,88.0,112.0,117.0,0.235,0.023,0.28800000000000003,,-1.46,-6.26,1.81,,93.6,86.6,76.1,0.294,0.333,0.115,,94.0,94.0,89.0,96.0,96.0,99.0,0.265,0.18899999999999997,-0.3,0.33,87.5,92.9,0.3,0.188,,,,,,,,
4,2023-07-19,717341,Walk,walk,False,502054,657053,Tommy Pham,Touki Toussaint,1,0,0,3fcd781d-22e4-4b5e-ba31-944a6cff69dd,657053.0,toukitoussaint,Toussaint,Right,Touki Toussaint,4.97,5.37,87.0,94.0,95.0,93.0,0.769,8.79,5.9,7.14,1.03,1.6,0.179,0.47700000000000004,0.106,0.315,0.366,,,,,108.0,99.0,104.0,79.0,87.0,79.0,88.0,112.0,117.0,0.235,0.023,0.28800000000000003,,-1.46,-6.26,1.81,,93.6,86.6,76.1,0.294,0.333,0.115,,94.0,94.0,89.0,96.0,96.0,99.0,0.265,0.18899999999999997,-0.3,0.33,87.5,92.9,0.3,0.188,,,,,,,,
5,2023-07-19,717341,Strikeout,strikeout,True,596019,657053,Francisco Lindor,Touki Toussaint,0,0,0,3dcd94e3-a18e-4a99-8d72-2bbf7af61f53,657053.0,toukitoussaint,Toussaint,Right,Touki Toussaint,4.97,5.37,87.0,94.0,95.0,93.0,0.769,8.79,5.9,7.14,1.03,1.6,0.179,0.47700000000000004,0.106,0.315,0.366,,,,,108.0,99.0,104.0,79.0,87.0,79.0,88.0,112.0,117.0,0.235,0.023,0.28800000000000003,,-1.46,-6.26,1.81,,93.6,86.6,76.1,0.294,0.333,0.115,,94.0,94.0,89.0,96.0,96.0,99.0,0.265,0.18899999999999997,-0.3,0.33,87.5,92.9,0.3,0.188,,,,,,,,
6,2023-07-19,717341,Forceout,force_out,True,624413,657053,Pete Alonso,Touki Toussaint,1,0,1,d6dc6144-0a69-450c-954d-d727c636a154,657053.0,toukitoussaint,Toussaint,Right,Touki Toussaint,4.97,5.37,87.0,94.0,95.0,93.0,0.769,8.79,5.9,7.14,1.03,1.6,0.179,0.47700000000000004,0.106,0.315,0.366,,,,,108.0,99.0,104.0,79.0,87.0,79.0,88.0,112.0,117.0,0.235,0.023,0.28800000000000003,,-1.46,-6.26,1.81,,93.6,86.6,76.1,0.294,0.333,0.115,,94.0,94.0,89.0,96.0,96.0,99.0,0.265,0.18899999999999997,-0.3,0.33,87.5,92.9,0.3,0.188,,,,,,,,
7,2023-07-19,717341,Strikeout,strikeout,True,669394,434378,Jake Burger,Justin Verlander,0,0,0,16846ac3-cf44-4f11-bf25-8bbcbcc0946d,434378.0,justinverlander,Verlander,Right,Justin Verlander,3.22,3.63,162.1,104.0,106.0,105.0,0.8,7.98,2.49,7.71,1.0,0.79,0.23199999999999998,0.43799999999999994,0.168,0.307,0.433,85.2,102.0,107.0,113.0,105.0,103.0,106.0,97.0,100.0,100.0,127.0,112.0,111.0,0.5,0.253,0.2,0.047,0.89,0.97,0.43,-0.23,94.3,86.9,78.2,0.235,0.201,0.241,0.214,,,,,,,,,,,,,,,,,,,,,,
8,2023-07-19,717341,Pop Out,field_out,True,518735,434378,Yasmani Grandal,Justin Verlander,1,1,0,19a87135-ac96-4561-b14a-e8500fd06cca,434378.0,justinverlander,Verlander,Right,Justin Verlander,3.22,3.63,162.1,104.0,106.0,105.0,0.8,7.98,2.49,7.71,1.0,0.79,0.23199999999999998,0.43799999999999994,0.168,0.307,0.433,85.2,102.0,107.0,113.0,105.0,103.0,106.0,97.0,100.0,100.0,127.0,112.0,111.0,0.5,0.253,0.2,0.047,0.89,0.97,0.43,-0.23,94.3,86.9,78.2,0.235,0.201,0.241,0.214,,,,,,,,,,,,,,,,,,,,,,
9,2023-07-19,717341,Pop Out,field_out,True,657757,434378,Gavin Sheets,Justin Verlander,0,0,0,270c0ece-d191-4aa6-a92b-169a26bbdad9,434378.0,justinverlander,Verlander,Right,Justin Verlander,3.22,3.63,162.1,104.0,106.0,105.0,0.8,7.98,2.49,7.71,1.0,0.79,0.23199999999999998,0.43799999999999994,0.168,0.307,0.433,85.2,102.0,107.0,113.0,105.0,103.0,106.0,97.0,100.0,100.0,127.0,112.0,111.0,0.5,0.253,0.2,0.047,0.89,0.97,0.43,-0.23,94.3,86.9,78.2,0.235,0.201,0.241,0.214,,,,,,,,,,,,,,,,,,,,,,
