,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vSI,vSL,FF_ba,FC_ba,ST_ba,CH_ba,SL_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SI_ba,FS%,wFS/C,vFS,Stf+ FS,Loc+ FS,Pit+ FS,FS_ba
0,2023-05-24,718040,Strikeout,strikeout,True,656775,641482,Cedric Mullins,Nestor Cortes,0,0,0,825d53d4-8dd8-423d-b4a2-4f89cf7b3f08,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,4.97,3.66,63.1,103.0,104.0,104.0,0.79,9.52,2.84,8.38,1.56,0.46,0.233,0.43200000000000005,0.17600000000000002,0.29,0.441,83.4,92.0,111.0,110.0,102.0,106.0,106.0,138.0,99.0,111.0,92.0,103.0,103.0,110.0,102.0,102.0,0.005,0.521,0.28800000000000003,0.158,0.027999999999999997,0.68,0.39,4.05,-1.47,-6.99,91.6,86.6,89.3,76.9,0.213,0.26,0.259,0.5,0.2,,,,,,,,,,,,,,,,,,,,,
1,2023-05-24,718040,Flyout,field_out,True,668939,641482,Adley Rutschman,Nestor Cortes,1,0,0,bea438ef-c132-45c6-b30b-9ca8c1fadf67,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,4.97,3.66,63.1,103.0,104.0,104.0,0.79,9.52,2.84,8.38,1.56,0.46,0.233,0.43200000000000005,0.17600000000000002,0.29,0.441,83.4,92.0,111.0,110.0,102.0,106.0,106.0,138.0,99.0,111.0,92.0,103.0,103.0,110.0,102.0,102.0,0.005,0.521,0.28800000000000003,0.158,0.027999999999999997,0.68,0.39,4.05,-1.47,-6.99,91.6,86.6,89.3,76.9,0.213,0.26,0.259,0.5,0.2,,,,,,,,,,,,,,,,,,,,,
2,2023-05-24,718040,Pop Out,field_out,True,663624,641482,Ryan Mountcastle,Nestor Cortes,0,0,0,0aedf062-f30a-44bb-938e-365087452448,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,4.97,3.66,63.1,103.0,104.0,104.0,0.79,9.52,2.84,8.38,1.56,0.46,0.233,0.43200000000000005,0.17600000000000002,0.29,0.441,83.4,92.0,111.0,110.0,102.0,106.0,106.0,138.0,99.0,111.0,92.0,103.0,103.0,110.0,102.0,102.0,0.005,0.521,0.28800000000000003,0.158,0.027999999999999997,0.68,0.39,4.05,-1.47,-6.99,91.6,86.6,89.3,76.9,0.213,0.26,0.259,0.5,0.2,,,,,,,,,,,,,,,,,,,,,
3,2023-05-24,718040,Flyout,field_out,True,650402,669330,Gleyber Torres,Tyler Wells,1,0,0,4e89e6f3-13c6-4015-8a63-57919116049f,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,102.0,99.0,,,,88.0,108.0,103.0,85.0,100.0,96.0,,0.377,0.195,0.16399999999999998,0.185,0.59,0.67,,1.18,0.43,92.5,88.7,,84.0,0.2,0.212,,0.196,0.149,84.0,95.0,100.0,0.078,0.41,74.1,0.217,,,,,,,,,,,,,,
4,2023-05-24,718040,Pop Out,field_out,True,592450,669330,Aaron Judge,Tyler Wells,1,1,0,505e62a9-253f-4044-be4c-c9bdb25c2f0b,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,102.0,99.0,,,,88.0,108.0,103.0,85.0,100.0,96.0,,0.377,0.195,0.16399999999999998,0.185,0.59,0.67,,1.18,0.43,92.5,88.7,,84.0,0.2,0.212,,0.196,0.149,84.0,95.0,100.0,0.078,0.41,74.1,0.217,,,,,,,,,,,,,,
5,2023-05-24,718040,Strikeout,strikeout,True,519203,669330,Anthony Rizzo,Tyler Wells,0,0,0,07aadcf5-3bf1-4077-aaa3-c2ed071620b2,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,102.0,99.0,,,,88.0,108.0,103.0,85.0,100.0,96.0,,0.377,0.195,0.16399999999999998,0.185,0.59,0.67,,1.18,0.43,92.5,88.7,,84.0,0.2,0.212,,0.196,0.149,84.0,95.0,100.0,0.078,0.41,74.1,0.217,,,,,,,,,,,,,,
6,2023-05-24,718040,Pop Out,field_out,True,623993,641482,Anthony Santander,Nestor Cortes,0,0,0,73444ccc-aae2-415e-8f83-d0f4519f6032,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,4.97,3.66,63.1,103.0,104.0,104.0,0.79,9.52,2.84,8.38,1.56,0.46,0.233,0.43200000000000005,0.17600000000000002,0.29,0.441,83.4,92.0,111.0,110.0,102.0,106.0,106.0,138.0,99.0,111.0,92.0,103.0,103.0,110.0,102.0,102.0,0.005,0.521,0.28800000000000003,0.158,0.027999999999999997,0.68,0.39,4.05,-1.47,-6.99,91.6,86.6,89.3,76.9,0.213,0.26,0.259,0.5,0.2,,,,,,,,,,,,,,,,,,,,,
7,2023-05-24,718040,Strikeout,strikeout,True,669720,641482,Austin Hays,Nestor Cortes,0,0,0,60858b5c-48bf-47ef-8c09-57fe44f44338,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,4.97,3.66,63.1,103.0,104.0,104.0,0.79,9.52,2.84,8.38,1.56,0.46,0.233,0.43200000000000005,0.17600000000000002,0.29,0.441,83.4,92.0,111.0,110.0,102.0,106.0,106.0,138.0,99.0,111.0,92.0,103.0,103.0,110.0,102.0,102.0,0.005,0.521,0.28800000000000003,0.158,0.027999999999999997,0.68,0.39,4.05,-1.47,-6.99,91.6,86.6,89.3,76.9,0.213,0.26,0.259,0.5,0.2,,,,,,,,,,,,,,,,,,,,,
8,2023-05-24,718040,Groundout,field_out,True,624428,641482,Adam Frazier,Nestor Cortes,0,0,0,7a4ce1cf-72a9-4bdc-98b6-fcc5b85c1edf,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,4.97,3.66,63.1,103.0,104.0,104.0,0.79,9.52,2.84,8.38,1.56,0.46,0.233,0.43200000000000005,0.17600000000000002,0.29,0.441,83.4,92.0,111.0,110.0,102.0,106.0,106.0,138.0,99.0,111.0,92.0,103.0,103.0,110.0,102.0,102.0,0.005,0.521,0.28800000000000003,0.158,0.027999999999999997,0.68,0.39,4.05,-1.47,-6.99,91.6,86.6,89.3,76.9,0.213,0.26,0.259,0.5,0.2,,,,,,,,,,,,,,,,,,,,,
9,2023-05-24,718040,Groundout,field_out,True,518934,669330,DJ LeMahieu,Tyler Wells,1,1,0,f18c2e6f-8433-436a-a070-635c694146be,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,102.0,99.0,,,,88.0,108.0,103.0,85.0,100.0,96.0,,0.377,0.195,0.16399999999999998,0.185,0.59,0.67,,1.18,0.43,92.5,88.7,,84.0,0.2,0.212,,0.196,0.149,84.0,95.0,100.0,0.078,0.41,74.1,0.217,,,,,,,,,,,,,,
10,2023-05-24,718040,Strikeout,strikeout,True,664056,669330,Harrison Bader,Tyler Wells,0,0,0,28934142-e1ee-4327-af47-4106addbe156,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,102.0,99.0,,,,88.0,108.0,103.0,85.0,100.0,96.0,,0.377,0.195,0.16399999999999998,0.185,0.59,0.67,,1.18,0.43,92.5,88.7,,84.0,0.2,0.212,,0.196,0.149,84.0,95.0,100.0,0.078,0.41,74.1,0.217,,,,,,,,,,,,,,
