,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vSI,vCU,CU_ba,FF_ba,CH_ba,SI_ba,FC_ba,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,SL_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-05-27,717997,Strikeout,strikeout,True,681082,450203,Bryson Stott,Charlie Morton,0,0,0,48557366-5985-469a-b578-c62396e9bab6,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.317,0.08,0.43200000000000005,0.10300000000000001,-1.26,0.25,-4.03,1.79,0.86,94.9,89.1,94.2,82.3,0.177,0.292,0.25,0.474,0.296,,,,,,,,,,,,,,,,,,,,,
1,2023-05-27,717997,Groundout,field_out,True,607208,450203,Trea Turner,Charlie Morton,1,0,0,aa2bdeb8-a4b1-42d7-ad6a-3300c17bdac6,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.317,0.08,0.43200000000000005,0.10300000000000001,-1.26,0.25,-4.03,1.79,0.86,94.9,89.1,94.2,82.3,0.177,0.292,0.25,0.474,0.296,,,,,,,,,,,,,,,,,,,,,
2,2023-05-27,717997,Strikeout,strikeout,True,547180,450203,Bryce Harper,Charlie Morton,0,0,0,59ad8bb6-dd5d-4b52-9494-7e0768a7f0b8,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.317,0.08,0.43200000000000005,0.10300000000000001,-1.26,0.25,-4.03,1.79,0.86,94.9,89.1,94.2,82.3,0.177,0.292,0.25,0.474,0.296,,,,,,,,,,,,,,,,,,,,,
3,2023-05-27,717997,Groundout,field_out,True,660670,554430,Ronald Acuña Jr.,Zack Wheeler,1,1,0,be296f27-18ef-49b8-8914-daa208cfbcdc,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.27899999999999997,0.38,0.214,0.313,0.42100000000000004,90.8,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,105.0,105.0,107.0,96.0,102.0,102.0,0.18,0.435,0.14400000000000002,0.115,0.004,1.69,-0.63,1.62,-1.61,-6.22,95.8,90.9,95.2,81.4,0.264,0.199,,0.252,0.27,107.0,101.0,111.0,0.12300000000000001,0.36,84.4,0.198,,,,,,,,,,,,,,
4,2023-05-27,717997,Strikeout,strikeout,True,621566,554430,Matt Olson,Zack Wheeler,0,0,0,ccbc40c3-b907-4205-ac91-f1efa84dc9f8,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.27899999999999997,0.38,0.214,0.313,0.42100000000000004,90.8,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,105.0,105.0,107.0,96.0,102.0,102.0,0.18,0.435,0.14400000000000002,0.115,0.004,1.69,-0.63,1.62,-1.61,-6.22,95.8,90.9,95.2,81.4,0.264,0.199,,0.252,0.27,107.0,101.0,111.0,0.12300000000000001,0.36,84.4,0.198,,,,,,,,,,,,,,
5,2023-05-27,717997,Strikeout,strikeout,True,663586,554430,Austin Riley,Zack Wheeler,0,0,0,9b2bcf68-f4c5-4a1e-af7f-96aae72764c2,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.27899999999999997,0.38,0.214,0.313,0.42100000000000004,90.8,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,105.0,105.0,107.0,96.0,102.0,102.0,0.18,0.435,0.14400000000000002,0.115,0.004,1.69,-0.63,1.62,-1.61,-6.22,95.8,90.9,95.2,81.4,0.264,0.199,,0.252,0.27,107.0,101.0,111.0,0.12300000000000001,0.36,84.4,0.198,,,,,,,,,,,,,,
6,2023-05-27,717997,Walk,walk,False,592206,450203,Nick Castellanos,Charlie Morton,1,0,0,a82d75d4-afcb-4d11-a32d-8cec81d1ab08,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.317,0.08,0.43200000000000005,0.10300000000000001,-1.26,0.25,-4.03,1.79,0.86,94.9,89.1,94.2,82.3,0.177,0.292,0.25,0.474,0.296,,,,,,,,,,,,,,,,,,,,,
7,2023-05-27,717997,Strikeout,strikeout,True,656941,450203,Kyle Schwarber,Charlie Morton,0,0,0,74388084-6ae8-4859-a619-f4ab84df55c1,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.317,0.08,0.43200000000000005,0.10300000000000001,-1.26,0.25,-4.03,1.79,0.86,94.9,89.1,94.2,82.3,0.177,0.292,0.25,0.474,0.296,,,,,,,,,,,,,,,,,,,,,
8,2023-05-27,717997,Fielders Choice Out,fielders_choice_out,True,592663,450203,J.T. Realmuto,Charlie Morton,0,0,1,22dcba47-9711-4f70-8099-e1c193ca9333,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.317,0.08,0.43200000000000005,0.10300000000000001,-1.26,0.25,-4.03,1.79,0.86,94.9,89.1,94.2,82.3,0.177,0.292,0.25,0.474,0.296,,,,,,,,,,,,,,,,,,,,,
9,2023-05-27,717997,Lineout,field_out,True,664761,450203,Alec Bohm,Charlie Morton,0,0,0,19cf4bac-fdda-461e-9b28-e891544a97b7,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.317,0.08,0.43200000000000005,0.10300000000000001,-1.26,0.25,-4.03,1.79,0.86,94.9,89.1,94.2,82.3,0.177,0.292,0.25,0.474,0.296,,,,,,,,,,,,,,,,,,,,,
