,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CU%,CH%,wSI/C,wSL/C,wCU/C,wCH/C,vSI,vSL,vCU,SI_ba,CH_ba,CU_ba,SL_ba,Stf+ FA,Loc+ FA,Pit+ FA,FA%,wFA/C,vFA,FF_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,ST_ba,FC_ba
0,2023-07-30,717195,Pop Out,field_out,True,663538,571927,Nico Hoerner,Steven Matz,0,0,0,c1614bd0-365c-47f3-8e33-1fb44e1fb2c4,571927.0,stevenmatz,Matz,Left,Steven Matz,3.86,3.87,105.0,102.0,95.0,100.0,0.7759999999999999,8.4,2.74,9.26,0.94,1.4,0.29100000000000004,0.37,0.146,0.31,0.446,84.2,106.0,109.0,107.0,108.0,96.0,100.0,87.0,101.0,96.0,62.0,82.0,90.0,0.561,0.018000000000000002,0.14800000000000002,0.27399999999999997,0.41,-1.27,-0.6,-0.09,94.1,88.9,78.5,0.24,0.291,0.259,0.5,,,,,,,,,,,,,,,
1,2023-07-30,717195,Groundout,field_out,True,673548,571927,Seiya Suzuki,Steven Matz,1,0,0,d430c013-2962-4615-b461-41f33ffe2845,571927.0,stevenmatz,Matz,Left,Steven Matz,3.86,3.87,105.0,102.0,95.0,100.0,0.7759999999999999,8.4,2.74,9.26,0.94,1.4,0.29100000000000004,0.37,0.146,0.31,0.446,84.2,106.0,109.0,107.0,108.0,96.0,100.0,87.0,101.0,96.0,62.0,82.0,90.0,0.561,0.018000000000000002,0.14800000000000002,0.27399999999999997,0.41,-1.27,-0.6,-0.09,94.1,88.9,78.5,0.24,0.291,0.259,0.5,,,,,,,,,,,,,,,
2,2023-07-30,717195,Groundout,field_out,True,641355,571927,Cody Bellinger,Steven Matz,1,0,0,bc53aa57-b06b-483d-b2b0-69a911c68baf,571927.0,stevenmatz,Matz,Left,Steven Matz,3.86,3.87,105.0,102.0,95.0,100.0,0.7759999999999999,8.4,2.74,9.26,0.94,1.4,0.29100000000000004,0.37,0.146,0.31,0.446,84.2,106.0,109.0,107.0,108.0,96.0,100.0,87.0,101.0,96.0,62.0,82.0,90.0,0.561,0.018000000000000002,0.14800000000000002,0.27399999999999997,0.41,-1.27,-0.6,-0.09,94.1,88.9,78.5,0.24,0.291,0.259,0.5,,,,,,,,,,,,,,,
3,2023-07-30,717195,Single,single,False,663457,543294,Lars Nootbaar,Kyle Hendricks,0,0,1,bfed54a6-5ad9-4389-8a3f-65154cb3522e,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,72.0,110.0,99.0,,,,0.349,,0.035,0.41100000000000003,0.04,,0.0,1.43,87.5,,73.3,0.318,0.18,0.25,,67.0,100.0,93.0,0.205,-1.61,87.8,0.38,,,,,,,,
4,2023-07-30,717195,Groundout,field_out,True,502671,543294,Paul Goldschmidt,Kyle Hendricks,0,0,0,c4e4448a-d642-458d-a9ea-575ef1f1dc3e,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,72.0,110.0,99.0,,,,0.349,,0.035,0.41100000000000003,0.04,,0.0,1.43,87.5,,73.3,0.318,0.18,0.25,,67.0,100.0,93.0,0.205,-1.61,87.8,0.38,,,,,,,,
5,2023-07-30,717195,Strikeout,strikeout,True,571448,543294,Nolan Arenado,Kyle Hendricks,0,0,0,4fe50ad6-846f-4b94-bb03-514ff83fbab1,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,72.0,110.0,99.0,,,,0.349,,0.035,0.41100000000000003,0.04,,0.0,1.43,87.5,,73.3,0.318,0.18,0.25,,67.0,100.0,93.0,0.205,-1.61,87.8,0.38,,,,,,,,
6,2023-07-30,717195,Single,single,False,641933,543294,Tyler O'Neill,Kyle Hendricks,0,0,1,0e4f5907-f167-498c-a8f3-23798b7c2766,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,72.0,110.0,99.0,,,,0.349,,0.035,0.41100000000000003,0.04,,0.0,1.43,87.5,,73.3,0.318,0.18,0.25,,67.0,100.0,93.0,0.205,-1.61,87.8,0.38,,,,,,,,
7,2023-07-30,717195,Forceout,force_out,True,676475,543294,Alec Burleson,Kyle Hendricks,0,0,1,d5d55e30-f69f-46f0-bf98-563defb73976,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,72.0,110.0,99.0,,,,0.349,,0.035,0.41100000000000003,0.04,,0.0,1.43,87.5,,73.3,0.318,0.18,0.25,,67.0,100.0,93.0,0.205,-1.61,87.8,0.38,,,,,,,,
8,2023-07-30,717195,Single,single,False,543228,571927,Yan Gomes,Steven Matz,0,0,0,47b80c97-1e00-4542-ad53-86ed431ba689,571927.0,stevenmatz,Matz,Left,Steven Matz,3.86,3.87,105.0,102.0,95.0,100.0,0.7759999999999999,8.4,2.74,9.26,0.94,1.4,0.29100000000000004,0.37,0.146,0.31,0.446,84.2,106.0,109.0,107.0,108.0,96.0,100.0,87.0,101.0,96.0,62.0,82.0,90.0,0.561,0.018000000000000002,0.14800000000000002,0.27399999999999997,0.41,-1.27,-0.6,-0.09,94.1,88.9,78.5,0.24,0.291,0.259,0.5,,,,,,,,,,,,,,,
9,2023-07-30,717195,Flyout,field_out,True,621020,571927,Dansby Swanson,Steven Matz,1,0,0,bb23702f-562c-4104-83d8-09a4469cd14e,571927.0,stevenmatz,Matz,Left,Steven Matz,3.86,3.87,105.0,102.0,95.0,100.0,0.7759999999999999,8.4,2.74,9.26,0.94,1.4,0.29100000000000004,0.37,0.146,0.31,0.446,84.2,106.0,109.0,107.0,108.0,96.0,100.0,87.0,101.0,96.0,62.0,82.0,90.0,0.561,0.018000000000000002,0.14800000000000002,0.27399999999999997,0.41,-1.27,-0.6,-0.09,94.1,88.9,78.5,0.24,0.291,0.259,0.5,,,,,,,,,,,,,,,
10,2023-07-30,717195,Single,single,False,666624,571927,Christopher Morel,Steven Matz,0,0,1,6199385f-a246-4b34-94ad-e011cf847097,571927.0,stevenmatz,Matz,Left,Steven Matz,3.86,3.87,105.0,102.0,95.0,100.0,0.7759999999999999,8.4,2.74,9.26,0.94,1.4,0.29100000000000004,0.37,0.146,0.31,0.446,84.2,106.0,109.0,107.0,108.0,96.0,100.0,87.0,101.0,96.0,62.0,82.0,90.0,0.561,0.018000000000000002,0.14800000000000002,0.27399999999999997,0.41,-1.27,-0.6,-0.09,94.1,88.9,78.5,0.24,0.291,0.259,0.5,,,,,,,,,,,,,,,
11,2023-07-30,717195,Flyout,field_out,True,641820,571927,Trey Mancini,Steven Matz,1,1,0,6648ed57-0a0b-4331-ab7d-44f8b503f127,571927.0,stevenmatz,Matz,Left,Steven Matz,3.86,3.87,105.0,102.0,95.0,100.0,0.7759999999999999,8.4,2.74,9.26,0.94,1.4,0.29100000000000004,0.37,0.146,0.31,0.446,84.2,106.0,109.0,107.0,108.0,96.0,100.0,87.0,101.0,96.0,62.0,82.0,90.0,0.561,0.018000000000000002,0.14800000000000002,0.27399999999999997,0.41,-1.27,-0.6,-0.09,94.1,88.9,78.5,0.24,0.291,0.259,0.5,,,,,,,,,,,,,,,
12,2023-07-30,717195,Flyout,field_out,True,665804,571927,Miguel Amaya,Steven Matz,1,0,0,d5db1fff-e2bf-4a85-94ea-f322f839e2b6,571927.0,stevenmatz,Matz,Left,Steven Matz,3.86,3.87,105.0,102.0,95.0,100.0,0.7759999999999999,8.4,2.74,9.26,0.94,1.4,0.29100000000000004,0.37,0.146,0.31,0.446,84.2,106.0,109.0,107.0,108.0,96.0,100.0,87.0,101.0,96.0,62.0,82.0,90.0,0.561,0.018000000000000002,0.14800000000000002,0.27399999999999997,0.41,-1.27,-0.6,-0.09,94.1,88.9,78.5,0.24,0.291,0.259,0.5,,,,,,,,,,,,,,,
13,2023-07-30,717195,Single,single,False,691023,543294,Jordan Walker,Kyle Hendricks,0,0,0,f6976f55-7498-4dde-bac9-c3581429f0f9,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,72.0,110.0,99.0,,,,0.349,,0.035,0.41100000000000003,0.04,,0.0,1.43,87.5,,73.3,0.318,0.18,0.25,,67.0,100.0,93.0,0.205,-1.61,87.8,0.38,,,,,,,,
