,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vSI,vCU,SI_ba,FF_ba,CU_ba,CH_ba,Stf+ SL,Loc+ SL,Pit+ SL,SL%,KC%,wSL/C,wKC/C,vSL,vKC,SL_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-07-21,717326,Strikeout,strikeout,True,664774,663623,LaMonte Wade Jr.,Jake Irvin,0,0,0,f5406be0-0bd5-4147-9461-4c6cd704c0aa,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,0.287,0.35600000000000004,0.306,0.051,-0.01,-0.75,0.08,1.21,94.5,93.9,80.9,0.348,0.208,0.197,0.25,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-21,717326,Groundout,field_out,True,592626,663623,Joc Pederson,Jake Irvin,1,0,0,7b680ecc-8bb3-42fa-ab8d-63461a6f67ed,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,0.287,0.35600000000000004,0.306,0.051,-0.01,-0.75,0.08,1.21,94.5,93.9,80.9,0.348,0.208,0.197,0.25,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-21,717326,Home Run,home_run,False,605204,663623,J.D. Davis,Jake Irvin,0,0,0,2ce8d883-b4d1-4af3-9bf5-b69b6ff94e4d,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,0.287,0.35600000000000004,0.306,0.051,-0.01,-0.75,0.08,1.21,94.5,93.9,80.9,0.348,0.208,0.197,0.25,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-21,717326,Flyout,field_out,True,624424,663623,Michael Conforto,Jake Irvin,0,0,0,ce0b8445-3023-4c24-8747-ccf1caf22745,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,0.287,0.35600000000000004,0.306,0.051,-0.01,-0.75,0.08,1.21,94.5,93.9,80.9,0.348,0.208,0.197,0.25,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-07-21,717326,Groundout,field_out,True,682928,622072,CJ Abrams,Alex Wood,0,0,0,36b09c46-199c-4491-97a4-3a6f0a29446b,622072.0,alexwood,Wood,Left,Alex Wood,4.33,4.67,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.39299999999999996,0.138,0.285,0.413,85.2,78.0,103.0,99.0,,,,,,,80.0,95.0,88.0,0.446,,,0.292,,0.12,,-0.33,,91.5,,0.234,,,0.273,110.0,93.0,95.0,0.261,0.001,-0.8,-5.8,82.4,83.6,0.288,,,,,,,,,,,,,,
5,2023-07-21,717326,Home Run,home_run,False,657041,622072,Lane Thomas,Alex Wood,0,0,0,69c4260f-ccb6-46df-8d63-f9ca84b5b699,622072.0,alexwood,Wood,Left,Alex Wood,4.33,4.67,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.39299999999999996,0.138,0.285,0.413,85.2,78.0,103.0,99.0,,,,,,,80.0,95.0,88.0,0.446,,,0.292,,0.12,,-0.33,,91.5,,0.234,,,0.273,110.0,93.0,95.0,0.261,0.001,-0.8,-5.8,82.4,83.6,0.288,,,,,,,,,,,,,,
6,2023-07-21,717326,Walk,walk,False,600869,622072,Jeimer Candelario,Alex Wood,1,0,0,f6dfba04-7ec2-4bbb-bcc8-a19a3a651c56,622072.0,alexwood,Wood,Left,Alex Wood,4.33,4.67,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.39299999999999996,0.138,0.285,0.413,85.2,78.0,103.0,99.0,,,,,,,80.0,95.0,88.0,0.446,,,0.292,,0.12,,-0.33,,91.5,,0.234,,,0.273,110.0,93.0,95.0,0.261,0.001,-0.8,-5.8,82.4,83.6,0.288,,,,,,,,,,,,,,
7,2023-07-21,717326,Walk,walk,False,608841,622072,Joey Meneses,Alex Wood,1,0,1,cc74d2f1-0f1c-4a09-b728-ad5793706f6e,622072.0,alexwood,Wood,Left,Alex Wood,4.33,4.67,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.39299999999999996,0.138,0.285,0.413,85.2,78.0,103.0,99.0,,,,,,,80.0,95.0,88.0,0.446,,,0.292,,0.12,,-0.33,,91.5,,0.234,,,0.273,110.0,93.0,95.0,0.261,0.001,-0.8,-5.8,82.4,83.6,0.288,,,,,,,,,,,,,,
8,2023-07-21,717326,Double,double,False,660688,622072,Keibert Ruiz,Alex Wood,1,0,1,8c20ad74-e57a-4906-8502-421436a4a3aa,622072.0,alexwood,Wood,Left,Alex Wood,4.33,4.67,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.39299999999999996,0.138,0.285,0.413,85.2,78.0,103.0,99.0,,,,,,,80.0,95.0,88.0,0.446,,,0.292,,0.12,,-0.33,,91.5,,0.234,,,0.273,110.0,93.0,95.0,0.261,0.001,-0.8,-5.8,82.4,83.6,0.288,,,,,,,,,,,,,,
9,2023-07-21,717326,Groundout,field_out,True,656448,622072,Stone Garrett,Alex Wood,0,0,0,7f83c8c2-83cb-43a5-85ed-eda1b622ebc1,622072.0,alexwood,Wood,Left,Alex Wood,4.33,4.67,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.39299999999999996,0.138,0.285,0.413,85.2,78.0,103.0,99.0,,,,,,,80.0,95.0,88.0,0.446,,,0.292,,0.12,,-0.33,,91.5,,0.234,,,0.273,110.0,93.0,95.0,0.261,0.001,-0.8,-5.8,82.4,83.6,0.288,,,,,,,,,,,,,,
10,2023-07-21,717326,Flyout,field_out,True,656308,622072,Michael Chavis,Alex Wood,0,0,0,655d37f6-3219-442c-bd54-b711046599d6,622072.0,alexwood,Wood,Left,Alex Wood,4.33,4.67,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.39299999999999996,0.138,0.285,0.413,85.2,78.0,103.0,99.0,,,,,,,80.0,95.0,88.0,0.446,,,0.292,,0.12,,-0.33,,91.5,,0.234,,,0.273,110.0,93.0,95.0,0.261,0.001,-0.8,-5.8,82.4,83.6,0.288,,,,,,,,,,,,,,
