,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vSI,vCU,CU_ba,FC_ba,SI_ba,CH_ba,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FS%,SL%,wFS/C,wSL/C,vFS,vSL,FF_ba,FS_ba,ST_ba,SL_ba
0,2023-04-19,718505,Walk,walk,False,596146,446372,Max Kepler,Corey Kluber,1,0,0,d2f775c1-92ec-4f9a-ad10-e8edcdeed88e,446372.0,coreykluber,Kluber,Right,Corey Kluber,7.04,6.32,55.0,100.0,94.0,97.0,0.799,6.87,3.44,11.29,2.78,0.63,0.21600000000000003,0.495,0.13699999999999998,0.3,0.42100000000000004,82.1,82.0,106.0,96.0,106.0,106.0,110.0,84.0,89.0,80.0,77.0,95.0,86.0,107.0,96.0,93.0,0.263,0.023,0.27399999999999997,0.282,0.159,-0.55,-3.12,-4.75,-0.11,0.67,88.1,86.1,88.2,80.5,0.247,0.333,0.404,0.19,,,,,,,,,,,,,,,,
1,2023-04-19,718505,Flyout,field_out,True,621043,446372,Carlos Correa,Corey Kluber,1,0,0,94b91a4b-4c97-45d9-840e-54926c022f71,446372.0,coreykluber,Kluber,Right,Corey Kluber,7.04,6.32,55.0,100.0,94.0,97.0,0.799,6.87,3.44,11.29,2.78,0.63,0.21600000000000003,0.495,0.13699999999999998,0.3,0.42100000000000004,82.1,82.0,106.0,96.0,106.0,106.0,110.0,84.0,89.0,80.0,77.0,95.0,86.0,107.0,96.0,93.0,0.263,0.023,0.27399999999999997,0.282,0.159,-0.55,-3.12,-4.75,-0.11,0.67,88.1,86.1,88.2,80.5,0.247,0.333,0.404,0.19,,,,,,,,,,,,,,,,
2,2023-04-19,718505,Double,double,False,621439,446372,Byron Buxton,Corey Kluber,1,0,1,f2e4abc8-03ab-46f6-8fd6-911b4a8787bd,446372.0,coreykluber,Kluber,Right,Corey Kluber,7.04,6.32,55.0,100.0,94.0,97.0,0.799,6.87,3.44,11.29,2.78,0.63,0.21600000000000003,0.495,0.13699999999999998,0.3,0.42100000000000004,82.1,82.0,106.0,96.0,106.0,106.0,110.0,84.0,89.0,80.0,77.0,95.0,86.0,107.0,96.0,93.0,0.263,0.023,0.27399999999999997,0.282,0.159,-0.55,-3.12,-4.75,-0.11,0.67,88.1,86.1,88.2,80.5,0.247,0.333,0.404,0.19,,,,,,,,,,,,,,,,
3,2023-04-19,718505,Groundout,field_out,True,663616,446372,Trevor Larnach,Corey Kluber,0,0,1,40ad8c9c-1d19-4813-a923-fc5aaa325ecf,446372.0,coreykluber,Kluber,Right,Corey Kluber,7.04,6.32,55.0,100.0,94.0,97.0,0.799,6.87,3.44,11.29,2.78,0.63,0.21600000000000003,0.495,0.13699999999999998,0.3,0.42100000000000004,82.1,82.0,106.0,96.0,106.0,106.0,110.0,84.0,89.0,80.0,77.0,95.0,86.0,107.0,96.0,93.0,0.263,0.023,0.27399999999999997,0.282,0.159,-0.55,-3.12,-4.75,-0.11,0.67,88.1,86.1,88.2,80.5,0.247,0.333,0.404,0.19,,,,,,,,,,,,,,,,
4,2023-04-19,718505,Home Run,home_run,False,666397,446372,Edouard Julien,Corey Kluber,0,0,1,ec0774be-9985-4074-ab60-32baf836a4a5,446372.0,coreykluber,Kluber,Right,Corey Kluber,7.04,6.32,55.0,100.0,94.0,97.0,0.799,6.87,3.44,11.29,2.78,0.63,0.21600000000000003,0.495,0.13699999999999998,0.3,0.42100000000000004,82.1,82.0,106.0,96.0,106.0,106.0,110.0,84.0,89.0,80.0,77.0,95.0,86.0,107.0,96.0,93.0,0.263,0.023,0.27399999999999997,0.282,0.159,-0.55,-3.12,-4.75,-0.11,0.67,88.1,86.1,88.2,80.5,0.247,0.333,0.404,0.19,,,,,,,,,,,,,,,,
5,2023-04-19,718505,Lineout,field_out,True,669304,446372,Jose Miranda,Corey Kluber,1,0,0,795e7458-8ef6-4929-bdef-f2168f0352cc,446372.0,coreykluber,Kluber,Right,Corey Kluber,7.04,6.32,55.0,100.0,94.0,97.0,0.799,6.87,3.44,11.29,2.78,0.63,0.21600000000000003,0.495,0.13699999999999998,0.3,0.42100000000000004,82.1,82.0,106.0,96.0,106.0,106.0,110.0,84.0,89.0,80.0,77.0,95.0,86.0,107.0,96.0,93.0,0.263,0.023,0.27399999999999997,0.282,0.159,-0.55,-3.12,-4.75,-0.11,0.67,88.1,86.1,88.2,80.5,0.247,0.333,0.404,0.19,,,,,,,,,,,,,,,,
6,2023-04-19,718505,Groundout,field_out,True,657077,657746,Alex Verdugo,Joe Ryan,0,0,0,769bd3df-c604-46be-b429-def707ea2b50,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,,,,,,,,102.0,112.0,108.0,,,,,,,,0.569,,,,0.89,,,,,92.3,,,,,,,,102.0,88.0,94.0,91.0,104.0,102.0,0.272,0.159,-0.3,-2.12,83.9,80.3,0.24,0.242,0.286,0.32
7,2023-04-19,718505,Groundout,field_out,True,606132,657746,Raimel Tapia,Joe Ryan,1,1,0,ae51698e-3e5c-44f6-9814-947dbfa61241,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,,,,,,,,102.0,112.0,108.0,,,,,,,,0.569,,,,0.89,,,,,92.3,,,,,,,,102.0,88.0,94.0,91.0,104.0,102.0,0.272,0.159,-0.3,-2.12,83.9,80.3,0.24,0.242,0.286,0.32
8,2023-04-19,718505,Flyout,field_out,True,457759,657746,Justin Turner,Joe Ryan,1,1,0,ddceea5d-f5e7-449a-be90-2fa6f9ed9da8,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,,,,,,,,102.0,112.0,108.0,,,,,,,,0.569,,,,0.89,,,,,92.3,,,,,,,,102.0,88.0,94.0,91.0,104.0,102.0,0.272,0.159,-0.3,-2.12,83.9,80.3,0.24,0.242,0.286,0.32
9,2023-04-19,718505,Single,single,False,608336,446372,Joey Gallo,Corey Kluber,1,1,0,456aa59a-cecd-4353-87d7-ef94a8f4ec55,446372.0,coreykluber,Kluber,Right,Corey Kluber,7.04,6.32,55.0,100.0,94.0,97.0,0.799,6.87,3.44,11.29,2.78,0.63,0.21600000000000003,0.495,0.13699999999999998,0.3,0.42100000000000004,82.1,82.0,106.0,96.0,106.0,106.0,110.0,84.0,89.0,80.0,77.0,95.0,86.0,107.0,96.0,93.0,0.263,0.023,0.27399999999999997,0.282,0.159,-0.55,-3.12,-4.75,-0.11,0.67,88.1,86.1,88.2,80.5,0.247,0.333,0.404,0.19,,,,,,,,,,,,,,,,
