,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vSI,vSL,vKC,SL_ba,FF_ba,CU_ba,FC_ba,SI_ba,CH_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,ST_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ SI,Loc+ SI,Pit+ SI
0,2023-06-15,717748,Groundout,field_out,True,641313,675627,Tim Anderson,Michael Grove,0,0,0,ba68c6d9-11ad-419c-86cc-3ecfbba16ad5,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,86.0,102.0,95.0,106.0,106.0,111.0,98.0,93.0,98.0,94.0,103.0,105.0,0.042,0.327,0.075,0.382,0.17,0.003,-3.57,0.93,1.99,1.07,-0.36,-16.59,94.8,89.2,94.7,85.6,78.3,0.2,0.442,0.308,0.261,0.286,,,,,,,,,,,,,,,,,,
1,2023-06-15,717748,Lineout,field_out,True,657757,675627,Gavin Sheets,Michael Grove,1,1,0,15305f70-eca1-41e6-90b3-c7117464714f,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,86.0,102.0,95.0,106.0,106.0,111.0,98.0,93.0,98.0,94.0,103.0,105.0,0.042,0.327,0.075,0.382,0.17,0.003,-3.57,0.93,1.99,1.07,-0.36,-16.59,94.8,89.2,94.7,85.6,78.3,0.2,0.442,0.308,0.261,0.286,,,,,,,,,,,,,,,,,,
2,2023-06-15,717748,Home Run,home_run,False,673357,675627,Luis Robert Jr.,Michael Grove,1,0,0,fd6054e1-a2d1-4b42-b755-b28e29cbf602,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,86.0,102.0,95.0,106.0,106.0,111.0,98.0,93.0,98.0,94.0,103.0,105.0,0.042,0.327,0.075,0.382,0.17,0.003,-3.57,0.93,1.99,1.07,-0.36,-16.59,94.8,89.2,94.7,85.6,78.3,0.2,0.442,0.308,0.261,0.286,,,,,,,,,,,,,,,,,,
3,2023-06-15,717748,Home Run,home_run,False,650391,675627,Eloy Jiménez,Michael Grove,1,0,0,35612371-dc3f-4b87-9e00-3b500cfa5105,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,86.0,102.0,95.0,106.0,106.0,111.0,98.0,93.0,98.0,94.0,103.0,105.0,0.042,0.327,0.075,0.382,0.17,0.003,-3.57,0.93,1.99,1.07,-0.36,-16.59,94.8,89.2,94.7,85.6,78.3,0.2,0.442,0.308,0.261,0.286,,,,,,,,,,,,,,,,,,
4,2023-06-15,717748,Strikeout,strikeout,True,669394,675627,Jake Burger,Michael Grove,0,0,0,69036eb3-dee4-491d-81a1-51a2d5c3eab0,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,86.0,102.0,95.0,106.0,106.0,111.0,98.0,93.0,98.0,94.0,103.0,105.0,0.042,0.327,0.075,0.382,0.17,0.003,-3.57,0.93,1.99,1.07,-0.36,-16.59,94.8,89.2,94.7,85.6,78.3,0.2,0.442,0.308,0.261,0.286,,,,,,,,,,,,,,,,,,
5,2023-06-15,717748,Strikeout,strikeout,True,605141,656302,Mookie Betts,Dylan Cease,0,0,0,f80f5d7c-03c9-4fa0-8254-8b328160d8fc,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,,,,,0.43200000000000005,,0.386,0.152,0.03,-0.15,,,0.4,-1.83,1.0,95.6,,,86.3,80.2,0.216,0.273,0.298,,,0.111,,,,,,,,,,,,,,,,,
6,2023-06-15,717748,Flyout,field_out,True,518692,656302,Freddie Freeman,Dylan Cease,1,0,0,1a4336e0-10c4-4084-ae66-b54d81cff20a,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,,,,,0.43200000000000005,,0.386,0.152,0.03,-0.15,,,0.4,-1.83,1.0,95.6,,,86.3,80.2,0.216,0.273,0.298,,,0.111,,,,,,,,,,,,,,,,,
7,2023-06-15,717748,Strikeout,strikeout,True,669257,656302,Will Smith,Dylan Cease,0,0,0,07369d81-c695-4fb9-b6a4-a161730b7d36,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,,,,,0.43200000000000005,,0.386,0.152,0.03,-0.15,,,0.4,-1.83,1.0,95.6,,,86.3,80.2,0.216,0.273,0.298,,,0.111,,,,,,,,,,,,,,,,,
8,2023-06-15,717748,Groundout,field_out,True,683734,675627,Andrew Vaughn,Michael Grove,0,0,0,7a848e4c-7a74-47c4-877d-575f4f07c2d2,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,86.0,102.0,95.0,106.0,106.0,111.0,98.0,93.0,98.0,94.0,103.0,105.0,0.042,0.327,0.075,0.382,0.17,0.003,-3.57,0.93,1.99,1.07,-0.36,-16.59,94.8,89.2,94.7,85.6,78.3,0.2,0.442,0.308,0.261,0.286,,,,,,,,,,,,,,,,,,
9,2023-06-15,717748,Single,single,False,518735,675627,Yasmani Grandal,Michael Grove,1,0,0,e052cafe-98f7-4b52-9339-749f915af9cb,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,86.0,102.0,95.0,106.0,106.0,111.0,98.0,93.0,98.0,94.0,103.0,105.0,0.042,0.327,0.075,0.382,0.17,0.003,-3.57,0.93,1.99,1.07,-0.36,-16.59,94.8,89.2,94.7,85.6,78.3,0.2,0.442,0.308,0.261,0.286,,,,,,,,,,,,,,,,,,
