,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vSI,vSL,FF_ba,SL_ba,CH_ba,SI_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CU_ba,FC_ba
0,2023-07-09,717426,Lineout,field_out,True,656941,666200,Kyle Schwarber,Jesús Luzardo,0,0,0,8bbe8541-c105-4c85-adb1-68e9ad602991,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,
1,2023-07-09,717426,Groundout,field_out,True,607208,666200,Trea Turner,Jesús Luzardo,0,0,0,9c5b7f30-0294-4bc0-ae68-ef996a8a14ab,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,
2,2023-07-09,717426,Strikeout,strikeout,True,592206,666200,Nick Castellanos,Jesús Luzardo,0,0,0,94c2e863-2c39-4033-b2c5-9618cd5868f7,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,
3,2023-07-09,717426,Groundout,field_out,True,650333,605400,Luis Arraez,Aaron Nola,0,0,0,344679be-baa9-47c7-9616-4fa2dca3eadd,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,,,,111.0,110.0,105.0,0.188,0.295,0.075,,0.126,-0.03,0.4,0.46,,0.14,92.7,86.3,91.8,,0.246,,0.22,0.279,118.0,105.0,113.0,0.316,0.47,79.4,0.221,0.246
4,2023-07-09,717426,Strikeout,strikeout,True,624585,605400,Jorge Soler,Aaron Nola,0,0,0,b678e9c8-6906-43f8-a404-07f3b6ca86a2,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,,,,111.0,110.0,105.0,0.188,0.295,0.075,,0.126,-0.03,0.4,0.46,,0.14,92.7,86.3,91.8,,0.246,,0.22,0.279,118.0,105.0,113.0,0.316,0.47,79.4,0.221,0.246
5,2023-07-09,717426,Double,double,False,650559,605400,Bryan De La Cruz,Aaron Nola,0,0,0,e8bd8aac-606f-4c5a-8e07-63165daa32d6,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,,,,111.0,110.0,105.0,0.188,0.295,0.075,,0.126,-0.03,0.4,0.46,,0.14,92.7,86.3,91.8,,0.246,,0.22,0.279,118.0,105.0,113.0,0.316,0.47,79.4,0.221,0.246
6,2023-07-09,717426,Home Run,home_run,False,660821,605400,Jesús Sánchez,Aaron Nola,0,0,1,d8b404e2-784e-401e-ac03-4dcd3fb5a35f,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,,,,111.0,110.0,105.0,0.188,0.295,0.075,,0.126,-0.03,0.4,0.46,,0.14,92.7,86.3,91.8,,0.246,,0.22,0.279,118.0,105.0,113.0,0.316,0.47,79.4,0.221,0.246
7,2023-07-09,717426,Groundout,field_out,True,643265,605400,Garrett Cooper,Aaron Nola,1,0,0,f7663d4c-53bb-4c05-84fc-3fb923dc467d,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,,,,111.0,110.0,105.0,0.188,0.295,0.075,,0.126,-0.03,0.4,0.46,,0.14,92.7,86.3,91.8,,0.246,,0.22,0.279,118.0,105.0,113.0,0.316,0.47,79.4,0.221,0.246
8,2023-07-09,717426,Flyout,field_out,True,664761,666200,Alec Bohm,Jesús Luzardo,0,0,0,01638862-5b86-45b4-8d02-20ebfa437be9,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,
9,2023-07-09,717426,Flyout,field_out,True,592663,666200,J.T. Realmuto,Jesús Luzardo,0,0,0,160f8e4f-05d8-4155-bd30-a3b0c872a376,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,
