,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vSI,vSL,CH_ba,FF_ba,SL_ba,FC_ba,ST_ba,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,CU_ba
0,2023-04-14,718586,Pop Out,field_out,True,681082,656818,Bryson Stott,Connor Overton,0,0,0,920e8e86-6637-4477-9226-d7980a2dcbb3,656818.0,connoroverton,Overton,Right,Connor Overton,11.45,6.65,11.0,93.0,77.0,89.0,0.7340000000000001,7.36,5.73,15.55,2.45,0.94,0.179,0.564,0.10300000000000001,0.308,0.41200000000000003,84.5,64.0,94.0,92.0,76.0,101.0,89.0,83.0,90.0,82.0,98.0,96.0,102.0,61.0,63.0,64.0,0.135,0.275,0.125,0.23,0.235,-1.27,-6.73,-2.74,-8.32,-3.39,91.1,88.7,90.6,81.5,0.308,0.308,0.333,0.5,0.8,0.667,,,,,,,,,,,,,,
1,2023-04-14,718586,Single,single,False,607208,656818,Trea Turner,Connor Overton,0,0,0,c5b799e6-e9c0-4db6-be94-639e1d2cc294,656818.0,connoroverton,Overton,Right,Connor Overton,11.45,6.65,11.0,93.0,77.0,89.0,0.7340000000000001,7.36,5.73,15.55,2.45,0.94,0.179,0.564,0.10300000000000001,0.308,0.41200000000000003,84.5,64.0,94.0,92.0,76.0,101.0,89.0,83.0,90.0,82.0,98.0,96.0,102.0,61.0,63.0,64.0,0.135,0.275,0.125,0.23,0.235,-1.27,-6.73,-2.74,-8.32,-3.39,91.1,88.7,90.6,81.5,0.308,0.308,0.333,0.5,0.8,0.667,,,,,,,,,,,,,,
2,2023-04-14,718586,Double,double,False,656941,656818,Kyle Schwarber,Connor Overton,0,0,1,b992d8c6-dbe7-4a40-bfcd-40a61501f64a,656818.0,connoroverton,Overton,Right,Connor Overton,11.45,6.65,11.0,93.0,77.0,89.0,0.7340000000000001,7.36,5.73,15.55,2.45,0.94,0.179,0.564,0.10300000000000001,0.308,0.41200000000000003,84.5,64.0,94.0,92.0,76.0,101.0,89.0,83.0,90.0,82.0,98.0,96.0,102.0,61.0,63.0,64.0,0.135,0.275,0.125,0.23,0.235,-1.27,-6.73,-2.74,-8.32,-3.39,91.1,88.7,90.6,81.5,0.308,0.308,0.333,0.5,0.8,0.667,,,,,,,,,,,,,,
3,2023-04-14,718586,Walk,walk,False,592206,656818,Nick Castellanos,Connor Overton,1,0,0,86a82b21-268f-4f83-b395-41ca2c50d3f3,656818.0,connoroverton,Overton,Right,Connor Overton,11.45,6.65,11.0,93.0,77.0,89.0,0.7340000000000001,7.36,5.73,15.55,2.45,0.94,0.179,0.564,0.10300000000000001,0.308,0.41200000000000003,84.5,64.0,94.0,92.0,76.0,101.0,89.0,83.0,90.0,82.0,98.0,96.0,102.0,61.0,63.0,64.0,0.135,0.275,0.125,0.23,0.235,-1.27,-6.73,-2.74,-8.32,-3.39,91.1,88.7,90.6,81.5,0.308,0.308,0.333,0.5,0.8,0.667,,,,,,,,,,,,,,
4,2023-04-14,718586,Flyout,field_out,True,669016,656818,Brandon Marsh,Connor Overton,0,0,1,d60e0d75-6c7b-406b-a227-2d2472e475c6,656818.0,connoroverton,Overton,Right,Connor Overton,11.45,6.65,11.0,93.0,77.0,89.0,0.7340000000000001,7.36,5.73,15.55,2.45,0.94,0.179,0.564,0.10300000000000001,0.308,0.41200000000000003,84.5,64.0,94.0,92.0,76.0,101.0,89.0,83.0,90.0,82.0,98.0,96.0,102.0,61.0,63.0,64.0,0.135,0.275,0.125,0.23,0.235,-1.27,-6.73,-2.74,-8.32,-3.39,91.1,88.7,90.6,81.5,0.308,0.308,0.333,0.5,0.8,0.667,,,,,,,,,,,,,,
5,2023-04-14,718586,Groundout,field_out,True,592663,656818,J.T. Realmuto,Connor Overton,0,0,0,f68bb954-a6ac-4774-b45e-cfb661153a15,656818.0,connoroverton,Overton,Right,Connor Overton,11.45,6.65,11.0,93.0,77.0,89.0,0.7340000000000001,7.36,5.73,15.55,2.45,0.94,0.179,0.564,0.10300000000000001,0.308,0.41200000000000003,84.5,64.0,94.0,92.0,76.0,101.0,89.0,83.0,90.0,82.0,98.0,96.0,102.0,61.0,63.0,64.0,0.135,0.275,0.125,0.23,0.235,-1.27,-6.73,-2.74,-8.32,-3.39,91.1,88.7,90.6,81.5,0.308,0.308,0.333,0.5,0.8,0.667,,,,,,,,,,,,,,
6,2023-04-14,718586,Flyout,field_out,True,663697,592836,Jonathan India,Taijuan Walker,0,0,0,9e5761b3-d73f-4152-89b0-b47be8f19938,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,,,,,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,99.0,103.0,100.0,0.233,0.17600000000000002,0.17600000000000002,0.026000000000000002,,-0.82,-0.44,0.53,-1.43,,92.8,87.1,92.4,82.5,,0.257,,0.284,0.158,0.273,92.0,91.0,94.0,104.0,97.0,100.0,0.332,0.057,0.48,-1.07,87.9,74.8,0.205,0.212
7,2023-04-14,718586,Double,double,False,670770,592836,TJ Friedl,Taijuan Walker,0,0,0,2cce2c1d-90a5-4d5e-a0df-9a4219d9396c,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,,,,,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,99.0,103.0,100.0,0.233,0.17600000000000002,0.17600000000000002,0.026000000000000002,,-0.82,-0.44,0.53,-1.43,,92.8,87.1,92.4,82.5,,0.257,,0.284,0.158,0.273,92.0,91.0,94.0,104.0,97.0,100.0,0.332,0.057,0.48,-1.07,87.9,74.8,0.205,0.212
8,2023-04-14,718586,Groundout,field_out,True,641584,592836,Jake Fraley,Taijuan Walker,0,0,1,19c4a0ca-42aa-4b0c-b41c-07a79134cb2a,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,,,,,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,99.0,103.0,100.0,0.233,0.17600000000000002,0.17600000000000002,0.026000000000000002,,-0.82,-0.44,0.53,-1.43,,92.8,87.1,92.4,82.5,,0.257,,0.284,0.158,0.273,92.0,91.0,94.0,104.0,97.0,100.0,0.332,0.057,0.48,-1.07,87.9,74.8,0.205,0.212
9,2023-04-14,718586,Pop Out,field_out,True,663886,592836,Tyler Stephenson,Taijuan Walker,0,0,0,ba07e04a-b748-4176-ae20-42e08024caab,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,,,,,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,99.0,103.0,100.0,0.233,0.17600000000000002,0.17600000000000002,0.026000000000000002,,-0.82,-0.44,0.53,-1.43,,92.8,87.1,92.4,82.5,,0.257,,0.284,0.158,0.273,92.0,91.0,94.0,104.0,97.0,100.0,0.332,0.057,0.48,-1.07,87.9,74.8,0.205,0.212
10,2023-04-14,718586,Walk,walk,False,664761,656818,Alec Bohm,Connor Overton,0,0,0,b7280a1c-fb69-42fc-87b8-8c1f9439d79e,656818.0,connoroverton,Overton,Right,Connor Overton,11.45,6.65,11.0,93.0,77.0,89.0,0.7340000000000001,7.36,5.73,15.55,2.45,0.94,0.179,0.564,0.10300000000000001,0.308,0.41200000000000003,84.5,64.0,94.0,92.0,76.0,101.0,89.0,83.0,90.0,82.0,98.0,96.0,102.0,61.0,63.0,64.0,0.135,0.275,0.125,0.23,0.235,-1.27,-6.73,-2.74,-8.32,-3.39,91.1,88.7,90.6,81.5,0.308,0.308,0.333,0.5,0.8,0.667,,,,,,,,,,,,,,
