,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,FF_ba,SI_ba,SL_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,KC%,wFC/C,wCU/C,wKC/C,vFC,vCU,vKC,FC_ba,CU_ba,Stf+ KC,Loc+ KC,Pit+ KC,ST_ba
0,2023-05-10,718229,Strikeout,strikeout,True,543760,622491,Marcus Semien,Luis Castillo,0,0,0,57d52f24-60d9-4d8a-87b6-9a142336cddc,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,,,,,,,
1,2023-05-10,718229,Lineout,field_out,True,543257,622491,Robbie Grossman,Luis Castillo,0,0,0,f72ee594-9089-421e-9011-f35ff901ecc6,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,,,,,,,
2,2023-05-10,718229,Strikeout,strikeout,True,663993,622491,Nathaniel Lowe,Luis Castillo,0,0,0,99d682c1-85d5-467f-af57-cfa664bfd2f5,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,,,,,,,
3,2023-05-10,718229,Walk,walk,False,641487,641540,J.P. Crawford,Dane Dunning,1,0,0,029689ec-f89e-4802-9666-3aa598f46244,641540.0,danedunning,Dunning,Right,Dane Dunning,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.44299999999999995,0.146,0.315,0.415,85.7,65.0,102.0,92.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,0.331,0.032,0.23399999999999999,0.156,-3.75,1.37,0.14,-0.87,90.5,91.0,82.1,0.294,0.246,0.212,0.301,78.0,82.0,84.0,90.0,100.0,95.0,0.2,0.016,0.032,0.82,-3.56,-0.43,88.9,78.1,77.5,0.258,0.25,,,,
4,2023-05-10,718229,Single,single,True,664034,641540,Ty France,Dane Dunning,0,0,1,6f7ae6b5-dc3e-4530-8a4e-9d02e69fb23f,641540.0,danedunning,Dunning,Right,Dane Dunning,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.44299999999999995,0.146,0.315,0.415,85.7,65.0,102.0,92.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,0.331,0.032,0.23399999999999999,0.156,-3.75,1.37,0.14,-0.87,90.5,91.0,82.1,0.294,0.246,0.212,0.301,78.0,82.0,84.0,90.0,100.0,95.0,0.2,0.016,0.032,0.82,-3.56,-0.43,88.9,78.1,77.5,0.258,0.25,,,,
5,2023-05-10,718229,Groundout,field_out,True,672284,641540,Jarred Kelenic,Dane Dunning,0,0,0,3ddac9a7-4763-4eb5-b901-e45a58c4d19f,641540.0,danedunning,Dunning,Right,Dane Dunning,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.44299999999999995,0.146,0.315,0.415,85.7,65.0,102.0,92.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,0.331,0.032,0.23399999999999999,0.156,-3.75,1.37,0.14,-0.87,90.5,91.0,82.1,0.294,0.246,0.212,0.301,78.0,82.0,84.0,90.0,100.0,95.0,0.2,0.016,0.032,0.82,-3.56,-0.43,88.9,78.1,77.5,0.258,0.25,,,,
6,2023-05-10,718229,Groundout,field_out,True,553993,641540,Eugenio Suárez,Dane Dunning,0,0,0,131e19d8-2d2e-4da3-a358-b2d66e042020,641540.0,danedunning,Dunning,Right,Dane Dunning,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.44299999999999995,0.146,0.315,0.415,85.7,65.0,102.0,92.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,0.331,0.032,0.23399999999999999,0.156,-3.75,1.37,0.14,-0.87,90.5,91.0,82.1,0.294,0.246,0.212,0.301,78.0,82.0,84.0,90.0,100.0,95.0,0.2,0.016,0.032,0.82,-3.56,-0.43,88.9,78.1,77.5,0.258,0.25,,,,
7,2023-05-10,718229,Flyout,field_out,True,666969,622491,Adolis García,Luis Castillo,0,0,0,bd376914-70b8-4bd3-9f36-10c02526c063,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,,,,,,,
8,2023-05-10,718229,Single,single,False,673962,622491,Josh Jung,Luis Castillo,0,0,0,15c103a7-f5b2-4e6f-9a28-00ba981c7fe6,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,,,,,,,
9,2023-05-10,718229,Lineout,field_out,True,641680,622491,Jonah Heim,Luis Castillo,1,0,0,8e589b28-a7ae-4888-88ed-afb40d671cf7,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,,,,,,,
