,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CH%,wSI/C,wSL/C,wCH/C,vSI,vSL,SI_ba,CH_ba,SL_ba,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ KC,Loc+ KC,Pit+ KC,FA%,KC%,wFA/C,wKC/C,vFA,vKC,CU_ba,FF_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SV_ba
0,2023-04-22,718475,Lineout,field_out,True,453568,650911,Charlie Blackmon,Cristopher Sánchez,0,0,0,14682efc-3863-4a5b-a361-6c209d55fe2e,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-22,718475,Lineout,field_out,True,595777,650911,Jurickson Profar,Cristopher Sánchez,1,1,0,217a7758-b5b5-4e53-837b-e29f4250fb2e,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-22,718475,Strikeout,strikeout,True,592178,650911,Kris Bryant,Cristopher Sánchez,0,0,0,ef578f10-da57-4256-b4e6-3f430549db95,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-22,718475,Strikeout,strikeout,True,607208,607536,Trea Turner,Kyle Freeland,0,0,0,0dc3459f-6017-407f-ab55-5491770c9ad1,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,67.0,103.0,88.0,65.0,99.0,96.0,0.28300000000000003,0.23600000000000002,0.122,-0.86,-0.2,-3.3,88.7,84.1,0.349,0.435,0.246,68.0,105.0,90.0,96.0,105.0,105.0,0.184,0.17600000000000002,1.13,-1.91,88.8,80.6,0.261,0.239,,,,,,,,,,,,,,
4,2023-04-22,718475,Strikeout,strikeout,True,664761,607536,Alec Bohm,Kyle Freeland,0,0,0,233b9e16-7406-41eb-b7bd-8cd3ebb0138d,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,67.0,103.0,88.0,65.0,99.0,96.0,0.28300000000000003,0.23600000000000002,0.122,-0.86,-0.2,-3.3,88.7,84.1,0.349,0.435,0.246,68.0,105.0,90.0,96.0,105.0,105.0,0.184,0.17600000000000002,1.13,-1.91,88.8,80.6,0.261,0.239,,,,,,,,,,,,,,
5,2023-04-22,718475,Flyout,field_out,True,656941,607536,Kyle Schwarber,Kyle Freeland,0,0,0,77095953-421c-4986-ad66-caaeff1fde59,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,67.0,103.0,88.0,65.0,99.0,96.0,0.28300000000000003,0.23600000000000002,0.122,-0.86,-0.2,-3.3,88.7,84.1,0.349,0.435,0.246,68.0,105.0,90.0,96.0,105.0,105.0,0.184,0.17600000000000002,1.13,-1.91,88.8,80.6,0.261,0.239,,,,,,,,,,,,,,
6,2023-04-22,718475,Double,double,False,543068,650911,C.J. Cron,Cristopher Sánchez,0,0,0,17cf14b8-1692-46cc-a2e0-1fbcab97b56b,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023-04-22,718475,Strikeout,strikeout,True,553869,650911,Elias Díaz,Cristopher Sánchez,0,0,0,e74f2df4-2346-470f-a09b-1933d3b28f78,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-04-22,718475,Groundout,field_out,True,641857,650911,Ryan McMahon,Cristopher Sánchez,1,0,1,33b7a4da-5684-4ec9-a4c2-4e37983c67c3,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-04-22,718475,Flyout,field_out,True,602074,650911,Yonathan Daza,Cristopher Sánchez,0,0,0,e8d59c24-7155-4740-9560-738a77b1f1a0,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
