,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,ST_ba,FC_ba,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,KC%,wKC/C,vKC
0,2023-06-03,717912,Strikeout,strikeout,True,641487,571760,J.P. Crawford,Andrew Heaney,0,0,0,9b6e0652-7f79-416c-9981-667aa4721dcc,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.34299999999999997,0.39899999999999997,84.0,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,94.0,104.0,108.0,0.579,0.252,0.0,0.16899999999999998,0.1,-1.35,-3.87,-0.11,92.5,82.0,74.4,0.236,0.259,0.274,,,,,,,,,,,,,,,,,,,
1,2023-06-03,717912,Strikeout,strikeout,True,664034,571760,Ty France,Andrew Heaney,0,0,0,aa7dc28d-1801-4d85-8c57-4717d2d4b6ef,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.34299999999999997,0.39899999999999997,84.0,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,94.0,104.0,108.0,0.579,0.252,0.0,0.16899999999999998,0.1,-1.35,-3.87,-0.11,92.5,82.0,74.4,0.236,0.259,0.274,,,,,,,,,,,,,,,,,,,
2,2023-06-03,717912,Single,single,False,677594,571760,Julio Rodríguez,Andrew Heaney,0,0,0,61da5503-d27f-44d7-beee-edd17551817f,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.34299999999999997,0.39899999999999997,84.0,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,94.0,104.0,108.0,0.579,0.252,0.0,0.16899999999999998,0.1,-1.35,-3.87,-0.11,92.5,82.0,74.4,0.236,0.259,0.274,,,,,,,,,,,,,,,,,,,
3,2023-06-03,717912,Single,single,False,606192,571760,Teoscar Hernández,Andrew Heaney,0,0,1,d6c7e7b0-f95f-476f-850d-aa724da61867,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.34299999999999997,0.39899999999999997,84.0,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,94.0,104.0,108.0,0.579,0.252,0.0,0.16899999999999998,0.1,-1.35,-3.87,-0.11,92.5,82.0,74.4,0.236,0.259,0.274,,,,,,,,,,,,,,,,,,,
4,2023-06-03,717912,Single,single,False,672284,571760,Jarred Kelenic,Andrew Heaney,0,0,1,600c2511-a83f-4057-a8e2-310321671186,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.34299999999999997,0.39899999999999997,84.0,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,94.0,104.0,108.0,0.579,0.252,0.0,0.16899999999999998,0.1,-1.35,-3.87,-0.11,92.5,82.0,74.4,0.236,0.259,0.274,,,,,,,,,,,,,,,,,,,
5,2023-06-03,717912,Walk,walk,False,553993,571760,Eugenio Suárez,Andrew Heaney,1,0,1,f924124e-4165-4485-a714-b4b123548f9e,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.34299999999999997,0.39899999999999997,84.0,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,94.0,104.0,108.0,0.579,0.252,0.0,0.16899999999999998,0.1,-1.35,-3.87,-0.11,92.5,82.0,74.4,0.236,0.259,0.274,,,,,,,,,,,,,,,,,,,
6,2023-06-03,717912,Strikeout,strikeout,True,608596,571760,Tom Murphy,Andrew Heaney,0,0,0,794c4a6b-5333-4ca7-91d8-0126e8012263,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.34299999999999997,0.39899999999999997,84.0,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,94.0,104.0,108.0,0.579,0.252,0.0,0.16899999999999998,0.1,-1.35,-3.87,-0.11,92.5,82.0,74.4,0.236,0.259,0.274,,,,,,,,,,,,,,,,,,,
7,2023-06-03,717912,Double,double,False,543760,693433,Marcus Semien,Bryan Woo,0,0,0,cbefdac6-636b-47ec-b4a1-248d4b3238b7,693433.0,bryanwoo,Woo,Right,Bryan Woo,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.29600000000000004,0.363,0.175,0.271,0.45299999999999996,89.7,85.0,91.0,93.0,,,,101.0,105.0,106.0,110.0,96.0,105.0,0.469,0.24,,0.037000000000000005,0.69,-0.83,,-2.37,95.1,86.0,,0.207,0.261,0.4,109.0,102.0,103.0,0.255,1.34,95.0,0.213,0.257,,,,,,,,,,,
8,2023-06-03,717912,Single,single,False,608369,693433,Corey Seager,Bryan Woo,0,0,1,0009abeb-170d-4ed0-810b-7ac39d3ae225,693433.0,bryanwoo,Woo,Right,Bryan Woo,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.29600000000000004,0.363,0.175,0.271,0.45299999999999996,89.7,85.0,91.0,93.0,,,,101.0,105.0,106.0,110.0,96.0,105.0,0.469,0.24,,0.037000000000000005,0.69,-0.83,,-2.37,95.1,86.0,,0.207,0.261,0.4,109.0,102.0,103.0,0.255,1.34,95.0,0.213,0.257,,,,,,,,,,,
9,2023-06-03,717912,Strikeout,strikeout,True,663993,693433,Nathaniel Lowe,Bryan Woo,0,0,0,02232b49-d088-4bc5-9e36-3d2a1abb2357,693433.0,bryanwoo,Woo,Right,Bryan Woo,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.29600000000000004,0.363,0.175,0.271,0.45299999999999996,89.7,85.0,91.0,93.0,,,,101.0,105.0,106.0,110.0,96.0,105.0,0.469,0.24,,0.037000000000000005,0.69,-0.83,,-2.37,95.1,86.0,,0.207,0.261,0.4,109.0,102.0,103.0,0.255,1.34,95.0,0.213,0.257,,,,,,,,,,,
