,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,CH_ba,ST_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,FC_ba,SL_ba,FO%,wFO/C,vFO,FS_ba,SV_ba
0,2023-06-21,717669,Home Run,home_run,False,686668,671096,Brenton Doyle,Andrew Abbott,0,0,0,862bac6f-ef4d-4fb6-94ca-046e9fbf350d,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,82.9,80.9,0.249,0.203,0.174,0.367,,,,,,,,,,,,,,,,,,,,
1,2023-06-21,717669,Single,single,False,666134,671096,Nolan Jones,Andrew Abbott,1,0,0,987a9cfd-e422-43b9-8c96-9bc250156208,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,82.9,80.9,0.249,0.203,0.174,0.367,,,,,,,,,,,,,,,,,,,,
2,2023-06-21,717669,Flyout,field_out,True,641857,671096,Ryan McMahon,Andrew Abbott,0,0,0,d16418e2-afc5-4fb7-a16b-ef3b6937e6c6,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,82.9,80.9,0.249,0.203,0.174,0.367,,,,,,,,,,,,,,,,,,,,
3,2023-06-21,717669,Grounded Into DP,grounded_into_double_play,True,545341,671096,Randal Grichuk,Andrew Abbott,0,0,1,05365e6e-316f-4656-9609-edec1cf01292,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,82.9,80.9,0.249,0.203,0.174,0.367,,,,,,,,,,,,,,,,,,,,
4,2023-06-21,717669,Strikeout,strikeout,True,670770,656234,TJ Friedl,Jake Bird,0,0,0,c85e4cd7-99a3-41ba-bfdc-c5e457e40ebf,656234.0,jakebird,Bird,Right,Jake Bird,4.33,4.48,89.1,99.0,108.0,91.0,0.809,7.76,2.72,9.47,0.6,1.99,0.196,0.40700000000000003,0.133,0.33299999999999996,0.466,87.3,47.0,112.0,34.0,135.0,110.0,114.0,,,,105.0,98.0,103.0,,0.071,0.2,0.002,,0.95,1.82,-46.49,,86.3,81.7,,,,0.133,99.0,96.0,80.0,112.0,99.0,98.0,0.595,0.132,-1.98,-0.04,89.7,94.4,0.32,0.341,0.222,,,,,
5,2023-06-21,717669,Pop Out,field_out,True,668715,656234,Spencer Steer,Jake Bird,0,0,0,1df66a8b-df5e-4a9d-b131-1ffc42ac0918,656234.0,jakebird,Bird,Right,Jake Bird,4.33,4.48,89.1,99.0,108.0,91.0,0.809,7.76,2.72,9.47,0.6,1.99,0.196,0.40700000000000003,0.133,0.33299999999999996,0.466,87.3,47.0,112.0,34.0,135.0,110.0,114.0,,,,105.0,98.0,103.0,,0.071,0.2,0.002,,0.95,1.82,-46.49,,86.3,81.7,,,,0.133,99.0,96.0,80.0,112.0,99.0,98.0,0.595,0.132,-1.98,-0.04,89.7,94.4,0.32,0.341,0.222,,,,,
6,2023-06-21,717669,Flyout,field_out,True,663697,656234,Jonathan India,Jake Bird,0,0,0,f5071945-4a87-4372-961f-feb39b342079,656234.0,jakebird,Bird,Right,Jake Bird,4.33,4.48,89.1,99.0,108.0,91.0,0.809,7.76,2.72,9.47,0.6,1.99,0.196,0.40700000000000003,0.133,0.33299999999999996,0.466,87.3,47.0,112.0,34.0,135.0,110.0,114.0,,,,105.0,98.0,103.0,,0.071,0.2,0.002,,0.95,1.82,-46.49,,86.3,81.7,,,,0.133,99.0,96.0,80.0,112.0,99.0,98.0,0.595,0.132,-1.98,-0.04,89.7,94.4,0.32,0.341,0.222,,,,,
7,2023-06-21,717669,Flyout,field_out,True,595751,671096,Jorge Alfaro,Andrew Abbott,1,0,0,64f4831c-a0b5-4637-a5de-cecada0def19,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,82.9,80.9,0.249,0.203,0.174,0.367,,,,,,,,,,,,,,,,,,,,
8,2023-06-21,717669,Home Run,home_run,False,660707,671096,Elehuris Montero,Andrew Abbott,0,0,0,ab116f7e-3fa0-436a-acf8-889fc71302f7,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,82.9,80.9,0.249,0.203,0.174,0.367,,,,,,,,,,,,,,,,,,,,
9,2023-06-21,717669,Strikeout,strikeout,True,663796,671096,Coco Montes,Andrew Abbott,0,0,0,9df22f06-eed0-4099-a66f-fe9c68313e79,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,82.9,80.9,0.249,0.203,0.174,0.367,,,,,,,,,,,,,,,,,,,,
10,2023-06-21,717669,Strikeout,strikeout,True,642851,671096,Austin Wynns,Andrew Abbott,0,0,0,538d4b93-40c1-46f6-b6cf-e3c9b3dab6c9,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,82.9,80.9,0.249,0.203,0.174,0.367,,,,,,,,,,,,,,,,,,,,
11,2023-06-21,717669,Single,single,False,682829,656234,Elly De La Cruz,Jake Bird,0,0,0,c29fefd4-3dd9-4f39-a95f-1a9b6d12605b,656234.0,jakebird,Bird,Right,Jake Bird,4.33,4.48,89.1,99.0,108.0,91.0,0.809,7.76,2.72,9.47,0.6,1.99,0.196,0.40700000000000003,0.133,0.33299999999999996,0.466,87.3,47.0,112.0,34.0,135.0,110.0,114.0,,,,105.0,98.0,103.0,,0.071,0.2,0.002,,0.95,1.82,-46.49,,86.3,81.7,,,,0.133,99.0,96.0,80.0,112.0,99.0,98.0,0.595,0.132,-1.98,-0.04,89.7,94.4,0.32,0.341,0.222,,,,,
12,2023-06-21,717669,Double Play,double_play,True,641584,656234,Jake Fraley,Jake Bird,0,0,1,b2c39275-6f32-48ff-996a-b5f7ce4aa339,656234.0,jakebird,Bird,Right,Jake Bird,4.33,4.48,89.1,99.0,108.0,91.0,0.809,7.76,2.72,9.47,0.6,1.99,0.196,0.40700000000000003,0.133,0.33299999999999996,0.466,87.3,47.0,112.0,34.0,135.0,110.0,114.0,,,,105.0,98.0,103.0,,0.071,0.2,0.002,,0.95,1.82,-46.49,,86.3,81.7,,,,0.133,99.0,96.0,80.0,112.0,99.0,98.0,0.595,0.132,-1.98,-0.04,89.7,94.4,0.32,0.341,0.222,,,,,
13,2023-06-21,717669,Hit By Pitch,hit_by_pitch,False,458015,656234,Joey Votto,Jake Bird,0,0,0,138719a3-ccbd-4123-8bfb-4c94de5cde34,656234.0,jakebird,Bird,Right,Jake Bird,4.33,4.48,89.1,99.0,108.0,91.0,0.809,7.76,2.72,9.47,0.6,1.99,0.196,0.40700000000000003,0.133,0.33299999999999996,0.466,87.3,47.0,112.0,34.0,135.0,110.0,114.0,,,,105.0,98.0,103.0,,0.071,0.2,0.002,,0.95,1.82,-46.49,,86.3,81.7,,,,0.133,99.0,96.0,80.0,112.0,99.0,98.0,0.595,0.132,-1.98,-0.04,89.7,94.4,0.32,0.341,0.222,,,,,
14,2023-06-21,717669,Single,single,False,663886,656234,Tyler Stephenson,Jake Bird,1,0,1,f6e3aebe-c595-46d9-8319-759a2e5ba634,656234.0,jakebird,Bird,Right,Jake Bird,4.33,4.48,89.1,99.0,108.0,91.0,0.809,7.76,2.72,9.47,0.6,1.99,0.196,0.40700000000000003,0.133,0.33299999999999996,0.466,87.3,47.0,112.0,34.0,135.0,110.0,114.0,,,,105.0,98.0,103.0,,0.071,0.2,0.002,,0.95,1.82,-46.49,,86.3,81.7,,,,0.133,99.0,96.0,80.0,112.0,99.0,98.0,0.595,0.132,-1.98,-0.04,89.7,94.4,0.32,0.341,0.222,,,,,
15,2023-06-21,717669,Groundout,field_out,True,666181,656234,Will Benson,Jake Bird,1,0,0,87ffb4c7-5016-47c2-bbcb-f8dfe24a66cd,656234.0,jakebird,Bird,Right,Jake Bird,4.33,4.48,89.1,99.0,108.0,91.0,0.809,7.76,2.72,9.47,0.6,1.99,0.196,0.40700000000000003,0.133,0.33299999999999996,0.466,87.3,47.0,112.0,34.0,135.0,110.0,114.0,,,,105.0,98.0,103.0,,0.071,0.2,0.002,,0.95,1.82,-46.49,,86.3,81.7,,,,0.133,99.0,96.0,80.0,112.0,99.0,98.0,0.595,0.132,-1.98,-0.04,89.7,94.4,0.32,0.341,0.222,,,,,
16,2023-06-21,717669,Flyout,field_out,True,663731,671096,Connor Kaiser,Andrew Abbott,0,0,0,504cd83f-dc5b-4992-9727-81a9695348f0,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,82.9,80.9,0.249,0.203,0.174,0.367,,,,,,,,,,,,,,,,,,,,
17,2023-06-21,717669,Strikeout,strikeout,True,686668,671096,Brenton Doyle,Andrew Abbott,0,0,0,530bf357-9825-4902-affc-73ad90e757a9,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,82.9,80.9,0.249,0.203,0.174,0.367,,,,,,,,,,,,,,,,,,,,
18,2023-06-21,717669,Pop Out,field_out,True,666134,671096,Nolan Jones,Andrew Abbott,0,0,0,9d59f432-90cd-4b8f-a9bf-3f09085ff5ba,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,82.9,80.9,0.249,0.203,0.174,0.367,,,,,,,,,,,,,,,,,,,,
