,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vSI,vSL,vKC,SI_ba,CU_ba,SL_ba,FF_ba,CH_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,ST_ba,SV_ba
0,2023-06-28,717578,Walk,walk,False,605141,607536,Mookie Betts,Kyle Freeland,1,0,0,62cca26d-9d12-46c3-baff-ba8f4f9c9d36,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.28300000000000003,0.184,0.23600000000000002,0.17600000000000002,0.122,1.13,-0.86,-0.2,-1.91,-3.3,88.8,88.7,84.1,80.6,0.349,0.261,0.246,0.239,0.435,,,,,,,,,,,,,,,
1,2023-06-28,717578,Strikeout,strikeout,True,518692,607536,Freddie Freeman,Kyle Freeland,0,0,0,edfea3f1-1054-4d74-b094-ac1a5d17f922,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.28300000000000003,0.184,0.23600000000000002,0.17600000000000002,0.122,1.13,-0.86,-0.2,-1.91,-3.3,88.8,88.7,84.1,80.6,0.349,0.261,0.246,0.239,0.435,,,,,,,,,,,,,,,
2,2023-06-28,717578,Walk,walk,False,669257,607536,Will Smith,Kyle Freeland,1,0,1,eb7d27c5-54a6-4687-9649-8e4561c806df,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.28300000000000003,0.184,0.23600000000000002,0.17600000000000002,0.122,1.13,-0.86,-0.2,-1.91,-3.3,88.8,88.7,84.1,80.6,0.349,0.261,0.246,0.239,0.435,,,,,,,,,,,,,,,
3,2023-06-28,717578,Strikeout,strikeout,True,502110,607536,J.D. Martinez,Kyle Freeland,0,0,0,fcb6beac-4366-4038-8b63-3f2a18c8ab8e,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.28300000000000003,0.184,0.23600000000000002,0.17600000000000002,0.122,1.13,-0.86,-0.2,-1.91,-3.3,88.8,88.7,84.1,80.6,0.349,0.261,0.246,0.239,0.435,,,,,,,,,,,,,,,
4,2023-06-28,717578,Groundout,field_out,True,678246,607536,Miguel Vargas,Kyle Freeland,0,0,0,c0aa9760-4bd6-4aa2-bbcb-7964e61dff37,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.28300000000000003,0.184,0.23600000000000002,0.17600000000000002,0.122,1.13,-0.86,-0.2,-1.91,-3.3,88.8,88.7,84.1,80.6,0.349,0.261,0.246,0.239,0.435,,,,,,,,,,,,,,,
5,2023-06-28,717578,Walk,walk,False,595777,675627,Jurickson Profar,Michael Grove,0,0,0,fdd987b9-e27b-4eda-996c-77843f64a77b,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,86.0,102.0,95.0,,,,106.0,106.0,111.0,98.0,93.0,98.0,0.042,0.327,0.382,0.17,0.003,-3.57,1.99,1.07,-0.36,-16.59,94.8,94.7,85.6,78.3,0.286,0.308,0.2,0.442,,94.0,103.0,105.0,0.075,0.93,89.2,0.261,,,,,,,,
6,2023-06-28,717578,Pop Out,field_out,True,678662,675627,Ezequiel Tovar,Michael Grove,0,0,0,3f2fd53a-ca07-49ce-b027-94d852f8cddc,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,86.0,102.0,95.0,,,,106.0,106.0,111.0,98.0,93.0,98.0,0.042,0.327,0.382,0.17,0.003,-3.57,1.99,1.07,-0.36,-16.59,94.8,94.7,85.6,78.3,0.286,0.308,0.2,0.442,,94.0,103.0,105.0,0.075,0.93,89.2,0.261,,,,,,,,
7,2023-06-28,717578,Flyout,field_out,True,641857,675627,Ryan McMahon,Michael Grove,0,0,1,8675b159-7d60-46c1-80b9-4dbfb2999747,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,86.0,102.0,95.0,,,,106.0,106.0,111.0,98.0,93.0,98.0,0.042,0.327,0.382,0.17,0.003,-3.57,1.99,1.07,-0.36,-16.59,94.8,94.7,85.6,78.3,0.286,0.308,0.2,0.442,,94.0,103.0,105.0,0.075,0.93,89.2,0.261,,,,,,,,
8,2023-06-28,717578,Groundout,field_out,True,553869,675627,Elias Díaz,Michael Grove,0,0,0,c5087ff1-a1a7-4775-aeef-e59c8f8be9a4,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,86.0,102.0,95.0,,,,106.0,106.0,111.0,98.0,93.0,98.0,0.042,0.327,0.382,0.17,0.003,-3.57,1.99,1.07,-0.36,-16.59,94.8,94.7,85.6,78.3,0.286,0.308,0.2,0.442,,94.0,103.0,105.0,0.075,0.93,89.2,0.261,,,,,,,,
9,2023-06-28,717578,Strikeout,strikeout,True,500743,607536,Miguel Rojas,Kyle Freeland,0,0,0,fc083b3b-ba45-4b5b-b04a-ec65607c424b,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.28300000000000003,0.184,0.23600000000000002,0.17600000000000002,0.122,1.13,-0.86,-0.2,-1.91,-3.3,88.8,88.7,84.1,80.6,0.349,0.261,0.246,0.239,0.435,,,,,,,,,,,,,,,
