,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vSI,vSL,vKC,SL_ba,SI_ba,FF_ba,CH_ba,CU_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SV_ba,ST_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
10,2023-06-20,717688,Groundout,field_out,True,624424,607625,Michael Conforto,Seth Lugo,1,0,0,d7358f79-0513-4594-bc95-a8bce3cf3a70,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,87.0,108.0,103.0,97.0,102.0,97.0,114.0,96.0,108.0,,,,0.19899999999999998,0.318,0.111,,0.059000000000000004,0.36,1.87,-0.6,,-2.89,93.4,93.2,85.2,,0.303,0.208,0.246,0.303,0.287,122.0,100.0,105.0,0.313,0.26,79.6,0.0,0.25,,,,,,,
11,2023-06-20,717688,Strikeout,strikeout,True,573262,607625,Mike Yastrzemski,Seth Lugo,0,0,0,265c1115-f3d2-431f-8886-4770890a8054,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,87.0,108.0,103.0,97.0,102.0,97.0,114.0,96.0,108.0,,,,0.19899999999999998,0.318,0.111,,0.059000000000000004,0.36,1.87,-0.6,,-2.89,93.4,93.2,85.2,,0.303,0.208,0.246,0.303,0.287,122.0,100.0,105.0,0.313,0.26,79.6,0.0,0.25,,,,,,,
12,2023-06-20,717688,Strikeout,strikeout,True,682641,607625,Luis Matos,Seth Lugo,0,0,0,617efc51-1040-4f2b-bf77-3b42c89244cd,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,87.0,108.0,103.0,97.0,102.0,97.0,114.0,96.0,108.0,,,,0.19899999999999998,0.318,0.111,,0.059000000000000004,0.36,1.87,-0.6,,-2.89,93.4,93.2,85.2,,0.303,0.208,0.246,0.303,0.287,122.0,100.0,105.0,0.313,0.26,79.6,0.0,0.25,,,,,,,
13,2023-06-20,717688,Single,single,False,663757,543101,Trent Grisham,Anthony DeSclafani,0,0,0,7e39a56d-a384-4f28-a4d9-e6e3db5dc4f3,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.4,75.0,92.0,86.0,86.0,88.0,84.0,90.0,106.0,99.0,101.0,97.0,101.0,106.0,109.0,109.0,0.27699999999999997,0.126,0.44799999999999995,0.05,0.098,-1.8,-0.66,0.88,-0.59,-1.71,93.1,93.1,87.4,82.2,0.257,0.283,0.306,0.344,0.16,,,,,,,,,,,,,,,
14,2023-06-20,717688,Sac Bunt,sac_bunt,True,543592,543101,Austin Nola,Anthony DeSclafani,0,0,1,abe68a6f-5efb-4979-ae4b-91dc393550a9,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.4,75.0,92.0,86.0,86.0,88.0,84.0,90.0,106.0,99.0,101.0,97.0,101.0,106.0,109.0,109.0,0.27699999999999997,0.126,0.44799999999999995,0.05,0.098,-1.8,-0.66,0.88,-0.59,-1.71,93.1,93.1,87.4,82.2,0.257,0.283,0.306,0.344,0.16,,,,,,,,,,,,,,,
15,2023-06-20,717688,Single,single,False,665487,543101,Fernando Tatis Jr.,Anthony DeSclafani,1,0,1,a4f374ba-78fe-4909-9b66-b653914f891e,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.4,75.0,92.0,86.0,86.0,88.0,84.0,90.0,106.0,99.0,101.0,97.0,101.0,106.0,109.0,109.0,0.27699999999999997,0.126,0.44799999999999995,0.05,0.098,-1.8,-0.66,0.88,-0.59,-1.71,93.1,93.1,87.4,82.2,0.257,0.283,0.306,0.344,0.16,,,,,,,,,,,,,,,
16,2023-06-20,717688,Double,double,False,665742,543101,Juan Soto,Anthony DeSclafani,0,0,1,d42b2077-a4d3-44c3-9187-7b1e61e4fdfc,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.4,75.0,92.0,86.0,86.0,88.0,84.0,90.0,106.0,99.0,101.0,97.0,101.0,106.0,109.0,109.0,0.27699999999999997,0.126,0.44799999999999995,0.05,0.098,-1.8,-0.66,0.88,-0.59,-1.71,93.1,93.1,87.4,82.2,0.257,0.283,0.306,0.344,0.16,,,,,,,,,,,,,,,
17,2023-06-20,717688,Fielders Choice,fielders_choice,False,592518,543101,Manny Machado,Anthony DeSclafani,0,0,1,36ba4d28-2c25-4194-978b-01b61e22446e,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.4,75.0,92.0,86.0,86.0,88.0,84.0,90.0,106.0,99.0,101.0,97.0,101.0,106.0,109.0,109.0,0.27699999999999997,0.126,0.44799999999999995,0.05,0.098,-1.8,-0.66,0.88,-0.59,-1.71,93.1,93.1,87.4,82.2,0.257,0.283,0.306,0.344,0.16,,,,,,,,,,,,,,,
18,2023-06-20,717688,Forceout,force_out,True,593428,543101,Xander Bogaerts,Anthony DeSclafani,1,0,1,233f647c-ab45-42c0-9303-f98f02fbbd33,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.4,75.0,92.0,86.0,86.0,88.0,84.0,90.0,106.0,99.0,101.0,97.0,101.0,106.0,109.0,109.0,0.27699999999999997,0.126,0.44799999999999995,0.05,0.098,-1.8,-0.66,0.88,-0.59,-1.71,93.1,93.1,87.4,82.2,0.257,0.283,0.306,0.344,0.16,,,,,,,,,,,,,,,
19,2023-06-20,717688,Flyout,field_out,True,630105,543101,Jake Cronenworth,Anthony DeSclafani,1,0,0,2097cd2c-bd9f-45de-92f9-80b6e3f8d0b6,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.4,75.0,92.0,86.0,86.0,88.0,84.0,90.0,106.0,99.0,101.0,97.0,101.0,106.0,109.0,109.0,0.27699999999999997,0.126,0.44799999999999995,0.05,0.098,-1.8,-0.66,0.88,-0.59,-1.71,93.1,93.1,87.4,82.2,0.257,0.283,0.306,0.344,0.16,,,,,,,,,,,,,,,
20,2023-06-20,717688,Groundout,field_out,True,672275,607625,Patrick Bailey,Seth Lugo,1,0,0,2f229e38-af02-4a88-bc1f-f186a44fbbb0,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,87.0,108.0,103.0,97.0,102.0,97.0,114.0,96.0,108.0,,,,0.19899999999999998,0.318,0.111,,0.059000000000000004,0.36,1.87,-0.6,,-2.89,93.4,93.2,85.2,,0.303,0.208,0.246,0.303,0.287,122.0,100.0,105.0,0.313,0.26,79.6,0.0,0.25,,,,,,,
21,2023-06-20,717688,Lineout,field_out,True,543063,607625,Brandon Crawford,Seth Lugo,0,0,0,c885e6d6-a3e4-47cb-9044-a403d2fb0ef6,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,87.0,108.0,103.0,97.0,102.0,97.0,114.0,96.0,108.0,,,,0.19899999999999998,0.318,0.111,,0.059000000000000004,0.36,1.87,-0.6,,-2.89,93.4,93.2,85.2,,0.303,0.208,0.246,0.303,0.287,122.0,100.0,105.0,0.313,0.26,79.6,0.0,0.25,,,,,,,
22,2023-06-20,717688,Double,double,False,681584,607625,David Villar,Seth Lugo,0,0,0,bfc8662b-a8b4-48d7-bf5c-56ab355b52d5,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,87.0,108.0,103.0,97.0,102.0,97.0,114.0,96.0,108.0,,,,0.19899999999999998,0.318,0.111,,0.059000000000000004,0.36,1.87,-0.6,,-2.89,93.4,93.2,85.2,,0.303,0.208,0.246,0.303,0.287,122.0,100.0,105.0,0.313,0.26,79.6,0.0,0.25,,,,,,,
23,2023-06-20,717688,Flyout,field_out,True,592626,607625,Joc Pederson,Seth Lugo,0,0,0,25f05201-0a34-4992-ac9e-1cfc36a3bdb8,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,87.0,108.0,103.0,97.0,102.0,97.0,114.0,96.0,108.0,,,,0.19899999999999998,0.318,0.111,,0.059000000000000004,0.36,1.87,-0.6,,-2.89,93.4,93.2,85.2,,0.303,0.208,0.246,0.303,0.287,122.0,100.0,105.0,0.313,0.26,79.6,0.0,0.25,,,,,,,
24,2023-06-20,717688,Strikeout,strikeout,True,596059,543101,Rougned Odor,Anthony DeSclafani,0,0,0,23aad502-5c9c-48d4-a54a-a041fc78a41b,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.4,75.0,92.0,86.0,86.0,88.0,84.0,90.0,106.0,99.0,101.0,97.0,101.0,106.0,109.0,109.0,0.27699999999999997,0.126,0.44799999999999995,0.05,0.098,-1.8,-0.66,0.88,-0.59,-1.71,93.1,93.1,87.4,82.2,0.257,0.283,0.306,0.344,0.16,,,,,,,,,,,,,,,
25,2023-06-20,717688,Single,single,False,673490,543101,Ha-Seong Kim,Anthony DeSclafani,1,0,0,2070d11f-ed2a-45bb-8f2c-17fe364607a5,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.4,75.0,92.0,86.0,86.0,88.0,84.0,90.0,106.0,99.0,101.0,97.0,101.0,106.0,109.0,109.0,0.27699999999999997,0.126,0.44799999999999995,0.05,0.098,-1.8,-0.66,0.88,-0.59,-1.71,93.1,93.1,87.4,82.2,0.257,0.283,0.306,0.344,0.16,,,,,,,,,,,,,,,
26,2023-06-20,717688,Single,single,False,663757,543101,Trent Grisham,Anthony DeSclafani,0,0,1,d8f439a2-cff4-47e4-bfe8-9ff0cb6d624b,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.4,75.0,92.0,86.0,86.0,88.0,84.0,90.0,106.0,99.0,101.0,97.0,101.0,106.0,109.0,109.0,0.27699999999999997,0.126,0.44799999999999995,0.05,0.098,-1.8,-0.66,0.88,-0.59,-1.71,93.1,93.1,87.4,82.2,0.257,0.283,0.306,0.344,0.16,,,,,,,,,,,,,,,
27,2023-06-20,717688,Groundout,field_out,True,543592,543101,Austin Nola,Anthony DeSclafani,1,0,1,2f266efb-705f-4da6-99f4-6fb8463a9bda,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.4,75.0,92.0,86.0,86.0,88.0,84.0,90.0,106.0,99.0,101.0,97.0,101.0,106.0,109.0,109.0,0.27699999999999997,0.126,0.44799999999999995,0.05,0.098,-1.8,-0.66,0.88,-0.59,-1.71,93.1,93.1,87.4,82.2,0.257,0.283,0.306,0.344,0.16,,,,,,,,,,,,,,,
28,2023-06-20,717688,Double,double,False,642731,607625,Thairo Estrada,Seth Lugo,0,0,0,c159e1fd-ae3e-41d3-9f6c-31066e20b01c,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,87.0,108.0,103.0,97.0,102.0,97.0,114.0,96.0,108.0,,,,0.19899999999999998,0.318,0.111,,0.059000000000000004,0.36,1.87,-0.6,,-2.89,93.4,93.2,85.2,,0.303,0.208,0.246,0.303,0.287,122.0,100.0,105.0,0.313,0.26,79.6,0.0,0.25,,,,,,,
29,2023-06-20,717688,Single,single,False,605204,607625,J.D. Davis,Seth Lugo,1,0,1,906833fc-33ca-4f85-95d5-4b847fc4b031,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,87.0,108.0,103.0,97.0,102.0,97.0,114.0,96.0,108.0,,,,0.19899999999999998,0.318,0.111,,0.059000000000000004,0.36,1.87,-0.6,,-2.89,93.4,93.2,85.2,,0.303,0.208,0.246,0.303,0.287,122.0,100.0,105.0,0.313,0.26,79.6,0.0,0.25,,,,,,,
30,2023-06-20,717688,Grounded Into DP,grounded_into_double_play,True,624424,607625,Michael Conforto,Seth Lugo,0,0,1,c656eac9-bc2b-46c9-b5e3-17a9e48e59fe,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,87.0,108.0,103.0,97.0,102.0,97.0,114.0,96.0,108.0,,,,0.19899999999999998,0.318,0.111,,0.059000000000000004,0.36,1.87,-0.6,,-2.89,93.4,93.2,85.2,,0.303,0.208,0.246,0.303,0.287,122.0,100.0,105.0,0.313,0.26,79.6,0.0,0.25,,,,,,,
31,2023-06-20,717688,Walk,walk,False,573262,607625,Mike Yastrzemski,Seth Lugo,1,0,0,530904be-af90-4e54-b1fe-209b5cb57bc5,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,87.0,108.0,103.0,97.0,102.0,97.0,114.0,96.0,108.0,,,,0.19899999999999998,0.318,0.111,,0.059000000000000004,0.36,1.87,-0.6,,-2.89,93.4,93.2,85.2,,0.303,0.208,0.246,0.303,0.287,122.0,100.0,105.0,0.313,0.26,79.6,0.0,0.25,,,,,,,
32,2023-06-20,717688,Groundout,field_out,True,682641,607625,Luis Matos,Seth Lugo,0,0,0,368ba19b-71a7-435a-b56b-14fce792907f,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,87.0,108.0,103.0,97.0,102.0,97.0,114.0,96.0,108.0,,,,0.19899999999999998,0.318,0.111,,0.059000000000000004,0.36,1.87,-0.6,,-2.89,93.4,93.2,85.2,,0.303,0.208,0.246,0.303,0.287,122.0,100.0,105.0,0.313,0.26,79.6,0.0,0.25,,,,,,,
33,2023-06-20,717688,Home Run,home_run,False,665487,543101,Fernando Tatis Jr.,Anthony DeSclafani,0,0,0,45512817-ea98-47d0-ae9a-ab96132197ec,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.4,75.0,92.0,86.0,86.0,88.0,84.0,90.0,106.0,99.0,101.0,97.0,101.0,106.0,109.0,109.0,0.27699999999999997,0.126,0.44799999999999995,0.05,0.098,-1.8,-0.66,0.88,-0.59,-1.71,93.1,93.1,87.4,82.2,0.257,0.283,0.306,0.344,0.16,,,,,,,,,,,,,,,
34,2023-06-20,717688,Walk,walk,False,665742,543101,Juan Soto,Anthony DeSclafani,1,0,0,a8ee46d2-f4f3-43fb-9ee2-6dc83c1b6b8b,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.4,75.0,92.0,86.0,86.0,88.0,84.0,90.0,106.0,99.0,101.0,97.0,101.0,106.0,109.0,109.0,0.27699999999999997,0.126,0.44799999999999995,0.05,0.098,-1.8,-0.66,0.88,-0.59,-1.71,93.1,93.1,87.4,82.2,0.257,0.283,0.306,0.344,0.16,,,,,,,,,,,,,,,
35,2023-06-20,717688,Forceout,force_out,True,592518,543101,Manny Machado,Anthony DeSclafani,0,0,1,ad15c9da-d291-48d7-b09d-525aea65e89c,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.4,75.0,92.0,86.0,86.0,88.0,84.0,90.0,106.0,99.0,101.0,97.0,101.0,106.0,109.0,109.0,0.27699999999999997,0.126,0.44799999999999995,0.05,0.098,-1.8,-0.66,0.88,-0.59,-1.71,93.1,93.1,87.4,82.2,0.257,0.283,0.306,0.344,0.16,,,,,,,,,,,,,,,
