,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,SI_ba,SL_ba,CH_ba,ST_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,FF_ba,CU_ba
0,2023-05-06,718280,Strikeout,strikeout,True,665923,663903,Esteury Ruiz,Brady Singer,0,0,0,bca8c574-478b-4670-9c9f-edb24c2818b2,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,
1,2023-05-06,718280,Hit By Pitch,hit_by_pitch,False,676116,663903,Ryan Noda,Brady Singer,0,0,0,92dd3a9b-8710-45e2-b8ce-dba74974e4c8,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,
2,2023-05-06,718280,Lineout,field_out,True,667670,663903,Brent Rooker,Brady Singer,0,0,0,8372a0d8-9c63-4d4a-a58c-c19f612c3cc7,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,
3,2023-05-06,718280,Lineout,field_out,True,657656,663903,Ramón Laureano,Brady Singer,0,0,0,3ecf7493-26ce-4100-8af9-2e27cb18ec70,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,
4,2023-05-06,718280,Strikeout,strikeout,True,677951,686610,Bobby Witt Jr.,Ken Waldichuk,0,0,0,75f4ac30-afa5-4579-b8e8-651e627d37b3,686610.0,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,84.2,92.0,90.0,88.0,89.0,95.0,92.0,,,,96.0,99.0,100.0,,0.5429999999999999,0.271,0.166,-0.52,,-0.79,-1.4,93.3,,81.1,,,0.34,0.218,93.0,77.0,85.0,0.02,-3.62,74.5,0.275,0.333
5,2023-05-06,718280,Strikeout,strikeout,True,658668,686610,Edward Olivares,Ken Waldichuk,0,0,0,f734ffcc-f0cb-4d38-8a9d-8cd5448f934e,686610.0,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,84.2,92.0,90.0,88.0,89.0,95.0,92.0,,,,96.0,99.0,100.0,,0.5429999999999999,0.271,0.166,-0.52,,-0.79,-1.4,93.3,,81.1,,,0.34,0.218,93.0,77.0,85.0,0.02,-3.62,74.5,0.275,0.333
6,2023-05-06,718280,Walk,walk,False,686469,686610,Vinnie Pasquantino,Ken Waldichuk,1,0,0,ef42b216-222c-4093-a5ac-9904fff2ac8e,686610.0,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,84.2,92.0,90.0,88.0,89.0,95.0,92.0,,,,96.0,99.0,100.0,,0.5429999999999999,0.271,0.166,-0.52,,-0.79,-1.4,93.3,,81.1,,,0.34,0.218,93.0,77.0,85.0,0.02,-3.62,74.5,0.275,0.333
7,2023-05-06,718280,Walk,walk,False,521692,686610,Salvador Perez,Ken Waldichuk,1,0,1,eb84c258-a343-4681-9e2c-460241af38b6,686610.0,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,84.2,92.0,90.0,88.0,89.0,95.0,92.0,,,,96.0,99.0,100.0,,0.5429999999999999,0.271,0.166,-0.52,,-0.79,-1.4,93.3,,81.1,,,0.34,0.218,93.0,77.0,85.0,0.02,-3.62,74.5,0.275,0.333
8,2023-05-06,718280,Double,double,False,672580,686610,Maikel Garcia,Ken Waldichuk,0,0,1,cd7a0a71-c283-4386-a089-48fc4d655539,686610.0,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,84.2,92.0,90.0,88.0,89.0,95.0,92.0,,,,96.0,99.0,100.0,,0.5429999999999999,0.271,0.166,-0.52,,-0.79,-1.4,93.3,,81.1,,,0.34,0.218,93.0,77.0,85.0,0.02,-3.62,74.5,0.275,0.333
9,2023-05-06,718280,Strikeout,strikeout,True,686681,686610,Michael Massey,Ken Waldichuk,0,0,0,572cef3a-ab03-48f4-b3fc-0aeb78ea750a,686610.0,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,84.2,92.0,90.0,88.0,89.0,95.0,92.0,,,,96.0,99.0,100.0,,0.5429999999999999,0.271,0.166,-0.52,,-0.79,-1.4,93.3,,81.1,,,0.34,0.218,93.0,77.0,85.0,0.02,-3.62,74.5,0.275,0.333
