,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,SI_ba,ST_ba,FF_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,SL_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,CU_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-09-09,716659,Walk,walk,False,686217,650633,Sal Frelick,Michael King,0,0,0,25f65bbc-522a-4865-9b57-23256981be3d,650633.0,michaelking,King,Right,Michael King,2.75,3.48,104.2,102.0,113.0,105.0,0.725,10.92,2.75,7.57,0.86,1.2,0.243,0.442,0.16899999999999998,0.28800000000000003,0.40299999999999997,87.2,71.0,105.0,97.0,106.0,108.0,106.0,109.0,104.0,104.0,144.0,93.0,108.0,0.335,0.22699999999999998,0.293,0.145,1.4,1.26,-0.8,3.43,94.7,94.0,81.8,0.273,0.264,0.2,0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-09-09,716659,Pop Out,field_out,True,661388,650633,William Contreras,Michael King,0,0,0,4bb67c22-c0fb-4a10-b0e9-27de901c3bed,650633.0,michaelking,King,Right,Michael King,2.75,3.48,104.2,102.0,113.0,105.0,0.725,10.92,2.75,7.57,0.86,1.2,0.243,0.442,0.16899999999999998,0.28800000000000003,0.40299999999999997,87.2,71.0,105.0,97.0,106.0,108.0,106.0,109.0,104.0,104.0,144.0,93.0,108.0,0.335,0.22699999999999998,0.293,0.145,1.4,1.26,-0.8,3.43,94.7,94.0,81.8,0.273,0.264,0.2,0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-09-09,716659,Strikeout,strikeout,True,467793,650633,Carlos Santana,Michael King,0,0,0,c5b802c7-fda2-435f-9815-d820ce5de7b7,650633.0,michaelking,King,Right,Michael King,2.75,3.48,104.2,102.0,113.0,105.0,0.725,10.92,2.75,7.57,0.86,1.2,0.243,0.442,0.16899999999999998,0.28800000000000003,0.40299999999999997,87.2,71.0,105.0,97.0,106.0,108.0,106.0,109.0,104.0,104.0,144.0,93.0,108.0,0.335,0.22699999999999998,0.293,0.145,1.4,1.26,-0.8,3.43,94.7,94.0,81.8,0.273,0.264,0.2,0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-09-09,716659,Strikeout,strikeout,True,592192,650633,Mark Canha,Michael King,0,0,0,335fe1cb-6324-4002-8839-9be4cdc06ab3,650633.0,michaelking,King,Right,Michael King,2.75,3.48,104.2,102.0,113.0,105.0,0.725,10.92,2.75,7.57,0.86,1.2,0.243,0.442,0.16899999999999998,0.28800000000000003,0.40299999999999997,87.2,71.0,105.0,97.0,106.0,108.0,106.0,109.0,104.0,104.0,144.0,93.0,108.0,0.335,0.22699999999999998,0.293,0.145,1.4,1.26,-0.8,3.43,94.7,94.0,81.8,0.273,0.264,0.2,0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-09-09,716659,Groundout,field_out,True,518934,489119,DJ LeMahieu,Wade Miley,1,0,0,a1244112-fc59-4a64-9938-d74aa1064bc8,489119.0,wademiley,Miley,Left,Wade Miley,3.14,4.33,120.1,104.0,92.0,100.0,0.828,5.91,2.84,7.4,1.2,1.23,0.237,0.42200000000000004,0.166,0.319,0.406,83.7,84.0,108.0,104.0,78.0,106.0,99.0,88.0,109.0,96.0,113.0,108.0,103.0,0.046,0.195,0.049,0.24600000000000002,0.46,-2.53,0.62,0.6,90.4,90.7,79.1,0.333,,0.198,0.219,79.0,99.0,98.0,101.0,103.0,101.0,0.44299999999999995,0.022000000000000002,1.07,2.01,87.1,75.8,0.232,0.192,,,,,,,,,,,,,
5,2023-09-09,716659,Walk,walk,False,592450,489119,Aaron Judge,Wade Miley,1,0,0,78ec55c0-11a2-4f40-b139-7c0bca7a1518,489119.0,wademiley,Miley,Left,Wade Miley,3.14,4.33,120.1,104.0,92.0,100.0,0.828,5.91,2.84,7.4,1.2,1.23,0.237,0.42200000000000004,0.166,0.319,0.406,83.7,84.0,108.0,104.0,78.0,106.0,99.0,88.0,109.0,96.0,113.0,108.0,103.0,0.046,0.195,0.049,0.24600000000000002,0.46,-2.53,0.62,0.6,90.4,90.7,79.1,0.333,,0.198,0.219,79.0,99.0,98.0,101.0,103.0,101.0,0.44299999999999995,0.022000000000000002,1.07,2.01,87.1,75.8,0.232,0.192,,,,,,,,,,,,,
6,2023-09-09,716659,Strikeout,strikeout,True,691176,489119,Jasson Domínguez,Wade Miley,0,0,0,249cde42-1eb2-439c-8a28-ad606967fc7a,489119.0,wademiley,Miley,Left,Wade Miley,3.14,4.33,120.1,104.0,92.0,100.0,0.828,5.91,2.84,7.4,1.2,1.23,0.237,0.42200000000000004,0.166,0.319,0.406,83.7,84.0,108.0,104.0,78.0,106.0,99.0,88.0,109.0,96.0,113.0,108.0,103.0,0.046,0.195,0.049,0.24600000000000002,0.46,-2.53,0.62,0.6,90.4,90.7,79.1,0.333,,0.198,0.219,79.0,99.0,98.0,101.0,103.0,101.0,0.44299999999999995,0.022000000000000002,1.07,2.01,87.1,75.8,0.232,0.192,,,,,,,,,,,,,
7,2023-09-09,716659,Groundout,field_out,True,650402,489119,Gleyber Torres,Wade Miley,1,0,0,cba344ed-8336-4793-928c-b4e37b10abc8,489119.0,wademiley,Miley,Left,Wade Miley,3.14,4.33,120.1,104.0,92.0,100.0,0.828,5.91,2.84,7.4,1.2,1.23,0.237,0.42200000000000004,0.166,0.319,0.406,83.7,84.0,108.0,104.0,78.0,106.0,99.0,88.0,109.0,96.0,113.0,108.0,103.0,0.046,0.195,0.049,0.24600000000000002,0.46,-2.53,0.62,0.6,90.4,90.7,79.1,0.333,,0.198,0.219,79.0,99.0,98.0,101.0,103.0,101.0,0.44299999999999995,0.022000000000000002,1.07,2.01,87.1,75.8,0.232,0.192,,,,,,,,,,,,,
8,2023-09-09,716659,Strikeout,strikeout,True,642715,650633,Willy Adames,Michael King,0,0,0,1d47026a-2c42-47f3-bdf9-e2da4f9fe4a1,650633.0,michaelking,King,Right,Michael King,2.75,3.48,104.2,102.0,113.0,105.0,0.725,10.92,2.75,7.57,0.86,1.2,0.243,0.442,0.16899999999999998,0.28800000000000003,0.40299999999999997,87.2,71.0,105.0,97.0,106.0,108.0,106.0,109.0,104.0,104.0,144.0,93.0,108.0,0.335,0.22699999999999998,0.293,0.145,1.4,1.26,-0.8,3.43,94.7,94.0,81.8,0.273,0.264,0.2,0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-09-09,716659,Strikeout,strikeout,True,642133,650633,Rowdy Tellez,Michael King,0,0,0,5cb69b18-edeb-47ee-b7f2-f704353a6968,650633.0,michaelking,King,Right,Michael King,2.75,3.48,104.2,102.0,113.0,105.0,0.725,10.92,2.75,7.57,0.86,1.2,0.243,0.442,0.16899999999999998,0.28800000000000003,0.40299999999999997,87.2,71.0,105.0,97.0,106.0,108.0,106.0,109.0,104.0,104.0,144.0,93.0,108.0,0.335,0.22699999999999998,0.293,0.145,1.4,1.26,-0.8,3.43,94.7,94.0,81.8,0.273,0.264,0.2,0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2023-09-09,716659,Flyout,field_out,True,655316,650633,Andruw Monasterio,Michael King,0,0,0,fe92b8ad-e00f-40fc-a1d7-9ebe1e416df2,650633.0,michaelking,King,Right,Michael King,2.75,3.48,104.2,102.0,113.0,105.0,0.725,10.92,2.75,7.57,0.86,1.2,0.243,0.442,0.16899999999999998,0.28800000000000003,0.40299999999999997,87.2,71.0,105.0,97.0,106.0,108.0,106.0,109.0,104.0,104.0,144.0,93.0,108.0,0.335,0.22699999999999998,0.293,0.145,1.4,1.26,-0.8,3.43,94.7,94.0,81.8,0.273,0.264,0.2,0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2023-09-09,716659,Strikeout,strikeout,True,519317,489119,Giancarlo Stanton,Wade Miley,0,0,0,65b8f851-acaa-47fc-9b79-73171df14691,489119.0,wademiley,Miley,Left,Wade Miley,3.14,4.33,120.1,104.0,92.0,100.0,0.828,5.91,2.84,7.4,1.2,1.23,0.237,0.42200000000000004,0.166,0.319,0.406,83.7,84.0,108.0,104.0,78.0,106.0,99.0,88.0,109.0,96.0,113.0,108.0,103.0,0.046,0.195,0.049,0.24600000000000002,0.46,-2.53,0.62,0.6,90.4,90.7,79.1,0.333,,0.198,0.219,79.0,99.0,98.0,101.0,103.0,101.0,0.44299999999999995,0.022000000000000002,1.07,2.01,87.1,75.8,0.232,0.192,,,,,,,,,,,,,
12,2023-09-09,716659,Groundout,field_out,True,683011,489119,Anthony Volpe,Wade Miley,1,0,0,85002687-ac37-4b65-95e2-8187a04c8c2a,489119.0,wademiley,Miley,Left,Wade Miley,3.14,4.33,120.1,104.0,92.0,100.0,0.828,5.91,2.84,7.4,1.2,1.23,0.237,0.42200000000000004,0.166,0.319,0.406,83.7,84.0,108.0,104.0,78.0,106.0,99.0,88.0,109.0,96.0,113.0,108.0,103.0,0.046,0.195,0.049,0.24600000000000002,0.46,-2.53,0.62,0.6,90.4,90.7,79.1,0.333,,0.198,0.219,79.0,99.0,98.0,101.0,103.0,101.0,0.44299999999999995,0.022000000000000002,1.07,2.01,87.1,75.8,0.232,0.192,,,,,,,,,,,,,
13,2023-09-09,716659,Groundout,field_out,True,669224,489119,Austin Wells,Wade Miley,0,0,0,4007c492-c844-440e-99d2-f21a30886984,489119.0,wademiley,Miley,Left,Wade Miley,3.14,4.33,120.1,104.0,92.0,100.0,0.828,5.91,2.84,7.4,1.2,1.23,0.237,0.42200000000000004,0.166,0.319,0.406,83.7,84.0,108.0,104.0,78.0,106.0,99.0,88.0,109.0,96.0,113.0,108.0,103.0,0.046,0.195,0.049,0.24600000000000002,0.46,-2.53,0.62,0.6,90.4,90.7,79.1,0.333,,0.198,0.219,79.0,99.0,98.0,101.0,103.0,101.0,0.44299999999999995,0.022000000000000002,1.07,2.01,87.1,75.8,0.232,0.192,,,,,,,,,,,,,
