,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vSI,vCU,SI_ba,CH_ba,CU_ba,FF_ba,FC_ba,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FS%,SL%,wFS/C,wSL/C,vFS,vSL,ST_ba,SL_ba,FS_ba
0,2023-04-02,718737,Pop Out,field_out,True,543807,656756,George Springer,Jordan Montgomery,1,0,0,bbd9e36f-8859-461f-a935-a47efd9d902d,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.255,0.239,0.191,0.333,0.417,,,,,,,,,,,,,,,
1,2023-04-02,718737,Flyout,field_out,True,666182,656756,Bo Bichette,Jordan Montgomery,1,0,0,805ef9c4-6893-487b-93ea-464dc2da2d21,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.255,0.239,0.191,0.333,0.417,,,,,,,,,,,,,,,
2,2023-04-02,718737,Flyout,field_out,True,665489,656756,Vladimir Guerrero Jr.,Jordan Montgomery,0,0,0,bead26b8-4f62-4733-93b6-0468375aa756,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.255,0.239,0.191,0.333,0.417,,,,,,,,,,,,,,,
3,2023-04-02,718737,Home Run,home_run,False,680977,605135,Brendan Donovan,Chris Bassitt,0,0,0,fa72173e-cf60-4f83-9709-2bf36a957c46,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,93.0,92.0,100.0,74.0,106.0,98.0,92.0,104.0,98.0,95.0,105.0,102.0,0.39299999999999996,0.09300000000000001,0.153,0.126,0.065,-3.9,-1.13,2.11,0.67,1.71,92.4,87.8,91.9,70.7,0.22,0.189,0.192,0.333,0.274,106.0,93.0,102.0,78.0,84.0,84.0,0.033,0.136,-3.07,-0.72,82.6,75.6,0.197,0.227,0.375
4,2023-04-02,718737,Home Run,home_run,False,676475,605135,Alec Burleson,Chris Bassitt,0,0,0,9088095a-de11-4ab7-934d-ff80d926dcf0,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,93.0,92.0,100.0,74.0,106.0,98.0,92.0,104.0,98.0,95.0,105.0,102.0,0.39299999999999996,0.09300000000000001,0.153,0.126,0.065,-3.9,-1.13,2.11,0.67,1.71,92.4,87.8,91.9,70.7,0.22,0.189,0.192,0.333,0.274,106.0,93.0,102.0,78.0,84.0,84.0,0.033,0.136,-3.07,-0.72,82.6,75.6,0.197,0.227,0.375
5,2023-04-02,718737,Single,single,False,502671,605135,Paul Goldschmidt,Chris Bassitt,0,0,0,ebcd6e5a-245d-4da1-815c-1e8bcef36c4c,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,93.0,92.0,100.0,74.0,106.0,98.0,92.0,104.0,98.0,95.0,105.0,102.0,0.39299999999999996,0.09300000000000001,0.153,0.126,0.065,-3.9,-1.13,2.11,0.67,1.71,92.4,87.8,91.9,70.7,0.22,0.189,0.192,0.333,0.274,106.0,93.0,102.0,78.0,84.0,84.0,0.033,0.136,-3.07,-0.72,82.6,75.6,0.197,0.227,0.375
6,2023-04-02,718737,Grounded Into DP,grounded_into_double_play,True,571448,605135,Nolan Arenado,Chris Bassitt,1,0,1,bace78fe-897d-41bc-b868-5ed629f029e0,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,93.0,92.0,100.0,74.0,106.0,98.0,92.0,104.0,98.0,95.0,105.0,102.0,0.39299999999999996,0.09300000000000001,0.153,0.126,0.065,-3.9,-1.13,2.11,0.67,1.71,92.4,87.8,91.9,70.7,0.22,0.189,0.192,0.333,0.274,106.0,93.0,102.0,78.0,84.0,84.0,0.033,0.136,-3.07,-0.72,82.6,75.6,0.197,0.227,0.375
7,2023-04-02,718737,Single,single,False,575929,605135,Willson Contreras,Chris Bassitt,0,0,0,cc484091-9c2c-4f4f-8bce-bab7f776bae1,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,93.0,92.0,100.0,74.0,106.0,98.0,92.0,104.0,98.0,95.0,105.0,102.0,0.39299999999999996,0.09300000000000001,0.153,0.126,0.065,-3.9,-1.13,2.11,0.67,1.71,92.4,87.8,91.9,70.7,0.22,0.189,0.192,0.333,0.274,106.0,93.0,102.0,78.0,84.0,84.0,0.033,0.136,-3.07,-0.72,82.6,75.6,0.197,0.227,0.375
8,2023-04-02,718737,Home Run,home_run,False,669357,605135,Nolan Gorman,Chris Bassitt,0,0,1,af7dcb6b-cbe7-4934-90cb-584991e6daa7,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,93.0,92.0,100.0,74.0,106.0,98.0,92.0,104.0,98.0,95.0,105.0,102.0,0.39299999999999996,0.09300000000000001,0.153,0.126,0.065,-3.9,-1.13,2.11,0.67,1.71,92.4,87.8,91.9,70.7,0.22,0.189,0.192,0.333,0.274,106.0,93.0,102.0,78.0,84.0,84.0,0.033,0.136,-3.07,-0.72,82.6,75.6,0.197,0.227,0.375
9,2023-04-02,718737,Lineout,field_out,True,691023,605135,Jordan Walker,Chris Bassitt,0,0,0,f188adb8-b313-47e0-9773-fbfbd2450ed6,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,93.0,92.0,100.0,74.0,106.0,98.0,92.0,104.0,98.0,95.0,105.0,102.0,0.39299999999999996,0.09300000000000001,0.153,0.126,0.065,-3.9,-1.13,2.11,0.67,1.71,92.4,87.8,91.9,70.7,0.22,0.189,0.192,0.333,0.274,106.0,93.0,102.0,78.0,84.0,84.0,0.033,0.136,-3.07,-0.72,82.6,75.6,0.197,0.227,0.375
