,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSL,vCU,FF_ba,SL_ba,CH_ba,CU_ba,FC_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2023-08-20,716918,Groundout,field_out,True,592885,453286,Christian Yelich,Max Scherzer,1,0,0,074af45d-20a3-48ca-984d-e5518021cc45,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,83.8,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,106.0,108.0,108.0,98.0,108.0,99.0,0.46299999999999997,0.10400000000000001,0.168,0.124,0.141,0.72,2.12,-0.21,0.51,0.03,93.7,88.4,84.0,75.4,0.255,0.25,0.207,0.187,0.135,,,,,,,,,,,,,,,,,,,
1,2023-08-20,716918,Groundout,field_out,True,592192,453286,Mark Canha,Max Scherzer,1,0,0,0c0e1887-53fd-4fb2-b095-1fbae29659af,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,83.8,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,106.0,108.0,108.0,98.0,108.0,99.0,0.46299999999999997,0.10400000000000001,0.168,0.124,0.141,0.72,2.12,-0.21,0.51,0.03,93.7,88.4,84.0,75.4,0.255,0.25,0.207,0.187,0.135,,,,,,,,,,,,,,,,,,,
2,2023-08-20,716918,Pop Out,field_out,True,467793,453286,Carlos Santana,Max Scherzer,0,0,0,db011a0c-d701-46af-b4d6-84dcd5171e62,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,83.8,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,106.0,108.0,108.0,98.0,108.0,99.0,0.46299999999999997,0.10400000000000001,0.168,0.124,0.141,0.72,2.12,-0.21,0.51,0.03,93.7,88.4,84.0,75.4,0.255,0.25,0.207,0.187,0.135,,,,,,,,,,,,,,,,,,,
3,2023-08-20,716918,Strikeout,strikeout,True,543760,605288,Marcus Semien,Adrian Houser,0,0,0,cc011485-31cb-4fe8-b229-d791dadb85c9,605288.0,adrianhouser,Houser,Right,Adrian Houser,4.12,4.21,111.1,103.0,83.0,97.0,0.8390000000000001,7.76,2.75,9.78,1.05,1.32,0.19399999999999998,0.409,0.134,0.36,0.424,84.3,88.0,92.0,93.0,67.0,100.0,95.0,80.0,103.0,92.0,83.0,102.0,99.0,,,,0.23800000000000002,,0.166,0.085,0.04,0.29,,-0.89,-1.08,-2.07,93.4,,82.3,79.4,0.227,0.258,0.294,0.269,,86.0,104.0,100.0,0.47100000000000003,0.46,92.1,0.296,,,,,,,,,,,,
4,2023-08-20,716918,Single,single,False,608369,605288,Corey Seager,Adrian Houser,0,0,0,4f70c838-c415-417a-86b2-82753b4010d6,605288.0,adrianhouser,Houser,Right,Adrian Houser,4.12,4.21,111.1,103.0,83.0,97.0,0.8390000000000001,7.76,2.75,9.78,1.05,1.32,0.19399999999999998,0.409,0.134,0.36,0.424,84.3,88.0,92.0,93.0,67.0,100.0,95.0,80.0,103.0,92.0,83.0,102.0,99.0,,,,0.23800000000000002,,0.166,0.085,0.04,0.29,,-0.89,-1.08,-2.07,93.4,,82.3,79.4,0.227,0.258,0.294,0.269,,86.0,104.0,100.0,0.47100000000000003,0.46,92.1,0.296,,,,,,,,,,,,
5,2023-08-20,716918,Single,single,False,663993,605288,Nathaniel Lowe,Adrian Houser,0,0,1,ffa97459-3f82-4919-aaeb-e59883141aa9,605288.0,adrianhouser,Houser,Right,Adrian Houser,4.12,4.21,111.1,103.0,83.0,97.0,0.8390000000000001,7.76,2.75,9.78,1.05,1.32,0.19399999999999998,0.409,0.134,0.36,0.424,84.3,88.0,92.0,93.0,67.0,100.0,95.0,80.0,103.0,92.0,83.0,102.0,99.0,,,,0.23800000000000002,,0.166,0.085,0.04,0.29,,-0.89,-1.08,-2.07,93.4,,82.3,79.4,0.227,0.258,0.294,0.269,,86.0,104.0,100.0,0.47100000000000003,0.46,92.1,0.296,,,,,,,,,,,,
6,2023-08-20,716918,Flyout,field_out,True,641598,605288,Mitch Garver,Adrian Houser,1,0,0,5780fe77-02bd-48bb-818b-f38c8b69438b,605288.0,adrianhouser,Houser,Right,Adrian Houser,4.12,4.21,111.1,103.0,83.0,97.0,0.8390000000000001,7.76,2.75,9.78,1.05,1.32,0.19399999999999998,0.409,0.134,0.36,0.424,84.3,88.0,92.0,93.0,67.0,100.0,95.0,80.0,103.0,92.0,83.0,102.0,99.0,,,,0.23800000000000002,,0.166,0.085,0.04,0.29,,-0.89,-1.08,-2.07,93.4,,82.3,79.4,0.227,0.258,0.294,0.269,,86.0,104.0,100.0,0.47100000000000003,0.46,92.1,0.296,,,,,,,,,,,,
7,2023-08-20,716918,Pop Out,field_out,True,608671,605288,Travis Jankowski,Adrian Houser,0,0,0,67aceb63-c821-49ca-8c16-c07e8077eb4e,605288.0,adrianhouser,Houser,Right,Adrian Houser,4.12,4.21,111.1,103.0,83.0,97.0,0.8390000000000001,7.76,2.75,9.78,1.05,1.32,0.19399999999999998,0.409,0.134,0.36,0.424,84.3,88.0,92.0,93.0,67.0,100.0,95.0,80.0,103.0,92.0,83.0,102.0,99.0,,,,0.23800000000000002,,0.166,0.085,0.04,0.29,,-0.89,-1.08,-2.07,93.4,,82.3,79.4,0.227,0.258,0.294,0.269,,86.0,104.0,100.0,0.47100000000000003,0.46,92.1,0.296,,,,,,,,,,,,
8,2023-08-20,716918,Strikeout,strikeout,True,642715,453286,Willy Adames,Max Scherzer,0,0,0,c6453178-225f-4637-bd06-aed9ae0a1af3,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,83.8,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,106.0,108.0,108.0,98.0,108.0,99.0,0.46299999999999997,0.10400000000000001,0.168,0.124,0.141,0.72,2.12,-0.21,0.51,0.03,93.7,88.4,84.0,75.4,0.255,0.25,0.207,0.187,0.135,,,,,,,,,,,,,,,,,,,
9,2023-08-20,716918,Walk,walk,False,642133,453286,Rowdy Tellez,Max Scherzer,0,0,0,132454b2-b934-4d87-bff3-385e0ada919d,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,83.8,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,106.0,108.0,108.0,98.0,108.0,99.0,0.46299999999999997,0.10400000000000001,0.168,0.124,0.141,0.72,2.12,-0.21,0.51,0.03,93.7,88.4,84.0,75.4,0.255,0.25,0.207,0.187,0.135,,,,,,,,,,,,,,,,,,,
