,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,SL%,CU%,KC%,CH%,wFA/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vSL,vCU,vKC,FF_ba,CU_ba,SL_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,wSI/C,vSI,SI_ba,SV_ba,ST_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
0,2023-08-29,716797,Single,single,False,673490,668868,Ha-Seong Kim,Zack Thompson,0,0,0,d0f3119e-2796-47e9-b503-7fb5c001de88,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,4.48,4.61,66.1,101.0,79.0,94.0,0.779,9.77,3.39,9.36,1.09,1.33,0.309,0.324,0.11699999999999999,0.37799999999999995,0.428,86.1,64.0,93.0,83.0,65.0,102.0,108.0,87.0,102.0,89.0,0.537,0.17,0.271,0.002,0.021,-0.44,0.82,0.67,-21.02,-2.61,93.6,85.7,75.5,62.4,0.327,0.185,0.205,0.25,,,,,,,,,,,,,,,,,,,
1,2023-08-29,716797,Single,single,False,665742,668868,Juan Soto,Zack Thompson,0,0,1,9cd38ceb-09eb-4918-aa5f-cd3add43dd48,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,4.48,4.61,66.1,101.0,79.0,94.0,0.779,9.77,3.39,9.36,1.09,1.33,0.309,0.324,0.11699999999999999,0.37799999999999995,0.428,86.1,64.0,93.0,83.0,65.0,102.0,108.0,87.0,102.0,89.0,0.537,0.17,0.271,0.002,0.021,-0.44,0.82,0.67,-21.02,-2.61,93.6,85.7,75.5,62.4,0.327,0.185,0.205,0.25,,,,,,,,,,,,,,,,,,,
2,2023-08-29,716797,Pop Out,field_out,True,592518,668868,Manny Machado,Zack Thompson,1,1,0,cc268aa6-a358-4289-97eb-40da6184b732,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,4.48,4.61,66.1,101.0,79.0,94.0,0.779,9.77,3.39,9.36,1.09,1.33,0.309,0.324,0.11699999999999999,0.37799999999999995,0.428,86.1,64.0,93.0,83.0,65.0,102.0,108.0,87.0,102.0,89.0,0.537,0.17,0.271,0.002,0.021,-0.44,0.82,0.67,-21.02,-2.61,93.6,85.7,75.5,62.4,0.327,0.185,0.205,0.25,,,,,,,,,,,,,,,,,,,
3,2023-08-29,716797,Sac Fly,sac_fly,True,665487,668868,Fernando Tatis Jr.,Zack Thompson,0,0,1,af442f26-07b8-45cc-af72-c8bf38bc4abe,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,4.48,4.61,66.1,101.0,79.0,94.0,0.779,9.77,3.39,9.36,1.09,1.33,0.309,0.324,0.11699999999999999,0.37799999999999995,0.428,86.1,64.0,93.0,83.0,65.0,102.0,108.0,87.0,102.0,89.0,0.537,0.17,0.271,0.002,0.021,-0.44,0.82,0.67,-21.02,-2.61,93.6,85.7,75.5,62.4,0.327,0.185,0.205,0.25,,,,,,,,,,,,,,,,,,,
4,2023-08-29,716797,Flyout,field_out,True,593428,668868,Xander Bogaerts,Zack Thompson,1,1,0,b8f53302-bea0-4379-8def-f3c6c2677454,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,4.48,4.61,66.1,101.0,79.0,94.0,0.779,9.77,3.39,9.36,1.09,1.33,0.309,0.324,0.11699999999999999,0.37799999999999995,0.428,86.1,64.0,93.0,83.0,65.0,102.0,108.0,87.0,102.0,89.0,0.537,0.17,0.271,0.002,0.021,-0.44,0.82,0.67,-21.02,-2.61,93.6,85.7,75.5,62.4,0.327,0.185,0.205,0.25,,,,,,,,,,,,,,,,,,,
5,2023-08-29,716797,Groundout,field_out,True,680700,607625,Richie Palacios,Seth Lugo,0,0,0,d90fc422-ac76-4c9a-97c1-5bc265e197ae,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,122.0,100.0,105.0,87.0,108.0,103.0,0.318,0.111,0.313,,0.059000000000000004,0.36,-0.6,0.26,,-2.89,93.4,85.2,79.6,,0.246,0.287,0.303,0.303,97.0,102.0,97.0,114.0,96.0,108.0,0.19899999999999998,1.87,93.2,0.208,0.0,0.25,,,,,,,
6,2023-08-29,716797,Single,single,False,502671,607625,Paul Goldschmidt,Seth Lugo,0,0,0,b12a6ab4-c39b-4838-83b5-fd6045e8897e,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,122.0,100.0,105.0,87.0,108.0,103.0,0.318,0.111,0.313,,0.059000000000000004,0.36,-0.6,0.26,,-2.89,93.4,85.2,79.6,,0.246,0.287,0.303,0.303,97.0,102.0,97.0,114.0,96.0,108.0,0.19899999999999998,1.87,93.2,0.208,0.0,0.25,,,,,,,
7,2023-08-29,716797,Strikeout,strikeout,True,669357,607625,Nolan Gorman,Seth Lugo,0,0,0,53054284-688e-4bd3-8fda-7a175c130efb,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,122.0,100.0,105.0,87.0,108.0,103.0,0.318,0.111,0.313,,0.059000000000000004,0.36,-0.6,0.26,,-2.89,93.4,85.2,79.6,,0.246,0.287,0.303,0.303,97.0,102.0,97.0,114.0,96.0,108.0,0.19899999999999998,1.87,93.2,0.208,0.0,0.25,,,,,,,
8,2023-08-29,716797,Strikeout,strikeout,True,571448,607625,Nolan Arenado,Seth Lugo,0,0,0,781d2fc0-c42e-46a7-b645-0ef9a4c99b09,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,122.0,100.0,105.0,87.0,108.0,103.0,0.318,0.111,0.313,,0.059000000000000004,0.36,-0.6,0.26,,-2.89,93.4,85.2,79.6,,0.246,0.287,0.303,0.303,97.0,102.0,97.0,114.0,96.0,108.0,0.19899999999999998,1.87,93.2,0.208,0.0,0.25,,,,,,,
9,2023-08-29,716797,Lineout,field_out,True,643265,668868,Garrett Cooper,Zack Thompson,1,1,0,97089461-71ac-4f51-9894-9d60363c3395,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,4.48,4.61,66.1,101.0,79.0,94.0,0.779,9.77,3.39,9.36,1.09,1.33,0.309,0.324,0.11699999999999999,0.37799999999999995,0.428,86.1,64.0,93.0,83.0,65.0,102.0,108.0,87.0,102.0,89.0,0.537,0.17,0.271,0.002,0.021,-0.44,0.82,0.67,-21.02,-2.61,93.6,85.7,75.5,62.4,0.327,0.185,0.205,0.25,,,,,,,,,,,,,,,,,,,
