,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,CH_ba,SL_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,ST_ba,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FC_ba,FS_ba
0,2023-04-11,718625,Flyout,field_out,True,571771,663556,Enrique Hernández,Shane McClanahan,1,0,0,fb25964d-9935-452f-92d9-98b092c37f82,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,107.0,102.0,105.0,0.419,0.153,0.17,0.258,-0.34,-0.27,1.12,2.65,96.8,89.3,83.5,0.269,0.153,0.261,0.197,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-11,718625,Strikeout,strikeout,True,646240,663556,Rafael Devers,Shane McClanahan,0,0,0,094bc2fa-9e41-408a-be7a-fb033b8f5187,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,107.0,102.0,105.0,0.419,0.153,0.17,0.258,-0.34,-0.27,1.12,2.65,96.8,89.3,83.5,0.269,0.153,0.261,0.197,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-11,718625,Walk,walk,False,457759,663556,Justin Turner,Shane McClanahan,1,0,0,38889182-9128-4490-971c-677770884b6c,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,107.0,102.0,105.0,0.419,0.153,0.17,0.258,-0.34,-0.27,1.12,2.65,96.8,89.3,83.5,0.269,0.153,0.261,0.197,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-11,718625,Walk,walk,False,807799,663556,Masataka Yoshida,Shane McClanahan,1,0,1,085da061-e0ee-4dba-88a6-c5d99c99f1eb,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,107.0,102.0,105.0,0.419,0.153,0.17,0.258,-0.34,-0.27,1.12,2.65,96.8,89.3,83.5,0.269,0.153,0.261,0.197,,,,,,,,,,,,,,,,,,,,,,
4,2023-04-11,718625,Strikeout,strikeout,True,608701,663556,Rob Refsnyder,Shane McClanahan,0,0,0,aca22e87-32b1-48f7-92cd-b24868089e48,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,107.0,102.0,105.0,0.419,0.153,0.17,0.258,-0.34,-0.27,1.12,2.65,96.8,89.3,83.5,0.269,0.153,0.261,0.197,,,,,,,,,,,,,,,,,,,,,,
5,2023-04-11,718625,Single,single,False,650490,676477,Yandy Díaz,Garrett Whitlock,1,0,0,3d1cd86f-9925-4b1a-b01a-7f5c780d90f7,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,82.7,101.0,107.0,117.0,,,,67.0,84.0,84.0,73.0,96.0,97.0,0.004,0.23,,0.24100000000000002,-2.31,0.44,,-2.21,94.6,79.6,,,0.312,,,93.0,106.0,106.0,0.525,-0.46,94.0,0.326,0.167,,,,,,,,,,,,,,
6,2023-04-11,718625,Groundout,field_out,True,664040,676477,Brandon Lowe,Garrett Whitlock,1,0,1,44baf59e-545c-478a-abbf-c3cffbd26e90,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,82.7,101.0,107.0,117.0,,,,67.0,84.0,84.0,73.0,96.0,97.0,0.004,0.23,,0.24100000000000002,-2.31,0.44,,-2.21,94.6,79.6,,,0.312,,,93.0,106.0,106.0,0.525,-0.46,94.0,0.326,0.167,,,,,,,,,,,,,,
7,2023-04-11,718625,Strikeout,strikeout,True,668227,676477,Randy Arozarena,Garrett Whitlock,0,0,0,abef2044-a586-4437-96f4-46341be7011b,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,82.7,101.0,107.0,117.0,,,,67.0,84.0,84.0,73.0,96.0,97.0,0.004,0.23,,0.24100000000000002,-2.31,0.44,,-2.21,94.6,79.6,,,0.312,,,93.0,106.0,106.0,0.525,-0.46,94.0,0.326,0.167,,,,,,,,,,,,,,
8,2023-04-11,718625,Double,double,False,677551,676477,Wander Franco,Garrett Whitlock,0,0,1,1b28a0f2-d657-4225-a587-20795675cbc1,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,82.7,101.0,107.0,117.0,,,,67.0,84.0,84.0,73.0,96.0,97.0,0.004,0.23,,0.24100000000000002,-2.31,0.44,,-2.21,94.6,79.6,,,0.312,,,93.0,106.0,106.0,0.525,-0.46,94.0,0.326,0.167,,,,,,,,,,,,,,
9,2023-04-11,718625,Pop Out,field_out,True,670042,676477,Luke Raley,Garrett Whitlock,1,0,0,e45c643f-1b75-48a6-af30-a70bc91e0f12,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,82.7,101.0,107.0,117.0,,,,67.0,84.0,84.0,73.0,96.0,97.0,0.004,0.23,,0.24100000000000002,-2.31,0.44,,-2.21,94.6,79.6,,,0.312,,,93.0,106.0,106.0,0.525,-0.46,94.0,0.326,0.167,,,,,,,,,,,,,,
