,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CU_ba,CH_ba,ST_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,FC_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2023-08-24,716864,Strikeout,strikeout,True,676116,669947,Ryan Noda,Jesse Scholtens,0,0,0,8ad8ec88-4bba-4698-b859-76904307d7f0,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,104.0,104.0,106.0,73.0,99.0,93.0,82.0,98.0,101.0,0.435,0.366,0.165,0.035,0.27,-1.82,-0.51,0.73,92.8,85.4,74.0,0.266,0.354,0.245,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-24,716864,Strikeout,strikeout,True,680869,669947,Zack Gelof,Jesse Scholtens,0,0,0,de1dde05-7a9e-4bc4-a8e8-8b32bc52d0ab,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,104.0,104.0,106.0,73.0,99.0,93.0,82.0,98.0,101.0,0.435,0.366,0.165,0.035,0.27,-1.82,-0.51,0.73,92.8,85.4,74.0,0.266,0.354,0.245,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-24,716864,Strikeout,strikeout,True,664913,669947,Seth Brown,Jesse Scholtens,0,0,0,473d1c9c-202a-4048-b695-810dde7a0079,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,104.0,104.0,106.0,73.0,99.0,93.0,82.0,98.0,101.0,0.435,0.366,0.165,0.035,0.27,-1.82,-0.51,0.73,92.8,85.4,74.0,0.266,0.354,0.245,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-24,716864,Groundout,field_out,True,641313,686610,Tim Anderson,Ken Waldichuk,0,0,0,d5497f68-81cb-4044-9b2a-62a52bbef563,686610.0,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,84.2,92.0,90.0,88.0,93.0,77.0,85.0,89.0,95.0,92.0,96.0,99.0,100.0,0.5429999999999999,0.271,0.02,0.166,-0.52,-0.79,-3.62,-1.4,93.3,81.1,74.5,0.275,,0.333,0.34,0.218,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-08-24,716864,Home Run,home_run,False,643217,686610,Andrew Benintendi,Ken Waldichuk,1,0,0,744bbac3-f341-4f21-b09e-63ed9d5625c4,686610.0,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,84.2,92.0,90.0,88.0,93.0,77.0,85.0,89.0,95.0,92.0,96.0,99.0,100.0,0.5429999999999999,0.271,0.02,0.166,-0.52,-0.79,-3.62,-1.4,93.3,81.1,74.5,0.275,,0.333,0.34,0.218,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-08-24,716864,Groundout,field_out,True,673357,686610,Luis Robert Jr.,Ken Waldichuk,0,0,0,9df23b95-3bcf-440c-a8cd-e81f990e6b71,686610.0,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,84.2,92.0,90.0,88.0,93.0,77.0,85.0,89.0,95.0,92.0,96.0,99.0,100.0,0.5429999999999999,0.271,0.02,0.166,-0.52,-0.79,-3.62,-1.4,93.3,81.1,74.5,0.275,,0.333,0.34,0.218,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2023-08-24,716864,Groundout,field_out,True,650391,686610,Eloy Jiménez,Ken Waldichuk,1,1,0,9b8deadb-0937-4a0d-afed-52cc482a9dce,686610.0,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,84.2,92.0,90.0,88.0,93.0,77.0,85.0,89.0,95.0,92.0,96.0,99.0,100.0,0.5429999999999999,0.271,0.02,0.166,-0.52,-0.79,-3.62,-1.4,93.3,81.1,74.5,0.275,,0.333,0.34,0.218,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023-08-24,716864,Flyout,field_out,True,667670,669947,Brent Rooker,Jesse Scholtens,0,0,0,0f9f12af-acc7-495f-82e4-34860c2be7ac,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,104.0,104.0,106.0,73.0,99.0,93.0,82.0,98.0,101.0,0.435,0.366,0.165,0.035,0.27,-1.82,-0.51,0.73,92.8,85.4,74.0,0.266,0.354,0.245,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-08-24,716864,Flyout,field_out,True,643393,669947,Tony Kemp,Jesse Scholtens,1,0,0,6cd85516-0b42-4c64-b9fa-b7d14810a7f1,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,104.0,104.0,106.0,73.0,99.0,93.0,82.0,98.0,101.0,0.435,0.366,0.165,0.035,0.27,-1.82,-0.51,0.73,92.8,85.4,74.0,0.266,0.354,0.245,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-08-24,716864,Pop Out,field_out,True,669127,669947,Shea Langeliers,Jesse Scholtens,0,0,0,e44ab817-8426-4313-ad85-ee1c889744ac,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,104.0,104.0,106.0,73.0,99.0,93.0,82.0,98.0,101.0,0.435,0.366,0.165,0.035,0.27,-1.82,-0.51,0.73,92.8,85.4,74.0,0.266,0.354,0.245,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,
