,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CH_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,FC_ba,SI_ba,ST_ba
0,2023-07-21,717316,Strikeout,strikeout,True,605141,571760,Mookie Betts,Andrew Heaney,0,0,0,8befa975-b358-447f-8102-4458ed317ade,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.34299999999999997,0.39899999999999997,84.0,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,94.0,104.0,108.0,0.579,0.252,0.0,0.16899999999999998,0.1,-1.35,-3.87,-0.11,92.5,82.0,74.4,0.236,0.259,0.274,,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-21,717316,Walk,walk,False,518692,571760,Freddie Freeman,Andrew Heaney,1,0,0,356bf763-9965-4908-9a1c-cd19d14b9b13,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.34299999999999997,0.39899999999999997,84.0,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,94.0,104.0,108.0,0.579,0.252,0.0,0.16899999999999998,0.1,-1.35,-3.87,-0.11,92.5,82.0,74.4,0.236,0.259,0.274,,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-21,717316,Flyout,field_out,True,669257,571760,Will Smith,Andrew Heaney,0,0,0,dcca8ae9-247d-4e5c-8106-7ae89f188c96,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.34299999999999997,0.39899999999999997,84.0,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,94.0,104.0,108.0,0.579,0.252,0.0,0.16899999999999998,0.1,-1.35,-3.87,-0.11,92.5,82.0,74.4,0.236,0.259,0.274,,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-21,717316,Strikeout,strikeout,True,502110,571760,J.D. Martinez,Andrew Heaney,0,0,0,9d19f990-eda9-4312-975a-07706a34ebbf,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.34299999999999997,0.39899999999999997,84.0,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,94.0,104.0,108.0,0.579,0.252,0.0,0.16899999999999998,0.1,-1.35,-3.87,-0.11,92.5,82.0,74.4,0.236,0.259,0.274,,,,,,,,,,,,,,,,,,,,,,,
4,2023-07-21,717316,Pop Out,field_out,True,543760,664062,Marcus Semien,Tony Gonsolin,0,0,0,8b5a7a2f-9fc8-46dc-8a6c-a197cf57ee5f,664062.0,tonygonsolin,Gonsolin,Right,Tony Gonsolin,4.98,5.89,103.0,97.0,97.0,98.0,0.8029999999999999,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.38799999999999996,,,,,107.0,83.0,90.0,80.0,99.0,91.0,90.0,103.0,108.0,0.395,0.183,0.151,,1.42,-0.82,-2.12,,92.4,86.8,80.9,0.221,0.268,,120.0,98.0,106.0,0.272,0.21,83.0,0.181,0.313,,,,,,,,,,,,,,,
5,2023-07-21,717316,Walk,walk,False,608369,664062,Corey Seager,Tony Gonsolin,1,0,0,9a6c51c4-ac25-46a5-a31f-a8a190ee1fef,664062.0,tonygonsolin,Gonsolin,Right,Tony Gonsolin,4.98,5.89,103.0,97.0,97.0,98.0,0.8029999999999999,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.38799999999999996,,,,,107.0,83.0,90.0,80.0,99.0,91.0,90.0,103.0,108.0,0.395,0.183,0.151,,1.42,-0.82,-2.12,,92.4,86.8,80.9,0.221,0.268,,120.0,98.0,106.0,0.272,0.21,83.0,0.181,0.313,,,,,,,,,,,,,,,
6,2023-07-21,717316,Home Run,home_run,False,663993,664062,Nathaniel Lowe,Tony Gonsolin,1,1,1,12baf453-da84-499c-b7ba-c6b184e82fa9,664062.0,tonygonsolin,Gonsolin,Right,Tony Gonsolin,4.98,5.89,103.0,97.0,97.0,98.0,0.8029999999999999,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.38799999999999996,,,,,107.0,83.0,90.0,80.0,99.0,91.0,90.0,103.0,108.0,0.395,0.183,0.151,,1.42,-0.82,-2.12,,92.4,86.8,80.9,0.221,0.268,,120.0,98.0,106.0,0.272,0.21,83.0,0.181,0.313,,,,,,,,,,,,,,,
7,2023-07-21,717316,Groundout,field_out,True,666969,664062,Adolis García,Tony Gonsolin,0,0,0,11f394ab-30a5-4364-824e-cc80ff9c7218,664062.0,tonygonsolin,Gonsolin,Right,Tony Gonsolin,4.98,5.89,103.0,97.0,97.0,98.0,0.8029999999999999,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.38799999999999996,,,,,107.0,83.0,90.0,80.0,99.0,91.0,90.0,103.0,108.0,0.395,0.183,0.151,,1.42,-0.82,-2.12,,92.4,86.8,80.9,0.221,0.268,,120.0,98.0,106.0,0.272,0.21,83.0,0.181,0.313,,,,,,,,,,,,,,,
8,2023-07-21,717316,Strikeout,strikeout,True,673962,664062,Josh Jung,Tony Gonsolin,0,0,0,12e783e3-4755-4e3f-a26e-a493d4fe3970,664062.0,tonygonsolin,Gonsolin,Right,Tony Gonsolin,4.98,5.89,103.0,97.0,97.0,98.0,0.8029999999999999,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.38799999999999996,,,,,107.0,83.0,90.0,80.0,99.0,91.0,90.0,103.0,108.0,0.395,0.183,0.151,,1.42,-0.82,-2.12,,92.4,86.8,80.9,0.221,0.268,,120.0,98.0,106.0,0.272,0.21,83.0,0.181,0.313,,,,,,,,,,,,,,,
9,2023-07-21,717316,Flyout,field_out,True,621035,571760,Chris Taylor,Andrew Heaney,1,1,0,0351798d-42e9-4089-88fe-06112c8aef39,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.34299999999999997,0.39899999999999997,84.0,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,94.0,104.0,108.0,0.579,0.252,0.0,0.16899999999999998,0.1,-1.35,-3.87,-0.11,92.5,82.0,74.4,0.236,0.259,0.274,,,,,,,,,,,,,,,,,,,,,,,
