,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,FO%,SL%,CU%,wFA/C,wFC/C,wFO/C,wSL/C,wCU/C,vFA,vFC,vFO,vSL,vCU,FF_ba,FC_ba,FS_ba,SL_ba,ST_ba,CU_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vSI,CH_ba,SI_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
13,2023-08-25,716855,Walk,walk,False,682626,663776,Francisco Alvarez,Patrick Sandoval,1,0,1,c264cf85-edd4-4b78-92fa-75affc8e7e0e,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,99.0,96.0,101.0,63.0,94.0,89.0,123.0,100.0,107.0,,,,0.256,,,0.285,0.09,-1.22,,,0.02,0.27,93.0,,,86.5,76.5,0.336,,,0.267,0.2,0.286,83.0,99.0,98.0,100.0,69.0,97.0,86.0,0.111,0.258,0.36,0.3,93.2,0.184,0.269,,,,,,
14,2023-08-25,716855,Strikeout,strikeout,True,621466,663776,DJ Stewart,Patrick Sandoval,0,0,0,34d616b6-57ef-413e-842e-8a2efce4386c,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,99.0,96.0,101.0,63.0,94.0,89.0,123.0,100.0,107.0,,,,0.256,,,0.285,0.09,-1.22,,,0.02,0.27,93.0,,,86.5,76.5,0.336,,,0.267,0.2,0.286,83.0,99.0,98.0,100.0,69.0,97.0,86.0,0.111,0.258,0.36,0.3,93.2,0.184,0.269,,,,,,
15,2023-08-25,716855,Strikeout,strikeout,True,664901,663776,Danny Mendick,Patrick Sandoval,0,0,0,826594e4-4cfa-4a57-b595-fa136244d311,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,99.0,96.0,101.0,63.0,94.0,89.0,123.0,100.0,107.0,,,,0.256,,,0.285,0.09,-1.22,,,0.02,0.27,93.0,,,86.5,76.5,0.336,,,0.267,0.2,0.286,83.0,99.0,98.0,100.0,69.0,97.0,86.0,0.111,0.258,0.36,0.3,93.2,0.184,0.269,,,,,,
16,2023-08-25,716855,Strikeout,strikeout,True,660620,663776,Jonathan Araúz,Patrick Sandoval,0,0,0,8f9c15b5-b03f-4d33-826b-1a59394e9a87,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,99.0,96.0,101.0,63.0,94.0,89.0,123.0,100.0,107.0,,,,0.256,,,0.285,0.09,-1.22,,,0.02,0.27,93.0,,,86.5,76.5,0.336,,,0.267,0.2,0.286,83.0,99.0,98.0,100.0,69.0,97.0,86.0,0.111,0.258,0.36,0.3,93.2,0.184,0.269,,,,,,
17,2023-08-25,716855,Hit By Pitch,hit_by_pitch,False,694384,673540,Nolan Schanuel,Kodai Senga,1,1,0,852a5e8a-87c6-472d-9289-6e6935938a43,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,93.0,95.0,93.0,0.37,0.25,0.237,0.11599999999999999,0.027000000000000003,0.17,2.52,0.95,-0.96,-0.23,95.7,90.8,83.2,82.7,72.8,0.244,0.244,0.11,0.219,0.333,0.125,,,,,,,,,,,,,,,,,,,,
18,2023-08-25,716855,Double,double,False,660271,673540,Shohei Ohtani,Kodai Senga,1,0,1,8e4abad8-860c-44ec-a75d-d254f3d5118b,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,93.0,95.0,93.0,0.37,0.25,0.237,0.11599999999999999,0.027000000000000003,0.17,2.52,0.95,-0.96,-0.23,95.7,90.8,83.2,82.7,72.8,0.244,0.244,0.11,0.219,0.333,0.125,,,,,,,,,,,,,,,,,,,,
19,2023-08-25,716855,Sac Fly,sac_fly,True,592273,673540,Brandon Drury,Kodai Senga,0,0,1,2ae664e8-4b86-4f70-9a23-57f40279d9e2,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,93.0,95.0,93.0,0.37,0.25,0.237,0.11599999999999999,0.027000000000000003,0.17,2.52,0.95,-0.96,-0.23,95.7,90.8,83.2,82.7,72.8,0.244,0.244,0.11,0.219,0.333,0.125,,,,,,,,,,,,,,,,,,,,
20,2023-08-25,716855,Single,single,False,519058,673540,Mike Moustakas,Kodai Senga,0,0,1,9ddee65a-db81-4836-83ef-e0b633522a69,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,93.0,95.0,93.0,0.37,0.25,0.237,0.11599999999999999,0.027000000000000003,0.17,2.52,0.95,-0.96,-0.23,95.7,90.8,83.2,82.7,72.8,0.244,0.244,0.11,0.219,0.333,0.125,,,,,,,,,,,,,,,,,,,,
21,2023-08-25,716855,Flyout,field_out,True,650859,673540,Luis Rengifo,Kodai Senga,0,0,0,806ef3d5-b831-4967-b1ad-62c869d0ccc9,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,93.0,95.0,93.0,0.37,0.25,0.237,0.11599999999999999,0.027000000000000003,0.17,2.52,0.95,-0.96,-0.23,95.7,90.8,83.2,82.7,72.8,0.244,0.244,0.11,0.219,0.333,0.125,,,,,,,,,,,,,,,,,,,,
22,2023-08-25,716855,Strikeout,strikeout,True,681351,673540,Logan O'Hoppe,Kodai Senga,0,0,0,49d0b314-0e62-4baa-a85b-4b6d6b1598fb,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,93.0,95.0,93.0,0.37,0.25,0.237,0.11599999999999999,0.027000000000000003,0.17,2.52,0.95,-0.96,-0.23,95.7,90.8,83.2,82.7,72.8,0.244,0.244,0.11,0.219,0.333,0.125,,,,,,,,,,,,,,,,,,,,
23,2023-08-25,716855,Lineout,field_out,True,641796,663776,Tim Locastro,Patrick Sandoval,0,0,0,159140b9-caa5-425c-84df-f320c3a41a5d,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,99.0,96.0,101.0,63.0,94.0,89.0,123.0,100.0,107.0,,,,0.256,,,0.285,0.09,-1.22,,,0.02,0.27,93.0,,,86.5,76.5,0.336,,,0.267,0.2,0.286,83.0,99.0,98.0,100.0,69.0,97.0,86.0,0.111,0.258,0.36,0.3,93.2,0.184,0.269,,,,,,
24,2023-08-25,716855,Flyout,field_out,True,607043,663776,Brandon Nimmo,Patrick Sandoval,1,0,0,2c9f8120-91eb-41ca-aceb-8b871897741c,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,99.0,96.0,101.0,63.0,94.0,89.0,123.0,100.0,107.0,,,,0.256,,,0.285,0.09,-1.22,,,0.02,0.27,93.0,,,86.5,76.5,0.336,,,0.267,0.2,0.286,83.0,99.0,98.0,100.0,69.0,97.0,86.0,0.111,0.258,0.36,0.3,93.2,0.184,0.269,,,,,,
25,2023-08-25,716855,Home Run,home_run,False,596019,663776,Francisco Lindor,Patrick Sandoval,0,0,0,90c0f028-8a82-4a81-afdf-ded94d98fb02,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,99.0,96.0,101.0,63.0,94.0,89.0,123.0,100.0,107.0,,,,0.256,,,0.285,0.09,-1.22,,,0.02,0.27,93.0,,,86.5,76.5,0.336,,,0.267,0.2,0.286,83.0,99.0,98.0,100.0,69.0,97.0,86.0,0.111,0.258,0.36,0.3,93.2,0.184,0.269,,,,,,
26,2023-08-25,716855,Double,double,False,643446,663776,Jeff McNeil,Patrick Sandoval,0,0,0,908c670d-bf32-47fd-94e3-5e88b5f5858b,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,99.0,96.0,101.0,63.0,94.0,89.0,123.0,100.0,107.0,,,,0.256,,,0.285,0.09,-1.22,,,0.02,0.27,93.0,,,86.5,76.5,0.336,,,0.267,0.2,0.286,83.0,99.0,98.0,100.0,69.0,97.0,86.0,0.111,0.258,0.36,0.3,93.2,0.184,0.269,,,,,,
27,2023-08-25,716855,Walk,walk,False,624413,663776,Pete Alonso,Patrick Sandoval,1,0,0,5a0c841d-9a42-40d9-b3d3-e5cc7a64d7c1,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,99.0,96.0,101.0,63.0,94.0,89.0,123.0,100.0,107.0,,,,0.256,,,0.285,0.09,-1.22,,,0.02,0.27,93.0,,,86.5,76.5,0.336,,,0.267,0.2,0.286,83.0,99.0,98.0,100.0,69.0,97.0,86.0,0.111,0.258,0.36,0.3,93.2,0.184,0.269,,,,,,
28,2023-08-25,716855,Strikeout,strikeout,True,682626,663776,Francisco Alvarez,Patrick Sandoval,0,0,0,aed84432-6c98-45cc-9aa3-3dbfe5d24f51,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,99.0,96.0,101.0,63.0,94.0,89.0,123.0,100.0,107.0,,,,0.256,,,0.285,0.09,-1.22,,,0.02,0.27,93.0,,,86.5,76.5,0.336,,,0.267,0.2,0.286,83.0,99.0,98.0,100.0,69.0,97.0,86.0,0.111,0.258,0.36,0.3,93.2,0.184,0.269,,,,,,
29,2023-08-25,716855,Strikeout,strikeout,True,592669,673540,Hunter Renfroe,Kodai Senga,0,0,0,41481abf-b559-4c5c-a5df-840735c102b0,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,93.0,95.0,93.0,0.37,0.25,0.237,0.11599999999999999,0.027000000000000003,0.17,2.52,0.95,-0.96,-0.23,95.7,90.8,83.2,82.7,72.8,0.244,0.244,0.11,0.219,0.333,0.125,,,,,,,,,,,,,,,,,,,,
30,2023-08-25,716855,Strikeout,strikeout,True,666160,673540,Mickey Moniak,Kodai Senga,0,0,0,00aaa004-4c68-49df-aa30-61bdbc5060ea,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,93.0,95.0,93.0,0.37,0.25,0.237,0.11599999999999999,0.027000000000000003,0.17,2.52,0.95,-0.96,-0.23,95.7,90.8,83.2,82.7,72.8,0.244,0.244,0.11,0.219,0.333,0.125,,,,,,,,,,,,,,,,,,,,
31,2023-08-25,716855,Groundout,field_out,True,545341,673540,Randal Grichuk,Kodai Senga,1,1,0,e657768a-70fe-48f2-b029-cb091d4816a5,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,93.0,95.0,93.0,0.37,0.25,0.237,0.11599999999999999,0.027000000000000003,0.17,2.52,0.95,-0.96,-0.23,95.7,90.8,83.2,82.7,72.8,0.244,0.244,0.11,0.219,0.333,0.125,,,,,,,,,,,,,,,,,,,,
32,2023-08-25,716855,Groundout,field_out,True,621466,663776,DJ Stewart,Patrick Sandoval,0,0,0,098adf72-f021-4fdb-a883-0c64615c7e5f,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,99.0,96.0,101.0,63.0,94.0,89.0,123.0,100.0,107.0,,,,0.256,,,0.285,0.09,-1.22,,,0.02,0.27,93.0,,,86.5,76.5,0.336,,,0.267,0.2,0.286,83.0,99.0,98.0,100.0,69.0,97.0,86.0,0.111,0.258,0.36,0.3,93.2,0.184,0.269,,,,,,
33,2023-08-25,716855,Flyout,field_out,True,664901,663776,Danny Mendick,Patrick Sandoval,0,0,0,67b770a2-a7ff-47ba-8726-d135aca7867f,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,99.0,96.0,101.0,63.0,94.0,89.0,123.0,100.0,107.0,,,,0.256,,,0.285,0.09,-1.22,,,0.02,0.27,93.0,,,86.5,76.5,0.336,,,0.267,0.2,0.286,83.0,99.0,98.0,100.0,69.0,97.0,86.0,0.111,0.258,0.36,0.3,93.2,0.184,0.269,,,,,,
34,2023-08-25,716855,Flyout,field_out,True,660620,663776,Jonathan Araúz,Patrick Sandoval,0,0,0,e27d4aeb-e2a8-4e85-83ec-51ec25ddd166,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,99.0,96.0,101.0,63.0,94.0,89.0,123.0,100.0,107.0,,,,0.256,,,0.285,0.09,-1.22,,,0.02,0.27,93.0,,,86.5,76.5,0.336,,,0.267,0.2,0.286,83.0,99.0,98.0,100.0,69.0,97.0,86.0,0.111,0.258,0.36,0.3,93.2,0.184,0.269,,,,,,
35,2023-08-25,716855,Strikeout,strikeout,True,694384,673540,Nolan Schanuel,Kodai Senga,0,0,0,aa360bc2-c6cc-4bc2-8f42-d100cda0442c,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,93.0,95.0,93.0,0.37,0.25,0.237,0.11599999999999999,0.027000000000000003,0.17,2.52,0.95,-0.96,-0.23,95.7,90.8,83.2,82.7,72.8,0.244,0.244,0.11,0.219,0.333,0.125,,,,,,,,,,,,,,,,,,,,
36,2023-08-25,716855,Walk,walk,False,660271,673540,Shohei Ohtani,Kodai Senga,0,0,0,8284d696-d339-4e83-b58f-24d134aa0d9f,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,93.0,95.0,93.0,0.37,0.25,0.237,0.11599999999999999,0.027000000000000003,0.17,2.52,0.95,-0.96,-0.23,95.7,90.8,83.2,82.7,72.8,0.244,0.244,0.11,0.219,0.333,0.125,,,,,,,,,,,,,,,,,,,,
