,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,CH%,wSI/C,wCU/C,wCH/C,vSI,vCU,SI_ba,CU_ba,CH_ba,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,wFA/C,wFC/C,wFS/C,wSL/C,vFA,vFC,vFS,vSL,FC_ba,ST_ba,FF_ba,SL_ba,FS_ba
0,2023-08-06,717111,Strikeout,strikeout,True,593160,657514,Whit Merrifield,Brennan Bernardino,0,0,0,d7539022-7bbf-4b5d-90ed-4bb3ddc8df9e,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,3.2,4.07,50.2,96.0,88.0,90.0,0.773,10.3,3.2,8.53,0.71,1.86,0.254,0.34299999999999997,0.149,0.321,0.457,82.4,34.0,68.0,70.0,101.0,93.0,93.0,79.0,100.0,88.0,0.5589999999999999,0.42700000000000005,0.013999999999999999,1.73,-0.78,-13.88,90.8,77.6,0.252,0.238,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-06,717111,Strikeout,strikeout,True,474832,657514,Brandon Belt,Brennan Bernardino,0,0,0,481c7fe4-a66f-4401-ac3a-19c9b4e401a6,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,3.2,4.07,50.2,96.0,88.0,90.0,0.773,10.3,3.2,8.53,0.71,1.86,0.254,0.34299999999999997,0.149,0.321,0.457,82.4,34.0,68.0,70.0,101.0,93.0,93.0,79.0,100.0,88.0,0.5589999999999999,0.42700000000000005,0.013999999999999999,1.73,-0.78,-13.88,90.8,77.6,0.252,0.238,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-06,717111,Single,single,False,676914,657514,Davis Schneider,Brennan Bernardino,1,0,0,db2a2149-231a-4fca-ad7c-1d7dec60199c,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,3.2,4.07,50.2,96.0,88.0,90.0,0.773,10.3,3.2,8.53,0.71,1.86,0.254,0.34299999999999997,0.149,0.321,0.457,82.4,34.0,68.0,70.0,101.0,93.0,93.0,79.0,100.0,88.0,0.5589999999999999,0.42700000000000005,0.013999999999999999,1.73,-0.78,-13.88,90.8,77.6,0.252,0.238,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-06,717111,Double,double,False,543807,657514,George Springer,Brennan Bernardino,1,0,1,fde3cb7c-e0a2-45b7-97fe-a8baa69ea04a,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,3.2,4.07,50.2,96.0,88.0,90.0,0.773,10.3,3.2,8.53,0.71,1.86,0.254,0.34299999999999997,0.149,0.321,0.457,82.4,34.0,68.0,70.0,101.0,93.0,93.0,79.0,100.0,88.0,0.5589999999999999,0.42700000000000005,0.013999999999999999,1.73,-0.78,-13.88,90.8,77.6,0.252,0.238,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-08-06,717111,Flyout,field_out,True,656305,657514,Matt Chapman,Brennan Bernardino,0,0,0,b89b3b5b-3612-4c9d-bbec-6682a951fa30,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,3.2,4.07,50.2,96.0,88.0,90.0,0.773,10.3,3.2,8.53,0.71,1.86,0.254,0.34299999999999997,0.149,0.321,0.457,82.4,34.0,68.0,70.0,101.0,93.0,93.0,79.0,100.0,88.0,0.5589999999999999,0.42700000000000005,0.013999999999999999,1.73,-0.78,-13.88,90.8,77.6,0.252,0.238,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-08-06,717111,Flyout,field_out,True,680776,605135,Jarren Duran,Chris Bassitt,0,0,0,7d5ea956-cab7-4a65-b50c-0d93847a0a08,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,93.0,92.0,100.0,92.0,104.0,98.0,0.39299999999999996,0.126,0.065,2.11,0.67,1.71,91.9,70.7,0.22,0.192,0.189,74.0,106.0,98.0,106.0,93.0,102.0,95.0,105.0,102.0,78.0,84.0,84.0,0.09300000000000001,0.153,0.033,0.136,-3.9,-1.13,-3.07,-0.72,92.4,87.8,82.6,75.6,0.274,0.197,0.333,0.227,0.375
6,2023-08-06,717111,Groundout,field_out,True,807799,605135,Masataka Yoshida,Chris Bassitt,0,0,0,d40828ec-c07e-4478-8f75-767d164c9698,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,93.0,92.0,100.0,92.0,104.0,98.0,0.39299999999999996,0.126,0.065,2.11,0.67,1.71,91.9,70.7,0.22,0.192,0.189,74.0,106.0,98.0,106.0,93.0,102.0,95.0,105.0,102.0,78.0,84.0,84.0,0.09300000000000001,0.153,0.033,0.136,-3.9,-1.13,-3.07,-0.72,92.4,87.8,82.6,75.6,0.274,0.197,0.333,0.227,0.375
7,2023-08-06,717111,Single,single,False,457759,605135,Justin Turner,Chris Bassitt,1,1,0,3d7b3b8e-5556-4f1c-ac43-afb38792a486,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,93.0,92.0,100.0,92.0,104.0,98.0,0.39299999999999996,0.126,0.065,2.11,0.67,1.71,91.9,70.7,0.22,0.192,0.189,74.0,106.0,98.0,106.0,93.0,102.0,95.0,105.0,102.0,78.0,84.0,84.0,0.09300000000000001,0.153,0.033,0.136,-3.9,-1.13,-3.07,-0.72,92.4,87.8,82.6,75.6,0.274,0.197,0.333,0.227,0.375
8,2023-08-06,717111,Double,double,False,646240,605135,Rafael Devers,Chris Bassitt,0,0,1,d81bd349-1960-4bfd-9b6f-4bbc1537d5d3,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,93.0,92.0,100.0,92.0,104.0,98.0,0.39299999999999996,0.126,0.065,2.11,0.67,1.71,91.9,70.7,0.22,0.192,0.189,74.0,106.0,98.0,106.0,93.0,102.0,95.0,105.0,102.0,78.0,84.0,84.0,0.09300000000000001,0.153,0.033,0.136,-3.9,-1.13,-3.07,-0.72,92.4,87.8,82.6,75.6,0.274,0.197,0.333,0.227,0.375
9,2023-08-06,717111,Walk,walk,False,671213,605135,Triston Casas,Chris Bassitt,0,0,0,5913648a-eda6-465e-a40e-e556908dbe7d,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,93.0,92.0,100.0,92.0,104.0,98.0,0.39299999999999996,0.126,0.065,2.11,0.67,1.71,91.9,70.7,0.22,0.192,0.189,74.0,106.0,98.0,106.0,93.0,102.0,95.0,105.0,102.0,78.0,84.0,84.0,0.09300000000000001,0.153,0.033,0.136,-3.9,-1.13,-3.07,-0.72,92.4,87.8,82.6,75.6,0.274,0.197,0.333,0.227,0.375
10,2023-08-06,717111,Forceout,force_out,True,657077,605135,Alex Verdugo,Chris Bassitt,1,0,1,18717694-19fe-4204-bfe3-e9d10df70bf6,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,93.0,92.0,100.0,92.0,104.0,98.0,0.39299999999999996,0.126,0.065,2.11,0.67,1.71,91.9,70.7,0.22,0.192,0.189,74.0,106.0,98.0,106.0,93.0,102.0,95.0,105.0,102.0,78.0,84.0,84.0,0.09300000000000001,0.153,0.033,0.136,-3.9,-1.13,-3.07,-0.72,92.4,87.8,82.6,75.6,0.274,0.197,0.333,0.227,0.375
11,2023-08-06,717111,Groundout,field_out,True,624415,669684,Cavan Biggio,Chris Murphy,0,0,0,b7fe9d4a-dea3-48b6-afba-f5c6fc20da78,669684.0,chrismurphy,Murphy,Left,Chris Murphy,4.91,3.63,47.2,95.0,95.0,96.0,0.802,9.25,3.21,9.44,0.94,1.26,0.29,0.434,0.131,0.276,0.40700000000000003,84.9,69.0,93.0,89.0,95.0,100.0,102.0,,,,,0.183,0.063,,2.77,3.21,,75.8,,0.121,0.0,96.0,92.0,88.0,104.0,96.0,102.0,,,,,,,0.387,,,0.36700000000000005,-1.49,,,-0.7,93.9,,,86.8,,0.3,0.338,0.298,
12,2023-08-06,717111,Single,single,False,672386,669684,Alejandro Kirk,Chris Murphy,1,1,0,1d38d7c6-9e3e-49ea-a0e8-7ba667d6672d,669684.0,chrismurphy,Murphy,Left,Chris Murphy,4.91,3.63,47.2,95.0,95.0,96.0,0.802,9.25,3.21,9.44,0.94,1.26,0.29,0.434,0.131,0.276,0.40700000000000003,84.9,69.0,93.0,89.0,95.0,100.0,102.0,,,,,0.183,0.063,,2.77,3.21,,75.8,,0.121,0.0,96.0,92.0,88.0,104.0,96.0,102.0,,,,,,,0.387,,,0.36700000000000005,-1.49,,,-0.7,93.9,,,86.8,,0.3,0.338,0.298,
13,2023-08-06,717111,Pop Out,field_out,True,595281,669684,Kevin Kiermaier,Chris Murphy,0,0,0,e12b1886-9dc7-4836-9677-bf0f1e18ae86,669684.0,chrismurphy,Murphy,Left,Chris Murphy,4.91,3.63,47.2,95.0,95.0,96.0,0.802,9.25,3.21,9.44,0.94,1.26,0.29,0.434,0.131,0.276,0.40700000000000003,84.9,69.0,93.0,89.0,95.0,100.0,102.0,,,,,0.183,0.063,,2.77,3.21,,75.8,,0.121,0.0,96.0,92.0,88.0,104.0,96.0,102.0,,,,,,,0.387,,,0.36700000000000005,-1.49,,,-0.7,93.9,,,86.8,,0.3,0.338,0.298,
14,2023-08-06,717111,Strikeout,strikeout,True,657557,669684,Paul DeJong,Chris Murphy,0,0,0,d8f2fadb-8699-4d5f-8330-339f70891580,669684.0,chrismurphy,Murphy,Left,Chris Murphy,4.91,3.63,47.2,95.0,95.0,96.0,0.802,9.25,3.21,9.44,0.94,1.26,0.29,0.434,0.131,0.276,0.40700000000000003,84.9,69.0,93.0,89.0,95.0,100.0,102.0,,,,,0.183,0.063,,2.77,3.21,,75.8,,0.121,0.0,96.0,92.0,88.0,104.0,96.0,102.0,,,,,,,0.387,,,0.36700000000000005,-1.49,,,-0.7,93.9,,,86.8,,0.3,0.338,0.298,
15,2023-08-06,717111,Single,single,False,649966,605135,Luis Urías,Chris Bassitt,0,0,0,3c299eeb-e437-4088-b998-2795edceba81,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,93.0,92.0,100.0,92.0,104.0,98.0,0.39299999999999996,0.126,0.065,2.11,0.67,1.71,91.9,70.7,0.22,0.192,0.189,74.0,106.0,98.0,106.0,93.0,102.0,95.0,105.0,102.0,78.0,84.0,84.0,0.09300000000000001,0.153,0.033,0.136,-3.9,-1.13,-3.07,-0.72,92.4,87.8,82.6,75.6,0.274,0.197,0.333,0.227,0.375
16,2023-08-06,717111,Lineout,field_out,True,624512,605135,Reese McGuire,Chris Bassitt,0,0,0,2c01b7b6-01a6-4e68-951a-74a9422d89f8,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,93.0,92.0,100.0,92.0,104.0,98.0,0.39299999999999996,0.126,0.065,2.11,0.67,1.71,91.9,70.7,0.22,0.192,0.189,74.0,106.0,98.0,106.0,93.0,102.0,95.0,105.0,102.0,78.0,84.0,84.0,0.09300000000000001,0.153,0.033,0.136,-3.9,-1.13,-3.07,-0.72,92.4,87.8,82.6,75.6,0.274,0.197,0.333,0.227,0.375
17,2023-08-06,717111,Walk,walk,False,622569,605135,Pablo Reyes,Chris Bassitt,0,0,1,51391844-b0eb-4ad7-93b7-f7e3e943298f,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,93.0,92.0,100.0,92.0,104.0,98.0,0.39299999999999996,0.126,0.065,2.11,0.67,1.71,91.9,70.7,0.22,0.192,0.189,74.0,106.0,98.0,106.0,93.0,102.0,95.0,105.0,102.0,78.0,84.0,84.0,0.09300000000000001,0.153,0.033,0.136,-3.9,-1.13,-3.07,-0.72,92.4,87.8,82.6,75.6,0.274,0.197,0.333,0.227,0.375
18,2023-08-06,717111,Grounded Into DP,grounded_into_double_play,True,680776,605135,Jarren Duran,Chris Bassitt,1,0,1,ac01aede-b101-4875-8414-4c70ca0ee78e,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,93.0,92.0,100.0,92.0,104.0,98.0,0.39299999999999996,0.126,0.065,2.11,0.67,1.71,91.9,70.7,0.22,0.192,0.189,74.0,106.0,98.0,106.0,93.0,102.0,95.0,105.0,102.0,78.0,84.0,84.0,0.09300000000000001,0.153,0.033,0.136,-3.9,-1.13,-3.07,-0.72,92.4,87.8,82.6,75.6,0.274,0.197,0.333,0.227,0.375
19,2023-08-06,717111,Groundout,field_out,True,593160,669684,Whit Merrifield,Chris Murphy,0,0,0,73cad911-ac5f-4158-9773-cacd446d7736,669684.0,chrismurphy,Murphy,Left,Chris Murphy,4.91,3.63,47.2,95.0,95.0,96.0,0.802,9.25,3.21,9.44,0.94,1.26,0.29,0.434,0.131,0.276,0.40700000000000003,84.9,69.0,93.0,89.0,95.0,100.0,102.0,,,,,0.183,0.063,,2.77,3.21,,75.8,,0.121,0.0,96.0,92.0,88.0,104.0,96.0,102.0,,,,,,,0.387,,,0.36700000000000005,-1.49,,,-0.7,93.9,,,86.8,,0.3,0.338,0.298,
