,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSL,vCU,FF_ba,CH_ba,FC_ba,SL_ba,CU_ba,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,SI_ba,Stf+ SI,Loc+ SI,Pit+ SI,ST_ba
0,2023-07-18,717361,Strikeout,strikeout,True,605141,669330,Mookie Betts,Tyler Wells,0,0,0,0efc226e-317e-4fbf-bb98-818c4359bdb7,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,95.0,100.0,84.0,102.0,99.0,88.0,108.0,103.0,85.0,100.0,96.0,0.377,0.195,0.16399999999999998,0.078,0.185,0.59,0.67,1.18,0.41,0.43,92.5,88.7,84.0,74.1,0.2,0.196,0.212,0.149,0.217,,,,,,,,,,,,,,
1,2023-07-18,717361,Single,single,False,518692,669330,Freddie Freeman,Tyler Wells,1,0,0,ae608c86-b004-4ad3-88ec-a83a0f1de330,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,95.0,100.0,84.0,102.0,99.0,88.0,108.0,103.0,85.0,100.0,96.0,0.377,0.195,0.16399999999999998,0.078,0.185,0.59,0.67,1.18,0.41,0.43,92.5,88.7,84.0,74.1,0.2,0.196,0.212,0.149,0.217,,,,,,,,,,,,,,
2,2023-07-18,717361,Lineout,field_out,True,669257,669330,Will Smith,Tyler Wells,0,0,0,0480e6b1-74fb-4a7c-926d-0ea6e4468e2c,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,95.0,100.0,84.0,102.0,99.0,88.0,108.0,103.0,85.0,100.0,96.0,0.377,0.195,0.16399999999999998,0.078,0.185,0.59,0.67,1.18,0.41,0.43,92.5,88.7,84.0,74.1,0.2,0.196,0.212,0.149,0.217,,,,,,,,,,,,,,
3,2023-07-18,717361,Strikeout,strikeout,True,571970,669330,Max Muncy,Tyler Wells,0,0,0,be11bc34-edb1-4bb5-8355-c4e0d43d898c,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,95.0,100.0,84.0,102.0,99.0,88.0,108.0,103.0,85.0,100.0,96.0,0.377,0.195,0.16399999999999998,0.078,0.185,0.59,0.67,1.18,0.41,0.43,92.5,88.7,84.0,74.1,0.2,0.196,0.212,0.149,0.217,,,,,,,,,,,,,,
4,2023-07-18,717361,Groundout,field_out,True,683002,675627,Gunnar Henderson,Michael Grove,0,0,0,0bfa414f-bdaf-4101-b318-7697b057122d,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,,,,86.0,102.0,95.0,106.0,106.0,111.0,94.0,103.0,105.0,0.327,0.075,0.382,,0.003,-3.57,0.93,1.07,,-16.59,94.8,89.2,85.6,,0.442,,0.261,0.2,0.308,98.0,93.0,98.0,0.042,0.17,1.99,-0.36,94.7,78.3,0.286,,,,
5,2023-07-18,717361,Flyout,field_out,True,668939,675627,Adley Rutschman,Michael Grove,0,0,0,6fada468-900a-443f-a288-87b8f2b25875,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,,,,86.0,102.0,95.0,106.0,106.0,111.0,94.0,103.0,105.0,0.327,0.075,0.382,,0.003,-3.57,0.93,1.07,,-16.59,94.8,89.2,85.6,,0.442,,0.261,0.2,0.308,98.0,93.0,98.0,0.042,0.17,1.99,-0.36,94.7,78.3,0.286,,,,
6,2023-07-18,717361,Groundout,field_out,True,623993,675627,Anthony Santander,Michael Grove,0,0,0,2e01cb26-3fa2-41e2-bdd0-f433e1b16b54,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,,,,86.0,102.0,95.0,106.0,106.0,111.0,94.0,103.0,105.0,0.327,0.075,0.382,,0.003,-3.57,0.93,1.07,,-16.59,94.8,89.2,85.6,,0.442,,0.261,0.2,0.308,98.0,93.0,98.0,0.042,0.17,1.99,-0.36,94.7,78.3,0.286,,,,
7,2023-07-18,717361,Walk,walk,False,502110,669330,J.D. Martinez,Tyler Wells,1,0,0,4081b916-f339-4375-a4f9-d333402dd808,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,95.0,100.0,84.0,102.0,99.0,88.0,108.0,103.0,85.0,100.0,96.0,0.377,0.195,0.16399999999999998,0.078,0.185,0.59,0.67,1.18,0.41,0.43,92.5,88.7,84.0,74.1,0.2,0.196,0.212,0.149,0.217,,,,,,,,,,,,,,
8,2023-07-18,717361,Single,single,False,444482,669330,David Peralta,Tyler Wells,1,0,1,900d4744-9a97-4f98-b950-7aa84cbf3f50,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,95.0,100.0,84.0,102.0,99.0,88.0,108.0,103.0,85.0,100.0,96.0,0.377,0.195,0.16399999999999998,0.078,0.185,0.59,0.67,1.18,0.41,0.43,92.5,88.7,84.0,74.1,0.2,0.196,0.212,0.149,0.217,,,,,,,,,,,,,,
9,2023-07-18,717361,Home Run,home_run,False,518792,669330,Jason Heyward,Tyler Wells,0,0,1,20c559fe-c396-483e-ae11-fff3e2e8df1e,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,95.0,100.0,84.0,102.0,99.0,88.0,108.0,103.0,85.0,100.0,96.0,0.377,0.195,0.16399999999999998,0.078,0.185,0.59,0.67,1.18,0.41,0.43,92.5,88.7,84.0,74.1,0.2,0.196,0.212,0.149,0.217,,,,,,,,,,,,,,
