,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSL/C,wCU/C,vFA,vFC,vFS,vSL,vCU,FF_ba,CU_ba,SL_ba,FC_ba,ST_ba,FS_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vSI,SI_ba,CH_ba
0,2023-05-16,718149,Strikeout,strikeout,True,641487,601713,J.P. Crawford,Nick Pivetta,0,0,0,20d99c43-a374-4e3f-b6f6-f758be6c9da0,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,4.04,3.98,142.2,102.0,119.0,107.0,0.733,11.54,3.15,6.94,1.45,0.87,0.231,0.43799999999999994,0.124,0.354,0.42100000000000004,117.0,102.0,106.0,125.0,101.0,109.0,124.0,107.0,112.0,78.0,104.0,98.0,49.0,109.0,69.0,0.506,0.078,0.005,0.165,0.247,0.57,0.67,-13.1,1.59,-0.09,94.6,88.4,84.8,85.8,79.4,0.214,0.215,0.189,0.267,0.114,0.25,,,,,,,,,,,,,,
1,2023-05-16,718149,Lineout,field_out,True,664034,601713,Ty France,Nick Pivetta,0,0,0,2534b7e7-8a3a-4454-8c5f-5380c9aa5fd4,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,4.04,3.98,142.2,102.0,119.0,107.0,0.733,11.54,3.15,6.94,1.45,0.87,0.231,0.43799999999999994,0.124,0.354,0.42100000000000004,117.0,102.0,106.0,125.0,101.0,109.0,124.0,107.0,112.0,78.0,104.0,98.0,49.0,109.0,69.0,0.506,0.078,0.005,0.165,0.247,0.57,0.67,-13.1,1.59,-0.09,94.6,88.4,84.8,85.8,79.4,0.214,0.215,0.189,0.267,0.114,0.25,,,,,,,,,,,,,,
2,2023-05-16,718149,Strikeout,strikeout,True,677594,601713,Julio Rodríguez,Nick Pivetta,0,0,0,5bc60c49-4b8d-43bc-8290-ba57ff64f1c6,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,4.04,3.98,142.2,102.0,119.0,107.0,0.733,11.54,3.15,6.94,1.45,0.87,0.231,0.43799999999999994,0.124,0.354,0.42100000000000004,117.0,102.0,106.0,125.0,101.0,109.0,124.0,107.0,112.0,78.0,104.0,98.0,49.0,109.0,69.0,0.506,0.078,0.005,0.165,0.247,0.57,0.67,-13.1,1.59,-0.09,94.6,88.4,84.8,85.8,79.4,0.214,0.215,0.189,0.267,0.114,0.25,,,,,,,,,,,,,,
3,2023-05-16,718149,Field Error,field_error,False,657077,622491,Alex Verdugo,Luis Castillo,1,0,0,6a0432b6-fc77-46fa-806f-4a547b665531,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,,,,95.0,104.0,100.0,117.0,100.0,108.0,,,,,,,0.444,,,0.221,,1.31,,,-0.12,,96.3,,,85.7,,0.165,,0.234,,,,88.3,83.0,108.0,105.0,82.0,103.0,95.0,0.179,0.156,0.6,-1.6,95.9,0.239,0.28
4,2023-05-16,718149,Triple,triple,False,807799,622491,Masataka Yoshida,Luis Castillo,0,0,1,7a26a082-8e0d-4fcf-bab2-0ff42a3fc164,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,,,,95.0,104.0,100.0,117.0,100.0,108.0,,,,,,,0.444,,,0.221,,1.31,,,-0.12,,96.3,,,85.7,,0.165,,0.234,,,,88.3,83.0,108.0,105.0,82.0,103.0,95.0,0.179,0.156,0.6,-1.6,95.9,0.239,0.28
5,2023-05-16,718149,Home Run,home_run,False,457759,622491,Justin Turner,Luis Castillo,0,0,1,01457717-51e3-4723-8243-cd77e41290ee,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,,,,95.0,104.0,100.0,117.0,100.0,108.0,,,,,,,0.444,,,0.221,,1.31,,,-0.12,,96.3,,,85.7,,0.165,,0.234,,,,88.3,83.0,108.0,105.0,82.0,103.0,95.0,0.179,0.156,0.6,-1.6,95.9,0.239,0.28
6,2023-05-16,718149,Groundout,field_out,True,646240,622491,Rafael Devers,Luis Castillo,0,0,0,7df028fd-3d68-4874-95fd-4059d0760632,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,,,,95.0,104.0,100.0,117.0,100.0,108.0,,,,,,,0.444,,,0.221,,1.31,,,-0.12,,96.3,,,85.7,,0.165,,0.234,,,,88.3,83.0,108.0,105.0,82.0,103.0,95.0,0.179,0.156,0.6,-1.6,95.9,0.239,0.28
7,2023-05-16,718149,Strikeout,strikeout,True,680776,622491,Jarren Duran,Luis Castillo,0,0,0,bbdda8f0-76da-4b3d-b539-7fb552a310b1,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,,,,95.0,104.0,100.0,117.0,100.0,108.0,,,,,,,0.444,,,0.221,,1.31,,,-0.12,,96.3,,,85.7,,0.165,,0.234,,,,88.3,83.0,108.0,105.0,82.0,103.0,95.0,0.179,0.156,0.6,-1.6,95.9,0.239,0.28
8,2023-05-16,718149,Home Run,home_run,False,671213,622491,Triston Casas,Luis Castillo,0,0,0,52f43b5b-8b78-4925-b44e-b0794bfbc99c,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,,,,95.0,104.0,100.0,117.0,100.0,108.0,,,,,,,0.444,,,0.221,,1.31,,,-0.12,,96.3,,,85.7,,0.165,,0.234,,,,88.3,83.0,108.0,105.0,82.0,103.0,95.0,0.179,0.156,0.6,-1.6,95.9,0.239,0.28
9,2023-05-16,718149,Walk,walk,False,665839,622491,Enmanuel Valdez,Luis Castillo,0,0,0,5bceee0d-23bc-45bc-9860-9d95e1463cf6,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,,,,95.0,104.0,100.0,117.0,100.0,108.0,,,,,,,0.444,,,0.221,,1.31,,,-0.12,,96.3,,,85.7,,0.165,,0.234,,,,88.3,83.0,108.0,105.0,82.0,103.0,95.0,0.179,0.156,0.6,-1.6,95.9,0.239,0.28
