,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,SI_ba,CU_ba,CH_ba,SL_ba,FC_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FF_ba,Stf+ SL,Loc+ SL,Pit+ SL
0,2023-04-28,718389,Groundout,field_out,True,681082,664285,Bryson Stott,Framber Valdez,0,0,0,3cd39a51-cfaf-4942-9eea-d657c7e7b811,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.24600000000000002,0.44299999999999995,0.109,0.374,0.445,90.1,96.0,98.0,94.0,118.0,98.0,106.0,98.0,-63.0,-49.0,97.0,98.0,96.0,99.0,99.0,95.0,0.46799999999999997,0.001,0.034,0.087,0.253,0.157,-16.35,0.45,0.93,-0.32,1.07,0.73,95.7,89.1,95.3,84.7,80.2,0.274,0.158,0.231,0.189,0.182,,,,,,,,,,
1,2023-04-28,718389,Groundout,field_out,True,607208,664285,Trea Turner,Framber Valdez,0,0,0,e0bebe0e-2e37-4ad7-8942-00ae4149a272,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.24600000000000002,0.44299999999999995,0.109,0.374,0.445,90.1,96.0,98.0,94.0,118.0,98.0,106.0,98.0,-63.0,-49.0,97.0,98.0,96.0,99.0,99.0,95.0,0.46799999999999997,0.001,0.034,0.087,0.253,0.157,-16.35,0.45,0.93,-0.32,1.07,0.73,95.7,89.1,95.3,84.7,80.2,0.274,0.158,0.231,0.189,0.182,,,,,,,,,,
2,2023-04-28,718389,Home Run,home_run,False,656941,664285,Kyle Schwarber,Framber Valdez,1,1,0,efc825ab-a7b0-451d-9627-db323b639f98,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.24600000000000002,0.44299999999999995,0.109,0.374,0.445,90.1,96.0,98.0,94.0,118.0,98.0,106.0,98.0,-63.0,-49.0,97.0,98.0,96.0,99.0,99.0,95.0,0.46799999999999997,0.001,0.034,0.087,0.253,0.157,-16.35,0.45,0.93,-0.32,1.07,0.73,95.7,89.1,95.3,84.7,80.2,0.274,0.158,0.231,0.189,0.182,,,,,,,,,,
3,2023-04-28,718389,Groundout,field_out,True,592206,664285,Nick Castellanos,Framber Valdez,0,0,0,9d8afbd8-bf2f-454a-85db-bb88e06f050e,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.24600000000000002,0.44299999999999995,0.109,0.374,0.445,90.1,96.0,98.0,94.0,118.0,98.0,106.0,98.0,-63.0,-49.0,97.0,98.0,96.0,99.0,99.0,95.0,0.46799999999999997,0.001,0.034,0.087,0.253,0.157,-16.35,0.45,0.93,-0.32,1.07,0.73,95.7,89.1,95.3,84.7,80.2,0.274,0.158,0.231,0.189,0.182,,,,,,,,,,
4,2023-04-28,718389,Flyout,field_out,True,643289,605400,Mauricio Dubón,Aaron Nola,0,0,0,eabcbf88-376a-414c-9fc5-e0cbd36156cf,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,,,,95.0,107.0,103.0,100.0,107.0,101.0,111.0,110.0,105.0,0.188,0.295,0.075,,,0.126,-0.03,0.4,0.46,,,0.14,92.7,86.3,91.8,,,0.279,0.221,0.22,,0.246,118.0,105.0,113.0,0.316,0.47,79.4,0.246,,,
5,2023-04-28,718389,Home Run,home_run,False,665161,605400,Jeremy Peña,Aaron Nola,0,0,0,3617522c-5593-44ac-932f-568bd2ade81b,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,,,,95.0,107.0,103.0,100.0,107.0,101.0,111.0,110.0,105.0,0.188,0.295,0.075,,,0.126,-0.03,0.4,0.46,,,0.14,92.7,86.3,91.8,,,0.279,0.221,0.22,,0.246,118.0,105.0,113.0,0.316,0.47,79.4,0.246,,,
6,2023-04-28,718389,Groundout,field_out,True,663656,605400,Kyle Tucker,Aaron Nola,0,0,0,ead508cf-b909-4a28-81c6-aa1747f7dadd,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,,,,95.0,107.0,103.0,100.0,107.0,101.0,111.0,110.0,105.0,0.188,0.295,0.075,,,0.126,-0.03,0.4,0.46,,,0.14,92.7,86.3,91.8,,,0.279,0.221,0.22,,0.246,118.0,105.0,113.0,0.316,0.47,79.4,0.246,,,
7,2023-04-28,718389,Flyout,field_out,True,608324,605400,Alex Bregman,Aaron Nola,1,0,0,49a7b4a0-6c63-406d-b4e1-89c1d6d8b5b7,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,,,,95.0,107.0,103.0,100.0,107.0,101.0,111.0,110.0,105.0,0.188,0.295,0.075,,,0.126,-0.03,0.4,0.46,,,0.14,92.7,86.3,91.8,,,0.279,0.221,0.22,,0.246,118.0,105.0,113.0,0.316,0.47,79.4,0.246,,,
8,2023-04-28,718389,Single,single,False,592663,664285,J.T. Realmuto,Framber Valdez,0,0,0,591e3e18-d791-441d-90eb-eb9ae2de51bb,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.24600000000000002,0.44299999999999995,0.109,0.374,0.445,90.1,96.0,98.0,94.0,118.0,98.0,106.0,98.0,-63.0,-49.0,97.0,98.0,96.0,99.0,99.0,95.0,0.46799999999999997,0.001,0.034,0.087,0.253,0.157,-16.35,0.45,0.93,-0.32,1.07,0.73,95.7,89.1,95.3,84.7,80.2,0.274,0.158,0.231,0.189,0.182,,,,,,,,,,
9,2023-04-28,718389,Grounded Into DP,grounded_into_double_play,True,664761,664285,Alec Bohm,Framber Valdez,0,0,1,658baf0a-f836-49fa-9d62-361a56ac24f6,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.24600000000000002,0.44299999999999995,0.109,0.374,0.445,90.1,96.0,98.0,94.0,118.0,98.0,106.0,98.0,-63.0,-49.0,97.0,98.0,96.0,99.0,99.0,95.0,0.46799999999999997,0.001,0.034,0.087,0.253,0.157,-16.35,0.45,0.93,-0.32,1.07,0.73,95.7,89.1,95.3,84.7,80.2,0.274,0.158,0.231,0.189,0.182,,,,,,,,,,
