,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,FF_ba,SL_ba,CH_ba,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,ST_ba,FC_ba
0,2023-05-13,718196,Groundout,field_out,True,669242,519242,Tommy Edman,Chris Sale,0,0,0,d1bcb06f-f37b-4876-9d6d-1ec56e57bbfc,519242.0,chrissale,Sale,Left,Chris Sale,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,86.1,81.0,103.0,99.0,99.0,102.0,100.0,98.0,94.0,96.0,92.0,98.0,100.0,0.062,0.43200000000000005,0.375,0.131,0.46,-1.13,0.7,-1.09,93.9,93.3,77.8,0.252,0.162,0.309,0.267,,,,,,,,,,,,,,,
1,2023-05-13,718196,Groundout,field_out,True,502671,519242,Paul Goldschmidt,Chris Sale,1,0,0,ae04b813-d2ea-4fb6-8754-54d84eb7a55b,519242.0,chrissale,Sale,Left,Chris Sale,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,86.1,81.0,103.0,99.0,99.0,102.0,100.0,98.0,94.0,96.0,92.0,98.0,100.0,0.062,0.43200000000000005,0.375,0.131,0.46,-1.13,0.7,-1.09,93.9,93.3,77.8,0.252,0.162,0.309,0.267,,,,,,,,,,,,,,,
2,2023-05-13,718196,Double,double,False,575929,519242,Willson Contreras,Chris Sale,0,0,0,4726c301-9b29-486d-9dcb-e29e0e5a1a96,519242.0,chrissale,Sale,Left,Chris Sale,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,86.1,81.0,103.0,99.0,99.0,102.0,100.0,98.0,94.0,96.0,92.0,98.0,100.0,0.062,0.43200000000000005,0.375,0.131,0.46,-1.13,0.7,-1.09,93.9,93.3,77.8,0.252,0.162,0.309,0.267,,,,,,,,,,,,,,,
3,2023-05-13,718196,Flyout,field_out,True,571448,519242,Nolan Arenado,Chris Sale,1,0,0,403f1e84-f8ca-4457-adf3-093c29f8415e,519242.0,chrissale,Sale,Left,Chris Sale,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,86.1,81.0,103.0,99.0,99.0,102.0,100.0,98.0,94.0,96.0,92.0,98.0,100.0,0.062,0.43200000000000005,0.375,0.131,0.46,-1.13,0.7,-1.09,93.9,93.3,77.8,0.252,0.162,0.309,0.267,,,,,,,,,,,,,,,
4,2023-05-13,718196,Lineout,field_out,True,657077,571927,Alex Verdugo,Steven Matz,0,0,0,adbe6478-0563-4eaf-8ca4-8ec8b76296fb,571927.0,stevenmatz,Matz,Left,Steven Matz,3.86,3.87,105.0,102.0,95.0,100.0,0.7759999999999999,8.4,2.74,9.26,0.94,1.4,0.29100000000000004,0.37,0.146,0.31,0.446,84.2,106.0,109.0,107.0,,,,87.0,101.0,96.0,62.0,82.0,90.0,0.561,,0.018000000000000002,0.27399999999999997,,0.41,-1.27,-0.09,,94.1,88.9,,0.5,0.291,0.24,108.0,96.0,100.0,0.14800000000000002,-0.6,78.5,0.259,,,,,,,,
5,2023-05-13,718196,Double,double,False,457759,571927,Justin Turner,Steven Matz,1,0,0,0294a6dc-9c86-466b-8749-b69f912bba44,571927.0,stevenmatz,Matz,Left,Steven Matz,3.86,3.87,105.0,102.0,95.0,100.0,0.7759999999999999,8.4,2.74,9.26,0.94,1.4,0.29100000000000004,0.37,0.146,0.31,0.446,84.2,106.0,109.0,107.0,,,,87.0,101.0,96.0,62.0,82.0,90.0,0.561,,0.018000000000000002,0.27399999999999997,,0.41,-1.27,-0.09,,94.1,88.9,,0.5,0.291,0.24,108.0,96.0,100.0,0.14800000000000002,-0.6,78.5,0.259,,,,,,,,
6,2023-05-13,718196,Flyout,field_out,True,608701,571927,Rob Refsnyder,Steven Matz,1,0,1,99586f16-23b4-49f7-8bac-b847867e97bd,571927.0,stevenmatz,Matz,Left,Steven Matz,3.86,3.87,105.0,102.0,95.0,100.0,0.7759999999999999,8.4,2.74,9.26,0.94,1.4,0.29100000000000004,0.37,0.146,0.31,0.446,84.2,106.0,109.0,107.0,,,,87.0,101.0,96.0,62.0,82.0,90.0,0.561,,0.018000000000000002,0.27399999999999997,,0.41,-1.27,-0.09,,94.1,88.9,,0.5,0.291,0.24,108.0,96.0,100.0,0.14800000000000002,-0.6,78.5,0.259,,,,,,,,
7,2023-05-13,718196,Single,single,True,646240,571927,Rafael Devers,Steven Matz,0,0,1,cdb089e5-f8f0-4b34-ad33-c9537d8963ca,571927.0,stevenmatz,Matz,Left,Steven Matz,3.86,3.87,105.0,102.0,95.0,100.0,0.7759999999999999,8.4,2.74,9.26,0.94,1.4,0.29100000000000004,0.37,0.146,0.31,0.446,84.2,106.0,109.0,107.0,,,,87.0,101.0,96.0,62.0,82.0,90.0,0.561,,0.018000000000000002,0.27399999999999997,,0.41,-1.27,-0.09,,94.1,88.9,,0.5,0.291,0.24,108.0,96.0,100.0,0.14800000000000002,-0.6,78.5,0.259,,,,,,,,
8,2023-05-13,718196,Strikeout,strikeout,True,660766,519242,Juan Yepez,Chris Sale,0,0,0,b43ac070-844e-4646-91cb-34f4503e6f5d,519242.0,chrissale,Sale,Left,Chris Sale,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,86.1,81.0,103.0,99.0,99.0,102.0,100.0,98.0,94.0,96.0,92.0,98.0,100.0,0.062,0.43200000000000005,0.375,0.131,0.46,-1.13,0.7,-1.09,93.9,93.3,77.8,0.252,0.162,0.309,0.267,,,,,,,,,,,,,,,
9,2023-05-13,718196,Walk,walk,False,666185,519242,Dylan Carlson,Chris Sale,1,0,0,460a73fc-271c-4cdd-8b9d-d77eed5681d5,519242.0,chrissale,Sale,Left,Chris Sale,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,86.1,81.0,103.0,99.0,99.0,102.0,100.0,98.0,94.0,96.0,92.0,98.0,100.0,0.062,0.43200000000000005,0.375,0.131,0.46,-1.13,0.7,-1.09,93.9,93.3,77.8,0.252,0.162,0.309,0.267,,,,,,,,,,,,,,,
