,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vSL,FF_ba,SL_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,ST_ba
0,2023-09-06,716689,Walk,walk,False,663457,675911,Lars Nootbaar,Spencer Strider,1,0,0,15e1bb80-fcf9-4789-881a-ddc7babecc70,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,,
1,2023-09-06,716689,Home Run,home_run,False,502671,675911,Paul Goldschmidt,Spencer Strider,0,0,1,7de300f0-ffd4-40d0-953a-4d1341a59951,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,,
2,2023-09-06,716689,Strikeout,strikeout,False,669357,675911,Nolan Gorman,Spencer Strider,0,0,1,c2772962-9ce0-4269-8f4c-40807b6c3c01,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,,
3,2023-09-06,716689,Single,single,False,571448,675911,Nolan Arenado,Spencer Strider,0,0,1,7c9774de-5ce6-47c8-a42b-fc4b35f14fa6,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,,
4,2023-09-06,716689,Groundout,field_out,True,575929,675911,Willson Contreras,Spencer Strider,0,0,1,0f9df6ca-968b-4bc4-86c0-ede2b73d1ebd,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,,
5,2023-09-06,716689,Single,single,True,676475,675911,Alec Burleson,Spencer Strider,0,0,1,1d6454e7-5989-4aa9-8480-f66abf25a53c,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,,
6,2023-09-06,716689,Strikeout,strikeout,True,691023,675911,Jordan Walker,Spencer Strider,0,0,0,6e4e6fc4-9dfd-4525-836b-63552df2d217,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,,
7,2023-09-06,716689,Flyout,field_out,True,660670,641712,Ronald Acuña Jr.,Dakota Hudson,1,1,0,159c6d00-8877-4ca6-bb4e-f7c3684a9de1,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,4.98,6.0,81.1,96.0,94.0,91.0,0.818,4.98,3.76,9.74,1.0,1.89,0.16,0.461,0.141,0.349,0.419,84.4,85.0,66.0,62.0,81.0,99.0,88.0,120.0,95.0,100.0,0.222,0.321,0.024,0.43,-0.76,-4.54,91.1,85.1,0.281,0.258,0.2,81.0,103.0,96.0,81.0,97.0,87.0,0.377,0.055,0.04,-0.31,91.6,81.4,0.308,0.25,,,,,,,,
8,2023-09-06,716689,Groundout,field_out,True,645277,641712,Ozzie Albies,Dakota Hudson,0,0,0,e45c1672-5b06-4f02-82b9-1f2e2cf34fdb,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,4.98,6.0,81.1,96.0,94.0,91.0,0.818,4.98,3.76,9.74,1.0,1.89,0.16,0.461,0.141,0.349,0.419,84.4,85.0,66.0,62.0,81.0,99.0,88.0,120.0,95.0,100.0,0.222,0.321,0.024,0.43,-0.76,-4.54,91.1,85.1,0.281,0.258,0.2,81.0,103.0,96.0,81.0,97.0,87.0,0.377,0.055,0.04,-0.31,91.6,81.4,0.308,0.25,,,,,,,,
9,2023-09-06,716689,Hit By Pitch,hit_by_pitch,False,663586,641712,Austin Riley,Dakota Hudson,0,0,0,df0e20e4-01a4-467a-87b3-1fd247d5443d,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,4.98,6.0,81.1,96.0,94.0,91.0,0.818,4.98,3.76,9.74,1.0,1.89,0.16,0.461,0.141,0.349,0.419,84.4,85.0,66.0,62.0,81.0,99.0,88.0,120.0,95.0,100.0,0.222,0.321,0.024,0.43,-0.76,-4.54,91.1,85.1,0.281,0.258,0.2,81.0,103.0,96.0,81.0,97.0,87.0,0.377,0.055,0.04,-0.31,91.6,81.4,0.308,0.25,,,,,,,,
