,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CH%,wSI/C,wSL/C,wCH/C,vSI,vSL,SI_ba,CH_ba,SL_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,wFA/C,wCU/C,vFA,vCU,FF_ba,CU_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-08-30,716787,Strikeout,strikeout,True,694384,650911,Nolan Schanuel,Cristopher Sánchez,0,0,0,481c7555-9e4e-4745-9580-dd354ccc59dc,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-30,716787,Flyout,field_out,True,650859,650911,Luis Rengifo,Cristopher Sánchez,0,0,0,df19ac72-2d1c-4342-bf5e-66238700c663,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-30,716787,Strikeout,strikeout,True,660271,650911,Shohei Ohtani,Cristopher Sánchez,0,0,0,a708e6d8-b42f-477c-b59e-b554093151b5,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-30,716787,Strikeout,strikeout,True,656941,672282,Kyle Schwarber,Reid Detmers,0,0,0,126b5a2a-f790-471e-8885-0deb0a81e010,672282.0,reiddetmers,Detmers,Left,Reid Detmers,4.48,4.55,148.2,99.0,101.0,99.0,0.7490000000000001,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.36200000000000004,0.43799999999999994,84.8,92.0,101.0,97.0,,,,124.0,100.0,102.0,,0.319,0.054000000000000006,,0.91,-2.03,,88.7,,0.242,0.236,93.0,94.0,105.0,87.0,101.0,95.0,0.43200000000000005,0.19399999999999998,-0.38,0.14,94.3,74.7,0.291,0.191,0.0,,,,,,,,,,,,,,,,,,,,
4,2023-08-30,716787,Hit By Pitch,hit_by_pitch,False,607208,672282,Trea Turner,Reid Detmers,1,0,0,4401dafb-e105-4be0-99e8-4a36452190c3,672282.0,reiddetmers,Detmers,Left,Reid Detmers,4.48,4.55,148.2,99.0,101.0,99.0,0.7490000000000001,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.36200000000000004,0.43799999999999994,84.8,92.0,101.0,97.0,,,,124.0,100.0,102.0,,0.319,0.054000000000000006,,0.91,-2.03,,88.7,,0.242,0.236,93.0,94.0,105.0,87.0,101.0,95.0,0.43200000000000005,0.19399999999999998,-0.38,0.14,94.3,74.7,0.291,0.191,0.0,,,,,,,,,,,,,,,,,,,,
5,2023-08-30,716787,Grounded Into DP,grounded_into_double_play,True,547180,672282,Bryce Harper,Reid Detmers,1,0,1,f49c6542-bdd4-4dc5-a384-1e0d80298bad,672282.0,reiddetmers,Detmers,Left,Reid Detmers,4.48,4.55,148.2,99.0,101.0,99.0,0.7490000000000001,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.36200000000000004,0.43799999999999994,84.8,92.0,101.0,97.0,,,,124.0,100.0,102.0,,0.319,0.054000000000000006,,0.91,-2.03,,88.7,,0.242,0.236,93.0,94.0,105.0,87.0,101.0,95.0,0.43200000000000005,0.19399999999999998,-0.38,0.14,94.3,74.7,0.291,0.191,0.0,,,,,,,,,,,,,,,,,,,,
6,2023-08-30,716787,Groundout,field_out,True,592273,650911,Brandon Drury,Cristopher Sánchez,0,0,0,976e26f1-cbe4-4dd7-9c66-b5cce46b27ed,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023-08-30,716787,Lineout,field_out,True,545341,650911,Randal Grichuk,Cristopher Sánchez,0,0,0,2b28a5f5-72bc-4b6c-a99a-1fdac5a7051c,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-08-30,716787,Double,double,False,681351,650911,Logan O'Hoppe,Cristopher Sánchez,0,0,0,0cdc7926-317d-4bcc-b95e-e6221f850c61,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-08-30,716787,Home Run,home_run,False,592669,650911,Hunter Renfroe,Cristopher Sánchez,0,0,1,0e600adf-0798-414e-a2c1-b18cef89d3a2,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
