,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,CH_ba,SL_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,ST_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-04-23,718454,Flyout,field_out,True,669743,641927,Alex Call,Bailey Ober,0,0,0,c2ea652f-f1fe-40f4-8909-16cc181b317f,641927.0,baileyober,Ober,Right,Bailey Ober,3.43,3.63,144.1,105.0,83.0,101.0,0.7390000000000001,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.41100000000000003,83.7,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,83.0,99.0,96.0,0.457,0.196,0.067,0.28,0.75,-0.7,1.44,1.08,91.3,81.0,77.5,0.232,0.226,0.255,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-23,718454,Walk,walk,False,600869,641927,Jeimer Candelario,Bailey Ober,0,0,0,c198c1d6-49a6-449a-91a1-24ca32028ccc,641927.0,baileyober,Ober,Right,Bailey Ober,3.43,3.63,144.1,105.0,83.0,101.0,0.7390000000000001,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.41100000000000003,83.7,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,83.0,99.0,96.0,0.457,0.196,0.067,0.28,0.75,-0.7,1.44,1.08,91.3,81.0,77.5,0.232,0.226,0.255,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-23,718454,Pop Out,field_out,True,608841,641927,Joey Meneses,Bailey Ober,1,0,0,d505427a-f6a3-482c-ab77-de482180ec0b,641927.0,baileyober,Ober,Right,Bailey Ober,3.43,3.63,144.1,105.0,83.0,101.0,0.7390000000000001,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.41100000000000003,83.7,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,83.0,99.0,96.0,0.457,0.196,0.067,0.28,0.75,-0.7,1.44,1.08,91.3,81.0,77.5,0.232,0.226,0.255,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-23,718454,Walk,walk,False,671277,641927,Luis García Jr.,Bailey Ober,0,0,1,1646af1a-7550-4287-88e3-cd08fb669905,641927.0,baileyober,Ober,Right,Bailey Ober,3.43,3.63,144.1,105.0,83.0,101.0,0.7390000000000001,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.41100000000000003,83.7,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,83.0,99.0,96.0,0.457,0.196,0.067,0.28,0.75,-0.7,1.44,1.08,91.3,81.0,77.5,0.232,0.226,0.255,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-04-23,718454,Double,double,False,660688,641927,Keibert Ruiz,Bailey Ober,0,0,1,a8f01a32-0dd6-4689-a3a2-e4cd5af33263,641927.0,baileyober,Ober,Right,Bailey Ober,3.43,3.63,144.1,105.0,83.0,101.0,0.7390000000000001,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.41100000000000003,83.7,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,83.0,99.0,96.0,0.457,0.196,0.067,0.28,0.75,-0.7,1.44,1.08,91.3,81.0,77.5,0.232,0.226,0.255,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-04-23,718454,Strikeout,strikeout,True,642086,641927,Dominic Smith,Bailey Ober,0,0,0,3d308106-2603-4dbc-9bc5-d103ec240112,641927.0,baileyober,Ober,Right,Bailey Ober,3.43,3.63,144.1,105.0,83.0,101.0,0.7390000000000001,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.41100000000000003,83.7,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,83.0,99.0,96.0,0.457,0.196,0.067,0.28,0.75,-0.7,1.44,1.08,91.3,81.0,77.5,0.232,0.226,0.255,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2023-04-23,718454,Flyout,field_out,True,456781,571578,Donovan Solano,Patrick Corbin,0,0,0,2dc1e953-56b3-4cfe-844d-f2c3b4bc3be6,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.41100000000000003,81.2,66.0,101.0,96.0,,,,65.0,103.0,88.0,84.0,99.0,100.0,0.16899999999999998,0.35,,0.064,-0.69,-0.51,,-2.07,91.8,80.5,,0.327,0.29,0.233,,86.0,102.0,93.0,0.41700000000000004,-0.89,92.1,0.32,,,,,,,,,,,,,,,,,,,,,
7,2023-04-23,718454,Lineout,field_out,True,621043,571578,Carlos Correa,Patrick Corbin,1,0,0,d2f8c680-8851-4601-904a-dfcce72869e6,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.41100000000000003,81.2,66.0,101.0,96.0,,,,65.0,103.0,88.0,84.0,99.0,100.0,0.16899999999999998,0.35,,0.064,-0.69,-0.51,,-2.07,91.8,80.5,,0.327,0.29,0.233,,86.0,102.0,93.0,0.41700000000000004,-0.89,92.1,0.32,,,,,,,,,,,,,,,,,,,,,
8,2023-04-23,718454,Strikeout,strikeout,True,621439,571578,Byron Buxton,Patrick Corbin,0,0,0,feaad8a6-ee45-4dc7-b465-1e0919ecf6ab,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.41100000000000003,81.2,66.0,101.0,96.0,,,,65.0,103.0,88.0,84.0,99.0,100.0,0.16899999999999998,0.35,,0.064,-0.69,-0.51,,-2.07,91.8,80.5,,0.327,0.29,0.233,,86.0,102.0,93.0,0.41700000000000004,-0.89,92.1,0.32,,,,,,,,,,,,,,,,,,,,,
9,2023-04-23,718454,Strikeout,strikeout,True,656448,641927,Stone Garrett,Bailey Ober,0,0,0,07bc9e05-aa33-48e6-a633-8c578dea535d,641927.0,baileyober,Ober,Right,Bailey Ober,3.43,3.63,144.1,105.0,83.0,101.0,0.7390000000000001,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.41100000000000003,83.7,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,83.0,99.0,96.0,0.457,0.196,0.067,0.28,0.75,-0.7,1.44,1.08,91.3,81.0,77.5,0.232,0.226,0.255,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2023-04-23,718454,Walk,walk,False,682928,641927,CJ Abrams,Bailey Ober,1,0,0,9840b4a2-5048-45d9-b247-b404e6377daa,641927.0,baileyober,Ober,Right,Bailey Ober,3.43,3.63,144.1,105.0,83.0,101.0,0.7390000000000001,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.41100000000000003,83.7,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,83.0,99.0,96.0,0.457,0.196,0.067,0.28,0.75,-0.7,1.44,1.08,91.3,81.0,77.5,0.232,0.226,0.255,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2023-04-23,718454,Strikeout,strikeout,True,645302,641927,Victor Robles,Bailey Ober,0,0,0,935e995a-4b59-4928-bea4-6f4bebd17e9d,641927.0,baileyober,Ober,Right,Bailey Ober,3.43,3.63,144.1,105.0,83.0,101.0,0.7390000000000001,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.41100000000000003,83.7,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,83.0,99.0,96.0,0.457,0.196,0.067,0.28,0.75,-0.7,1.44,1.08,91.3,81.0,77.5,0.232,0.226,0.255,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2023-04-23,718454,Lineout,field_out,True,669743,641927,Alex Call,Bailey Ober,0,0,0,9457f360-dd60-4c83-a5c9-db868a5c7ebf,641927.0,baileyober,Ober,Right,Bailey Ober,3.43,3.63,144.1,105.0,83.0,101.0,0.7390000000000001,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.41100000000000003,83.7,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,83.0,99.0,96.0,0.457,0.196,0.067,0.28,0.75,-0.7,1.44,1.08,91.3,81.0,77.5,0.232,0.226,0.255,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2023-04-23,718454,Single,single,False,669304,571578,Jose Miranda,Patrick Corbin,0,0,0,c102f522-5b7b-46e8-9d3a-e0d4f9646928,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.41100000000000003,81.2,66.0,101.0,96.0,,,,65.0,103.0,88.0,84.0,99.0,100.0,0.16899999999999998,0.35,,0.064,-0.69,-0.51,,-2.07,91.8,80.5,,0.327,0.29,0.233,,86.0,102.0,93.0,0.41700000000000004,-0.89,92.1,0.32,,,,,,,,,,,,,,,,,,,,,
14,2023-04-23,718454,Strikeout,strikeout,True,680777,571578,Ryan Jeffers,Patrick Corbin,0,0,0,0f730f0d-0740-4a72-b5cd-972e2e9985c0,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.41100000000000003,81.2,66.0,101.0,96.0,,,,65.0,103.0,88.0,84.0,99.0,100.0,0.16899999999999998,0.35,,0.064,-0.69,-0.51,,-2.07,91.8,80.5,,0.327,0.29,0.233,,86.0,102.0,93.0,0.41700000000000004,-0.89,92.1,0.32,,,,,,,,,,,,,,,,,,,,,
15,2023-04-23,718454,Single,single,False,593871,571578,Jorge Polanco,Patrick Corbin,0,0,1,4de541d1-6bcf-409e-a742-1e95c3d609b3,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.41100000000000003,81.2,66.0,101.0,96.0,,,,65.0,103.0,88.0,84.0,99.0,100.0,0.16899999999999998,0.35,,0.064,-0.69,-0.51,,-2.07,91.8,80.5,,0.327,0.29,0.233,,86.0,102.0,93.0,0.41700000000000004,-0.89,92.1,0.32,,,,,,,,,,,,,,,,,,,,,
16,2023-04-23,718454,Strikeout,strikeout,True,608336,571578,Joey Gallo,Patrick Corbin,0,0,0,e9d4b487-ad15-484d-a1b9-1b2c7aee64e1,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.41100000000000003,81.2,66.0,101.0,96.0,,,,65.0,103.0,88.0,84.0,99.0,100.0,0.16899999999999998,0.35,,0.064,-0.69,-0.51,,-2.07,91.8,80.5,,0.327,0.29,0.233,,86.0,102.0,93.0,0.41700000000000004,-0.89,92.1,0.32,,,,,,,,,,,,,,,,,,,,,
17,2023-04-23,718454,Walk,walk,False,650489,571578,Willi Castro,Patrick Corbin,0,0,1,51d25ddc-62c4-455d-8024-e2d82d22351c,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.41100000000000003,81.2,66.0,101.0,96.0,,,,65.0,103.0,88.0,84.0,99.0,100.0,0.16899999999999998,0.35,,0.064,-0.69,-0.51,,-2.07,91.8,80.5,,0.327,0.29,0.233,,86.0,102.0,93.0,0.41700000000000004,-0.89,92.1,0.32,,,,,,,,,,,,,,,,,,,,,
18,2023-04-23,718454,Groundout,field_out,True,572191,571578,Michael A. Taylor,Patrick Corbin,1,1,0,c9c802b4-3ab8-49c7-8ea8-45028a8850e1,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.41100000000000003,81.2,66.0,101.0,96.0,,,,65.0,103.0,88.0,84.0,99.0,100.0,0.16899999999999998,0.35,,0.064,-0.69,-0.51,,-2.07,91.8,80.5,,0.327,0.29,0.233,,86.0,102.0,93.0,0.41700000000000004,-0.89,92.1,0.32,,,,,,,,,,,,,,,,,,,,,
19,2023-04-23,718454,Flyout,field_out,True,600869,641927,Jeimer Candelario,Bailey Ober,1,1,0,8599c116-90ce-4126-8747-eaef12498af6,641927.0,baileyober,Ober,Right,Bailey Ober,3.43,3.63,144.1,105.0,83.0,101.0,0.7390000000000001,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.41100000000000003,83.7,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,83.0,99.0,96.0,0.457,0.196,0.067,0.28,0.75,-0.7,1.44,1.08,91.3,81.0,77.5,0.232,0.226,0.255,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
