,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vSI,vSL,FF_ba,FC_ba,ST_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SI_ba,CU_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,SL_ba
0,2023-05-09,718242,Flyout,field_out,True,665487,686973,Fernando Tatis Jr.,Louie Varland,0,0,0,483ee033-7df6-4847-a6c4-f119efc77b94,686973.0,louievarland,Varland,Right,Louie Varland,4.63,4.58,68.0,106.0,99.0,105.0,0.767,9.4,2.25,8.74,2.12,1.12,0.263,0.376,0.08199999999999999,0.381,0.467,85.9,86.0,91.0,95.0,107.0,111.0,110.0,104.0,93.0,94.0,107.0,107.0,107.0,89.0,105.0,102.0,0.009000000000000001,0.42700000000000005,0.319,0.132,0.113,-0.42,0.85,6.39,-2.34,-1.07,95.3,89.3,95.7,83.9,0.267,0.25,0.22,0.267,,,,,,,,,,,,,,,,
1,2023-05-09,718242,Strikeout,strikeout,True,630105,686973,Jake Cronenworth,Louie Varland,0,0,0,dae584f1-bf32-4daa-911a-93f669909075,686973.0,louievarland,Varland,Right,Louie Varland,4.63,4.58,68.0,106.0,99.0,105.0,0.767,9.4,2.25,8.74,2.12,1.12,0.263,0.376,0.08199999999999999,0.381,0.467,85.9,86.0,91.0,95.0,107.0,111.0,110.0,104.0,93.0,94.0,107.0,107.0,107.0,89.0,105.0,102.0,0.009000000000000001,0.42700000000000005,0.319,0.132,0.113,-0.42,0.85,6.39,-2.34,-1.07,95.3,89.3,95.7,83.9,0.267,0.25,0.22,0.267,,,,,,,,,,,,,,,,
2,2023-05-09,718242,Strikeout,strikeout,True,592518,686973,Manny Machado,Louie Varland,0,0,0,79f80294-6c87-40cf-a3a7-14f7d2fa4a05,686973.0,louievarland,Varland,Right,Louie Varland,4.63,4.58,68.0,106.0,99.0,105.0,0.767,9.4,2.25,8.74,2.12,1.12,0.263,0.376,0.08199999999999999,0.381,0.467,85.9,86.0,91.0,95.0,107.0,111.0,110.0,104.0,93.0,94.0,107.0,107.0,107.0,89.0,105.0,102.0,0.009000000000000001,0.42700000000000005,0.319,0.132,0.113,-0.42,0.85,6.39,-2.34,-1.07,95.3,89.3,95.7,83.9,0.267,0.25,0.22,0.267,,,,,,,,,,,,,,,,
3,2023-05-09,718242,Flyout,field_out,True,596146,608379,Max Kepler,Michael Wacha,0,0,0,22b4ebab-472f-4407-ab34-44a88a836123,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,73.0,104.0,94.0,84.0,103.0,103.0,,,,96.0,100.0,96.0,0.133,0.28800000000000003,0.124,,0.345,1.23,-2.13,-0.36,,1.06,92.0,86.9,91.9,,0.188,0.364,,0.207,86.0,92.0,94.0,0.11,1.04,74.0,0.25,0.172,,,,,,,,
4,2023-05-09,718242,Groundout,field_out,True,621043,608379,Carlos Correa,Michael Wacha,0,0,0,72c74276-aefd-44e7-a7fc-333035b339c1,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,73.0,104.0,94.0,84.0,103.0,103.0,,,,96.0,100.0,96.0,0.133,0.28800000000000003,0.124,,0.345,1.23,-2.13,-0.36,,1.06,92.0,86.9,91.9,,0.188,0.364,,0.207,86.0,92.0,94.0,0.11,1.04,74.0,0.25,0.172,,,,,,,,
5,2023-05-09,718242,Flyout,field_out,True,621439,608379,Byron Buxton,Michael Wacha,0,0,0,4d02ca04-52c9-492f-b79f-8dca9ba6ded4,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,73.0,104.0,94.0,84.0,103.0,103.0,,,,96.0,100.0,96.0,0.133,0.28800000000000003,0.124,,0.345,1.23,-2.13,-0.36,,1.06,92.0,86.9,91.9,,0.188,0.364,,0.207,86.0,92.0,94.0,0.11,1.04,74.0,0.25,0.172,,,,,,,,
6,2023-05-09,718242,Single,single,False,665742,686973,Juan Soto,Louie Varland,0,0,0,e2ea1a64-60db-4171-b8a0-14a872e613b2,686973.0,louievarland,Varland,Right,Louie Varland,4.63,4.58,68.0,106.0,99.0,105.0,0.767,9.4,2.25,8.74,2.12,1.12,0.263,0.376,0.08199999999999999,0.381,0.467,85.9,86.0,91.0,95.0,107.0,111.0,110.0,104.0,93.0,94.0,107.0,107.0,107.0,89.0,105.0,102.0,0.009000000000000001,0.42700000000000005,0.319,0.132,0.113,-0.42,0.85,6.39,-2.34,-1.07,95.3,89.3,95.7,83.9,0.267,0.25,0.22,0.267,,,,,,,,,,,,,,,,
7,2023-05-09,718242,Grounded Into DP,grounded_into_double_play,True,593428,686973,Xander Bogaerts,Louie Varland,0,0,1,01bd7758-5c1f-4166-a29c-e0b9a032093e,686973.0,louievarland,Varland,Right,Louie Varland,4.63,4.58,68.0,106.0,99.0,105.0,0.767,9.4,2.25,8.74,2.12,1.12,0.263,0.376,0.08199999999999999,0.381,0.467,85.9,86.0,91.0,95.0,107.0,111.0,110.0,104.0,93.0,94.0,107.0,107.0,107.0,89.0,105.0,102.0,0.009000000000000001,0.42700000000000005,0.319,0.132,0.113,-0.42,0.85,6.39,-2.34,-1.07,95.3,89.3,95.7,83.9,0.267,0.25,0.22,0.267,,,,,,,,,,,,,,,,
8,2023-05-09,718242,Walk,walk,False,572761,686973,Matt Carpenter,Louie Varland,0,0,0,4a650297-df96-40cf-a52f-ad1528ec954f,686973.0,louievarland,Varland,Right,Louie Varland,4.63,4.58,68.0,106.0,99.0,105.0,0.767,9.4,2.25,8.74,2.12,1.12,0.263,0.376,0.08199999999999999,0.381,0.467,85.9,86.0,91.0,95.0,107.0,111.0,110.0,104.0,93.0,94.0,107.0,107.0,107.0,89.0,105.0,102.0,0.009000000000000001,0.42700000000000005,0.319,0.132,0.113,-0.42,0.85,6.39,-2.34,-1.07,95.3,89.3,95.7,83.9,0.267,0.25,0.22,0.267,,,,,,,,,,,,,,,,
9,2023-05-09,718242,Single,single,False,673490,686973,Ha-Seong Kim,Louie Varland,1,0,1,736a2503-aec8-499b-9ed3-3c5103e5d8e4,686973.0,louievarland,Varland,Right,Louie Varland,4.63,4.58,68.0,106.0,99.0,105.0,0.767,9.4,2.25,8.74,2.12,1.12,0.263,0.376,0.08199999999999999,0.381,0.467,85.9,86.0,91.0,95.0,107.0,111.0,110.0,104.0,93.0,94.0,107.0,107.0,107.0,89.0,105.0,102.0,0.009000000000000001,0.42700000000000005,0.319,0.132,0.113,-0.42,0.85,6.39,-2.34,-1.07,95.3,89.3,95.7,83.9,0.267,0.25,0.22,0.267,,,,,,,,,,,,,,,,
