,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,wFA/C,wFC/C,wSI/C,wSL/C,vFA,vFC,vSI,vSL,FC_ba,SI_ba,FF_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCU,CU_ba,CH_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-08-12,717024,Pop Out,field_out,True,680757,542888,Steven Kwan,Shawn Armstrong,1,0,0,49848b54-e321-4131-9ba7-fb27203cef15,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,1.38,2.65,52.0,108.0,105.0,108.0,0.7659999999999999,9.35,1.9,6.23,0.35,0.95,0.297,0.348,0.145,0.275,0.43700000000000006,107.0,122.0,119.0,107.0,103.0,102.0,109.0,123.0,132.0,101.0,103.0,103.0,0.341,0.20800000000000002,0.376,0.07400000000000001,2.69,2.25,2.2,-2.41,94.5,91.4,94.7,85.2,0.191,0.213,0.089,0.353,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-12,717024,Groundout,field_out,True,677587,542888,Brayan Rocchio,Shawn Armstrong,1,0,0,faab9f4a-75cf-49dc-9aee-39999cfab0f3,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,1.38,2.65,52.0,108.0,105.0,108.0,0.7659999999999999,9.35,1.9,6.23,0.35,0.95,0.297,0.348,0.145,0.275,0.43700000000000006,107.0,122.0,119.0,107.0,103.0,102.0,109.0,123.0,132.0,101.0,103.0,103.0,0.341,0.20800000000000002,0.376,0.07400000000000001,2.69,2.25,2.2,-2.41,94.5,91.4,94.7,85.2,0.191,0.213,0.089,0.353,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-12,717024,Strikeout,strikeout,True,665926,542888,Andrés Giménez,Shawn Armstrong,0,0,0,f315a997-1f9d-4b3b-97bd-84a59d7d4ab5,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,1.38,2.65,52.0,108.0,105.0,108.0,0.7659999999999999,9.35,1.9,6.23,0.35,0.95,0.297,0.348,0.145,0.275,0.43700000000000006,107.0,122.0,119.0,107.0,103.0,102.0,109.0,123.0,132.0,101.0,103.0,103.0,0.341,0.20800000000000002,0.376,0.07400000000000001,2.69,2.25,2.2,-2.41,94.5,91.4,94.7,85.2,0.191,0.213,0.089,0.353,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-12,717024,Strikeout,strikeout,True,650490,668909,Yandy Díaz,Gavin Williams,0,0,0,5ed39a12-96fd-4016-9581-51c3f73a3526,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,112.0,101.0,103.0,,,,83.0,107.0,102.0,,,,,0.5529999999999999,,0.221,0.35,,,2.27,95.7,,,84.9,,,0.25,0.157,88.2,136.0,95.0,93.0,84.0,90.0,95.0,0.17,0.055999999999999994,-1.23,-3.24,76.2,0.174,0.353,,,,,,,,
4,2023-08-12,717024,Single,single,False,677551,668909,Wander Franco,Gavin Williams,1,0,0,3457971e-4add-41ac-b8db-ff6f66d0e8a1,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,112.0,101.0,103.0,,,,83.0,107.0,102.0,,,,,0.5529999999999999,,0.221,0.35,,,2.27,95.7,,,84.9,,,0.25,0.157,88.2,136.0,95.0,93.0,84.0,90.0,95.0,0.17,0.055999999999999994,-1.23,-3.24,76.2,0.174,0.353,,,,,,,,
5,2023-08-12,717024,Single,single,False,664040,668909,Brandon Lowe,Gavin Williams,0,0,1,09251e50-e9d5-42e4-839a-bf9c20c5c28b,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,112.0,101.0,103.0,,,,83.0,107.0,102.0,,,,,0.5529999999999999,,0.221,0.35,,,2.27,95.7,,,84.9,,,0.25,0.157,88.2,136.0,95.0,93.0,84.0,90.0,95.0,0.17,0.055999999999999994,-1.23,-3.24,76.2,0.174,0.353,,,,,,,,
6,2023-08-12,717024,Grounded Into DP,grounded_into_double_play,True,668227,668909,Randy Arozarena,Gavin Williams,0,0,1,09531626-9f9a-4bf9-bd47-2c158900275b,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,112.0,101.0,103.0,,,,83.0,107.0,102.0,,,,,0.5529999999999999,,0.221,0.35,,,2.27,95.7,,,84.9,,,0.25,0.157,88.2,136.0,95.0,93.0,84.0,90.0,95.0,0.17,0.055999999999999994,-1.23,-3.24,76.2,0.174,0.353,,,,,,,,
7,2023-08-12,717024,Groundout,field_out,True,657656,542888,Ramón Laureano,Shawn Armstrong,0,0,0,b059765a-b433-4b49-afc4-10ecc8e16eef,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,1.38,2.65,52.0,108.0,105.0,108.0,0.7659999999999999,9.35,1.9,6.23,0.35,0.95,0.297,0.348,0.145,0.275,0.43700000000000006,107.0,122.0,119.0,107.0,103.0,102.0,109.0,123.0,132.0,101.0,103.0,103.0,0.341,0.20800000000000002,0.376,0.07400000000000001,2.69,2.25,2.2,-2.41,94.5,91.4,94.7,85.2,0.191,0.213,0.089,0.353,,,,,,,,,,,,,,,,,,,,,,
8,2023-08-12,717024,Single,single,False,660757,542888,Oscar Gonzalez,Shawn Armstrong,1,0,0,e7c3dc1c-7cd8-4320-968f-0b101890e236,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,1.38,2.65,52.0,108.0,105.0,108.0,0.7659999999999999,9.35,1.9,6.23,0.35,0.95,0.297,0.348,0.145,0.275,0.43700000000000006,107.0,122.0,119.0,107.0,103.0,102.0,109.0,123.0,132.0,101.0,103.0,103.0,0.341,0.20800000000000002,0.376,0.07400000000000001,2.69,2.25,2.2,-2.41,94.5,91.4,94.7,85.2,0.191,0.213,0.089,0.353,,,,,,,,,,,,,,,,,,,,,,
9,2023-08-12,717024,Strikeout,strikeout,True,594777,542888,Kole Calhoun,Shawn Armstrong,0,0,0,f7d5ac99-25c6-486b-b913-1b44efc24e94,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,1.38,2.65,52.0,108.0,105.0,108.0,0.7659999999999999,9.35,1.9,6.23,0.35,0.95,0.297,0.348,0.145,0.275,0.43700000000000006,107.0,122.0,119.0,107.0,103.0,102.0,109.0,123.0,132.0,101.0,103.0,103.0,0.341,0.20800000000000002,0.376,0.07400000000000001,2.69,2.25,2.2,-2.41,94.5,91.4,94.7,85.2,0.191,0.213,0.089,0.353,,,,,,,,,,,,,,,,,,,,,,
