,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vSI,vCU,SI_ba,FF_ba,CU_ba,CH_ba,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FC%,SL%,wFC/C,wSL/C,vFC,vSL,FC_ba,SL_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-07-31,717192,Single,single,False,592885,663623,Christian Yelich,Jake Irvin,0,0,0,7be9a481-2237-493e-b65c-3ba73011b37e,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,0.287,0.35600000000000004,0.306,0.051,-0.01,-0.75,0.08,1.21,94.5,93.9,80.9,0.348,0.208,0.197,0.25,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-31,717192,Strikeout,strikeout,True,661388,663623,William Contreras,Jake Irvin,0,0,0,a65e744d-da41-4ac7-86bb-14714bd42a6b,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,0.287,0.35600000000000004,0.306,0.051,-0.01,-0.75,0.08,1.21,94.5,93.9,80.9,0.348,0.208,0.197,0.25,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-31,717192,Pop Out,field_out,True,467793,663623,Carlos Santana,Jake Irvin,0,0,0,cdbf2f8c-78f3-4f8d-91a0-10b2429fbb31,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,0.287,0.35600000000000004,0.306,0.051,-0.01,-0.75,0.08,1.21,94.5,93.9,80.9,0.348,0.208,0.197,0.25,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-31,717192,Groundout,field_out,True,686217,663623,Sal Frelick,Jake Irvin,1,0,0,78d18fed-79ed-492c-8f27-cf26f24b7e55,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,0.287,0.35600000000000004,0.306,0.051,-0.01,-0.75,0.08,1.21,94.5,93.9,80.9,0.348,0.208,0.197,0.25,,,,,,,,,,,,,,,,,,,,,,
4,2023-07-31,717192,Groundout,field_out,True,682928,669203,CJ Abrams,Corbin Burnes,1,0,0,a7068e94-1a1e-4602-bd1f-00583cc12acd,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,,,,103.0,97.0,90.0,0.077,,0.171,0.11199999999999999,,-2.42,1.35,1.07,,95.3,79.8,0.291,,0.133,0.204,144.0,110.0,127.0,127.0,101.0,103.0,0.5539999999999999,0.085,1.51,1.12,94.4,86.0,0.209,0.159,,,,,,,,
5,2023-07-31,717192,Groundout,field_out,True,657041,669203,Lane Thomas,Corbin Burnes,0,0,0,f3669ded-2950-42b5-9b9d-9ecca88d2f5b,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,,,,103.0,97.0,90.0,0.077,,0.171,0.11199999999999999,,-2.42,1.35,1.07,,95.3,79.8,0.291,,0.133,0.204,144.0,110.0,127.0,127.0,101.0,103.0,0.5539999999999999,0.085,1.51,1.12,94.4,86.0,0.209,0.159,,,,,,,,
6,2023-07-31,717192,Groundout,field_out,True,660688,669203,Keibert Ruiz,Corbin Burnes,1,0,0,f3d2447b-eee9-4572-8a20-e84ae0213b6b,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,,,,103.0,97.0,90.0,0.077,,0.171,0.11199999999999999,,-2.42,1.35,1.07,,95.3,79.8,0.291,,0.133,0.204,144.0,110.0,127.0,127.0,101.0,103.0,0.5539999999999999,0.085,1.51,1.12,94.4,86.0,0.209,0.159,,,,,,,,
7,2023-07-31,717192,Groundout,field_out,True,642715,663623,Willy Adames,Jake Irvin,1,1,0,4f380eaf-d78b-48c2-b2da-4728bd4c331c,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,0.287,0.35600000000000004,0.306,0.051,-0.01,-0.75,0.08,1.21,94.5,93.9,80.9,0.348,0.208,0.197,0.25,,,,,,,,,,,,,,,,,,,,,,
8,2023-07-31,717192,Flyout,field_out,True,655316,663623,Andruw Monasterio,Jake Irvin,0,0,0,c047fe0a-4531-45f2-9847-617231c5dba2,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,0.287,0.35600000000000004,0.306,0.051,-0.01,-0.75,0.08,1.21,94.5,93.9,80.9,0.348,0.208,0.197,0.25,,,,,,,,,,,,,,,,,,,,,,
9,2023-07-31,717192,Flyout,field_out,True,605170,663623,Victor Caratini,Jake Irvin,0,0,0,5e4bd5cd-fd3c-43bf-ac7b-e89c3675a725,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,0.287,0.35600000000000004,0.306,0.051,-0.01,-0.75,0.08,1.21,94.5,93.9,80.9,0.348,0.208,0.197,0.25,,,,,,,,,,,,,,,,,,,,,,
