,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,FF_ba,ST_ba,CH_ba,SL_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,CU_ba,FC_ba,SI_ba
0,2023-09-06,716698,Pop Out,field_out,True,543807,676664,George Springer,JP Sears,0,0,0,51dc2552-b4b1-4f9b-bb67-838e1abaf675,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,84.1,83.0,100.0,102.0,93.0,102.0,96.0,93.0,102.0,106.0,0.001,0.501,0.34600000000000003,0.151,-0.84,0.63,-0.06,0.36,93.1,92.1,81.4,0.256,0.234,0.277,0.21,,,,,,,,,,,,,,,,,,
1,2023-09-06,716698,Groundout,field_out,True,665489,676664,Vladimir Guerrero Jr.,JP Sears,0,0,0,10e2b398-62f1-4ee4-a0c4-fe2152c0c67a,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,84.1,83.0,100.0,102.0,93.0,102.0,96.0,93.0,102.0,106.0,0.001,0.501,0.34600000000000003,0.151,-0.84,0.63,-0.06,0.36,93.1,92.1,81.4,0.256,0.234,0.277,0.21,,,,,,,,,,,,,,,,,,
2,2023-09-06,716698,Walk,walk,False,676914,676664,Davis Schneider,JP Sears,0,0,0,da870038-03cc-4ad1-b2b6-123873b5e977,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,84.1,83.0,100.0,102.0,93.0,102.0,96.0,93.0,102.0,106.0,0.001,0.501,0.34600000000000003,0.151,-0.84,0.63,-0.06,0.36,93.1,92.1,81.4,0.256,0.234,0.277,0.21,,,,,,,,,,,,,,,,,,
3,2023-09-06,716698,Flyout,field_out,True,593160,676664,Whit Merrifield,JP Sears,1,0,0,9ee42de3-048b-4c27-a205-fbfc1513b65e,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,84.1,83.0,100.0,102.0,93.0,102.0,96.0,93.0,102.0,106.0,0.001,0.501,0.34600000000000003,0.151,-0.84,0.63,-0.06,0.36,93.1,92.1,81.4,0.256,0.234,0.277,0.21,,,,,,,,,,,,,,,,,,
4,2023-09-06,716698,Lineout,field_out,True,680869,547943,Zack Gelof,Hyun Jin Ryu,1,0,0,ec5f473f-c970-41d5-9b83-7763c46a0d0c,547943.0,hyunjinryu,Ryu,Left,Hyun Jin Ryu,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.23399999999999999,0.46799999999999997,0.152,0.327,0.41200000000000003,78.1,74.0,104.0,95.0,75.0,105.0,91.0,,,,0.095,0.317,,0.228,-0.51,3.34,,-2.1,88.6,87.7,,0.265,,0.276,,88.0,111.0,105.0,73.0,100.0,94.0,92.0,107.0,97.0,0.18899999999999997,0.171,1.27,-1.45,85.1,68.9,0.286,0.238,0.133
5,2023-09-06,716698,Strikeout,strikeout,True,667670,547943,Brent Rooker,Hyun Jin Ryu,0,0,0,cca1104e-5ce8-44e5-9bf5-5825f6e2085a,547943.0,hyunjinryu,Ryu,Left,Hyun Jin Ryu,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.23399999999999999,0.46799999999999997,0.152,0.327,0.41200000000000003,78.1,74.0,104.0,95.0,75.0,105.0,91.0,,,,0.095,0.317,,0.228,-0.51,3.34,,-2.1,88.6,87.7,,0.265,,0.276,,88.0,111.0,105.0,73.0,100.0,94.0,92.0,107.0,97.0,0.18899999999999997,0.171,1.27,-1.45,85.1,68.9,0.286,0.238,0.133
6,2023-09-06,716698,Groundout,field_out,True,676116,547943,Ryan Noda,Hyun Jin Ryu,0,0,0,8b84efd3-0648-473b-9175-baa996087224,547943.0,hyunjinryu,Ryu,Left,Hyun Jin Ryu,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.23399999999999999,0.46799999999999997,0.152,0.327,0.41200000000000003,78.1,74.0,104.0,95.0,75.0,105.0,91.0,,,,0.095,0.317,,0.228,-0.51,3.34,,-2.1,88.6,87.7,,0.265,,0.276,,88.0,111.0,105.0,73.0,100.0,94.0,92.0,107.0,97.0,0.18899999999999997,0.171,1.27,-1.45,85.1,68.9,0.286,0.238,0.133
7,2023-09-06,716698,Double,double,False,624415,676664,Cavan Biggio,JP Sears,0,0,0,893e60e5-e23e-4b56-bcc0-641ee5bb757c,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,84.1,83.0,100.0,102.0,93.0,102.0,96.0,93.0,102.0,106.0,0.001,0.501,0.34600000000000003,0.151,-0.84,0.63,-0.06,0.36,93.1,92.1,81.4,0.256,0.234,0.277,0.21,,,,,,,,,,,,,,,,,,
8,2023-09-06,716698,Flyout,field_out,True,669289,676664,Santiago Espinal,JP Sears,0,0,0,2e24aeb2-1364-4a71-bc92-58ccfc5d0b89,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,84.1,83.0,100.0,102.0,93.0,102.0,96.0,93.0,102.0,106.0,0.001,0.501,0.34600000000000003,0.151,-0.84,0.63,-0.06,0.36,93.1,92.1,81.4,0.256,0.234,0.277,0.21,,,,,,,,,,,,,,,,,,
9,2023-09-06,716698,Single,single,False,676391,676664,Ernie Clement,JP Sears,1,0,1,b65da9fa-42ab-4993-bd59-53d856d03bde,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,84.1,83.0,100.0,102.0,93.0,102.0,96.0,93.0,102.0,106.0,0.001,0.501,0.34600000000000003,0.151,-0.84,0.63,-0.06,0.36,93.1,92.1,81.4,0.256,0.234,0.277,0.21,,,,,,,,,,,,,,,,,,
