,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,CU_ba,SL_ba,CH_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,ST_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-07-06,717481,Flyout,field_out,True,621028,669022,Kevin Newman,MacKenzie Gore,0,0,0,47041a7b-6bfa-45f8-a2b5-7226b9e6604e,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,4.42,5.2,136.1,97.0,100.0,101.0,0.7490000000000001,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,86.5,69.0,88.0,90.0,72.0,99.0,104.0,112.0,98.0,100.0,101.0,97.0,102.0,0.595,0.188,0.188,0.028999999999999998,-0.27,0.77,-0.85,1.1,95.0,88.5,83.2,0.279,0.257,0.213,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-06,717481,Strikeout,strikeout,True,680574,669022,Matt McLain,MacKenzie Gore,0,0,0,2093967a-5a05-45d0-8f5b-492e1b5a0f93,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,4.42,5.2,136.1,97.0,100.0,101.0,0.7490000000000001,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,86.5,69.0,88.0,90.0,72.0,99.0,104.0,112.0,98.0,100.0,101.0,97.0,102.0,0.595,0.188,0.188,0.028999999999999998,-0.27,0.77,-0.85,1.1,95.0,88.5,83.2,0.279,0.257,0.213,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-06,717481,Groundout,field_out,True,663697,669022,Jonathan India,MacKenzie Gore,0,0,0,319e550d-246b-4a9b-b320-869fb515515a,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,4.42,5.2,136.1,97.0,100.0,101.0,0.7490000000000001,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,86.5,69.0,88.0,90.0,72.0,99.0,104.0,112.0,98.0,100.0,101.0,97.0,102.0,0.595,0.188,0.188,0.028999999999999998,-0.27,0.77,-0.85,1.1,95.0,88.5,83.2,0.279,0.257,0.213,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-06,717481,Flyout,field_out,True,657041,682227,Lane Thomas,Brandon Williamson,0,0,0,547142e6-8edd-4101-8339-b7f62f26fc20,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,4.46,4.77,117.0,99.0,93.0,96.0,0.8009999999999999,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,84.0,97.0,94.0,99.0,98.0,96.0,103.0,64.0,99.0,86.0,132.0,104.0,113.0,0.37200000000000005,0.102,0.064,0.165,-0.15,-1.33,-1.75,-0.51,92.8,81.7,73.1,0.269,0.333,0.0,0.183,106.0,102.0,98.0,0.298,1.71,89.3,0.252,0.277,,,,,,,,,,,,,,,,,,,,
4,2023-07-06,717481,Flyout,field_out,True,600869,682227,Jeimer Candelario,Brandon Williamson,1,0,0,6a0ec804-d4b0-41db-b27d-f8467f0a9d97,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,4.46,4.77,117.0,99.0,93.0,96.0,0.8009999999999999,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,84.0,97.0,94.0,99.0,98.0,96.0,103.0,64.0,99.0,86.0,132.0,104.0,113.0,0.37200000000000005,0.102,0.064,0.165,-0.15,-1.33,-1.75,-0.51,92.8,81.7,73.1,0.269,0.333,0.0,0.183,106.0,102.0,98.0,0.298,1.71,89.3,0.252,0.277,,,,,,,,,,,,,,,,,,,,
5,2023-07-06,717481,Strikeout,strikeout,True,608841,682227,Joey Meneses,Brandon Williamson,0,0,0,167b24b6-d609-4960-ba0f-8bf2dc4b1e51,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,4.46,4.77,117.0,99.0,93.0,96.0,0.8009999999999999,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,84.0,97.0,94.0,99.0,98.0,96.0,103.0,64.0,99.0,86.0,132.0,104.0,113.0,0.37200000000000005,0.102,0.064,0.165,-0.15,-1.33,-1.75,-0.51,92.8,81.7,73.1,0.269,0.333,0.0,0.183,106.0,102.0,98.0,0.298,1.71,89.3,0.252,0.277,,,,,,,,,,,,,,,,,,,,
6,2023-07-06,717481,Single,single,False,682829,669022,Elly De La Cruz,MacKenzie Gore,0,0,0,7be9c714-bc92-4845-8c34-c487af1efc09,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,4.42,5.2,136.1,97.0,100.0,101.0,0.7490000000000001,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,86.5,69.0,88.0,90.0,72.0,99.0,104.0,112.0,98.0,100.0,101.0,97.0,102.0,0.595,0.188,0.188,0.028999999999999998,-0.27,0.77,-0.85,1.1,95.0,88.5,83.2,0.279,0.257,0.213,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023-07-06,717481,Flyout,field_out,True,668715,669022,Spencer Steer,MacKenzie Gore,1,0,1,1a3bafb2-1154-40eb-8581-e26763946696,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,4.42,5.2,136.1,97.0,100.0,101.0,0.7490000000000001,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,86.5,69.0,88.0,90.0,72.0,99.0,104.0,112.0,98.0,100.0,101.0,97.0,102.0,0.595,0.188,0.188,0.028999999999999998,-0.27,0.77,-0.85,1.1,95.0,88.5,83.2,0.279,0.257,0.213,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-07-06,717481,Double Play,double_play,True,663886,666168,Tyler Stephenson,Mason Thompson,0,0,1,9897f8a4-8456-4796-a4b9-0dcccfe00281,666168.0,masonthompson,"Thompson, M",Right,Mason Thompson,5.5,4.61,54.0,97.0,106.0,97.0,0.8009999999999999,7.33,3.67,10.33,0.67,1.7,0.3,0.34700000000000003,0.218,0.259,0.45399999999999996,86.3,106.0,84.0,85.0,121.0,90.0,93.0,88.0,107.0,99.0,104.0,104.0,106.0,0.06,0.285,0.084,0.002,-0.68,2.35,-2.96,1.86,94.6,84.7,80.5,0.2,0.353,0.14,,,,,,,,,,106.0,94.0,94.0,0.569,-1.59,94.7,0.369,,,,,,,,,,,,,
9,2023-07-06,717481,Strikeout,strikeout,True,656448,682227,Stone Garrett,Brandon Williamson,0,0,0,b6fb76b1-f727-4c65-b898-65598989b340,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,4.46,4.77,117.0,99.0,93.0,96.0,0.8009999999999999,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,84.0,97.0,94.0,99.0,98.0,96.0,103.0,64.0,99.0,86.0,132.0,104.0,113.0,0.37200000000000005,0.102,0.064,0.165,-0.15,-1.33,-1.75,-0.51,92.8,81.7,73.1,0.269,0.333,0.0,0.183,106.0,102.0,98.0,0.298,1.71,89.3,0.252,0.277,,,,,,,,,,,,,,,,,,,,
