,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vSI,vSL,FF_ba,SL_ba,CH_ba,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,FC_ba,ST_ba,CU_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-08-11,717047,Flyout,field_out,True,643396,666200,Isiah Kiner-Falefa,Jesús Luzardo,0,0,0,6237c70e-7dc8-4fa5-bbb0-ff77c87076de,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,,,,
1,2023-08-11,717047,Walk,walk,False,592450,666200,Aaron Judge,Jesús Luzardo,1,0,0,7ead922d-fafa-48d5-8629-5f380fa2fb88,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,,,,
2,2023-08-11,717047,Grounded Into DP,grounded_into_double_play,True,650402,666200,Gleyber Torres,Jesús Luzardo,1,1,1,7352a59f-c956-4004-95f2-397d6f7854a8,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,,,,
3,2023-08-11,717047,Strikeout,strikeout,True,624585,641656,Jorge Soler,Ian Hamilton,0,0,0,7ae82621-637b-470e-8b83-a192eedadde0,641656.0,ianhamilton,"Hamilton, I",Right,Ian Hamilton,2.64,3.5,58.0,98.0,105.0,100.0,0.675,10.71,4.03,6.98,0.31,2.52,0.19899999999999998,0.41100000000000003,0.191,0.27699999999999997,0.387,,,,,101.0,99.0,96.0,98.0,90.0,89.0,110.0,100.0,106.0,,,,0.23399999999999999,0.22399999999999998,,0.542,,0.06,,-0.07,2.12,,96.2,,95.6,88.1,0.222,0.156,,0.378,,,,,,,,,,,,,,,
4,2023-08-11,717047,Lineout,field_out,True,650333,641656,Luis Arraez,Ian Hamilton,0,0,0,3555389c-4ab3-48ac-9fbc-1b6cc5cf5f57,641656.0,ianhamilton,"Hamilton, I",Right,Ian Hamilton,2.64,3.5,58.0,98.0,105.0,100.0,0.675,10.71,4.03,6.98,0.31,2.52,0.19899999999999998,0.41100000000000003,0.191,0.27699999999999997,0.387,,,,,101.0,99.0,96.0,98.0,90.0,89.0,110.0,100.0,106.0,,,,0.23399999999999999,0.22399999999999998,,0.542,,0.06,,-0.07,2.12,,96.2,,95.6,88.1,0.222,0.156,,0.378,,,,,,,,,,,,,,,
5,2023-08-11,717047,Strikeout,strikeout,True,605137,641656,Josh Bell,Ian Hamilton,0,0,0,f7e773b5-c351-4c69-9370-bd69bb0608da,641656.0,ianhamilton,"Hamilton, I",Right,Ian Hamilton,2.64,3.5,58.0,98.0,105.0,100.0,0.675,10.71,4.03,6.98,0.31,2.52,0.19899999999999998,0.41100000000000003,0.191,0.27699999999999997,0.387,,,,,101.0,99.0,96.0,98.0,90.0,89.0,110.0,100.0,106.0,,,,0.23399999999999999,0.22399999999999998,,0.542,,0.06,,-0.07,2.12,,96.2,,95.6,88.1,0.222,0.156,,0.378,,,,,,,,,,,,,,,
6,2023-08-11,717047,Single,single,False,519317,666200,Giancarlo Stanton,Jesús Luzardo,1,1,0,df899aaa-5227-48f7-b2ee-01bdfc52d60d,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,,,,
7,2023-08-11,717047,Single,single,False,664056,666200,Harrison Bader,Jesús Luzardo,0,0,1,cc31939f-5dba-48dc-9525-890327962dad,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,,,,
8,2023-08-11,717047,Home Run,home_run,False,683011,666200,Anthony Volpe,Jesús Luzardo,1,0,1,f8ef7c91-4690-4d4c-b54f-91d970e0fd76,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,,,,
9,2023-08-11,717047,Flyout,field_out,True,641343,666200,Jake Bauers,Jesús Luzardo,0,0,0,02167a71-77af-4274-8790-265307cd86aa,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,,,,
