,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vSI,vSL,FF_ba,SL_ba,CH_ba,FC_ba,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,ST_ba
0,2023-05-27,718006,Flyout,field_out,True,596059,622663,Rougned Odor,Luis Severino,0,0,0,f7d5e400-acce-4bd5-91a3-a2991744c0fc,622663.0,luisseverino,"Severino, L",Right,Luis Severino,6.65,5.89,89.1,103.0,104.0,101.0,0.8220000000000001,7.96,3.43,11.38,2.32,1.14,0.248,0.39899999999999997,0.14400000000000002,0.34600000000000003,0.447,86.7,80.0,99.0,97.0,103.0,104.0,98.0,92.0,91.0,87.0,126.0,109.0,117.0,110.0,100.0,98.0,0.027999999999999997,0.449,0.15,0.188,0.18600000000000003,-2.42,-0.08,5.41,-2.59,-1.4,96.5,90.8,95.7,84.7,0.355,0.289,0.279,0.208,0.091,,,,,,,,
1,2023-05-27,718006,Strikeout,strikeout,True,665487,622663,Fernando Tatis Jr.,Luis Severino,0,0,0,a43a7cb5-7a87-45a1-929c-97d573ef78c5,622663.0,luisseverino,"Severino, L",Right,Luis Severino,6.65,5.89,89.1,103.0,104.0,101.0,0.8220000000000001,7.96,3.43,11.38,2.32,1.14,0.248,0.39899999999999997,0.14400000000000002,0.34600000000000003,0.447,86.7,80.0,99.0,97.0,103.0,104.0,98.0,92.0,91.0,87.0,126.0,109.0,117.0,110.0,100.0,98.0,0.027999999999999997,0.449,0.15,0.188,0.18600000000000003,-2.42,-0.08,5.41,-2.59,-1.4,96.5,90.8,95.7,84.7,0.355,0.289,0.279,0.208,0.091,,,,,,,,
2,2023-05-27,718006,Strikeout,strikeout,True,665742,622663,Juan Soto,Luis Severino,0,0,0,95676a88-6ed5-4ec8-843b-6bbf6c558c10,622663.0,luisseverino,"Severino, L",Right,Luis Severino,6.65,5.89,89.1,103.0,104.0,101.0,0.8220000000000001,7.96,3.43,11.38,2.32,1.14,0.248,0.39899999999999997,0.14400000000000002,0.34600000000000003,0.447,86.7,80.0,99.0,97.0,103.0,104.0,98.0,92.0,91.0,87.0,126.0,109.0,117.0,110.0,100.0,98.0,0.027999999999999997,0.449,0.15,0.188,0.18600000000000003,-2.42,-0.08,5.41,-2.59,-1.4,96.5,90.8,95.7,84.7,0.355,0.289,0.279,0.208,0.091,,,,,,,,
3,2023-05-27,718006,Pop Out,field_out,True,650402,608379,Gleyber Torres,Michael Wacha,0,0,0,98d70091-6fe4-4642-8fdd-25e2d3cd37dc,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,73.0,104.0,94.0,84.0,103.0,103.0,,,,96.0,100.0,96.0,0.133,0.28800000000000003,0.124,,0.345,1.23,-2.13,-0.36,,1.06,92.0,86.9,91.9,,0.188,,0.207,0.364,0.25,86.0,92.0,94.0,0.11,1.04,74.0,0.172,
4,2023-05-27,718006,Single,single,False,592450,608379,Aaron Judge,Michael Wacha,0,0,0,e6c5c4c2-5006-4ea9-8146-e5db9cd2a8ba,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,73.0,104.0,94.0,84.0,103.0,103.0,,,,96.0,100.0,96.0,0.133,0.28800000000000003,0.124,,0.345,1.23,-2.13,-0.36,,1.06,92.0,86.9,91.9,,0.188,,0.207,0.364,0.25,86.0,92.0,94.0,0.11,1.04,74.0,0.172,
5,2023-05-27,718006,Single,single,False,519203,608379,Anthony Rizzo,Michael Wacha,1,0,1,bce3fe9f-f971-42a8-ac9a-c4dc62947d27,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,73.0,104.0,94.0,84.0,103.0,103.0,,,,96.0,100.0,96.0,0.133,0.28800000000000003,0.124,,0.345,1.23,-2.13,-0.36,,1.06,92.0,86.9,91.9,,0.188,,0.207,0.364,0.25,86.0,92.0,94.0,0.11,1.04,74.0,0.172,
6,2023-05-27,718006,Double,double,True,518934,608379,DJ LeMahieu,Michael Wacha,0,0,1,9e6e6440-7fd2-46e4-b4b2-d4af9989fe2c,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,73.0,104.0,94.0,84.0,103.0,103.0,,,,96.0,100.0,96.0,0.133,0.28800000000000003,0.124,,0.345,1.23,-2.13,-0.36,,1.06,92.0,86.9,91.9,,0.188,,0.207,0.364,0.25,86.0,92.0,94.0,0.11,1.04,74.0,0.172,
7,2023-05-27,718006,Strikeout,strikeout,True,664056,608379,Harrison Bader,Michael Wacha,0,0,0,08f00ad5-b9c9-48a0-b1e2-655163d1bbf1,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,73.0,104.0,94.0,84.0,103.0,103.0,,,,96.0,100.0,96.0,0.133,0.28800000000000003,0.124,,0.345,1.23,-2.13,-0.36,,1.06,92.0,86.9,91.9,,0.188,,0.207,0.364,0.25,86.0,92.0,94.0,0.11,1.04,74.0,0.172,
8,2023-05-27,718006,Pop Out,field_out,True,630105,622663,Jake Cronenworth,Luis Severino,0,0,0,3f8dbeec-de4d-47b1-b6e6-9115b7978006,622663.0,luisseverino,"Severino, L",Right,Luis Severino,6.65,5.89,89.1,103.0,104.0,101.0,0.8220000000000001,7.96,3.43,11.38,2.32,1.14,0.248,0.39899999999999997,0.14400000000000002,0.34600000000000003,0.447,86.7,80.0,99.0,97.0,103.0,104.0,98.0,92.0,91.0,87.0,126.0,109.0,117.0,110.0,100.0,98.0,0.027999999999999997,0.449,0.15,0.188,0.18600000000000003,-2.42,-0.08,5.41,-2.59,-1.4,96.5,90.8,95.7,84.7,0.355,0.289,0.279,0.208,0.091,,,,,,,,
9,2023-05-27,718006,Groundout,field_out,True,641525,622663,Brandon Dixon,Luis Severino,1,0,0,5603daab-b7d6-4555-b54f-08c2009c4283,622663.0,luisseverino,"Severino, L",Right,Luis Severino,6.65,5.89,89.1,103.0,104.0,101.0,0.8220000000000001,7.96,3.43,11.38,2.32,1.14,0.248,0.39899999999999997,0.14400000000000002,0.34600000000000003,0.447,86.7,80.0,99.0,97.0,103.0,104.0,98.0,92.0,91.0,87.0,126.0,109.0,117.0,110.0,100.0,98.0,0.027999999999999997,0.449,0.15,0.188,0.18600000000000003,-2.42,-0.08,5.41,-2.59,-1.4,96.5,90.8,95.7,84.7,0.355,0.289,0.279,0.208,0.091,,,,,,,,
