,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,CU_ba,CH_ba,SL_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,KC%,wFC/C,wSI/C,wKC/C,vFC,vSI,vKC,FC_ba,vSC (sc),SC%,wSC/C,ST_ba,SC_ba,SI_ba
0,2023-05-19,718107,Strikeout,strikeout,True,657077,605483,Alex Verdugo,Blake Snell,0,0,0,33bb2904-eca7-4b4c-a7ad-ef97bf0b37b9,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,86.7,72.0,103.0,106.0,106.0,102.0,110.0,120.0,91.0,96.0,107.0,91.0,94.0,0.486,0.131,0.198,0.184,0.07,0.68,2.55,2.65,95.5,88.4,81.0,0.255,0.079,0.185,0.123,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-19,718107,Strikeout,strikeout,True,457759,605483,Justin Turner,Blake Snell,0,0,0,46adf797-68d3-4c0b-a3df-5a588252de92,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,86.7,72.0,103.0,106.0,106.0,102.0,110.0,120.0,91.0,96.0,107.0,91.0,94.0,0.486,0.131,0.198,0.184,0.07,0.68,2.55,2.65,95.5,88.4,81.0,0.255,0.079,0.185,0.123,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-19,718107,Groundout,field_out,True,608701,605483,Rob Refsnyder,Blake Snell,1,0,0,8dc99d40-f097-4768-b901-c607a97666fa,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,86.7,72.0,103.0,106.0,106.0,102.0,110.0,120.0,91.0,96.0,107.0,91.0,94.0,0.486,0.131,0.198,0.184,0.07,0.68,2.55,2.65,95.5,88.4,81.0,0.255,0.079,0.185,0.123,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-19,718107,Single,single,True,665487,572020,Fernando Tatis Jr.,James Paxton,1,0,1,07babfa7-42da-4a72-880b-84e945f73b8f,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,84.4,112.0,88.0,93.0,,,,95.0,103.0,98.0,,,,0.5660000000000001,,,0.067,0.04,,,-0.96,95.2,,,0.269,0.231,0.316,,98.0,92.0,90.0,87.0,93.0,94.0,63.0,101.0,91.0,0.006999999999999999,0.165,0.195,-0.15,-0.01,-0.31,85.8,94.9,81.3,0.191,,,,,,
4,2023-05-19,718107,Single,single,False,673490,572020,Ha-Seong Kim,James Paxton,1,0,0,253a8131-81b0-4836-baf1-342482fadf85,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,84.4,112.0,88.0,93.0,,,,95.0,103.0,98.0,,,,0.5660000000000001,,,0.067,0.04,,,-0.96,95.2,,,0.269,0.231,0.316,,98.0,92.0,90.0,87.0,93.0,94.0,63.0,101.0,91.0,0.006999999999999999,0.165,0.195,-0.15,-0.01,-0.31,85.8,94.9,81.3,0.191,,,,,,
5,2023-05-19,718107,Flyout,field_out,True,593428,572020,Xander Bogaerts,James Paxton,1,0,0,a43864b0-847a-4e78-b2d1-5ac18e98d403,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,84.4,112.0,88.0,93.0,,,,95.0,103.0,98.0,,,,0.5660000000000001,,,0.067,0.04,,,-0.96,95.2,,,0.269,0.231,0.316,,98.0,92.0,90.0,87.0,93.0,94.0,63.0,101.0,91.0,0.006999999999999999,0.165,0.195,-0.15,-0.01,-0.31,85.8,94.9,81.3,0.191,,,,,,
6,2023-05-19,718107,Walk,walk,False,665742,572020,Juan Soto,James Paxton,0,0,1,59772641-d9c1-4b7a-87de-e5572433f4b5,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,84.4,112.0,88.0,93.0,,,,95.0,103.0,98.0,,,,0.5660000000000001,,,0.067,0.04,,,-0.96,95.2,,,0.269,0.231,0.316,,98.0,92.0,90.0,87.0,93.0,94.0,63.0,101.0,91.0,0.006999999999999999,0.165,0.195,-0.15,-0.01,-0.31,85.8,94.9,81.3,0.191,,,,,,
7,2023-05-19,718107,Strikeout,strikeout,True,443558,572020,Nelson Cruz,James Paxton,0,0,0,7133df6d-5163-4f50-991e-f02aac988c8a,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,84.4,112.0,88.0,93.0,,,,95.0,103.0,98.0,,,,0.5660000000000001,,,0.067,0.04,,,-0.96,95.2,,,0.269,0.231,0.316,,98.0,92.0,90.0,87.0,93.0,94.0,63.0,101.0,91.0,0.006999999999999999,0.165,0.195,-0.15,-0.01,-0.31,85.8,94.9,81.3,0.191,,,,,,
8,2023-05-19,718107,Home Run,home_run,False,646240,605483,Rafael Devers,Blake Snell,0,0,0,9b61fcd9-f6bc-457a-b35f-29856629532d,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,86.7,72.0,103.0,106.0,106.0,102.0,110.0,120.0,91.0,96.0,107.0,91.0,94.0,0.486,0.131,0.198,0.184,0.07,0.68,2.55,2.65,95.5,88.4,81.0,0.255,0.079,0.185,0.123,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-05-19,718107,Single,single,False,807799,605483,Masataka Yoshida,Blake Snell,1,1,0,09fa8a02-f0df-48b9-b5e3-c969451acbc6,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,86.7,72.0,103.0,106.0,106.0,102.0,110.0,120.0,91.0,96.0,107.0,91.0,94.0,0.486,0.131,0.198,0.184,0.07,0.68,2.55,2.65,95.5,88.4,81.0,0.255,0.079,0.185,0.123,,,,,,,,,,,,,,,,,,,,,,,,,
10,2023-05-19,718107,Strikeout,strikeout,True,571771,605483,Enrique Hernández,Blake Snell,0,0,0,ca52e133-23e1-4f08-8a7f-8fac290265bd,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,86.7,72.0,103.0,106.0,106.0,102.0,110.0,120.0,91.0,96.0,107.0,91.0,94.0,0.486,0.131,0.198,0.184,0.07,0.68,2.55,2.65,95.5,88.4,81.0,0.255,0.079,0.185,0.123,,,,,,,,,,,,,,,,,,,,,,,,,
11,2023-05-19,718107,Flyout,field_out,True,622569,605483,Pablo Reyes,Blake Snell,0,0,0,8907dccb-b790-4f86-a14e-c1bba289dd73,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,86.7,72.0,103.0,106.0,106.0,102.0,110.0,120.0,91.0,96.0,107.0,91.0,94.0,0.486,0.131,0.198,0.184,0.07,0.68,2.55,2.65,95.5,88.4,81.0,0.255,0.079,0.185,0.123,,,,,,,,,,,,,,,,,,,,,,,,,
12,2023-05-19,718107,Lineout,field_out,True,680776,605483,Jarren Duran,Blake Snell,1,1,0,8d15eb8b-2df1-4015-9f9b-dcd5bc06f703,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,86.7,72.0,103.0,106.0,106.0,102.0,110.0,120.0,91.0,96.0,107.0,91.0,94.0,0.486,0.131,0.198,0.184,0.07,0.68,2.55,2.65,95.5,88.4,81.0,0.255,0.079,0.185,0.123,,,,,,,,,,,,,,,,,,,,,,,,,
