,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CU%,CH%,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFC,vSI,vSL,vCU,FC_ba,CH_ba,CU_ba,SL_ba,SI_ba,Stf+ FA,Loc+ FA,Pit+ FA,FA%,wFA/C,vFA,FF_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-07-07,717459,Pop Out,field_out,True,670770,669203,TJ Friedl,Corbin Burnes,0,0,0,43e7f9b0-f01e-46ff-9818-56851668d03a,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,,,,,,,,
1,2023-07-07,717459,Strikeout,strikeout,True,680574,669203,Matt McLain,Corbin Burnes,0,0,0,0204d979-bf7b-448d-9add-19d665e99c9a,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,,,,,,,,
2,2023-07-07,717459,Strikeout,strikeout,True,663697,669203,Jonathan India,Corbin Burnes,0,0,0,f7d7d9a1-1952-4a27-8f17-6dc14dfa9011,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,,,,,,,,
3,2023-07-07,717459,Strikeout,strikeout,True,592885,671096,Christian Yelich,Andrew Abbott,0,0,0,93852336-3226-428c-a5b7-42c7b1178e85,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,,,,106.0,107.0,113.0,,,,,,0.165,0.171,0.163,,,1.61,-2.27,0.99,,,82.9,80.9,,0.203,0.367,,,81.0,99.0,91.0,0.501,-0.02,92.7,0.249,0.174,,,,,,,
4,2023-07-07,717459,Double,double,False,661388,671096,William Contreras,Andrew Abbott,1,0,0,81500fd9-6d2a-40c0-b453-658824f0a835,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,,,,106.0,107.0,113.0,,,,,,0.165,0.171,0.163,,,1.61,-2.27,0.99,,,82.9,80.9,,0.203,0.367,,,81.0,99.0,91.0,0.501,-0.02,92.7,0.249,0.174,,,,,,,
5,2023-07-07,717459,Double,double,False,642715,671096,Willy Adames,Andrew Abbott,0,0,1,8d5e23e2-8adf-4b36-8474-51e33e7e31fa,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,,,,106.0,107.0,113.0,,,,,,0.165,0.171,0.163,,,1.61,-2.27,0.99,,,82.9,80.9,,0.203,0.367,,,81.0,99.0,91.0,0.501,-0.02,92.7,0.249,0.174,,,,,,,
6,2023-07-07,717459,Double,double,False,680911,671096,Owen Miller,Andrew Abbott,1,0,1,902c0ed9-c8e7-4212-b482-047289a65cf1,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,,,,106.0,107.0,113.0,,,,,,0.165,0.171,0.163,,,1.61,-2.27,0.99,,,82.9,80.9,,0.203,0.367,,,81.0,99.0,91.0,0.501,-0.02,92.7,0.249,0.174,,,,,,,
7,2023-07-07,717459,Pop Out,field_out,True,663368,671096,Blake Perkins,Andrew Abbott,0,0,0,b4d08793-e1f9-469b-81b3-09917ed16dce,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,,,,106.0,107.0,113.0,,,,,,0.165,0.171,0.163,,,1.61,-2.27,0.99,,,82.9,80.9,,0.203,0.367,,,81.0,99.0,91.0,0.501,-0.02,92.7,0.249,0.174,,,,,,,
8,2023-07-07,717459,Strikeout,strikeout,True,655316,671096,Andruw Monasterio,Andrew Abbott,0,0,0,708b88ca-8ab9-4f37-b0fc-d2810bf43790,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,,,,106.0,107.0,113.0,,,,,,0.165,0.171,0.163,,,1.61,-2.27,0.99,,,82.9,80.9,,0.203,0.367,,,81.0,99.0,91.0,0.501,-0.02,92.7,0.249,0.174,,,,,,,
9,2023-07-07,717459,Groundout,field_out,True,682829,669203,Elly De La Cruz,Corbin Burnes,0,0,0,d4884183-af5a-4b8e-aca0-8d8fc9b11711,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,,,,,,,,
