,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,SI_ba,FF_ba,SL_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,FC%,CU%,wFC/C,wCU/C,vFC,vCU,CU_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,ST_ba
0,2023-06-05,717878,Single,single,False,643289,666201,Mauricio Dubón,Alek Manoah,0,0,0,ebbe2b56-d03e-4e90-a0b7-57a5506d3af1,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,,,,,,,,
1,2023-06-05,717878,Single,single,False,665161,666201,Jeremy Peña,Alek Manoah,0,0,1,56859ea1-2ead-4644-b179-0a576c5131ab,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,,,,,,,,
2,2023-06-05,717878,Single,single,False,670541,666201,Yordan Alvarez,Alek Manoah,1,1,1,01270ec7-7581-4909-a095-e24a290daaa0,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,,,,,,,,
3,2023-06-05,717878,Flyout,field_out,True,608324,666201,Alex Bregman,Alek Manoah,0,0,1,509beee1-a53d-490d-b650-fa4ad92a0cc4,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,,,,,,,,
4,2023-06-05,717878,Single,single,False,663656,666201,Kyle Tucker,Alek Manoah,0,0,1,f8d94ebd-9d04-410b-a786-1e6adc10819f,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,,,,,,,,
5,2023-06-05,717878,Walk,walk,False,547989,666201,José Abreu,Alek Manoah,1,0,1,04140545-49cc-4122-a595-f62bfc65ec7f,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,,,,,,,,
6,2023-06-05,717878,Home Run,home_run,False,667452,666201,Corey Julks,Alek Manoah,0,0,1,eb538bf4-a8ba-4e72-b1bc-038acc86ae49,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,,,,,,,,
7,2023-06-05,717878,Single,single,False,673237,666201,Yainer Diaz,Alek Manoah,1,0,0,5c7a08ff-0eaf-4dcf-8577-fac3205819fd,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,,,,,,,,
8,2023-06-05,717878,Single,single,False,676694,666201,Jake Meyers,Alek Manoah,1,1,1,5a188d61-3210-486b-85a7-37b74fe9c659,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,,,,,,,,
9,2023-06-05,717878,Flyout,field_out,True,643289,543351,Mauricio Dubón,Jay Jackson,1,0,1,2bc2a023-1d85-421b-a0ab-16c6a8447e51,543351.0,jayjackson,"Jackson, J",Right,Jay Jackson,2.12,3.4,29.2,101.0,100.0,98.0,0.705,8.19,2.73,5.46,1.21,1.03,0.203,0.456,0.177,0.24100000000000002,0.41200000000000003,87.5,,,,89.0,96.0,91.0,89.0,73.0,71.0,108.0,105.0,103.0,0.027000000000000003,0.373,0.598,0.002,-0.99,2.6,3.38,-1.91,93.3,92.6,84.7,,0.286,0.116,,,,,,,,,,,,,,,,,,,
