,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vSI,vCU,SI_ba,CH_ba,CU_ba,FF_ba,FC_ba,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SL%,KC%,wSL/C,wKC/C,vSL,vKC,SL_ba,FS%,wFS/C,vFS,ST_ba,FS_ba
0,2023-06-14,717767,Single,single,False,596103,656756,Austin Slater,Jordan Montgomery,0,0,0,bf0bb5e0-a473-4cc2-a5a1-4ec450f53b1f,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.255,0.239,0.191,0.333,0.417,,,,,,,,,,,,,,,,,,
1,2023-06-14,717767,Single,single,False,682641,656756,Luis Matos,Jordan Montgomery,0,0,1,40561d75-ad99-4699-8f2b-8233a3652e2c,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.255,0.239,0.191,0.333,0.417,,,,,,,,,,,,,,,,,,
2,2023-06-14,717767,Single,single,False,642731,656756,Thairo Estrada,Jordan Montgomery,1,0,1,234a8a8f-c9da-4e64-a843-65fd4ab400cc,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.255,0.239,0.191,0.333,0.417,,,,,,,,,,,,,,,,,,
3,2023-06-14,717767,Walk,walk,False,527038,656756,Wilmer Flores,Jordan Montgomery,0,0,1,3c915961-5014-4d4e-8e5f-d4a4228f6183,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.255,0.239,0.191,0.333,0.417,,,,,,,,,,,,,,,,,,
4,2023-06-14,717767,Single,single,False,672275,656756,Patrick Bailey,Jordan Montgomery,1,1,1,3d19d593-3f58-4c94-8cb4-f46fec1f6add,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.255,0.239,0.191,0.333,0.417,,,,,,,,,,,,,,,,,,
5,2023-06-14,717767,Forceout,force_out,True,664774,656756,LaMonte Wade Jr.,Jordan Montgomery,1,0,1,07053feb-4617-4555-9211-473e3043fa34,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.255,0.239,0.191,0.333,0.417,,,,,,,,,,,,,,,,,,
6,2023-06-14,717767,Grounded Into DP,grounded_into_double_play,True,669477,656756,Casey Schmitt,Jordan Montgomery,0,0,1,aad42742-fd47-488a-89a7-912450067e0e,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.255,0.239,0.191,0.333,0.417,,,,,,,,,,,,,,,,,,
7,2023-06-14,717767,Strikeout,strikeout,True,680977,543101,Brendan Donovan,Anthony DeSclafani,0,0,0,fed7e745-9934-4e3f-9e2d-18f6a977632e,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.4,75.0,92.0,86.0,,,,86.0,88.0,84.0,90.0,106.0,99.0,,,,0.27699999999999997,0.126,,,0.098,-1.8,,-0.66,,-1.71,93.1,,93.1,,0.283,0.344,0.16,0.306,,101.0,97.0,101.0,106.0,109.0,109.0,0.44799999999999995,0.05,0.88,-0.59,87.4,82.2,0.257,,,,,
8,2023-06-14,717767,Strikeout,strikeout,True,502671,543101,Paul Goldschmidt,Anthony DeSclafani,0,0,0,d442993b-39e0-4087-a81d-2b9b81ba2217,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.4,75.0,92.0,86.0,,,,86.0,88.0,84.0,90.0,106.0,99.0,,,,0.27699999999999997,0.126,,,0.098,-1.8,,-0.66,,-1.71,93.1,,93.1,,0.283,0.344,0.16,0.306,,101.0,97.0,101.0,106.0,109.0,109.0,0.44799999999999995,0.05,0.88,-0.59,87.4,82.2,0.257,,,,,
9,2023-06-14,717767,Strikeout,strikeout,True,669357,543101,Nolan Gorman,Anthony DeSclafani,0,0,0,a1c7e5ef-950d-461b-a6c3-483a3823f5a1,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.4,75.0,92.0,86.0,,,,86.0,88.0,84.0,90.0,106.0,99.0,,,,0.27699999999999997,0.126,,,0.098,-1.8,,-0.66,,-1.71,93.1,,93.1,,0.283,0.344,0.16,0.306,,101.0,97.0,101.0,106.0,109.0,109.0,0.44799999999999995,0.05,0.88,-0.59,87.4,82.2,0.257,,,,,
