,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,FF_ba,CH_ba,SL_ba,SI_ba,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,ST_ba
0,2023-04-25,718431,Flyout,field_out,True,669743,676130,Alex Call,José Buttó,0,0,0,0be8a602-dc88-43ef-b6f8-3f0186a62a03,676130.0,josebutto,Buttó,Right,José Buttó,3.64,3.9,42.0,96.0,97.0,94.0,0.745,8.14,4.93,7.07,0.64,1.07,0.161,0.45799999999999996,0.161,0.314,0.364,85.5,83.0,96.0,92.0,76.0,88.0,94.0,101.0,96.0,94.0,86.0,86.0,79.0,109.0,104.0,106.0,0.055999999999999994,0.509,0.151,0.055,0.22899999999999998,1.65,4.53,1.11,1.56,-2.44,93.8,92.9,86.2,80.0,0.174,0.316,0.154,0.231,0.2,,,,,,,,
1,2023-04-25,718431,Lineout,field_out,True,671277,676130,Luis García Jr.,José Buttó,0,0,0,26a6c181-02cd-41c5-a698-92c4681b8408,676130.0,josebutto,Buttó,Right,José Buttó,3.64,3.9,42.0,96.0,97.0,94.0,0.745,8.14,4.93,7.07,0.64,1.07,0.161,0.45799999999999996,0.161,0.314,0.364,85.5,83.0,96.0,92.0,76.0,88.0,94.0,101.0,96.0,94.0,86.0,86.0,79.0,109.0,104.0,106.0,0.055999999999999994,0.509,0.151,0.055,0.22899999999999998,1.65,4.53,1.11,1.56,-2.44,93.8,92.9,86.2,80.0,0.174,0.316,0.154,0.231,0.2,,,,,,,,
2,2023-04-25,718431,Strikeout,strikeout,True,600869,676130,Jeimer Candelario,José Buttó,0,0,0,11e0510b-c66f-41cb-bfff-9fe42b3de33e,676130.0,josebutto,Buttó,Right,José Buttó,3.64,3.9,42.0,96.0,97.0,94.0,0.745,8.14,4.93,7.07,0.64,1.07,0.161,0.45799999999999996,0.161,0.314,0.364,85.5,83.0,96.0,92.0,76.0,88.0,94.0,101.0,96.0,94.0,86.0,86.0,79.0,109.0,104.0,106.0,0.055999999999999994,0.509,0.151,0.055,0.22899999999999998,1.65,4.53,1.11,1.56,-2.44,93.8,92.9,86.2,80.0,0.174,0.316,0.154,0.231,0.2,,,,,,,,
3,2023-04-25,718431,Strikeout,strikeout,True,607043,680686,Brandon Nimmo,Josiah Gray,0,0,0,33217994-b616-4667-9cec-b3bf46a548dc,680686.0,josiahgray,"Gray, Js",Right,Josiah Gray,3.91,5.03,159.0,95.0,88.0,91.0,0.762,8.09,4.53,8.6,1.25,0.92,0.253,0.45299999999999996,0.21,0.313,0.389,88.6,44.0,96.0,90.0,96.0,95.0,97.0,82.0,91.0,83.0,93.0,101.0,90.0,84.0,92.0,96.0,0.17600000000000002,0.166,0.299,0.161,0.016,-1.21,0.15,-0.07,0.24,0.6,93.5,93.1,85.1,82.2,0.291,0.286,0.239,0.313,0.221,95.0,95.0,83.0,0.18100000000000002,-0.09,88.8,0.243,0.163
4,2023-04-25,718431,Groundout,field_out,True,516782,680686,Starling Marte,Josiah Gray,1,0,0,0d2d4a48-9696-4876-bf2c-969dfeb3dbac,680686.0,josiahgray,"Gray, Js",Right,Josiah Gray,3.91,5.03,159.0,95.0,88.0,91.0,0.762,8.09,4.53,8.6,1.25,0.92,0.253,0.45299999999999996,0.21,0.313,0.389,88.6,44.0,96.0,90.0,96.0,95.0,97.0,82.0,91.0,83.0,93.0,101.0,90.0,84.0,92.0,96.0,0.17600000000000002,0.166,0.299,0.161,0.016,-1.21,0.15,-0.07,0.24,0.6,93.5,93.1,85.1,82.2,0.291,0.286,0.239,0.313,0.221,95.0,95.0,83.0,0.18100000000000002,-0.09,88.8,0.243,0.163
5,2023-04-25,718431,Flyout,field_out,True,596019,680686,Francisco Lindor,Josiah Gray,0,0,0,29f3d9c6-3708-4eeb-addc-8c31a64046b9,680686.0,josiahgray,"Gray, Js",Right,Josiah Gray,3.91,5.03,159.0,95.0,88.0,91.0,0.762,8.09,4.53,8.6,1.25,0.92,0.253,0.45299999999999996,0.21,0.313,0.389,88.6,44.0,96.0,90.0,96.0,95.0,97.0,82.0,91.0,83.0,93.0,101.0,90.0,84.0,92.0,96.0,0.17600000000000002,0.166,0.299,0.161,0.016,-1.21,0.15,-0.07,0.24,0.6,93.5,93.1,85.1,82.2,0.291,0.286,0.239,0.313,0.221,95.0,95.0,83.0,0.18100000000000002,-0.09,88.8,0.243,0.163
6,2023-04-25,718431,Single,single,True,608841,676130,Joey Meneses,José Buttó,0,0,1,f245a2f6-81b9-4e2c-a253-336f645bdc8d,676130.0,josebutto,Buttó,Right,José Buttó,3.64,3.9,42.0,96.0,97.0,94.0,0.745,8.14,4.93,7.07,0.64,1.07,0.161,0.45799999999999996,0.161,0.314,0.364,85.5,83.0,96.0,92.0,76.0,88.0,94.0,101.0,96.0,94.0,86.0,86.0,79.0,109.0,104.0,106.0,0.055999999999999994,0.509,0.151,0.055,0.22899999999999998,1.65,4.53,1.11,1.56,-2.44,93.8,92.9,86.2,80.0,0.174,0.316,0.154,0.231,0.2,,,,,,,,
7,2023-04-25,718431,Home Run,home_run,False,660688,676130,Keibert Ruiz,José Buttó,0,0,0,0a6fc499-7604-4b10-99af-c14dbe8a7b6e,676130.0,josebutto,Buttó,Right,José Buttó,3.64,3.9,42.0,96.0,97.0,94.0,0.745,8.14,4.93,7.07,0.64,1.07,0.161,0.45799999999999996,0.161,0.314,0.364,85.5,83.0,96.0,92.0,76.0,88.0,94.0,101.0,96.0,94.0,86.0,86.0,79.0,109.0,104.0,106.0,0.055999999999999994,0.509,0.151,0.055,0.22899999999999998,1.65,4.53,1.11,1.56,-2.44,93.8,92.9,86.2,80.0,0.174,0.316,0.154,0.231,0.2,,,,,,,,
8,2023-04-25,718431,Walk,walk,False,642086,676130,Dominic Smith,José Buttó,0,0,0,189858a3-dbcd-4be1-9209-425ff020e0ae,676130.0,josebutto,Buttó,Right,José Buttó,3.64,3.9,42.0,96.0,97.0,94.0,0.745,8.14,4.93,7.07,0.64,1.07,0.161,0.45799999999999996,0.161,0.314,0.364,85.5,83.0,96.0,92.0,76.0,88.0,94.0,101.0,96.0,94.0,86.0,86.0,79.0,109.0,104.0,106.0,0.055999999999999994,0.509,0.151,0.055,0.22899999999999998,1.65,4.53,1.11,1.56,-2.44,93.8,92.9,86.2,80.0,0.174,0.316,0.154,0.231,0.2,,,,,,,,
9,2023-04-25,718431,Groundout,field_out,True,657041,676130,Lane Thomas,José Buttó,1,0,1,ed82bcd2-821b-48c4-8c17-fdfe040dd9e8,676130.0,josebutto,Buttó,Right,José Buttó,3.64,3.9,42.0,96.0,97.0,94.0,0.745,8.14,4.93,7.07,0.64,1.07,0.161,0.45799999999999996,0.161,0.314,0.364,85.5,83.0,96.0,92.0,76.0,88.0,94.0,101.0,96.0,94.0,86.0,86.0,79.0,109.0,104.0,106.0,0.055999999999999994,0.509,0.151,0.055,0.22899999999999998,1.65,4.53,1.11,1.56,-2.44,93.8,92.9,86.2,80.0,0.174,0.316,0.154,0.231,0.2,,,,,,,,
