,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSL,vCU,FF_ba,FC_ba,CH_ba,ST_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FS%,wFS/C,wSI/C,vFS,vSI,SI_ba,SL_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS_ba
0,2023-08-12,717022,Groundout,field_out,True,650859,641585,Luis Rengifo,J.P. France,0,0,0,3c25d990-449d-4b3e-b6e5-296550333d0e,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,0.13699999999999998,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,80.1,76.0,0.308,0.317,0.183,0.25,0.145,,,,,,,,,,,,,,,
1,2023-08-12,717022,Strikeout,strikeout,True,660271,641585,Shohei Ohtani,J.P. France,0,0,0,79f24fed-7b2f-447b-80f6-54047ff2e028,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,0.13699999999999998,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,80.1,76.0,0.308,0.317,0.183,0.25,0.145,,,,,,,,,,,,,,,
2,2023-08-12,717022,Single,single,False,592273,641585,Brandon Drury,J.P. France,0,0,0,47347d20-8c78-4af2-8f63-ecb48702400d,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,0.13699999999999998,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,80.1,76.0,0.308,0.317,0.183,0.25,0.145,,,,,,,,,,,,,,,
3,2023-08-12,717022,Flyout,field_out,True,519058,641585,Mike Moustakas,J.P. France,0,0,0,b94b87d3-beb2-4907-b14a-f7bccf9315a1,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,0.13699999999999998,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,80.1,76.0,0.308,0.317,0.183,0.25,0.145,,,,,,,,,,,,,,,
4,2023-08-12,717022,Single,single,False,514888,542881,Jose Altuve,Tyler Anderson,0,0,0,374506d8-acf7-45d2-83c5-c3a51b872da9,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.24600000000000002,0.401,0.182,0.289,0.406,80.0,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,105.0,76.0,95.0,104.0,103.0,98.0,0.374,0.22399999999999998,0.006999999999999999,0.002,0.33799999999999997,-1.25,0.48,-1.06,-0.33,0.08,90.1,85.1,78.1,72.9,0.301,0.239,0.238,,,92.0,93.0,81.0,0.055,0.001,-4.72,-3.61,90.1,88.5,0.36,0.2,,,,
5,2023-08-12,717022,Grounded Into DP,grounded_into_double_play,True,608324,542881,Alex Bregman,Tyler Anderson,1,1,1,a6de62e7-f245-407a-8325-476d0343115c,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.24600000000000002,0.401,0.182,0.289,0.406,80.0,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,105.0,76.0,95.0,104.0,103.0,98.0,0.374,0.22399999999999998,0.006999999999999999,0.002,0.33799999999999997,-1.25,0.48,-1.06,-0.33,0.08,90.1,85.1,78.1,72.9,0.301,0.239,0.238,,,92.0,93.0,81.0,0.055,0.001,-4.72,-3.61,90.1,88.5,0.36,0.2,,,,
6,2023-08-12,717022,Strikeout,strikeout,True,670541,542881,Yordan Alvarez,Tyler Anderson,0,0,0,f49e7f43-7ed9-454d-8d13-0ff18916b7cc,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.24600000000000002,0.401,0.182,0.289,0.406,80.0,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,105.0,76.0,95.0,104.0,103.0,98.0,0.374,0.22399999999999998,0.006999999999999999,0.002,0.33799999999999997,-1.25,0.48,-1.06,-0.33,0.08,90.1,85.1,78.1,72.9,0.301,0.239,0.238,,,92.0,93.0,81.0,0.055,0.001,-4.72,-3.61,90.1,88.5,0.36,0.2,,,,
7,2023-08-12,717022,Strikeout,strikeout,True,543068,641585,C.J. Cron,J.P. France,0,0,0,15f54fc4-98e6-4052-b11f-ab33816c9402,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,0.13699999999999998,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,80.1,76.0,0.308,0.317,0.183,0.25,0.145,,,,,,,,,,,,,,,
8,2023-08-12,717022,Pop Out,field_out,True,666160,641585,Mickey Moniak,J.P. France,0,0,0,b99d868b-1e6c-4d6d-a797-38120a6251bd,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,0.13699999999999998,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,80.1,76.0,0.308,0.317,0.183,0.25,0.145,,,,,,,,,,,,,,,
9,2023-08-12,717022,Pop Out,field_out,True,592669,641585,Hunter Renfroe,J.P. France,1,0,0,452024a7-6e32-4adc-8b9a-6a8d8897ba3b,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,0.13699999999999998,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,80.1,76.0,0.308,0.317,0.183,0.25,0.145,,,,,,,,,,,,,,,
