,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),vKN (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,KC%,CH%,KN%,wFA/C,wFS/C,wSI/C,wSL/C,wKC/C,wCH/C,wKN/C,vFA,vFS,vSI,vSL,vKC,FF_ba,SI_ba,SL_ba,CU_ba,FS_ba,CH_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,ST_ba
0,2023-05-31,717939,Strikeout,strikeout,True,650402,669923,Gleyber Torres,George Kirby,0,0,0,3c587ec7-9fe9-45d9-8660-c3b2f3d6bb89,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,75.1,94.0,107.0,111.0,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,95.0,103.0,110.0,0.21600000000000003,0.39399999999999996,0.061,0.19699999999999998,0.115,0.018000000000000002,0.001,1.34,1.07,0.43,1.03,0.35,-5.31,0.26,96.1,84.9,95.8,86.3,81.8,0.234,0.261,0.264,0.265,0.143,0.5,,,,,,,,,,,
1,2023-05-31,717939,Groundout,field_out,True,592450,669923,Aaron Judge,George Kirby,0,0,0,463d6cc9-0157-46ee-87e3-2bc8e551a771,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,75.1,94.0,107.0,111.0,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,95.0,103.0,110.0,0.21600000000000003,0.39399999999999996,0.061,0.19699999999999998,0.115,0.018000000000000002,0.001,1.34,1.07,0.43,1.03,0.35,-5.31,0.26,96.1,84.9,95.8,86.3,81.8,0.234,0.261,0.264,0.265,0.143,0.5,,,,,,,,,,,
2,2023-05-31,717939,Groundout,field_out,True,641432,669923,Willie Calhoun,George Kirby,0,0,0,d21b76a2-4e33-4648-8af0-a22e595c160d,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,75.1,94.0,107.0,111.0,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,95.0,103.0,110.0,0.21600000000000003,0.39399999999999996,0.061,0.19699999999999998,0.115,0.018000000000000002,0.001,1.34,1.07,0.43,1.03,0.35,-5.31,0.26,96.1,84.9,95.8,86.3,81.8,0.234,0.261,0.264,0.265,0.143,0.5,,,,,,,,,,,
3,2023-05-31,717939,Flyout,field_out,True,641487,657376,J.P. Crawford,Clarke Schmidt,0,0,0,60befe18-b259-4f0b-a5d0-f93fa9336f97,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,,31.0,95.0,88.0,,,,68.0,103.0,88.0,109.0,99.0,107.0,,,,0.24100000000000002,,,0.27399999999999997,0.191,0.015,,,,-0.2,-0.59,-0.46,-7.35,,,,93.4,86.0,83.7,,0.288,,0.198,,0.5,146.0,100.0,118.0,96.0,106.0,105.0,0.27899999999999997,0.27,91.3,0.28,0.276
4,2023-05-31,717939,Strikeout,strikeout,True,664034,657376,Ty France,Clarke Schmidt,0,0,0,5565eff7-e04f-4c42-9421-52e71bc18c5d,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,,31.0,95.0,88.0,,,,68.0,103.0,88.0,109.0,99.0,107.0,,,,0.24100000000000002,,,0.27399999999999997,0.191,0.015,,,,-0.2,-0.59,-0.46,-7.35,,,,93.4,86.0,83.7,,0.288,,0.198,,0.5,146.0,100.0,118.0,96.0,106.0,105.0,0.27899999999999997,0.27,91.3,0.28,0.276
5,2023-05-31,717939,Groundout,field_out,True,677594,657376,Julio Rodríguez,Clarke Schmidt,0,0,0,bdc7ab27-d780-423f-a2b4-8defc2489084,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,,31.0,95.0,88.0,,,,68.0,103.0,88.0,109.0,99.0,107.0,,,,0.24100000000000002,,,0.27399999999999997,0.191,0.015,,,,-0.2,-0.59,-0.46,-7.35,,,,93.4,86.0,83.7,,0.288,,0.198,,0.5,146.0,100.0,118.0,96.0,106.0,105.0,0.27899999999999997,0.27,91.3,0.28,0.276
6,2023-05-31,717939,Groundout,field_out,True,518934,669923,DJ LeMahieu,George Kirby,1,0,0,8cb2a084-3191-4aac-bce4-880dd0eb9eba,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,75.1,94.0,107.0,111.0,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,95.0,103.0,110.0,0.21600000000000003,0.39399999999999996,0.061,0.19699999999999998,0.115,0.018000000000000002,0.001,1.34,1.07,0.43,1.03,0.35,-5.31,0.26,96.1,84.9,95.8,86.3,81.8,0.234,0.261,0.264,0.265,0.143,0.5,,,,,,,,,,,
7,2023-05-31,717939,Groundout,field_out,True,643396,669923,Isiah Kiner-Falefa,George Kirby,0,0,0,f425d8dc-40d4-4dce-afd1-ac330150f879,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,75.1,94.0,107.0,111.0,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,95.0,103.0,110.0,0.21600000000000003,0.39399999999999996,0.061,0.19699999999999998,0.115,0.018000000000000002,0.001,1.34,1.07,0.43,1.03,0.35,-5.31,0.26,96.1,84.9,95.8,86.3,81.8,0.234,0.261,0.264,0.265,0.143,0.5,,,,,,,,,,,
8,2023-05-31,717939,Strikeout,strikeout,True,641343,669923,Jake Bauers,George Kirby,0,0,0,229d7d6d-aac2-4efd-aa4a-99bc094b425e,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,75.1,94.0,107.0,111.0,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,95.0,103.0,110.0,0.21600000000000003,0.39399999999999996,0.061,0.19699999999999998,0.115,0.018000000000000002,0.001,1.34,1.07,0.43,1.03,0.35,-5.31,0.26,96.1,84.9,95.8,86.3,81.8,0.234,0.261,0.264,0.265,0.143,0.5,,,,,,,,,,,
9,2023-05-31,717939,Strikeout,strikeout,True,672284,657376,Jarred Kelenic,Clarke Schmidt,0,0,0,3fbec908-4237-4e8c-a64a-261d4a90bb16,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,,31.0,95.0,88.0,,,,68.0,103.0,88.0,109.0,99.0,107.0,,,,0.24100000000000002,,,0.27399999999999997,0.191,0.015,,,,-0.2,-0.59,-0.46,-7.35,,,,93.4,86.0,83.7,,0.288,,0.198,,0.5,146.0,100.0,118.0,96.0,106.0,105.0,0.27899999999999997,0.27,91.3,0.28,0.276
