,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,wFA/C,wFS/C,wSL/C,vFA,vFS,vSL,FF_ba,FS_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,CH%,wSI/C,wCU/C,wCH/C,vSI,vCU,CU_ba,CH_ba,SI_ba,ST_ba
0,2023-05-16,718157,Groundout,field_out,True,650402,592332,Gleyber Torres,Kevin Gausman,0,0,0,4f5b22c6-c490-44fb-b159-308ed2bcf0ae,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-16,718157,Groundout,field_out,True,592450,592332,Aaron Judge,Kevin Gausman,0,0,0,a28a1818-3013-4236-b413-3054e9d3469a,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-16,718157,Strikeout,strikeout,True,664056,592332,Harrison Bader,Kevin Gausman,0,0,0,bdd6715d-ca63-46a8-af67-5950aeab0459,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-16,718157,Lineout,field_out,True,543807,593334,George Springer,Domingo Germán,1,0,0,86372167-1f96-457e-8472-05a3eaaca129,593334.0,domingogerman,Germán,Right,Domingo Germán,4.56,4.3,108.2,100.0,92.0,98.0,0.7070000000000001,9.44,2.82,6.87,1.66,0.97,0.159,0.486,0.166,0.32799999999999996,0.41600000000000004,89.0,100.0,97.0,,,,,,,0.27699999999999997,,,-1.75,,,92.3,,,0.321,,,85.8,96.0,98.0,95.0,94.0,102.0,104.0,82.0,95.0,87.0,0.105,0.409,0.209,0.95,1.5,1.01,92.4,82.9,0.174,0.2,0.15,
4,2023-05-16,718157,Groundout,field_out,True,666182,593334,Bo Bichette,Domingo Germán,1,1,0,01f40ef2-1a4c-4c72-9ea9-cf5e54e05708,593334.0,domingogerman,Germán,Right,Domingo Germán,4.56,4.3,108.2,100.0,92.0,98.0,0.7070000000000001,9.44,2.82,6.87,1.66,0.97,0.159,0.486,0.166,0.32799999999999996,0.41600000000000004,89.0,100.0,97.0,,,,,,,0.27699999999999997,,,-1.75,,,92.3,,,0.321,,,85.8,96.0,98.0,95.0,94.0,102.0,104.0,82.0,95.0,87.0,0.105,0.409,0.209,0.95,1.5,1.01,92.4,82.9,0.174,0.2,0.15,
5,2023-05-16,718157,Strikeout,strikeout,True,665489,593334,Vladimir Guerrero Jr.,Domingo Germán,0,0,0,0e9f3ed5-bf0b-4372-b534-7ecec2a6699b,593334.0,domingogerman,Germán,Right,Domingo Germán,4.56,4.3,108.2,100.0,92.0,98.0,0.7070000000000001,9.44,2.82,6.87,1.66,0.97,0.159,0.486,0.166,0.32799999999999996,0.41600000000000004,89.0,100.0,97.0,,,,,,,0.27699999999999997,,,-1.75,,,92.3,,,0.321,,,85.8,96.0,98.0,95.0,94.0,102.0,104.0,82.0,95.0,87.0,0.105,0.409,0.209,0.95,1.5,1.01,92.4,82.9,0.174,0.2,0.15,
6,2023-05-16,718157,Groundout,field_out,True,518934,592332,DJ LeMahieu,Kevin Gausman,0,0,0,efbe2393-714d-4895-b746-11e2a5175e9e,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,
7,2023-05-16,718157,Walk,walk,False,641343,592332,Jake Bauers,Kevin Gausman,0,0,0,8eb6eb70-c696-40c8-9475-1d2d87f4b95a,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,
8,2023-05-16,718157,Strikeout,strikeout,True,683011,592332,Anthony Volpe,Kevin Gausman,0,0,0,8b036502-a339-4e6d-8008-4503ae2b4d98,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,
9,2023-05-16,718157,Pop Out,field_out,True,665828,592332,Oswaldo Cabrera,Kevin Gausman,0,0,0,e85de02f-2aa7-4eee-bf43-0a739a0b9924,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,
