,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,FF_ba,SI_ba,FC_ba,ST_ba,CU_ba,CH_ba,SL_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-08-25,716862,Strikeout,strikeout,True,643565,656605,Mike Tauchman,Mitch Keller,0,0,0,b4197d4f-fbb4-4381-8e53-5ecb8b771773,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.27699999999999997,0.358,0.172,0.31,0.456,90.7,83.0,104.0,97.0,91.0,94.0,98.0,100.0,106.0,100.0,93.0,106.0,100.0,142.0,104.0,123.0,99.0,98.0,99.0,0.228,0.261,0.242,0.161,0.08,0.027999999999999997,0.66,-0.07,1.66,-0.5,-1.97,-2.63,95.2,89.7,93.9,82.8,78.0,0.176,0.258,0.316,0.221,0.273,0.36,,,,,,,,,,,,,,
1,2023-08-25,716862,Strikeout,strikeout,True,663538,656605,Nico Hoerner,Mitch Keller,0,0,0,dcd8fcfb-5744-4637-8f9f-ae52f78b5360,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.27699999999999997,0.358,0.172,0.31,0.456,90.7,83.0,104.0,97.0,91.0,94.0,98.0,100.0,106.0,100.0,93.0,106.0,100.0,142.0,104.0,123.0,99.0,98.0,99.0,0.228,0.261,0.242,0.161,0.08,0.027999999999999997,0.66,-0.07,1.66,-0.5,-1.97,-2.63,95.2,89.7,93.9,82.8,78.0,0.176,0.258,0.316,0.221,0.273,0.36,,,,,,,,,,,,,,
2,2023-08-25,716862,Lineout,field_out,True,664023,656605,Ian Happ,Mitch Keller,1,0,0,9ee8d1ef-cdd9-4bf2-9d8d-9c1259472ef6,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.27699999999999997,0.358,0.172,0.31,0.456,90.7,83.0,104.0,97.0,91.0,94.0,98.0,100.0,106.0,100.0,93.0,106.0,100.0,142.0,104.0,123.0,99.0,98.0,99.0,0.228,0.261,0.242,0.161,0.08,0.027999999999999997,0.66,-0.07,1.66,-0.5,-1.97,-2.63,95.2,89.7,93.9,82.8,78.0,0.176,0.258,0.316,0.221,0.273,0.36,,,,,,,,,,,,,,
3,2023-08-25,716862,Single,single,False,663647,543294,Ke'Bryan Hayes,Kyle Hendricks,0,0,0,0f816f42-0056-4b79-9217-cbe5f8d40da5,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,72.0,110.0,99.0,,,,,,,0.349,0.205,,,0.035,0.41100000000000003,-1.61,,0.04,,0.0,1.43,87.8,,87.5,,73.3,0.38,0.318,,,0.25,0.18,,,,,,,,,,,,,,
4,2023-08-25,716862,Double,double,False,668804,543294,Bryan Reynolds,Kyle Hendricks,0,0,1,572f9a22-5d9a-4f5b-b414-d2ca7809aeb5,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,72.0,110.0,99.0,,,,,,,0.349,0.205,,,0.035,0.41100000000000003,-1.61,,0.04,,0.0,1.43,87.8,,87.5,,73.3,0.38,0.318,,,0.25,0.18,,,,,,,,,,,,,,
5,2023-08-25,716862,Groundout,field_out,True,457705,543294,Andrew McCutchen,Kyle Hendricks,1,0,1,48064a86-d5f9-4ffe-a522-760cec5bc202,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,72.0,110.0,99.0,,,,,,,0.349,0.205,,,0.035,0.41100000000000003,-1.61,,0.04,,0.0,1.43,87.8,,87.5,,73.3,0.38,0.318,,,0.25,0.18,,,,,,,,,,,,,,
6,2023-08-25,716862,Fielders Choice,fielders_choice,False,641943,543294,Joshua Palacios,Kyle Hendricks,0,0,1,a94231b3-dedc-4976-a18e-4914ecdb3903,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,72.0,110.0,99.0,,,,,,,0.349,0.205,,,0.035,0.41100000000000003,-1.61,,0.04,,0.0,1.43,87.8,,87.5,,73.3,0.38,0.318,,,0.25,0.18,,,,,,,,,,,,,,
7,2023-08-25,716862,Walk,walk,False,656582,543294,Connor Joe,Kyle Hendricks,0,0,1,e8164095-bd63-4456-bd8b-647824e22797,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,72.0,110.0,99.0,,,,,,,0.349,0.205,,,0.035,0.41100000000000003,-1.61,,0.04,,0.0,1.43,87.8,,87.5,,73.3,0.38,0.318,,,0.25,0.18,,,,,,,,,,,,,,
8,2023-08-25,716862,Pop Out,field_out,True,669261,543294,Jack Suwinski,Kyle Hendricks,0,0,0,6f8b65be-5b08-4382-81df-66319a3d5b5b,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,72.0,110.0,99.0,,,,,,,0.349,0.205,,,0.035,0.41100000000000003,-1.61,,0.04,,0.0,1.43,87.8,,87.5,,73.3,0.38,0.318,,,0.25,0.18,,,,,,,,,,,,,,
9,2023-08-25,716862,Forceout,force_out,True,678225,543294,Ji Hwan Bae,Kyle Hendricks,1,0,1,e90381a9-ca3c-49c6-83ad-85865c8a679c,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,72.0,110.0,99.0,,,,,,,0.349,0.205,,,0.035,0.41100000000000003,-1.61,,0.04,,0.0,1.43,87.8,,87.5,,73.3,0.38,0.318,,,0.25,0.18,,,,,,,,,,,,,,
