,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,SI_ba,SL_ba,FF_ba,CU_ba,vKN (sc),Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,KN%,wFS/C,wKC/C,wKN/C,vFS,vKC,FS_ba,CH_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,ST_ba
0,2023-05-04,718304,Flyout,field_out,True,677594,607968,Julio Rodríguez,Drew Rucinski,0,0,0,ba5a5f0b-f280-4e9b-a651-47a6acb62780,607968.0,drewrucinski,Rucinski,Right,Drew Rucinski,9.0,7.35,18.0,93.0,77.0,87.0,0.831,3.0,7.0,13.5,2.5,1.22,0.162,0.446,0.18899999999999997,0.35100000000000003,0.397,83.6,63.0,88.0,84.0,96.0,117.0,109.0,69.0,87.0,79.0,84.0,90.0,87.0,79.0,97.0,89.0,0.26,0.289,0.303,0.071,0.077,-2.27,-0.04,-4.74,-14.4,-2.31,89.0,89.1,84.2,78.8,0.259,0.375,0.294,0.667,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-04,718304,Groundout,field_out,True,664034,607968,Ty France,Drew Rucinski,0,0,0,8d947f97-00da-4dba-99c3-1fc1d9564865,607968.0,drewrucinski,Rucinski,Right,Drew Rucinski,9.0,7.35,18.0,93.0,77.0,87.0,0.831,3.0,7.0,13.5,2.5,1.22,0.162,0.446,0.18899999999999997,0.35100000000000003,0.397,83.6,63.0,88.0,84.0,96.0,117.0,109.0,69.0,87.0,79.0,84.0,90.0,87.0,79.0,97.0,89.0,0.26,0.289,0.303,0.071,0.077,-2.27,-0.04,-4.74,-14.4,-2.31,89.0,89.1,84.2,78.8,0.259,0.375,0.294,0.667,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-04,718304,Strikeout,strikeout,True,672284,607968,Jarred Kelenic,Drew Rucinski,0,0,0,ed60aefd-cc1f-4e6d-a2d8-ab4bacc24d54,607968.0,drewrucinski,Rucinski,Right,Drew Rucinski,9.0,7.35,18.0,93.0,77.0,87.0,0.831,3.0,7.0,13.5,2.5,1.22,0.162,0.446,0.18899999999999997,0.35100000000000003,0.397,83.6,63.0,88.0,84.0,96.0,117.0,109.0,69.0,87.0,79.0,84.0,90.0,87.0,79.0,97.0,89.0,0.26,0.289,0.303,0.071,0.077,-2.27,-0.04,-4.74,-14.4,-2.31,89.0,89.1,84.2,78.8,0.259,0.375,0.294,0.667,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-04,718304,Lineout,field_out,True,665923,669923,Esteury Ruiz,George Kirby,0,0,0,9832688a-533c-4213-a132-ca8ac4ea0a47,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,94.0,107.0,111.0,,,,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,0.21600000000000003,0.39399999999999996,0.19699999999999998,,0.018000000000000002,1.34,0.43,1.03,,-5.31,96.1,95.8,86.3,,0.261,0.264,0.234,0.265,75.1,95.0,103.0,110.0,0.061,0.115,0.001,1.07,0.35,0.26,84.9,81.8,0.143,0.5,,,,,,,,
4,2023-05-04,718304,Flyout,field_out,True,643393,669923,Tony Kemp,George Kirby,1,0,0,e6af2049-90db-43fb-8861-3aef13dfddd4,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,94.0,107.0,111.0,,,,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,0.21600000000000003,0.39399999999999996,0.19699999999999998,,0.018000000000000002,1.34,0.43,1.03,,-5.31,96.1,95.8,86.3,,0.261,0.264,0.234,0.265,75.1,95.0,103.0,110.0,0.061,0.115,0.001,1.07,0.35,0.26,84.9,81.8,0.143,0.5,,,,,,,,
5,2023-05-04,718304,Groundout,field_out,True,667670,669923,Brent Rooker,George Kirby,0,0,0,6fd6cf52-ab8b-44d8-9c01-1991f00093f3,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,94.0,107.0,111.0,,,,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,0.21600000000000003,0.39399999999999996,0.19699999999999998,,0.018000000000000002,1.34,0.43,1.03,,-5.31,96.1,95.8,86.3,,0.261,0.264,0.234,0.265,75.1,95.0,103.0,110.0,0.061,0.115,0.001,1.07,0.35,0.26,84.9,81.8,0.143,0.5,,,,,,,,
6,2023-05-04,718304,Single,single,False,553993,607968,Eugenio Suárez,Drew Rucinski,1,0,0,ac2b6604-808d-4c32-a08d-e312b2132365,607968.0,drewrucinski,Rucinski,Right,Drew Rucinski,9.0,7.35,18.0,93.0,77.0,87.0,0.831,3.0,7.0,13.5,2.5,1.22,0.162,0.446,0.18899999999999997,0.35100000000000003,0.397,83.6,63.0,88.0,84.0,96.0,117.0,109.0,69.0,87.0,79.0,84.0,90.0,87.0,79.0,97.0,89.0,0.26,0.289,0.303,0.071,0.077,-2.27,-0.04,-4.74,-14.4,-2.31,89.0,89.1,84.2,78.8,0.259,0.375,0.294,0.667,,,,,,,,,,,,,,,,,,,,,,
7,2023-05-04,718304,Pop Out,field_out,True,663728,607968,Cal Raleigh,Drew Rucinski,0,0,0,de84121f-ca16-484a-9249-34b90a8852f3,607968.0,drewrucinski,Rucinski,Right,Drew Rucinski,9.0,7.35,18.0,93.0,77.0,87.0,0.831,3.0,7.0,13.5,2.5,1.22,0.162,0.446,0.18899999999999997,0.35100000000000003,0.397,83.6,63.0,88.0,84.0,96.0,117.0,109.0,69.0,87.0,79.0,84.0,90.0,87.0,79.0,97.0,89.0,0.26,0.289,0.303,0.071,0.077,-2.27,-0.04,-4.74,-14.4,-2.31,89.0,89.1,84.2,78.8,0.259,0.375,0.294,0.667,,,,,,,,,,,,,,,,,,,,,,
8,2023-05-04,718304,Grounded Into DP,grounded_into_double_play,True,606192,607968,Teoscar Hernández,Drew Rucinski,0,0,1,45d17539-12c6-4e12-bfea-041f0e679f8e,607968.0,drewrucinski,Rucinski,Right,Drew Rucinski,9.0,7.35,18.0,93.0,77.0,87.0,0.831,3.0,7.0,13.5,2.5,1.22,0.162,0.446,0.18899999999999997,0.35100000000000003,0.397,83.6,63.0,88.0,84.0,96.0,117.0,109.0,69.0,87.0,79.0,84.0,90.0,87.0,79.0,97.0,89.0,0.26,0.289,0.303,0.071,0.077,-2.27,-0.04,-4.74,-14.4,-2.31,89.0,89.1,84.2,78.8,0.259,0.375,0.294,0.667,,,,,,,,,,,,,,,,,,,,,,
9,2023-05-04,718304,Groundout,field_out,True,657656,669923,Ramón Laureano,George Kirby,0,0,0,15986df2-8af7-4474-9f14-038eda06068a,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,94.0,107.0,111.0,,,,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,0.21600000000000003,0.39399999999999996,0.19699999999999998,,0.018000000000000002,1.34,0.43,1.03,,-5.31,96.1,95.8,86.3,,0.261,0.264,0.234,0.265,75.1,95.0,103.0,110.0,0.061,0.115,0.001,1.07,0.35,0.26,84.9,81.8,0.143,0.5,,,,,,,,
