,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,FF_ba,SL_ba,SI_ba,ST_ba,CH_ba,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FS_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-05-24,718037,Flyout,field_out,True,665923,682243,Esteury Ruiz,Bryce Miller,1,0,0,21d107f2-4143-4d75-b40e-d035ca5083c9,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,4.32,4.86,131.1,104.0,117.0,109.0,0.7829999999999999,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.35600000000000004,0.46399999999999997,85.0,90.0,101.0,107.0,113.0,102.0,102.0,121.0,105.0,110.0,104.0,101.0,99.0,112.0,100.0,107.0,0.076,0.585,0.27399999999999997,0.009000000000000001,0.055999999999999994,0.3,1.22,0.14,-8.41,0.66,95.1,95.1,85.0,78.2,0.256,0.202,0.26,0.3,0.167,0.667,,,,,,,,,,,,,,
1,2023-05-24,718037,Strikeout,strikeout,True,676116,682243,Ryan Noda,Bryce Miller,0,0,0,82ee64dc-1717-49bb-b16a-cc9d65481577,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,4.32,4.86,131.1,104.0,117.0,109.0,0.7829999999999999,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.35600000000000004,0.46399999999999997,85.0,90.0,101.0,107.0,113.0,102.0,102.0,121.0,105.0,110.0,104.0,101.0,99.0,112.0,100.0,107.0,0.076,0.585,0.27399999999999997,0.009000000000000001,0.055999999999999994,0.3,1.22,0.14,-8.41,0.66,95.1,95.1,85.0,78.2,0.256,0.202,0.26,0.3,0.167,0.667,,,,,,,,,,,,,,
2,2023-05-24,718037,Strikeout,strikeout,True,664913,682243,Seth Brown,Bryce Miller,0,0,0,512d7cfd-598b-46c1-b1c7-f33b63a63b18,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,4.32,4.86,131.1,104.0,117.0,109.0,0.7829999999999999,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.35600000000000004,0.46399999999999997,85.0,90.0,101.0,107.0,113.0,102.0,102.0,121.0,105.0,110.0,104.0,101.0,99.0,112.0,100.0,107.0,0.076,0.585,0.27399999999999997,0.009000000000000001,0.055999999999999994,0.3,1.22,0.14,-8.41,0.66,95.1,95.1,85.0,78.2,0.256,0.202,0.26,0.3,0.167,0.667,,,,,,,,,,,,,,
3,2023-05-24,718037,Single,single,False,641487,643493,J.P. Crawford,Austin Pruitt,1,1,0,382c0d80-6dde-484e-aa7c-871fd7f478e7,643493.0,austinpruitt,Pruitt,Right,Austin Pruitt,2.98,4.01,48.1,104.0,113.0,104.0,0.831,5.59,2.23,8.19,0.93,0.85,0.261,0.366,0.203,0.261,0.395,87.1,60.0,105.0,88.0,127.0,108.0,112.0,73.0,97.0,90.0,89.0,114.0,97.0,149.0,103.0,114.0,0.14,0.26,0.38,0.16,0.06,-1.17,3.55,0.34,2.21,1.29,91.8,91.3,87.6,81.2,0.344,0.238,0.216,,0.308,0.143,,,,,,,,,,,,,,
4,2023-05-24,718037,Single,single,False,677594,643493,Julio Rodríguez,Austin Pruitt,1,0,1,c5de5e53-634b-4ac9-8e69-1ceac0e6744c,643493.0,austinpruitt,Pruitt,Right,Austin Pruitt,2.98,4.01,48.1,104.0,113.0,104.0,0.831,5.59,2.23,8.19,0.93,0.85,0.261,0.366,0.203,0.261,0.395,87.1,60.0,105.0,88.0,127.0,108.0,112.0,73.0,97.0,90.0,89.0,114.0,97.0,149.0,103.0,114.0,0.14,0.26,0.38,0.16,0.06,-1.17,3.55,0.34,2.21,1.29,91.8,91.3,87.6,81.2,0.344,0.238,0.216,,0.308,0.143,,,,,,,,,,,,,,
5,2023-05-24,718037,Grounded Into DP,grounded_into_double_play,True,553993,643493,Eugenio Suárez,Austin Pruitt,0,0,1,43af14b9-7120-49ff-9f51-c08bb762c9ec,643493.0,austinpruitt,Pruitt,Right,Austin Pruitt,2.98,4.01,48.1,104.0,113.0,104.0,0.831,5.59,2.23,8.19,0.93,0.85,0.261,0.366,0.203,0.261,0.395,87.1,60.0,105.0,88.0,127.0,108.0,112.0,73.0,97.0,90.0,89.0,114.0,97.0,149.0,103.0,114.0,0.14,0.26,0.38,0.16,0.06,-1.17,3.55,0.34,2.21,1.29,91.8,91.3,87.6,81.2,0.344,0.238,0.216,,0.308,0.143,,,,,,,,,,,,,,
6,2023-05-24,718037,Flyout,field_out,True,672284,643493,Jarred Kelenic,Austin Pruitt,1,0,0,6ce3b63a-55c5-4369-963d-2a498e57dfef,643493.0,austinpruitt,Pruitt,Right,Austin Pruitt,2.98,4.01,48.1,104.0,113.0,104.0,0.831,5.59,2.23,8.19,0.93,0.85,0.261,0.366,0.203,0.261,0.395,87.1,60.0,105.0,88.0,127.0,108.0,112.0,73.0,97.0,90.0,89.0,114.0,97.0,149.0,103.0,114.0,0.14,0.26,0.38,0.16,0.06,-1.17,3.55,0.34,2.21,1.29,91.8,91.3,87.6,81.2,0.344,0.238,0.216,,0.308,0.143,,,,,,,,,,,,,,
7,2023-05-24,718037,Strikeout,strikeout,True,669127,682243,Shea Langeliers,Bryce Miller,0,0,0,f2508fc6-71c5-4014-abf4-b96d66859be8,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,4.32,4.86,131.1,104.0,117.0,109.0,0.7829999999999999,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.35600000000000004,0.46399999999999997,85.0,90.0,101.0,107.0,113.0,102.0,102.0,121.0,105.0,110.0,104.0,101.0,99.0,112.0,100.0,107.0,0.076,0.585,0.27399999999999997,0.009000000000000001,0.055999999999999994,0.3,1.22,0.14,-8.41,0.66,95.1,95.1,85.0,78.2,0.256,0.202,0.26,0.3,0.167,0.667,,,,,,,,,,,,,,
8,2023-05-24,718037,Lineout,field_out,True,668709,682243,JJ Bleday,Bryce Miller,1,0,0,67beb78a-9d61-4394-80d6-3866a034e1aa,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,4.32,4.86,131.1,104.0,117.0,109.0,0.7829999999999999,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.35600000000000004,0.46399999999999997,85.0,90.0,101.0,107.0,113.0,102.0,102.0,121.0,105.0,110.0,104.0,101.0,99.0,112.0,100.0,107.0,0.076,0.585,0.27399999999999997,0.009000000000000001,0.055999999999999994,0.3,1.22,0.14,-8.41,0.66,95.1,95.1,85.0,78.2,0.256,0.202,0.26,0.3,0.167,0.667,,,,,,,,,,,,,,
9,2023-05-24,718037,Strikeout,strikeout,True,657656,682243,Ramón Laureano,Bryce Miller,0,0,0,6af3f195-e439-4e12-a674-584d8d451ebd,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,4.32,4.86,131.1,104.0,117.0,109.0,0.7829999999999999,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.35600000000000004,0.46399999999999997,85.0,90.0,101.0,107.0,113.0,102.0,102.0,121.0,105.0,110.0,104.0,101.0,99.0,112.0,100.0,107.0,0.076,0.585,0.27399999999999997,0.009000000000000001,0.055999999999999994,0.3,1.22,0.14,-8.41,0.66,95.1,95.1,85.0,78.2,0.256,0.202,0.26,0.3,0.167,0.667,,,,,,,,,,,,,,
