,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,wFA/C,wFS/C,wSL/C,vFA,vFS,vSL,FF_ba,FS_ba,ST_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,CH%,wFC/C,wCU/C,wCH/C,vFC,vCU,FC_ba,CU_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba
0,2023-07-03,717510,Home Run,home_run,False,672580,657746,Maikel Garcia,Joe Ryan,0,0,0,1255e004-1a4f-4f31-a9ca-c18ac79705dd,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-03,717510,Strikeout,strikeout,True,677951,657746,Bobby Witt Jr.,Joe Ryan,0,0,0,86c2dc0d-eb7c-49fc-897d-daea2cd24034,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-03,717510,Strikeout,strikeout,True,668472,657746,Nick Pratto,Joe Ryan,0,0,0,7b62a99b-ec3c-48c1-8561-4c911283c0a1,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-03,717510,Lineout,field_out,True,658668,657746,Edward Olivares,Joe Ryan,0,0,0,ac50649b-e071-4f57-a29b-115bf5af322b,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-07-03,717510,Double,double,False,621043,680735,Carlos Correa,Austin Cox,0,0,0,ba9051b7-e46e-44b4-b732-0a421fd4de62,680735.0,austincox,Cox,Left,Austin Cox,4.54,4.93,35.2,101.0,86.0,98.0,0.759,8.33,4.29,7.07,0.5,0.92,0.268,0.35100000000000003,0.10300000000000001,0.371,0.42,75.0,98.0,93.0,101.0,113.0,111.0,,,,0.486,,0.017,0.04,,0.86,91.5,,83.4,0.246,,,0.333,82.9,80.0,99.0,95.0,87.0,104.0,109.0,118.0,105.0,104.0,0.192,0.152,0.152,1.14,1.57,-0.04,86.7,77.8,0.185,0.211,0.176,,,,,,,
5,2023-07-03,717510,Single,single,False,456781,680735,Donovan Solano,Austin Cox,0,0,1,a5440a52-fe1d-4af2-b2a3-68fc0745e680,680735.0,austincox,Cox,Left,Austin Cox,4.54,4.93,35.2,101.0,86.0,98.0,0.759,8.33,4.29,7.07,0.5,0.92,0.268,0.35100000000000003,0.10300000000000001,0.371,0.42,75.0,98.0,93.0,101.0,113.0,111.0,,,,0.486,,0.017,0.04,,0.86,91.5,,83.4,0.246,,,0.333,82.9,80.0,99.0,95.0,87.0,104.0,109.0,118.0,105.0,104.0,0.192,0.152,0.152,1.14,1.57,-0.04,86.7,77.8,0.185,0.211,0.176,,,,,,,
6,2023-07-03,717510,Sac Fly,sac_fly,True,621439,680735,Byron Buxton,Austin Cox,0,0,1,568aac4f-20ec-4f0c-aef3-fd77ae368ef6,680735.0,austincox,Cox,Left,Austin Cox,4.54,4.93,35.2,101.0,86.0,98.0,0.759,8.33,4.29,7.07,0.5,0.92,0.268,0.35100000000000003,0.10300000000000001,0.371,0.42,75.0,98.0,93.0,101.0,113.0,111.0,,,,0.486,,0.017,0.04,,0.86,91.5,,83.4,0.246,,,0.333,82.9,80.0,99.0,95.0,87.0,104.0,109.0,118.0,105.0,104.0,0.192,0.152,0.152,1.14,1.57,-0.04,86.7,77.8,0.185,0.211,0.176,,,,,,,
7,2023-07-03,717510,Grounded Into DP,grounded_into_double_play,True,571657,680735,Kyle Farmer,Austin Cox,1,1,1,9bf51fe9-4eaa-47a5-8209-6cc2cf11d4a9,680735.0,austincox,Cox,Left,Austin Cox,4.54,4.93,35.2,101.0,86.0,98.0,0.759,8.33,4.29,7.07,0.5,0.92,0.268,0.35100000000000003,0.10300000000000001,0.371,0.42,75.0,98.0,93.0,101.0,113.0,111.0,,,,0.486,,0.017,0.04,,0.86,91.5,,83.4,0.246,,,0.333,82.9,80.0,99.0,95.0,87.0,104.0,109.0,118.0,105.0,104.0,0.192,0.152,0.152,1.14,1.57,-0.04,86.7,77.8,0.185,0.211,0.176,,,,,,,
8,2023-07-03,717510,Walk,walk,False,669004,657746,MJ Melendez,Joe Ryan,1,0,0,373baecb-79ff-46ce-9921-579f40b14424,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-07-03,717510,Flyout,field_out,True,666023,657746,Freddy Fermin,Joe Ryan,0,0,0,51a6e990-c268-4334-b3ac-4521cf6d1cdb,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
