,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vSI,vCU,CH_ba,FF_ba,SI_ba,FC_ba,CU_ba,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,ST_ba
0,2023-04-01,718750,Flyout,field_out,True,602074,608379,Yonathan Daza,Michael Wacha,0,0,0,35ab746b-3664-4446-b4fc-24313604cab6,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,84.0,103.0,103.0,96.0,100.0,96.0,0.133,0.28800000000000003,0.124,0.11,0.345,1.23,-2.13,-0.36,1.04,1.06,92.0,86.9,91.9,74.0,0.207,0.188,0.25,0.364,0.172,,,,,,,,
1,2023-04-01,718750,Single,single,False,592178,608379,Kris Bryant,Michael Wacha,0,0,0,389c158a-4110-4588-a736-ebb2abe3c677,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,84.0,103.0,103.0,96.0,100.0,96.0,0.133,0.28800000000000003,0.124,0.11,0.345,1.23,-2.13,-0.36,1.04,1.06,92.0,86.9,91.9,74.0,0.207,0.188,0.25,0.364,0.172,,,,,,,,
2,2023-04-01,718750,Double Play,double_play,True,453568,608379,Charlie Blackmon,Michael Wacha,1,0,1,521b8f7e-8950-4c3c-a8e3-02b69e7c77b1,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,84.0,103.0,103.0,96.0,100.0,96.0,0.133,0.28800000000000003,0.124,0.11,0.345,1.23,-2.13,-0.36,1.04,1.06,92.0,86.9,91.9,74.0,0.207,0.188,0.25,0.364,0.172,,,,,,,,
3,2023-04-01,718750,Groundout,field_out,True,663757,570632,Trent Grisham,José Ureña,0,0,0,2b40cbb3-00d7-4a27-ad5d-60bdf67a14fe,570632.0,joseurena,Ureña,Right,José Ureña,6.45,5.77,44.2,99.0,90.0,93.0,0.8029999999999999,5.84,4.43,10.07,2.62,1.34,0.205,0.53,0.09300000000000001,0.41100000000000003,0.37200000000000005,87.4,61.0,98.0,82.0,,,,90.0,95.0,88.0,107.0,98.0,98.0,,,,0.28800000000000003,0.217,,,0.243,-4.06,,-1.62,,-0.46,95.4,,95.0,,0.22,0.351,0.339,,,101.0,103.0,105.0,0.253,-0.94,86.2,0.214,
4,2023-04-01,718750,Walk,walk,False,592518,570632,Manny Machado,José Ureña,1,0,0,60895469-7edb-4a3a-820f-cfdc9c9bd799,570632.0,joseurena,Ureña,Right,José Ureña,6.45,5.77,44.2,99.0,90.0,93.0,0.8029999999999999,5.84,4.43,10.07,2.62,1.34,0.205,0.53,0.09300000000000001,0.41100000000000003,0.37200000000000005,87.4,61.0,98.0,82.0,,,,90.0,95.0,88.0,107.0,98.0,98.0,,,,0.28800000000000003,0.217,,,0.243,-4.06,,-1.62,,-0.46,95.4,,95.0,,0.22,0.351,0.339,,,101.0,103.0,105.0,0.253,-0.94,86.2,0.214,
5,2023-04-01,718750,Forceout,force_out,True,665742,570632,Juan Soto,José Ureña,0,0,1,de543683-b1f3-4fd6-9de7-874224fbf987,570632.0,joseurena,Ureña,Right,José Ureña,6.45,5.77,44.2,99.0,90.0,93.0,0.8029999999999999,5.84,4.43,10.07,2.62,1.34,0.205,0.53,0.09300000000000001,0.41100000000000003,0.37200000000000005,87.4,61.0,98.0,82.0,,,,90.0,95.0,88.0,107.0,98.0,98.0,,,,0.28800000000000003,0.217,,,0.243,-4.06,,-1.62,,-0.46,95.4,,95.0,,0.22,0.351,0.339,,,101.0,103.0,105.0,0.253,-0.94,86.2,0.214,
6,2023-04-01,718750,Home Run,home_run,False,593428,570632,Xander Bogaerts,José Ureña,0,0,1,cd10a16a-b06f-4844-adec-dc45650847d8,570632.0,joseurena,Ureña,Right,José Ureña,6.45,5.77,44.2,99.0,90.0,93.0,0.8029999999999999,5.84,4.43,10.07,2.62,1.34,0.205,0.53,0.09300000000000001,0.41100000000000003,0.37200000000000005,87.4,61.0,98.0,82.0,,,,90.0,95.0,88.0,107.0,98.0,98.0,,,,0.28800000000000003,0.217,,,0.243,-4.06,,-1.62,,-0.46,95.4,,95.0,,0.22,0.351,0.339,,,101.0,103.0,105.0,0.253,-0.94,86.2,0.214,
7,2023-04-01,718750,Walk,walk,False,630105,570632,Jake Cronenworth,José Ureña,1,0,0,c011889f-4e64-44d6-af74-4665ce09e5d3,570632.0,joseurena,Ureña,Right,José Ureña,6.45,5.77,44.2,99.0,90.0,93.0,0.8029999999999999,5.84,4.43,10.07,2.62,1.34,0.205,0.53,0.09300000000000001,0.41100000000000003,0.37200000000000005,87.4,61.0,98.0,82.0,,,,90.0,95.0,88.0,107.0,98.0,98.0,,,,0.28800000000000003,0.217,,,0.243,-4.06,,-1.62,,-0.46,95.4,,95.0,,0.22,0.351,0.339,,,101.0,103.0,105.0,0.253,-0.94,86.2,0.214,
8,2023-04-01,718750,Walk,walk,False,572761,570632,Matt Carpenter,José Ureña,0,0,1,c80ed806-d410-4a7e-b6d2-0ea20d3ee80d,570632.0,joseurena,Ureña,Right,José Ureña,6.45,5.77,44.2,99.0,90.0,93.0,0.8029999999999999,5.84,4.43,10.07,2.62,1.34,0.205,0.53,0.09300000000000001,0.41100000000000003,0.37200000000000005,87.4,61.0,98.0,82.0,,,,90.0,95.0,88.0,107.0,98.0,98.0,,,,0.28800000000000003,0.217,,,0.243,-4.06,,-1.62,,-0.46,95.4,,95.0,,0.22,0.351,0.339,,,101.0,103.0,105.0,0.253,-0.94,86.2,0.214,
9,2023-04-01,718750,Flyout,field_out,True,669134,570632,Luis Campusano,José Ureña,1,1,0,c3b6004c-5407-412c-95e4-a393bfe90998,570632.0,joseurena,Ureña,Right,José Ureña,6.45,5.77,44.2,99.0,90.0,93.0,0.8029999999999999,5.84,4.43,10.07,2.62,1.34,0.205,0.53,0.09300000000000001,0.41100000000000003,0.37200000000000005,87.4,61.0,98.0,82.0,,,,90.0,95.0,88.0,107.0,98.0,98.0,,,,0.28800000000000003,0.217,,,0.243,-4.06,,-1.62,,-0.46,95.4,,95.0,,0.22,0.351,0.339,,,101.0,103.0,105.0,0.253,-0.94,86.2,0.214,
10,2023-04-01,718750,Double,double,False,543068,608379,C.J. Cron,Michael Wacha,1,0,0,1008b0df-3f5b-4195-9de4-503b0df56743,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,84.0,103.0,103.0,96.0,100.0,96.0,0.133,0.28800000000000003,0.124,0.11,0.345,1.23,-2.13,-0.36,1.04,1.06,92.0,86.9,91.9,74.0,0.207,0.188,0.25,0.364,0.172,,,,,,,,
11,2023-04-01,718750,Strikeout,strikeout,True,641857,608379,Ryan McMahon,Michael Wacha,0,0,0,5f1a09a3-2c66-47e0-87d0-c0f7369e1de7,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,84.0,103.0,103.0,96.0,100.0,96.0,0.133,0.28800000000000003,0.124,0.11,0.345,1.23,-2.13,-0.36,1.04,1.06,92.0,86.9,91.9,74.0,0.207,0.188,0.25,0.364,0.172,,,,,,,,
12,2023-04-01,718750,Flyout,field_out,True,660707,608379,Elehuris Montero,Michael Wacha,1,0,0,9e8804c0-8087-45c9-94cf-6de6fd778073,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,84.0,103.0,103.0,96.0,100.0,96.0,0.133,0.28800000000000003,0.124,0.11,0.345,1.23,-2.13,-0.36,1.04,1.06,92.0,86.9,91.9,74.0,0.207,0.188,0.25,0.364,0.172,,,,,,,,
