,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vSI,vCU,SI_ba,FF_ba,FC_ba,CU_ba,CH_ba,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-03-31,718765,Groundout,field_out,True,668942,669160,Josh Rojas,Dustin May,1,0,0,01955db9-a08f-4d53-9ba1-c50426b4492f,669160.0,dustinmay,May,Right,Dustin May,2.63,3.4,48.0,103.0,120.0,109.0,0.872,6.38,3.0,5.44,0.19,1.3,0.252,0.43,0.156,0.244,0.45899999999999996,90.9,66.0,93.0,97.0,149.0,102.0,118.0,117.0,103.0,106.0,117.0,102.0,108.0,113.0,111.0,107.0,0.335,0.26899999999999996,0.14800000000000002,0.203,0.045,0.48,3.03,3.59,0.6,2.6,97.3,93.0,96.6,86.3,0.161,0.22,0.161,0.167,0.1,,,,,,,,,,,,,,,
1,2023-03-31,718765,Flyout,field_out,True,606466,669160,Ketel Marte,Dustin May,1,0,0,31fb320c-aad4-4a64-b8fe-f942c7fb1822,669160.0,dustinmay,May,Right,Dustin May,2.63,3.4,48.0,103.0,120.0,109.0,0.872,6.38,3.0,5.44,0.19,1.3,0.252,0.43,0.156,0.244,0.45899999999999996,90.9,66.0,93.0,97.0,149.0,102.0,118.0,117.0,103.0,106.0,117.0,102.0,108.0,113.0,111.0,107.0,0.335,0.26899999999999996,0.14800000000000002,0.203,0.045,0.48,3.03,3.59,0.6,2.6,97.3,93.0,96.6,86.3,0.161,0.22,0.161,0.167,0.1,,,,,,,,,,,,,,,
2,2023-03-31,718765,Flyout,field_out,True,666971,669160,Lourdes Gurriel Jr.,Dustin May,1,0,0,80eeb679-cf1a-4b45-983f-58e9194d4b16,669160.0,dustinmay,May,Right,Dustin May,2.63,3.4,48.0,103.0,120.0,109.0,0.872,6.38,3.0,5.44,0.19,1.3,0.252,0.43,0.156,0.244,0.45899999999999996,90.9,66.0,93.0,97.0,149.0,102.0,118.0,117.0,103.0,106.0,117.0,102.0,108.0,113.0,111.0,107.0,0.335,0.26899999999999996,0.14800000000000002,0.203,0.045,0.48,3.03,3.59,0.6,2.6,97.3,93.0,96.6,86.3,0.161,0.22,0.161,0.167,0.1,,,,,,,,,,,,,,,
3,2023-03-31,718765,Groundout,field_out,True,605141,518876,Mookie Betts,Merrill Kelly,0,0,0,12514887-3637-4477-8028-ebf4eab81485,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,88.7,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,85.0,105.0,95.0,87.0,101.0,99.0,0.122,0.301,0.18100000000000002,0.11,0.231,0.04,0.88,0.83,-0.45,2.43,92.2,90.8,92.4,82.1,0.261,0.224,0.22,0.268,0.18,104.0,112.0,110.0,0.055,-0.64,85.5,0.217,,,,,,,,
4,2023-03-31,718765,Strikeout,strikeout,True,518692,518876,Freddie Freeman,Merrill Kelly,0,0,0,332491b7-7283-4083-b9fc-12cf3c04f317,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,88.7,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,85.0,105.0,95.0,87.0,101.0,99.0,0.122,0.301,0.18100000000000002,0.11,0.231,0.04,0.88,0.83,-0.45,2.43,92.2,90.8,92.4,82.1,0.261,0.224,0.22,0.268,0.18,104.0,112.0,110.0,0.055,-0.64,85.5,0.217,,,,,,,,
5,2023-03-31,718765,Walk,walk,False,669257,518876,Will Smith,Merrill Kelly,1,0,0,62ee6dab-c93e-4733-a2d2-9b4deacaafdb,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,88.7,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,85.0,105.0,95.0,87.0,101.0,99.0,0.122,0.301,0.18100000000000002,0.11,0.231,0.04,0.88,0.83,-0.45,2.43,92.2,90.8,92.4,82.1,0.261,0.224,0.22,0.268,0.18,104.0,112.0,110.0,0.055,-0.64,85.5,0.217,,,,,,,,
6,2023-03-31,718765,Single,single,False,571970,518876,Max Muncy,Merrill Kelly,1,0,1,9144990c-3670-482f-8155-fed406837487,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,88.7,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,85.0,105.0,95.0,87.0,101.0,99.0,0.122,0.301,0.18100000000000002,0.11,0.231,0.04,0.88,0.83,-0.45,2.43,92.2,90.8,92.4,82.1,0.261,0.224,0.22,0.268,0.18,104.0,112.0,110.0,0.055,-0.64,85.5,0.217,,,,,,,,
7,2023-03-31,718765,Strikeout,strikeout,True,502110,518876,J.D. Martinez,Merrill Kelly,0,0,0,431e23bb-7208-41b4-b256-af9b11a2034a,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,88.7,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,85.0,105.0,95.0,87.0,101.0,99.0,0.122,0.301,0.18100000000000002,0.11,0.231,0.04,0.88,0.83,-0.45,2.43,92.2,90.8,92.4,82.1,0.261,0.224,0.22,0.268,0.18,104.0,112.0,110.0,0.055,-0.64,85.5,0.217,,,,,,,,
8,2023-03-31,718765,Strikeout,strikeout,True,572233,669160,Christian Walker,Dustin May,0,0,0,8d4c1125-1447-489e-9afe-7e70af7c9cb3,669160.0,dustinmay,May,Right,Dustin May,2.63,3.4,48.0,103.0,120.0,109.0,0.872,6.38,3.0,5.44,0.19,1.3,0.252,0.43,0.156,0.244,0.45899999999999996,90.9,66.0,93.0,97.0,149.0,102.0,118.0,117.0,103.0,106.0,117.0,102.0,108.0,113.0,111.0,107.0,0.335,0.26899999999999996,0.14800000000000002,0.203,0.045,0.48,3.03,3.59,0.6,2.6,97.3,93.0,96.6,86.3,0.161,0.22,0.161,0.167,0.1,,,,,,,,,,,,,,,
9,2023-03-31,718765,Double,double,False,682998,669160,Corbin Carroll,Dustin May,0,0,0,8c64000d-51d1-4925-9469-dd9bf4cff1ce,669160.0,dustinmay,May,Right,Dustin May,2.63,3.4,48.0,103.0,120.0,109.0,0.872,6.38,3.0,5.44,0.19,1.3,0.252,0.43,0.156,0.244,0.45899999999999996,90.9,66.0,93.0,97.0,149.0,102.0,118.0,117.0,103.0,106.0,117.0,102.0,108.0,113.0,111.0,107.0,0.335,0.26899999999999996,0.14800000000000002,0.203,0.045,0.48,3.03,3.59,0.6,2.6,97.3,93.0,96.6,86.3,0.161,0.22,0.161,0.167,0.1,,,,,,,,,,,,,,,
