,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vSI,vCU,SI_ba,SV_ba,CH_ba,FF_ba,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FC%,SL%,KC%,wFC/C,wSL/C,wKC/C,vFC,vSL,vKC,SL_ba,FC_ba,CU_ba,ST_ba
0,2023-09-10,716641,Pop Out,field_out,True,672580,621244,Maikel Garcia,José Berríos,1,1,0,c97a55d4-ae8f-434f-b403-377ea709e26b,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,0.315,0.204,0.29600000000000004,0.185,0.72,0.61,0.31,-0.38,94.3,93.8,82.6,0.255,0.216,0.245,0.254,,,,,,,,,,,,,,,,,,,
1,2023-09-10,716641,Groundout,field_out,True,677951,621244,Bobby Witt Jr.,José Berríos,1,0,0,96b5e2a9-7983-4d2c-aafd-68b21c9f02b8,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,0.315,0.204,0.29600000000000004,0.185,0.72,0.61,0.31,-0.38,94.3,93.8,82.6,0.255,0.216,0.245,0.254,,,,,,,,,,,,,,,,,,,
2,2023-09-10,716641,Single,single,False,521692,621244,Salvador Perez,José Berríos,0,0,0,95d7b65b-1b47-42f5-82e5-564d8bbf8c7d,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,0.315,0.204,0.29600000000000004,0.185,0.72,0.61,0.31,-0.38,94.3,93.8,82.6,0.255,0.216,0.245,0.254,,,,,,,,,,,,,,,,,,,
3,2023-09-10,716641,Walk,walk,False,669004,621244,MJ Melendez,José Berríos,0,0,1,80a1c278-6fa6-431a-aeac-0f40e7004fce,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,0.315,0.204,0.29600000000000004,0.185,0.72,0.61,0.31,-0.38,94.3,93.8,82.6,0.255,0.216,0.245,0.254,,,,,,,,,,,,,,,,,,,
4,2023-09-10,716641,Groundout,field_out,True,658668,621244,Edward Olivares,José Berríos,0,0,0,0c058474-1a19-41fc-af09-ab24bb52c20c,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,0.315,0.204,0.29600000000000004,0.185,0.72,0.61,0.31,-0.38,94.3,93.8,82.6,0.255,0.216,0.245,0.254,,,,,,,,,,,,,,,,,,,
5,2023-09-10,716641,Strikeout,strikeout,True,543807,666142,George Springer,Cole Ragans,0,0,0,7e4dca6a-1106-47a6-bc15-c0195d86702a,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,,,,108.0,100.0,100.0,,,,,0.401,,0.237,0.24,,,2.84,96.5,,,,,0.152,0.234,126.0,114.0,125.0,89.0,92.0,87.0,0.134,0.10400000000000001,0.124,1.47,2.79,-0.05,91.8,86.6,81.8,0.18,0.27,0.194,
6,2023-09-10,716641,Strikeout,strikeout,True,666182,666142,Bo Bichette,Cole Ragans,0,0,0,f46f603c-cdae-4a41-ae22-5323e40ab3ad,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,,,,108.0,100.0,100.0,,,,,0.401,,0.237,0.24,,,2.84,96.5,,,,,0.152,0.234,126.0,114.0,125.0,89.0,92.0,87.0,0.134,0.10400000000000001,0.124,1.47,2.79,-0.05,91.8,86.6,81.8,0.18,0.27,0.194,
7,2023-09-10,716641,Lineout,field_out,True,665489,666142,Vladimir Guerrero Jr.,Cole Ragans,1,1,0,7133dffc-f424-42f3-8f9e-9701816d59ba,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,,,,108.0,100.0,100.0,,,,,0.401,,0.237,0.24,,,2.84,96.5,,,,,0.152,0.234,126.0,114.0,125.0,89.0,92.0,87.0,0.134,0.10400000000000001,0.124,1.47,2.79,-0.05,91.8,86.6,81.8,0.18,0.27,0.194,
8,2023-09-10,716641,Strikeout,strikeout,True,686681,621244,Michael Massey,José Berríos,0,0,0,a46c72af-8c69-41e2-8af8-cff7e1353707,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,0.315,0.204,0.29600000000000004,0.185,0.72,0.61,0.31,-0.38,94.3,93.8,82.6,0.255,0.216,0.245,0.254,,,,,,,,,,,,,,,,,,,
9,2023-09-10,716641,Groundout,field_out,True,679845,621244,Nick Loftin,José Berríos,1,1,0,e5f6f3d3-e150-443b-b2d2-77b368103de3,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,0.315,0.204,0.29600000000000004,0.185,0.72,0.61,0.31,-0.38,94.3,93.8,82.6,0.255,0.216,0.245,0.254,,,,,,,,,,,,,,,,,,,
