,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,FF_ba,CH_ba,SI_ba,SL_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,FO%,CU%,wFC/C,wFO/C,wCU/C,vFC,vFO,vCU,FC_ba,FS_ba,ST_ba,CU_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC
0,2023-04-02,718741,Single,single,False,502054,669432,Tommy Pham,Trevor Rogers,1,0,0,ca37f7a8-6297-4386-9e4a-e71097f0198a,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,4.0,4.01,18.0,106.0,96.0,106.0,0.758,9.5,3.0,8.0,1.0,1.37,0.157,0.5489999999999999,0.17600000000000002,0.294,0.379,85.7,111.0,110.0,117.0,89.0,106.0,102.0,100.0,106.0,109.0,88.0,99.0,95.0,0.188,0.43,0.127,0.255,0.64,4.0,0.06,-2.86,93.2,92.6,82.6,0.217,0.32,0.133,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-02,718741,Lineout,field_out,True,516782,669432,Starling Marte,Trevor Rogers,1,0,0,564d8d3e-d701-4987-b765-259ae2e0c241,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,4.0,4.01,18.0,106.0,96.0,106.0,0.758,9.5,3.0,8.0,1.0,1.37,0.157,0.5489999999999999,0.17600000000000002,0.294,0.379,85.7,111.0,110.0,117.0,89.0,106.0,102.0,100.0,106.0,109.0,88.0,99.0,95.0,0.188,0.43,0.127,0.255,0.64,4.0,0.06,-2.86,93.2,92.6,82.6,0.217,0.32,0.133,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-02,718741,Forceout,force_out,True,596019,669432,Francisco Lindor,Trevor Rogers,1,1,1,8af455e9-10cc-4d1e-ac7e-77be7bf2b805,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,4.0,4.01,18.0,106.0,96.0,106.0,0.758,9.5,3.0,8.0,1.0,1.37,0.157,0.5489999999999999,0.17600000000000002,0.294,0.379,85.7,111.0,110.0,117.0,89.0,106.0,102.0,100.0,106.0,109.0,88.0,99.0,95.0,0.188,0.43,0.127,0.255,0.64,4.0,0.06,-2.86,93.2,92.6,82.6,0.217,0.32,0.133,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-02,718741,Walk,walk,False,624413,669432,Pete Alonso,Trevor Rogers,0,0,1,08fa1f3d-5fc1-4c87-8845-e4eeffa54f78,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,4.0,4.01,18.0,106.0,96.0,106.0,0.758,9.5,3.0,8.0,1.0,1.37,0.157,0.5489999999999999,0.17600000000000002,0.294,0.379,85.7,111.0,110.0,117.0,89.0,106.0,102.0,100.0,106.0,109.0,88.0,99.0,95.0,0.188,0.43,0.127,0.255,0.64,4.0,0.06,-2.86,93.2,92.6,82.6,0.217,0.32,0.133,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-04-02,718741,Walk,walk,False,592192,669432,Mark Canha,Trevor Rogers,0,0,1,209e4c92-05fe-41aa-b76a-9b145c4bb75e,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,4.0,4.01,18.0,106.0,96.0,106.0,0.758,9.5,3.0,8.0,1.0,1.37,0.157,0.5489999999999999,0.17600000000000002,0.294,0.379,85.7,111.0,110.0,117.0,89.0,106.0,102.0,100.0,106.0,109.0,88.0,99.0,95.0,0.188,0.43,0.127,0.255,0.64,4.0,0.06,-2.86,93.2,92.6,82.6,0.217,0.32,0.133,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-04-02,718741,Single,single,False,643446,669432,Jeff McNeil,Trevor Rogers,1,0,1,470d915c-2fad-4f2b-ac79-9ad857f7c475,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,4.0,4.01,18.0,106.0,96.0,106.0,0.758,9.5,3.0,8.0,1.0,1.37,0.157,0.5489999999999999,0.17600000000000002,0.294,0.379,85.7,111.0,110.0,117.0,89.0,106.0,102.0,100.0,106.0,109.0,88.0,99.0,95.0,0.188,0.43,0.127,0.255,0.64,4.0,0.06,-2.86,93.2,92.6,82.6,0.217,0.32,0.133,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2023-04-02,718741,Strikeout,strikeout,True,500871,669432,Eduardo Escobar,Trevor Rogers,0,0,0,bed7796b-791d-4571-82b2-958d17e46cc4,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,4.0,4.01,18.0,106.0,96.0,106.0,0.758,9.5,3.0,8.0,1.0,1.37,0.157,0.5489999999999999,0.17600000000000002,0.294,0.379,85.7,111.0,110.0,117.0,89.0,106.0,102.0,100.0,106.0,109.0,88.0,99.0,95.0,0.188,0.43,0.127,0.255,0.64,4.0,0.06,-2.86,93.2,92.6,82.6,0.217,0.32,0.133,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023-04-02,718741,Single,single,False,650333,673540,Luis Arraez,Kodai Senga,1,0,0,32e15f80-5efe-42ab-9e6d-dd89469f10d8,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,,,,,109.0,97.0,97.0,,,,100.0,93.0,102.0,,0.37,0.11599999999999999,,0.17,,-0.96,,95.7,,82.7,0.244,,,0.219,91.0,90.0,87.0,93.0,95.0,93.0,0.25,0.237,0.027000000000000003,2.52,0.95,-0.23,90.8,83.2,72.8,0.244,0.11,0.333,0.125,,,,,,,,,,,,
8,2023-04-02,718741,Double,double,False,624585,673540,Jorge Soler,Kodai Senga,1,1,1,4328e7c8-7170-47b5-a71c-4dd23b14565e,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,,,,,109.0,97.0,97.0,,,,100.0,93.0,102.0,,0.37,0.11599999999999999,,0.17,,-0.96,,95.7,,82.7,0.244,,,0.219,91.0,90.0,87.0,93.0,95.0,93.0,0.25,0.237,0.027000000000000003,2.52,0.95,-0.23,90.8,83.2,72.8,0.244,0.11,0.333,0.125,,,,,,,,,,,,
9,2023-04-02,718741,Walk,walk,False,665862,673540,Jazz Chisholm Jr.,Kodai Senga,0,0,0,00d15e51-bd7d-44b8-9edd-0cc4f3cd78f3,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,,,,,109.0,97.0,97.0,,,,100.0,93.0,102.0,,0.37,0.11599999999999999,,0.17,,-0.96,,95.7,,82.7,0.244,,,0.219,91.0,90.0,87.0,93.0,95.0,93.0,0.25,0.237,0.027000000000000003,2.52,0.95,-0.23,90.8,83.2,72.8,0.244,0.11,0.333,0.125,,,,,,,,,,,,
10,2023-04-02,718741,Walk,walk,False,541645,673540,Avisaíl García,Kodai Senga,1,0,1,8282105b-d324-42c8-a05e-300c00e0a47f,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,,,,,109.0,97.0,97.0,,,,100.0,93.0,102.0,,0.37,0.11599999999999999,,0.17,,-0.96,,95.7,,82.7,0.244,,,0.219,91.0,90.0,87.0,93.0,95.0,93.0,0.25,0.237,0.027000000000000003,2.52,0.95,-0.23,90.8,83.2,72.8,0.244,0.11,0.333,0.125,,,,,,,,,,,,
11,2023-04-02,718741,Strikeout,strikeout,True,493329,673540,Yuli Gurriel,Kodai Senga,0,0,0,c7692368-a379-49cc-9cc9-3b62804b8574,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,,,,,109.0,97.0,97.0,,,,100.0,93.0,102.0,,0.37,0.11599999999999999,,0.17,,-0.96,,95.7,,82.7,0.244,,,0.219,91.0,90.0,87.0,93.0,95.0,93.0,0.25,0.237,0.027000000000000003,2.52,0.95,-0.23,90.8,83.2,72.8,0.244,0.11,0.333,0.125,,,,,,,,,,,,
12,2023-04-02,718741,Strikeout,strikeout,True,660821,673540,Jesús Sánchez,Kodai Senga,0,0,0,abd46895-faa1-4cdd-80a4-9c896b1ded67,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,,,,,109.0,97.0,97.0,,,,100.0,93.0,102.0,,0.37,0.11599999999999999,,0.17,,-0.96,,95.7,,82.7,0.244,,,0.219,91.0,90.0,87.0,93.0,95.0,93.0,0.25,0.237,0.027000000000000003,2.52,0.95,-0.23,90.8,83.2,72.8,0.244,0.11,0.333,0.125,,,,,,,,,,,,
13,2023-04-02,718741,Lineout,field_out,True,542932,673540,Jon Berti,Kodai Senga,0,0,0,c30a7dc3-97ab-4bd4-afd6-101c1099b585,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,,,,,109.0,97.0,97.0,,,,100.0,93.0,102.0,,0.37,0.11599999999999999,,0.17,,-0.96,,95.7,,82.7,0.244,,,0.219,91.0,90.0,87.0,93.0,95.0,93.0,0.25,0.237,0.027000000000000003,2.52,0.95,-0.23,90.8,83.2,72.8,0.244,0.11,0.333,0.125,,,,,,,,,,,,
14,2023-04-02,718741,Groundout,field_out,True,621512,669432,Tomás Nido,Trevor Rogers,0,0,0,09ea8445-c697-4e86-91af-9d144d70e5cf,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,4.0,4.01,18.0,106.0,96.0,106.0,0.758,9.5,3.0,8.0,1.0,1.37,0.157,0.5489999999999999,0.17600000000000002,0.294,0.379,85.7,111.0,110.0,117.0,89.0,106.0,102.0,100.0,106.0,109.0,88.0,99.0,95.0,0.188,0.43,0.127,0.255,0.64,4.0,0.06,-2.86,93.2,92.6,82.6,0.217,0.32,0.133,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2023-04-02,718741,Groundout,field_out,True,641796,669432,Tim Locastro,Trevor Rogers,1,0,0,481f7454-d94a-437f-ae04-eaba719cadaf,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,4.0,4.01,18.0,106.0,96.0,106.0,0.758,9.5,3.0,8.0,1.0,1.37,0.157,0.5489999999999999,0.17600000000000002,0.294,0.379,85.7,111.0,110.0,117.0,89.0,106.0,102.0,100.0,106.0,109.0,88.0,99.0,95.0,0.188,0.43,0.127,0.255,0.64,4.0,0.06,-2.86,93.2,92.6,82.6,0.217,0.32,0.133,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2023-04-02,718741,Lineout,field_out,True,502054,669432,Tommy Pham,Trevor Rogers,0,0,0,2de0da47-49ab-4e2f-8cf1-b1531f758897,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,4.0,4.01,18.0,106.0,96.0,106.0,0.758,9.5,3.0,8.0,1.0,1.37,0.157,0.5489999999999999,0.17600000000000002,0.294,0.379,85.7,111.0,110.0,117.0,89.0,106.0,102.0,100.0,106.0,109.0,88.0,99.0,95.0,0.188,0.43,0.127,0.255,0.64,4.0,0.06,-2.86,93.2,92.6,82.6,0.217,0.32,0.133,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2023-04-02,718741,Walk,walk,False,607732,673540,Jacob Stallings,Kodai Senga,0,0,0,02545e9e-0321-4f85-a9a8-733ffb508911,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,,,,,109.0,97.0,97.0,,,,100.0,93.0,102.0,,0.37,0.11599999999999999,,0.17,,-0.96,,95.7,,82.7,0.244,,,0.219,91.0,90.0,87.0,93.0,95.0,93.0,0.25,0.237,0.027000000000000003,2.52,0.95,-0.23,90.8,83.2,72.8,0.244,0.11,0.333,0.125,,,,,,,,,,,,
18,2023-04-02,718741,Lineout,field_out,True,621563,673540,Joey Wendle,Kodai Senga,1,0,0,93636c6f-4dca-4ba9-baed-ecf0ae23e7e6,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,,,,,109.0,97.0,97.0,,,,100.0,93.0,102.0,,0.37,0.11599999999999999,,0.17,,-0.96,,95.7,,82.7,0.244,,,0.219,91.0,90.0,87.0,93.0,95.0,93.0,0.25,0.237,0.027000000000000003,2.52,0.95,-0.23,90.8,83.2,72.8,0.244,0.11,0.333,0.125,,,,,,,,,,,,
19,2023-04-02,718741,Grounded Into DP,grounded_into_double_play,True,650333,673540,Luis Arraez,Kodai Senga,0,0,1,019a6d7c-cde5-46f6-a615-1a4ebe74d5dc,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,,,,,109.0,97.0,97.0,,,,100.0,93.0,102.0,,0.37,0.11599999999999999,,0.17,,-0.96,,95.7,,82.7,0.244,,,0.219,91.0,90.0,87.0,93.0,95.0,93.0,0.25,0.237,0.027000000000000003,2.52,0.95,-0.23,90.8,83.2,72.8,0.244,0.11,0.333,0.125,,,,,,,,,,,,
20,2023-04-02,718741,Strikeout,strikeout,True,516782,669432,Starling Marte,Trevor Rogers,0,0,0,c0c59c4c-8594-4a78-ac4d-e6edafbb591d,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,4.0,4.01,18.0,106.0,96.0,106.0,0.758,9.5,3.0,8.0,1.0,1.37,0.157,0.5489999999999999,0.17600000000000002,0.294,0.379,85.7,111.0,110.0,117.0,89.0,106.0,102.0,100.0,106.0,109.0,88.0,99.0,95.0,0.188,0.43,0.127,0.255,0.64,4.0,0.06,-2.86,93.2,92.6,82.6,0.217,0.32,0.133,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2023-04-02,718741,Lineout,field_out,True,596019,669432,Francisco Lindor,Trevor Rogers,1,0,0,62e2093c-c244-4ece-9d13-9838833dbd8a,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,4.0,4.01,18.0,106.0,96.0,106.0,0.758,9.5,3.0,8.0,1.0,1.37,0.157,0.5489999999999999,0.17600000000000002,0.294,0.379,85.7,111.0,110.0,117.0,89.0,106.0,102.0,100.0,106.0,109.0,88.0,99.0,95.0,0.188,0.43,0.127,0.255,0.64,4.0,0.06,-2.86,93.2,92.6,82.6,0.217,0.32,0.133,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2023-04-02,718741,Groundout,field_out,True,624413,669432,Pete Alonso,Trevor Rogers,1,1,0,7190eca7-2b3c-4957-bed8-99ca0dbd9eb4,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,4.0,4.01,18.0,106.0,96.0,106.0,0.758,9.5,3.0,8.0,1.0,1.37,0.157,0.5489999999999999,0.17600000000000002,0.294,0.379,85.7,111.0,110.0,117.0,89.0,106.0,102.0,100.0,106.0,109.0,88.0,99.0,95.0,0.188,0.43,0.127,0.255,0.64,4.0,0.06,-2.86,93.2,92.6,82.6,0.217,0.32,0.133,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2023-04-02,718741,Strikeout,strikeout,True,624585,673540,Jorge Soler,Kodai Senga,0,0,0,4fe7d32e-023f-46d7-aef1-dee1dc61cd10,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,,,,,109.0,97.0,97.0,,,,100.0,93.0,102.0,,0.37,0.11599999999999999,,0.17,,-0.96,,95.7,,82.7,0.244,,,0.219,91.0,90.0,87.0,93.0,95.0,93.0,0.25,0.237,0.027000000000000003,2.52,0.95,-0.23,90.8,83.2,72.8,0.244,0.11,0.333,0.125,,,,,,,,,,,,
24,2023-04-02,718741,Strikeout,strikeout,True,665862,673540,Jazz Chisholm Jr.,Kodai Senga,0,0,0,56308e3b-e561-4bb5-ba4b-1c82ddf26a5e,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,,,,,109.0,97.0,97.0,,,,100.0,93.0,102.0,,0.37,0.11599999999999999,,0.17,,-0.96,,95.7,,82.7,0.244,,,0.219,91.0,90.0,87.0,93.0,95.0,93.0,0.25,0.237,0.027000000000000003,2.52,0.95,-0.23,90.8,83.2,72.8,0.244,0.11,0.333,0.125,,,,,,,,,,,,
25,2023-04-02,718741,Lineout,field_out,True,541645,673540,Avisaíl García,Kodai Senga,0,0,0,61a5c845-d13f-4651-8d15-05a69618f580,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,,,,,109.0,97.0,97.0,,,,100.0,93.0,102.0,,0.37,0.11599999999999999,,0.17,,-0.96,,95.7,,82.7,0.244,,,0.219,91.0,90.0,87.0,93.0,95.0,93.0,0.25,0.237,0.027000000000000003,2.52,0.95,-0.23,90.8,83.2,72.8,0.244,0.11,0.333,0.125,,,,,,,,,,,,
