,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,FF_ba,ST_ba,CH_ba,SI_ba,CU_ba,SL_ba,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,SV_ba,FC_ba,FS_ba
0,2023-09-15,716567,Single,single,False,643565,694297,Mike Tauchman,Brandon Pfaadt,0,0,0,0983aac5-891d-4360-a48d-81f85aab12ca,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,5.72,4.48,96.0,104.0,103.0,105.0,0.769,8.81,2.44,10.22,2.06,0.73,0.201,0.44299999999999995,0.14800000000000002,0.386,0.466,86.7,90.0,100.0,97.0,106.0,89.0,97.0,97.0,105.0,102.0,97.0,108.0,100.0,119.0,106.0,117.0,0.099,0.45399999999999996,0.27,0.055,0.122,-1.63,-0.03,1.21,-1.24,-3.66,93.6,93.1,83.8,78.8,0.327,0.18,0.4,0.313,0.294,,,,,,,,,,,,,,,,
1,2023-09-15,716567,Flyout,field_out,True,663538,694297,Nico Hoerner,Brandon Pfaadt,0,0,0,480cba1d-e25d-475a-8347-47400615517e,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,5.72,4.48,96.0,104.0,103.0,105.0,0.769,8.81,2.44,10.22,2.06,0.73,0.201,0.44299999999999995,0.14800000000000002,0.386,0.466,86.7,90.0,100.0,97.0,106.0,89.0,97.0,97.0,105.0,102.0,97.0,108.0,100.0,119.0,106.0,117.0,0.099,0.45399999999999996,0.27,0.055,0.122,-1.63,-0.03,1.21,-1.24,-3.66,93.6,93.1,83.8,78.8,0.327,0.18,0.4,0.313,0.294,,,,,,,,,,,,,,,,
2,2023-09-15,716567,Grounded Into DP,grounded_into_double_play,True,664023,694297,Ian Happ,Brandon Pfaadt,1,0,1,e3a2d490-a2c4-4b28-a01e-f29cedf9a3a7,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,5.72,4.48,96.0,104.0,103.0,105.0,0.769,8.81,2.44,10.22,2.06,0.73,0.201,0.44299999999999995,0.14800000000000002,0.386,0.466,86.7,90.0,100.0,97.0,106.0,89.0,97.0,97.0,105.0,102.0,97.0,108.0,100.0,119.0,106.0,117.0,0.099,0.45399999999999996,0.27,0.055,0.122,-1.63,-0.03,1.21,-1.24,-3.66,93.6,93.1,83.8,78.8,0.327,0.18,0.4,0.313,0.294,,,,,,,,,,,,,,,,
3,2023-09-15,716567,Single,single,False,606466,657006,Ketel Marte,Justin Steele,0,0,0,729cc590-fd55-4acb-ae7b-8caeb2465f70,657006.0,justinsteele,Steele,Left,Justin Steele,3.06,3.5,173.1,102.0,99.0,102.0,0.7809999999999999,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,87.5,69.0,85.0,78.0,87.0,98.0,109.0,88.0,102.0,98.0,45.0,95.0,88.0,123.0,104.0,111.0,0.018000000000000002,0.626,0.33899999999999997,0.006,0.01,0.67,0.89,0.54,2.44,-1.94,91.8,92.2,83.3,80.7,0.275,,0.4,0.25,0.0,0.217,,,,,,,,,,,,,,,
4,2023-09-15,716567,Sac Bunt,sac_bunt,True,682998,657006,Corbin Carroll,Justin Steele,0,0,1,498bd2bc-2367-43a8-a1c7-852029ecac40,657006.0,justinsteele,Steele,Left,Justin Steele,3.06,3.5,173.1,102.0,99.0,102.0,0.7809999999999999,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,87.5,69.0,85.0,78.0,87.0,98.0,109.0,88.0,102.0,98.0,45.0,95.0,88.0,123.0,104.0,111.0,0.018000000000000002,0.626,0.33899999999999997,0.006,0.01,0.67,0.89,0.54,2.44,-1.94,91.8,92.2,83.3,80.7,0.275,,0.4,0.25,0.0,0.217,,,,,,,,,,,,,,,
5,2023-09-15,716567,Groundout,field_out,True,502054,657006,Tommy Pham,Justin Steele,0,0,1,ddcd7d65-2e3b-4cad-80ff-03d2d1623313,657006.0,justinsteele,Steele,Left,Justin Steele,3.06,3.5,173.1,102.0,99.0,102.0,0.7809999999999999,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,87.5,69.0,85.0,78.0,87.0,98.0,109.0,88.0,102.0,98.0,45.0,95.0,88.0,123.0,104.0,111.0,0.018000000000000002,0.626,0.33899999999999997,0.006,0.01,0.67,0.89,0.54,2.44,-1.94,91.8,92.2,83.3,80.7,0.275,,0.4,0.25,0.0,0.217,,,,,,,,,,,,,,,
6,2023-09-15,716567,Walk,walk,False,572233,657006,Christian Walker,Justin Steele,0,0,0,d8b52033-d4f4-494a-8831-deef6217862b,657006.0,justinsteele,Steele,Left,Justin Steele,3.06,3.5,173.1,102.0,99.0,102.0,0.7809999999999999,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,87.5,69.0,85.0,78.0,87.0,98.0,109.0,88.0,102.0,98.0,45.0,95.0,88.0,123.0,104.0,111.0,0.018000000000000002,0.626,0.33899999999999997,0.006,0.01,0.67,0.89,0.54,2.44,-1.94,91.8,92.2,83.3,80.7,0.275,,0.4,0.25,0.0,0.217,,,,,,,,,,,,,,,
7,2023-09-15,716567,Home Run,home_run,False,666971,657006,Lourdes Gurriel Jr.,Justin Steele,0,0,1,0edec83a-4f2e-486c-a07a-a69578c7a038,657006.0,justinsteele,Steele,Left,Justin Steele,3.06,3.5,173.1,102.0,99.0,102.0,0.7809999999999999,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,87.5,69.0,85.0,78.0,87.0,98.0,109.0,88.0,102.0,98.0,45.0,95.0,88.0,123.0,104.0,111.0,0.018000000000000002,0.626,0.33899999999999997,0.006,0.01,0.67,0.89,0.54,2.44,-1.94,91.8,92.2,83.3,80.7,0.275,,0.4,0.25,0.0,0.217,,,,,,,,,,,,,,,
8,2023-09-15,716567,Groundout,field_out,True,446334,657006,Evan Longoria,Justin Steele,0,0,0,50516946-e975-4d7e-b3c8-88593222b287,657006.0,justinsteele,Steele,Left,Justin Steele,3.06,3.5,173.1,102.0,99.0,102.0,0.7809999999999999,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,87.5,69.0,85.0,78.0,87.0,98.0,109.0,88.0,102.0,98.0,45.0,95.0,88.0,123.0,104.0,111.0,0.018000000000000002,0.626,0.33899999999999997,0.006,0.01,0.67,0.89,0.54,2.44,-1.94,91.8,92.2,83.3,80.7,0.275,,0.4,0.25,0.0,0.217,,,,,,,,,,,,,,,
9,2023-09-15,716567,Lineout,field_out,True,641355,694297,Cody Bellinger,Brandon Pfaadt,1,0,0,86ec8b9f-be1b-4145-928c-731b00cef284,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,5.72,4.48,96.0,104.0,103.0,105.0,0.769,8.81,2.44,10.22,2.06,0.73,0.201,0.44299999999999995,0.14800000000000002,0.386,0.466,86.7,90.0,100.0,97.0,106.0,89.0,97.0,97.0,105.0,102.0,97.0,108.0,100.0,119.0,106.0,117.0,0.099,0.45399999999999996,0.27,0.055,0.122,-1.63,-0.03,1.21,-1.24,-3.66,93.6,93.1,83.8,78.8,0.327,0.18,0.4,0.313,0.294,,,,,,,,,,,,,,,,
